Gene	5637	SV-HUC-1	T24	UM-Uc-3
APCDD1	5.286747222	175	0.5	0.5
ALDH1L2	13.21686805	451	99.20489496	62.48095813
CLIC5	6.608434027	227	0.5	4.571777424
RNF144B	163.8891639	5654	115.4384232	30.47851616
LOC100128252	7.930120832	274	0.5	0.5
CRNDE	9.251807638	322	214.6433182	1060.652362
CASKIN1	5.286747222	188	36.07450726	237.7324261
FOXJ1	3.965060416	141	0.5	4.571777424
KIF5A	15.86024166	564	1.803725363	303.2612358
ALPPL2	11.89518125	425	0.5	1.523925808
TMOD1	10.57349444	380	1807.332814	65.52880975
EPDR1	0.5	18	0.5	836.6352686
ATP8A2	7.930120832	288	81.16764133	0.5
CRTAC1	9.251807638	339	1.803725363	0.5
SYT14	11.89518125	437	0.5	330.6919003
PALM3	15.86024166	585	257.9327269	303.2612358
HRASLS2	0.5	19	0.5	1.523925808
RARRES3	72.6927743	2775	137.0831276	51.81347747
TTC28	2.643373611	102	1518.736756	1662.603057
WNT9A	7.930120832	309	10.82235218	18.2871097
ADAMTSL4	173.1409715	6778	256.1290015	57.90918071
ARHGAP40	3.965060416	156	3.607450726	0.5
VIPR2	0.5	20	0.5	0.5
RB1	81.94458194	3414	1203.084817	2084.730505
BMP7	0.5	21	0.5	324.5961971
LOC400043	0.5	21	328.278016	48.76562586
INPP5D	9.251807638	391	1.803725363	1.523925808
OASL	2.643373611	113	674.5932857	70.10058717
CLEC11A	0.5	22	2357.469049	36.57421939
ZNF667	10.57349444	472	1.803725363	0.5
LAMC3	3.965060416	178	1.803725363	0.5
ZNF300	0.5	23	0.5	0.5
ABCA4	6.608434027	310	1.803725363	3.047851616
CORO6	3.965060416	186	14.4298029	10.66748066
DNAJC15	10.57349444	496	378.7823262	0.5
CPNE7	13.21686805	649	867.5918995	697.9580201
MYEOV	2.643373611	131	306.6333117	12.19140646
JAM3	1.321686805	66	0.5	1818.043489
WSCD1	5.286747222	264	10409.29907	1202.377463
CXorf57	0.5	25	16.23352827	19.8110355
ANXA9	3.965060416	204	0.5	1.523925808
HIST1H2BM	3.965060416	204	73.95273988	6.095703232
PAX8	58.15421944	3000	14887.94915	16.76318389
DEPTOR	5.286747222	274	182.1762617	286.4980519
RASGEF1A	1.321686805	69	0.5	9.143554848
COL4A4	18.50361528	979	50.50431016	1.523925808
KLK8	6.608434027	354	0.5	0.5
TAGLN	56.83253263	3068	108.2235218	19.8110355
PPM1H	3.965060416	215	19.84097899	41.14599682
PLCB4	3.965060416	216	571.78094	1019.506366
GRAMD1B	1.321686805	73	32.46705653	30.47851616
PROM2	39.65060416	2220	72.14901452	158.488284
CRABP1	2.643373611	150	3.607450726	0.5
HSH2D	3.965060416	242	19.84097899	1.523925808
SIAE	9.251807638	574	595.2293698	1153.611837
LMX1B	3.965060416	249	0.5	318.5004939
SPARC	237.903625	15549	11116.35941	4327.949295
ITGBL1	2.643373611	174	142.4943037	580.6157329
COL23A1	0.5	34	0.5	1494.971218
MAP7D2	11.89518125	829	1.803725363	4.571777424
CYFIP2	26.43373611	1866	703.4528915	847.3027493
ABAT	7.930120832	571	0.5	35.05029359
LOC728392	2.643373611	193	178.5688109	175.2514679
ALPP	35.68554375	2607	1.803725363	3.047851616
BMPER	0.5	37	64.93411306	6.095703232
GABBR2	18.50361528	1370	55.91548625	160.0122098
TRPV6	10.57349444	787	0.5	0.5
CRYAB	2.643373611	199	5.411176089	12.19140646
HOXC11	0.5	40	0.5	0.5
NEGR1	0.5	40	216.4470435	30.47851616
KCNK15	0.5	43	0.5	0.5
PLEKHG4	0.5	43	3.607450726	169.1557647
VWA5A	0.5	43	3.607450726	74.67236459
S100P	10.57349444	918	0.5	0.5
CDH5	1.321686805	118	28.85960581	0.5
SIRPB2	2.643373611	236	0.5	16.76318389
KIAA0319	0.5	45	0.5	3.047851616
PPFIBP2	1.321686805	121	57.71921161	867.1137848
GAS7	0.5	46	3.607450726	222.493168
GRHL3	3.965060416	371	0.5	0.5
PXDN	178.4277187	16901	678.2007364	10.66748066
EEF1A2	422.9397777	40562	14191.71116	10483.08563
CELF2	0.5	48	0.5	364.2182681
PSCA	6.608434027	638	55.91548625	7.61962904
ANO2	0.5	49	0.5	91.43554848
TSPYL5	0.5	49	0.5	237.7324261
BATF	2.643373611	260	0.5	0.5
FLT4	2.643373611	263	0.5	47.24170005
TPPP	2.643373611	263	39.68195798	97.53125171
KLK6	80.62289513	8260	10.82235218	0.5
MUC5B	0.5	52	477.9872212	0.5
MYOCD	1.321686805	139	0.5	32.00244197
SLC2A3	2.643373611	282	1230.140697	268.2109422
HIST1H3C	1.321686805	142	0.5	7.61962904
TLX3	1.321686805	143	0.5	0.5
SYCP2L	1.321686805	144	0.5	13.71533227
ANGPTL4	0.5	55	735.9199481	806.1567525
EN2	0.5	58	0.5	356.5986391
RASAL1	2.643373611	307	5.411176089	1.523925808
ZNF467	1.321686805	156	99.20489496	448.0341876
CALB2	1.321686805	157	9.018626814	1507.162624
LOC100507421	7.930120832	1003	290.3997834	163.0600615
PCDHB2	1.321686805	169	301.2221356	97.53125171
ALDH2	1.321686805	174	750.349751	0.5
PDZK1	3.965060416	524	1.803725363	22.85888712
ITGA4	1.321686805	179	0.5	27.43066454
SCN5A	3.965060416	540	14.4298029	39.62207101
KLK5	34.36385694	4707	0.5	7.61962904
ZNF879	1.321686805	183	3.607450726	24.38281293
FAM174B	6.608434027	934	12.62607754	6.095703232
RSAD2	1.321686805	187	10.82235218	80.76806783
PPAPDC1A	1.321686805	196	0.5	24.38281293
ID4	66.08434027	10335	10.82235218	13.71533227
KCNIP3	1.321686805	211	395.0158545	507.4672941
FZD10	1.321686805	213	0.5	19.8110355
CD74	30.39879652	4961	373.3711501	1.523925808
UCHL1	3.965060416	653	12.62607754	2086.254431
PRSS21	0.5	84	0.5	0.5
LRRC4B	1.321686805	223	1.803725363	326.1201229
FGF1	0.5	87	7.214901452	423.6513746
LOC100506305	3.965060416	694	786.4242582	931.1186687
IGF2BP1	6.608434027	1157	2321.394542	4.571777424
PLCXD3	1.321686805	237	0.5	0.5
CPZ	13.21686805	2510	36.07450726	16.76318389
ZNF542	1.321686805	251	0.5	0.5
PCDHGB5	1.321686805	266	652.9485814	0.5
C2orf74	1.321686805	273	63.1303877	0.5
OAS2	6.608434027	1365	367.959974	120.3901388
BARX1	1.321686805	278	0.5	0.5
SMOC1	6.608434027	1443	12.62607754	4314.233963
CLIC3	5.286747222	1179	12.62607754	0.5
KCNK3	0.5	114	2263.67533	106.6748066
GJA5	2.643373611	611	0.5	4.571777424
CACNA1H	2.643373611	617	0.5	566.9004006
KCNQ1	0.5	119	0.5	73.14843879
C8orf42	1.321686805	322	1.803725363	466.3212973
MTRNR2L1	5.286747222	1303	0.5	0.5
DOCK3	1.321686805	328	14.4298029	1863.761263
HIST3H2A	1.321686805	328	129.8682261	161.5361357
SCIN	9.251807638	2313	0.5	65.52880975
KLHL26	1.321686805	338	183.979987	79.24414202
C12orf36	0.5	131	0.5	0.5
ZFP28	1.321686805	354	1.803725363	176.7753937
CERS4	0.5	138	272.3625298	167.6318389
KLHDC7A	0.5	138	0.5	9.143554848
CDH16	0.5	139	0.5	0.5
COL4A3	0.5	139	0.5	0.5
HSD3B1	0.5	139	1.803725363	0.5
LOC100130899	0.5	139	0.5	0.5
MATK	0.5	139	25.25215508	1135.324727
PP14571	0.5	140	5.411176089	3.047851616
BNC1	5.286747222	1495	909.0775829	3.047851616
FAM83F	0.5	143	0.5	0.5
SRGN	3.965060416	1166	2444.047867	1293.813011
CD40	2.643373611	778	2633.43903	525.7544038
MSLN	7.930120832	2361	2765.110981	3.047851616
SPESP1	1.321686805	403	0.5	0.5
APBA2	0.5	153	777.4056314	937.2143719
BST2	50.22409861	15471	10519.32632	458.7016682
NLRP10	0.5	156	0.5	4.571777424
HIST1H3I	0.5	159	183.979987	12.19140646
HOXC10	1.321686805	421	266.9513537	0.5
KLK7	0.5	163	0.5	1.523925808
RPL39L	1.321686805	432	483.3983973	0.5
IFI27	7.930120832	2612	2743.466277	10.66748066
HS3ST3A1	0.5	165	1.803725363	141.7251001
PNMAL1	1.321686805	437	0.5	929.5947429
GSTT1	0.5	166	0.5	65.52880975
RSPO4	0.5	168	0.5	6.095703232
LRRC3	0.5	169	0.5	225.5410196
B3GAT1	0.5	174	0.5	3.047851616
RGAG4	0.5	180	19.84097899	1453.825221
ZNF492	0.5	181	34.27078189	16.76318389
ZNF415	0.5	188	126.2607754	1.523925808
CADM1	3.965060416	1499	25.25215508	1653.459502
RUNX3	0.5	190	0.5	0.5
HOXC13	0.5	191	164.139008	126.4858421
TBX18	0.5	196	0.5	0.5
SLC16A5	0.5	204	366.1562487	1.523925808
DPYSL4	0.5	205	0.5	300.2133842
ADAMTS2	2.643373611	1093	61.32666234	13.71533227
PODXL2	1.321686805	551	0.5	2037.488805
ECHDC3	0.5	227	0.5	0.5
DOCK8	0.5	228	18.03725363	6.095703232
IGSF9B	0.5	231	0.5	175.2514679
KIAA1274	0.5	237	0.5	438.8906327
CCNA1	0.5	244	227.2693957	12.19140646
EYA4	0.5	245	0.5	123.4379905
QPRT	0.5	246	950.5632662	12.19140646
RIMS4	0.5	264	0.5	164.5839873
KIF1A	0.5	271	1.803725363	35.05029359
TP73-AS1	1.321686805	783	566.3697639	0.5
COL5A1	23.7903625	15429	7.214901452	408.4121166
TIGD7	0.5	339	84.77509206	353.5507875
COBL	1.321686805	933	1.803725363	763.4868298
CCND2	0.5	355	0.5	6373.057729
KIF26A	0.5	363	1.803725363	568.4243264
LOC283174	0.5	377	0.5	641.5727652
ZNF280B	0.5	390	0.5	3.047851616
MAL	3.965060416	3219	7.214901452	0.5
C1orf233	0.5	407	274.1662552	30.47851616
DCDC2	1.321686805	1096	1.803725363	710.1494265
UPK1B	1.321686805	1148	1.803725363	0.5
PTGIS	9.251807638	8107	1.803725363	1.523925808
LXN	0.5	448	128.0645008	1.523925808
MYO7B	0.5	511	10.82235218	1.523925808
PSG4	0.5	534	90.18626814	0.5
GLB1L2	0.5	543	0.5	455.6538166
C16orf5	0.5	557	505.0431016	108.1987324
TRIM58	0.5	571	1.803725363	341.359381
ZSCAN18	0.5	618	0.5	0.5
SLC1A6	1.321686805	1660	0.5	0.5
AJAP1	0.5	673	0.5	469.3691489
TDRD1	0.5	766	0.5	0.5
PPP2R2C	0.5	858	5.411176089	1301.43264
ABCA3	0.5	880	328.278016	2421.518109
IRX2	0.5	894	252.5215508	0.5
KIRREL3	0.5	924	0.5	2366.65678
FAM49A	1.321686805	2492	19.84097899	164.5839873
OLFM1	0.5	1110	0.5	239.2563519
NEFH	1.321686805	3002	1.803725363	0.5
KRT81	2.643373611	6886	281.3811566	10.66748066
PEG3	0.5	1645	1.803725363	0.5
FBXL16	0.5	2080	3.607450726	516.6108489
MEF2C	113.6650653	0.5	30.66333117	3.047851616
ADH1C	95.16144999	0.5	1.803725363	0.5
NDNF	88.55301596	0.5	30.66333117	1.523925808
IL1RAPL2	87.23132916	0.5	0.5	0.5
IPCEF1	85.90964235	0.5	0.5	0.5
HOXA-AS3	75.33614791	0.5	16.23352827	4.571777424
ENPEP	74.0144611	0.5	10.82235218	0.5
IGF2-AS	72.6927743	0.5	7.214901452	1.523925808
LRP1B	72.6927743	0.5	5.411176089	6.095703232
ADAM28	71.37108749	0.5	5.411176089	3.047851616
NRXN2	71.37108749	0.5	0.5	12.19140646
NOX4	70.04940069	0.5	0.5	6.095703232
PAR5	70.04940069	0.5	18.03725363	6.095703232
LOC442497	66.08434027	0.5	0.5	0.5
TMPRSS11D	66.08434027	0.5	0.5	1.523925808
PEX5L	60.79759305	0.5	1.803725363	0.5
VSIG1	59.47590624	0.5	55.91548625	1.523925808
C16orf54	55.51084583	0.5	0.5	0.5
LOC387895	52.86747222	0.5	0.5	30.47851616
TMEM71	52.86747222	0.5	59.52293698	22.85888712
NCF1	104.4132576	1	0.5	0.5
NCF1C	51.54578541	0.5	0.5	0.5
TSPY26P	101.769884	1	5.411176089	3.047851616
MAGEC1	50.22409861	0.5	0.5	1.523925808
BEND5	47.58072499	0.5	0.5	7.61962904
SPRR2A	47.58072499	0.5	1.803725363	0.5
C12orf56	42.29397777	0.5	0.5	4.571777424
LOC201651	40.97229097	0.5	1.803725363	38.0981452
SLCO5A1	77.97952152	1	0.5	12.19140646
DUOXA1	38.32891736	0.5	0.5	0.5
HOXA6	76.65783471	1	14.4298029	12.19140646
TRAT1	38.32891736	0.5	0.5	0.5
C19orf77	35.68554375	0.5	0.5	0.5
SOX5	68.72771388	1	28.85960581	0.5
CASP14	67.40602708	1	0.5	9.143554848
QRFPR	33.04217014	0.5	0.5	1.523925808
EGR4	31.72048333	0.5	18.03725363	4.571777424
FAM5B	31.72048333	0.5	43.28940871	1.523925808
PIK3CG	31.72048333	0.5	27.05588044	1.523925808
SHH	125.5602465	2	16.23352827	117.3422872
PPP1R1B	60.79759305	1	1.803725363	15.23925808
GJB7	27.75542291	0.5	0.5	111.246584
IGSF1	27.75542291	0.5	0.5	3.047851616
IL36G	27.75542291	0.5	0.5	0.5
LOC386597	27.75542291	0.5	0.5	1.523925808
PCDHB7	27.75542291	0.5	10.82235218	6.095703232
PREX2	27.75542291	0.5	0.5	0.5
RAD51AP2	27.75542291	0.5	0.5	0.5
FES	54.18915902	1	5.411176089	1.523925808
WISP3	26.43373611	0.5	0.5	83.81591944
TPRG1	25.1120493	0.5	0.5	1.523925808
KLK1	23.7903625	0.5	10.82235218	0.5
SOX2-OT	23.7903625	0.5	0.5	1.523925808
ALX1	22.46867569	0.5	0.5	0.5
CCL13	22.46867569	0.5	0.5	0.5
FGF19	44.93735138	1	0.5	1.523925808
SLC15A1	89.87470277	2	21.64470435	0.5
SPRR2E	22.46867569	0.5	0.5	0.5
XG	22.46867569	0.5	0.5	0.5
FGD2	88.55301596	2	0.5	0.5
KCNJ5	43.61566458	1	1.803725363	4.571777424
DIO3	21.14698889	0.5	0.5	0.5
SCARNA16	21.14698889	0.5	16.23352827	65.52880975
LOC728024	40.97229097	1	1.803725363	60.95703232
SYCE3	40.97229097	1	28.85960581	0.5
TMEM204	40.97229097	1	0.5	0.5
C10orf11	39.65060416	1	106.4197964	1.523925808
COLEC10	39.65060416	1	5.411176089	19.8110355
HPGD	19.82530208	0.5	0.5	1.523925808
PCSK1	19.82530208	0.5	10.82235218	1.523925808
RPSAP52	79.30120832	2	39.68195798	7.61962904
SAMD13	19.82530208	0.5	9.018626814	4.571777424
TH	19.82530208	0.5	12.62607754	4.571777424
HPCA	18.50361528	0.5	5.411176089	0.5
SIDT1	18.50361528	0.5	0.5	1.523925808
SPANXE	18.50361528	0.5	3.607450726	39.62207101
SPRR2D	18.50361528	0.5	1.803725363	0.5
ARHGAP25	35.68554375	1	0.5	3.047851616
FERMT3	17.18192847	0.5	1.803725363	10.66748066
FUT2	17.18192847	0.5	0.5	0.5
LOC100131176	17.18192847	0.5	0.5	0.5
LSAMP	17.18192847	0.5	0.5	53.33740328
PCDHB12	34.36385694	1	84.77509206	4.571777424
SLC6A20	17.18192847	0.5	0.5	0.5
SLC35D3	17.18192847	0.5	0.5	1.523925808
SPRR2B	17.18192847	0.5	0.5	0.5
XCL1	17.18192847	0.5	0.5	33.52636778
PAX5	64.76265347	2	66.73783843	0.5
ATP8B4	15.86024166	0.5	0.5	0.5
KLF8	63.44096666	2	12.62607754	3.047851616
LPAR6	15.86024166	0.5	0.5	47.24170005
NAP1L2	15.86024166	0.5	0.5	50.28955167
NKX2-1	15.86024166	0.5	0.5	0.5
TAL1	15.86024166	0.5	12.62607754	19.8110355
TUBBP5	95.16144999	3	0.5	1.523925808
SIX3	92.51807638	3	0.5	1.523925808
CD6	30.39879652	1	3.607450726	0.5
FNDC5	60.79759305	2	1.803725363	0.5
GHRLOS	120.2734993	4	9.018626814	27.43066454
SOD3	14.53855486	0.5	7.214901452	0.5
ITPRIPL1	56.83253263	2	0.5	0.5
RASSF9	56.83253263	2	1.803725363	0.5
COL8A2	83.26626874	3	32.46705653	0.5
NCF1B	27.75542291	1	0.5	0.5
ACTL10	13.21686805	0.5	27.05588044	0.5
ADRA1D	13.21686805	0.5	1.803725363	0.5
ANKK1	13.21686805	0.5	0.5	1.523925808
C20orf197	13.21686805	0.5	12.62607754	4.571777424
CXCL10	26.43373611	1	1.803725363	1.523925808
LIN28B	13.21686805	0.5	0.5	0.5
LINC00163	13.21686805	0.5	18.03725363	7.61962904
LRRC55	13.21686805	0.5	0.5	0.5
SLCO1B7	26.43373611	1	0.5	32.00244197
DDN	48.9024118	2	39.68195798	4.571777424
ABCD2	11.89518125	0.5	0.5	0.5
ACP5	11.89518125	0.5	1.803725363	3.047851616
CFHR1	11.89518125	0.5	1.803725363	10.66748066
CT47A7	11.89518125	0.5	0.5	0.5
MEFV	23.7903625	1	10.82235218	6.095703232
PAQR9	11.89518125	0.5	7.214901452	1.523925808
PTPRO	11.89518125	0.5	0.5	4.571777424
TCN1	11.89518125	0.5	0.5	1.523925808
VNN1	93.83976318	4	14.4298029	3.047851616
BBOX1	10.57349444	0.5	0.5	15.23925808
CD1D	10.57349444	0.5	3.607450726	0.5
FLJ42289	10.57349444	0.5	1.803725363	0.5
GRIK2	10.57349444	0.5	5.411176089	21.33496131
KC6	10.57349444	0.5	0.5	1.523925808
LOC283050	10.57349444	0.5	52.30803552	9.143554848
LOC100133985	10.57349444	0.5	1.803725363	0.5
PAR-SN	10.57349444	0.5	7.214901452	1.523925808
S100A7A	10.57349444	0.5	0.5	0.5
GNB3	19.82530208	1	27.05588044	7.61962904
GPR162	19.82530208	1	66.73783843	0.5
CARD9	38.32891736	2	16.23352827	1.523925808
SELL	113.6650653	6	3.607450726	0.5
ABCA9	9.251807638	0.5	0.5	3.047851616
BCL6B	9.251807638	0.5	12.62607754	3.047851616
BEST1	9.251807638	0.5	7.214901452	21.33496131
BGN	9.251807638	0.5	23.44842972	0.5
C11orf53	9.251807638	0.5	0.5	0.5
C19orf46	9.251807638	0.5	3.607450726	1.523925808
CDH7	9.251807638	0.5	0.5	0.5
EPHA7	9.251807638	0.5	0.5	7.61962904
GLIS3-AS1	9.251807638	0.5	0.5	0.5
GUCY1B2	9.251807638	0.5	1.803725363	1.523925808
HOTTIP	9.251807638	0.5	0.5	0.5
KCNG3	9.251807638	0.5	0.5	10.66748066
MATN4	9.251807638	0.5	5.411176089	15.23925808
ODF3B	9.251807638	0.5	88.38254278	0.5
PRDM6	55.51084583	3	5.411176089	22.85888712
SMPX	9.251807638	0.5	0.5	0.5
TFF1	9.251807638	0.5	0.5	0.5
GPM6B	35.68554375	2	0.5	0.5
SLC4A5	35.68554375	2	18.03725363	28.95459035
CHADL	17.18192847	1	0.5	0.5
HAS2-AS1	34.36385694	2	7.214901452	36.57421939
TNFSF14	17.18192847	1	14.4298029	1.523925808
CCDC168	50.22409861	3	0.5	12.19140646
ADH1B	7.930120832	0.5	0.5	0.5
ANKRD63	7.930120832	0.5	0.5	0.5
ANP32A-IT1	15.86024166	1	3.607450726	19.8110355
C17orf82	7.930120832	0.5	7.214901452	0.5
DOC2B	15.86024166	1	0.5	3.047851616
EPHA3	7.930120832	0.5	0.5	3.047851616
EPHA5	7.930120832	0.5	0.5	28.95459035
FAM154B	7.930120832	0.5	1.803725363	4.571777424
FOXD4	7.930120832	0.5	0.5	24.38281293
GNGT1	7.930120832	0.5	3.607450726	4.571777424
GPR85	7.930120832	0.5	14.4298029	0.5
LINC00535	7.930120832	0.5	0.5	7.61962904
LOC388849	7.930120832	0.5	59.52293698	0.5
LRRK2	7.930120832	0.5	0.5	100.5791033
MST1	15.86024166	1	43.28940871	39.62207101
NPFF	7.930120832	0.5	19.84097899	33.52636778
P2RY1	15.86024166	1	9.018626814	3.047851616
RHCG	7.930120832	0.5	0.5	0.5
SLC5A12	7.930120832	0.5	14.4298029	50.28955167
SPTSSB	7.930120832	0.5	0.5	0.5
TNFRSF18	7.930120832	0.5	0.5	0.5
TRPC3	47.58072499	3	1.803725363	0.5
WNT16	7.930120832	0.5	0.5	1.523925808
EOMES	60.79759305	4	5.411176089	9.143554848
ISLR2	60.79759305	4	10.82235218	0.5
LAIR1	30.39879652	2	0.5	22.85888712
ZNF750	103.0915708	7	0.5	0.5
BAALC	29.07710972	2	18.03725363	0.5
DYNC1I1	14.53855486	1	37.87823262	0.5
KCNJ2-AS1	14.53855486	1	119.045874	0.5
LINC00511	14.53855486	1	0.5	0.5
LOC100129083	14.53855486	1	0.5	0.5
SERPINB4	14.53855486	1	0.5	0.5
STAC3	14.53855486	1	12.62607754	28.95459035
TEKT2	29.07710972	2	5.411176089	0.5
C21orf88	56.83253263	4	10.82235218	1.523925808
ZNF662	42.29397777	3	0.5	0.5
PLA2G7	125.5602465	9	5.411176089	38.0981452
MAB21L1	27.75542291	2	0.5	0.5
AADAC	6.608434027	0.5	1.803725363	3.047851616
ANKRD53	6.608434027	0.5	5.411176089	0.5
ANKUB1	6.608434027	0.5	0.5	0.5
ATP5EP2	6.608434027	0.5	1.803725363	1.523925808
BTBD16	6.608434027	0.5	0.5	4.571777424
CCDC162P	6.608434027	0.5	0.5	0.5
CNGB3	6.608434027	0.5	1.803725363	1.523925808
COLEC11	6.608434027	0.5	0.5	4.571777424
CXCL17	6.608434027	0.5	0.5	1.523925808
EIF4EBP3	6.608434027	0.5	0.5	3.047851616
FAM159B	6.608434027	0.5	1.803725363	0.5
GDPD2	6.608434027	0.5	0.5	1.523925808
GFRA2	6.608434027	0.5	0.5	4.571777424
GGT5	6.608434027	0.5	7.214901452	3.047851616
GPR19	39.65060416	3	28.85960581	44.19384843
H2BFM	6.608434027	0.5	0.5	4.571777424
HTR2C	6.608434027	0.5	0.5	16.76318389
IL36RN	6.608434027	0.5	0.5	0.5
KCNK7	6.608434027	0.5	0.5	6.095703232
KCNT2	13.21686805	1	5.411176089	0.5
LOC284551	6.608434027	0.5	0.5	1.523925808
LOC100130855	6.608434027	0.5	0.5	12.19140646
LOC100287846	6.608434027	0.5	5.411176089	0.5
LOC100288974	6.608434027	0.5	3.607450726	0.5
LOC100335030	13.21686805	1	1.803725363	24.38281293
MEIS1-AS3	6.608434027	0.5	1.803725363	0.5
NGB	6.608434027	0.5	0.5	0.5
OPRK1	6.608434027	0.5	0.5	0.5
PAEP	6.608434027	0.5	70.34528915	7.61962904
PRB3	6.608434027	0.5	19.84097899	0.5
PRSS35	6.608434027	0.5	14.4298029	6.095703232
RPGRIP1	6.608434027	0.5	0.5	0.5
RTL1	6.608434027	0.5	3.607450726	0.5
SNORA34	6.608434027	0.5	5.411176089	1.523925808
TMEM88	13.21686805	1	7.214901452	19.8110355
WNT1	6.608434027	0.5	0.5	0.5
SLC25A53	114.9867521	9	7.214901452	21.33496131
VWA2	38.32891736	3	1.803725363	0.5
LRRC33	88.55301596	7	32.46705653	0.5
GAL3ST4	96.48313679	8	5.411176089	1.523925808
C3orf70	108.378318	9	19.84097899	1.523925808
CDK5R2	35.68554375	3	27.05588044	73.14843879
HUS1B	11.89518125	1	1.803725363	3.047851616
KLRG1	11.89518125	1	5.411176089	9.143554848
LOC283683	11.89518125	1	0.5	19.8110355
MILR1	23.7903625	2	3.607450726	41.14599682
SNORA71A	11.89518125	1	3.607450726	9.143554848
SNORA71B	11.89518125	1	3.607450726	12.19140646
TAGAP	11.89518125	1	0.5	0.5
FP588	34.36385694	3	3.607450726	0.5
ANKRD24	89.87470277	8	14.4298029	62.48095813
LRRC34	44.93735138	4	9.018626814	0.5
PCDHB8	67.40602708	6	86.57881742	1.523925808
LOC100507392	66.08434027	6	117.2421486	0.5
RAET1G	64.76265347	6	10.82235218	1.523925808
C1orf173	5.286747222	0.5	16.23352827	0.5
C2CD4D	5.286747222	0.5	0.5	0.5
CFP	5.286747222	0.5	0.5	4.571777424
CITED1	31.72048333	3	10.82235218	12.19140646
COL6A4P1	5.286747222	0.5	7.214901452	1.523925808
DUSP5P	5.286747222	0.5	1.803725363	7.61962904
EPGN	21.14698889	2	0.5	0.5
ESPNP	10.57349444	1	1.803725363	0.5
EYA1	5.286747222	0.5	1.803725363	1.523925808
HOXA10-HOXA9	5.286747222	0.5	0.5	0.5
INE2	5.286747222	0.5	1.803725363	6.095703232
LOC283663	10.57349444	1	1.803725363	68.57666136
LOC100129269	5.286747222	0.5	1.803725363	3.047851616
MEOX2	5.286747222	0.5	0.5	0.5
MUSTN1	5.286747222	0.5	0.5	3.047851616
NAALAD2	21.14698889	2	25.25215508	1.523925808
NKX2-2	5.286747222	0.5	0.5	22.85888712
NPBWR1	5.286747222	0.5	0.5	0.5
PCDHB19P	5.286747222	0.5	0.5	0.5
PECAM1	5.286747222	0.5	3.607450726	30.47851616
RFX8	5.286747222	0.5	3.607450726	24.38281293
RND2	116.3084389	11	5.411176089	1.523925808
SEMG1	5.286747222	0.5	0.5	0.5
12-Sep	5.286747222	0.5	0.5	0.5
SNORD46	5.286747222	0.5	1.803725363	1.523925808
SPDYE7P	5.286747222	0.5	0.5	1.523925808
UGT1A10	5.286747222	0.5	0.5	0.5
IGDCC3	114.9867521	11	0.5	13.71533227
TGFB3	104.4132576	10	52.30803552	92.95947429
PRLR	62.11927985	6	23.44842972	12.19140646
GPX7	92.51807638	9	43.28940871	0.5
ANKRD22	40.97229097	4	0.5	0.5
CHST9	40.97229097	4	19.84097899	1.523925808
RSPO3	30.39879652	3	5.411176089	0.5
SNORA70	30.39879652	3	37.87823262	21.33496131
SLC38A4	80.62289513	8	0.5	3.047851616
BOC	59.47590624	6	21.64470435	19.8110355
LRRN4CL	19.82530208	2	9.018626814	9.143554848
TCAP	39.65060416	4	18.03725363	4.571777424
CTSK	68.72771388	7	59.52293698	19.8110355
APOC1	111.0216917	12	18.03725363	44.19384843
ASGR1	9.251807638	1	32.46705653	10.66748066
DNM1P41	9.251807638	1	5.411176089	10.66748066
GRASP	9.251807638	1	3.607450726	10.66748066
HOXD-AS2	9.251807638	1	21.64470435	50.28955167
HSD17B13	9.251807638	1	3.607450726	3.047851616
LHB	9.251807638	1	0.5	0.5
NKX3-2	9.251807638	1	25.25215508	7.61962904
PCDHGA1	18.50361528	2	5.411176089	10.66748066
REN	9.251807638	1	7.214901452	1.523925808
SAP25	18.50361528	2	5.411176089	0.5
TCP10L	46.25903819	5	14.4298029	10.66748066
TMEM178	18.50361528	2	0.5	4.571777424
ZC3H12D	9.251807638	1	5.411176089	4.571777424
FAM198B	51.54578541	6	5.411176089	9.143554848
FIGNL2	17.18192847	2	1.803725363	15.23925808
KCNH1	51.54578541	6	1.803725363	1.523925808
MYCT1	17.18192847	2	0.5	0.5
RTBDN	17.18192847	2	57.71921161	0.5
SEPT5-GP1BB	17.18192847	2	19.84097899	6.095703232
SLC6A16	59.47590624	7	3.607450726	21.33496131
CACNB4	42.29397777	5	1.803725363	97.53125171
SNORA21	33.04217014	4	3.607450726	19.8110355
CYP39A1	74.0144611	9	16.23352827	6.095703232
ABI3	3.965060416	0.5	1.803725363	0.5
ATP13A4	3.965060416	0.5	0.5	0.5
BNIPL	7.930120832	1	9.018626814	0.5
C14orf38	3.965060416	0.5	0.5	3.047851616
C20orf152	3.965060416	0.5	3.607450726	3.047851616
CAPN3	3.965060416	0.5	5.411176089	10.66748066
CD226	3.965060416	0.5	0.5	4.571777424
CNTD2	3.965060416	0.5	14.4298029	9.143554848
CSDC2	3.965060416	0.5	0.5	1.523925808
CYP2D6	7.930120832	1	1.803725363	7.61962904
EPHX3	3.965060416	0.5	0.5	1.523925808
EVX1	3.965060416	0.5	0.5	0.5
FAM209A	7.930120832	1	0.5	4.571777424
FLJ35390	3.965060416	0.5	46.89685944	4.571777424
FOXD4L3	3.965060416	0.5	0.5	3.047851616
