ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
211552_s_at	2.61E-06	1.75E-07	-6.5247705	7.021654	4.53E-01	ALDH4A1
210845_s_at	2.61E-06	1.75E-07	6.524309	7.020295	-1.75	PLAUR
210150_s_at	2.62E-06	1.75E-07	6.5236518	7.018359	-7.02E-01	LAMA5
202347_s_at	2.63E-06	1.76E-07	-6.5216468	7.012452	5.17E-01	UBE2K
207667_s_at	2.63E-06	1.77E-07	-6.5211782	7.011072	5.21E-01	LOC100996792///MAP2K3
219538_at	2.63E-06	1.77E-07	6.5206529	7.009524	-8.33E-01	WDR5B
203704_s_at	2.63E-06	1.77E-07	-6.5205177	7.009126	8.89E-01	RREB1
212766_s_at	2.64E-06	1.77E-07	6.5196067	7.006442	-6.24E-01	ISG20L2
219817_at	2.64E-06	1.77E-07	6.5195889	7.00639	-4.95E-01	MAPKAPK5-AS1
202754_at	2.65E-06	1.78E-07	6.5180553	7.001871	-6.05E-01	R3HDM1
203571_s_at	2.65E-06	1.79E-07	-6.5172202	6.999411	2.09	ADIRF
208025_s_at	2.67E-06	1.80E-07	6.5146496	6.991837	-2.36	HMGA2
211651_s_at	2.74E-06	1.85E-07	6.505456	6.964747	-1.46	LAMB1
203658_at	2.75E-06	1.85E-07	-6.5048195	6.962871	6.06E-01	SLC25A20
216202_s_at	2.76E-06	1.87E-07	-6.5022502	6.9553	1.47	SPTLC2
202112_at	2.77E-06	1.87E-07	-6.5013437	6.952628	7.26E-01	VWF
211361_s_at	2.77E-06	1.87E-07	-6.5011077	6.951932	3.41	SERPINB13
219510_at	2.77E-06	1.88E-07	6.5004857	6.950099	-8.62E-01	POLQ
202746_at	2.78E-06	1.88E-07	-6.5000869	6.948924	1.85	ITM2A
220864_s_at	2.78E-06	1.89E-07	-6.4990239	6.945791	7.07E-01	NDUFA13
202047_s_at	2.79E-06	1.89E-07	6.4976694	6.941799	-1.08	CBX6
205353_s_at	2.79E-06	1.90E-07	-6.4973321	6.940805	9.01E-01	PEBP1
201491_at	2.80E-06	1.90E-07	6.495924	6.936655	-6.98E-01	AHSA1
201012_at	2.81E-06	1.91E-07	-6.4950969	6.934217	1.69	ANXA1
217080_s_at	2.82E-06	1.92E-07	-6.4929034	6.927751	1.4	HOMER2
210149_s_at	2.84E-06	1.93E-07	-6.4904727	6.920587	6.62E-01	ATP5H
204856_at	2.86E-06	1.95E-07	-6.4876682	6.91232	6.80E-01	B3GNT3
35617_at	2.87E-06	1.96E-07	-6.4866473	6.90931	4.04E-01	MAPK7
218516_s_at	2.87E-06	1.96E-07	6.4863517	6.908438	-1.01	IMPAD1
201744_s_at	2.94E-06	2.01E-07	6.4779178	6.883574	-2.39	LUM
218331_s_at	2.95E-06	2.01E-07	6.4773386	6.881866	-6.03E-01	FAM208B
202681_at	2.98E-06	2.04E-07	-6.4732105	6.869694	7.66E-01	MIR4271///C3orf62///USP4
202952_s_at	2.99E-06	2.04E-07	6.4719625	6.866014	-1.12	ADAM12
202894_at	2.99E-06	2.04E-07	6.4718938	6.865812	-1.05	EPHB4
201862_s_at	3.00E-06	2.05E-07	-6.4703389	6.861227	9.11E-01	LRRFIP1
208672_s_at	3.01E-06	2.06E-07	6.4686001	6.856099	-4.23E-01	SRSF3
208628_s_at	3.01E-06	2.06E-07	6.4685757	6.856027	-6.90E-01	YBX1
213491_x_at	3.01E-06	2.06E-07	6.4685653	6.855997	-7.00E-01	RPN2
207165_at	3.02E-06	2.07E-07	6.4675568	6.853023	-1.66	HMMR
201450_s_at	3.03E-06	2.08E-07	6.4661095	6.848755	-8.77E-01	TIA1
202236_s_at	3.06E-06	2.10E-07	6.4623711	6.837729	-1.53	SLC16A1
200765_x_at	3.06E-06	2.11E-07	-6.4617395	6.835867	7.50E-01	CTNNA1
203118_at	3.07E-06	2.11E-07	-6.4613041	6.834583	4.65E-01	PCSK7
210249_s_at	3.09E-06	2.13E-07	-6.4585098	6.826341	7.88E-01	NCOA1
219178_at	3.09E-06	2.13E-07	6.4579231	6.824611	-8.24E-01	QTRT2
213149_at	3.13E-06	2.16E-07	-6.4540973	6.813326	9.74E-01	DLAT
216225_at	3.13E-06	2.16E-07	-6.453839	6.812564	2.59E-01	
201745_at	3.17E-06	2.19E-07	-6.4486979	6.797399	7.91E-01	TWF1
215813_s_at	3.18E-06	2.20E-07	-6.447919	6.795102	1.67	PTGS1
200788_s_at	3.18E-06	2.20E-07	-6.4477345	6.794557	6.09E-01	PEA15
214848_at	3.18E-06	2.20E-07	-6.4473603	6.793453	7.85E-01	YWHAZ
202201_at	3.22E-06	2.23E-07	-6.4431794	6.781119	1.4	BLVRB
205392_s_at	3.23E-06	2.24E-07	-6.4411197	6.775042	8.91E-01	CCL15-CCL14///CCL14
217036_at	3.28E-06	2.27E-07	-6.4359641	6.759831	2.47E-01	
204336_s_at	3.28E-06	2.28E-07	6.4357717	6.759263	-6.99E-01	RGS19
212897_at	3.29E-06	2.28E-07	-6.435166	6.757476	7.02E-01	CDK19
218752_at	3.35E-06	2.33E-07	-6.4281348	6.736728	4.99E-01	ZMAT5
200830_at	3.37E-06	2.34E-07	6.4265058	6.731921	-9.30E-01	PSMD2
203346_s_at	3.38E-06	2.35E-07	6.4249784	6.727413	-7.49E-01	MTF2
214382_at	3.38E-06	2.35E-07	-6.4248475	6.727027	6.47E-01	UNC93A
203209_at	3.41E-06	2.37E-07	6.4221243	6.71899	-1.15	RFC5
209682_at	3.42E-06	2.38E-07	6.4206676	6.714691	-1.37	CBLB
211984_at	3.42E-06	2.38E-07	-6.4201536	6.713174	1.07	CALM3///CALM2///CALM1
209324_s_at	3.43E-06	2.39E-07	6.4190957	6.710051	-7.75E-01	RGS16
215537_x_at	3.45E-06	2.41E-07	-6.4167069	6.703001	7.92E-01	DDAH2
217863_at	3.48E-06	2.43E-07	-6.4139217	6.69478	1.03	PIAS1
218721_s_at	3.49E-06	2.44E-07	6.4123607	6.690172	-6.75E-01	C1orf27
202450_s_at	3.51E-06	2.46E-07	6.4103695	6.684294	-1.67	CTSK
201307_at	3.51E-06	2.46E-07	6.4103344	6.684191	-7.77E-01	11-Sep
213226_at	3.54E-06	2.48E-07	6.4070682	6.674549	-8.96E-01	CCNA2
210334_x_at	3.54E-06	2.48E-07	6.4065625	6.673056	-7.39E-01	BIRC5
217875_s_at	3.54E-06	2.48E-07	6.406477	6.672804	-1.62	PMEPA1
212658_at	3.55E-06	2.49E-07	6.4057136	6.67055	-8.02E-01	LHFPL2
212144_at	3.55E-06	2.49E-07	-6.4055616	6.670101	5.35E-01	SUN2
209380_s_at	3.55E-06	2.49E-07	6.405514	6.669961	-1.42	ABCC5
203210_s_at	3.56E-06	2.50E-07	6.4037663	6.664801	-9.85E-01	RFC5
212308_at	3.56E-06	2.50E-07	-6.4037491	6.66475	4.52E-01	CLASP2
211072_x_at	3.57E-06	2.52E-07	6.4022022	6.660184	-5.62E-01	TUBA1B
219625_s_at	3.59E-06	2.53E-07	-6.4003135	6.654608	8.70E-01	COL4A3BP
218880_at	3.60E-06	2.53E-07	-6.3996875	6.652759	1.05	FOSL2
209605_at	3.63E-06	2.56E-07	-6.3965449	6.64348	1.36	TST
213110_s_at	3.64E-06	2.57E-07	6.3947533	6.638191	-1.69	COL4A5
215724_at	3.64E-06	2.57E-07	-6.3946697	6.637944	7.85E-01	PLD1
204244_s_at	3.65E-06	2.58E-07	6.3937066	6.6351	-1.48	DBF4
205957_at	3.69E-06	2.61E-07	6.3898806	6.623802	-3.65E-01	PLXNB3
211519_s_at	3.69E-06	2.61E-07	6.3892011	6.621796	-1.03	KIF2C
217999_s_at	3.69E-06	2.62E-07	-6.3891403	6.621616	1.55	PHLDA1
213191_at	3.69E-06	2.62E-07	-6.3891182	6.621551	1.1	TICAM1
209955_s_at	3.69E-06	2.62E-07	6.3886999	6.620316	-1.27	FAP
208374_s_at	3.70E-06	2.62E-07	-6.3881594	6.61872	4.73E-01	CAPZA1
222143_s_at	3.70E-06	2.62E-07	-6.3879317	6.618048	4.19E-01	MTMR14
217074_at	3.70E-06	2.63E-07	-6.3877384	6.617477	4.24E-01	SMOX
220197_at	3.71E-06	2.64E-07	-6.3860831	6.612589	9.02E-01	ATP6V0A4
203855_at	3.72E-06	2.64E-07	-6.3857679	6.611658	8.36E-01	WDR47
216241_s_at	3.72E-06	2.65E-07	6.3852711	6.610191	-6.97E-01	TCEA1
219798_s_at	3.72E-06	2.65E-07	6.3850848	6.60964	-5.96E-01	MEPCE
205909_at	3.73E-06	2.66E-07	6.3840977	6.606725	-1.31	POLE2
201128_s_at	3.73E-06	2.66E-07	6.3833994	6.604663	-9.32E-01	ACLY
211800_s_at	3.74E-06	2.67E-07	-6.3827848	6.602848	6.78E-01	USP4
209102_s_at	3.74E-06	2.67E-07	-6.3822382	6.601234	1	HBP1
212558_at	3.77E-06	2.69E-07	-6.3796635	6.59363	9.86E-01	SPRY1
220599_s_at	3.80E-06	2.72E-07	-6.3763811	6.583935	6.41E-01	CARD14
214075_at	3.82E-06	2.73E-07	6.3749695	6.579766	-5.75E-01	NENF
204458_at	3.82E-06	2.73E-07	6.3742959	6.577777	-7.19E-01	PLA2G15
210642_at	3.83E-06	2.74E-07	-6.3731878	6.574503	3.15E-01	CCIN
214708_at	3.84E-06	2.75E-07	-6.3724907	6.572444	4.24E-01	SNTB1
203128_at	3.84E-06	2.75E-07	-6.3719778	6.57093	9.92E-01	SPTLC2
212274_at	3.86E-06	2.77E-07	-6.3703698	6.56618	1.48	LPIN1
203083_at	3.86E-06	2.77E-07	6.3698007	6.564499	-2.06	THBS2
207378_at	3.86E-06	2.77E-07	-6.3697605	6.56438	4.34E-01	TREH
218641_at	3.86E-06	2.78E-07	6.368977	6.562066	-8.95E-01	C11orf95
215812_s_at	3.86E-06	2.78E-07	6.3688378	6.561654	-1.15	SLC6A10PB///SLC6A10P///SLC6A8
52159_at	3.87E-06	2.79E-07	-6.3679852	6.559136	5.43E-01	HEMK1
209575_at	3.93E-06	2.83E-07	-6.3625127	6.54297	8.40E-01	IL10RB
209106_at	3.93E-06	2.83E-07	-6.3623439	6.542471	1.24	NCOA1
202696_at	3.93E-06	2.83E-07	-6.3623024	6.542348	1.18	OXSR1
217094_s_at	3.93E-06	2.83E-07	-6.3621029	6.541759	1.46	ITCH
217894_at	3.95E-06	2.85E-07	-6.3605641	6.537213	8.71E-01	KCTD3
201735_s_at	3.96E-06	2.86E-07	-6.3590951	6.532873	1.18	CLCN3
218586_at	3.98E-06	2.88E-07	6.3571439	6.527108	-1.16	MRGBP
212439_at	4.02E-06	2.91E-07	-6.3535047	6.516356	3.38E-01	IP6K1
212311_at	4.05E-06	2.93E-07	6.3505849	6.507729	-1.33	SEL1L3
209163_at	4.09E-06	2.96E-07	-6.3471089	6.497458	6.95E-01	CYB561
204958_at	4.11E-06	2.98E-07	-6.3455913	6.492973	1.02	PLK3
213404_s_at	4.11E-06	2.98E-07	6.3454144	6.492451	-7.48E-01	RHEB
209360_s_at	4.12E-06	2.99E-07	6.3447914	6.49061	-9.31E-01	LOC101928269///LOC100506403///RUNX1
218897_at	4.15E-06	3.01E-07	6.3419946	6.482345	-8.01E-01	TMEM177
205466_s_at	4.15E-06	3.02E-07	-6.3413738	6.48051	2.47	HS3ST1
203385_at	4.18E-06	3.04E-07	-6.3387171	6.472659	9.06E-01	DGKA
209744_x_at	4.19E-06	3.05E-07	-6.3381186	6.470891	1.59	ITCH
207704_s_at	4.19E-06	3.05E-07	-6.3379027	6.470252	6.54E-01	GAS7
219863_at	4.19E-06	3.05E-07	6.3373036	6.468482	-1.65	HERC5
218979_at	4.22E-06	3.07E-07	6.3350943	6.461953	-7.75E-01	RMI1
215489_x_at	4.24E-06	3.09E-07	6.33314	6.456177	-1.07	HOMER3
200654_at	4.24E-06	3.10E-07	-6.3325417	6.454408	5.20E-01	P4HB
211667_x_at	4.24E-06	3.10E-07	-6.3323661	6.453889	4.27E-01	TRAV12-2
218733_at	4.26E-06	3.11E-07	6.3308858	6.449514	-8.64E-01	MSL2
212197_x_at	4.26E-06	3.11E-07	-6.3306838	6.448917	5.57E-01	MPRIP
215129_at	4.36E-06	3.19E-07	-6.3230412	6.426327	7.80E-01	PIK3C2G
218489_s_at	4.36E-06	3.19E-07	-6.3226733	6.425239	9.18E-01	ALAD
220030_at	4.36E-06	3.19E-07	-6.3222676	6.42404	1.42	STYK1
209740_s_at	4.36E-06	3.19E-07	-6.3221072	6.423566	5.71E-01	PNPLA4
204235_s_at	4.37E-06	3.21E-07	-6.3207697	6.419612	2.09	GULP1
205263_at	4.38E-06	3.22E-07	-6.3197901	6.416716	7.65E-01	BCL10
219546_at	4.39E-06	3.22E-07	-6.3192341	6.415073	8.30E-01	BMP2K
202009_at	4.39E-06	3.23E-07	-6.3187783	6.413725	4.24E-01	TWF2
202533_s_at	4.39E-06	3.23E-07	6.3186204	6.413259	-5.71E-01	DHFR
221994_at	4.39E-06	3.23E-07	-6.318546	6.413039	6.69E-01	PDLIM5
205011_at	4.40E-06	3.24E-07	-6.3175551	6.410109	1	VWA5A
214003_x_at	4.41E-06	3.24E-07	6.316921	6.408235	-2.35E-01	SNORD54///RPS20
218238_at	4.45E-06	3.28E-07	6.3134267	6.397904	-8.80E-01	GTPBP4
202715_at	4.46E-06	3.29E-07	6.3123525	6.394728	-9.38E-01	CAD
201506_at	4.46E-06	3.29E-07	6.3119604	6.393569	-2.55	TGFBI
201096_s_at	4.58E-06	3.38E-07	-6.3030249	6.36715	1.17	ARF4
218849_s_at	4.59E-06	3.39E-07	-6.3023952	6.365288	1.28	PPP1R13L
204947_at	4.66E-06	3.44E-07	6.297266	6.350121	-3.95E-01	E2F1
218594_at	4.66E-06	3.44E-07	6.2969628	6.349224	-8.97E-01	HEATR1
203167_at	4.66E-06	3.44E-07	-6.2968372	6.348853	1.3	TIMP2
208741_at	4.66E-06	3.45E-07	-6.2960195	6.346435	6.21E-01	SAP18
218394_at	4.66E-06	3.45E-07	-6.2959922	6.346354	6.76E-01	ROGDI
221290_s_at	4.68E-06	3.47E-07	6.2947413	6.342655	-6.84E-01	MUM1
209017_s_at	4.70E-06	3.49E-07	6.2927062	6.336637	-6.80E-01	LONP1
212420_at	4.72E-06	3.50E-07	-6.2913116	6.332512	7.96E-01	ELF1
218365_s_at	4.77E-06	3.54E-07	6.2872265	6.320431	-6.82E-01	DARS2
202958_at	4.81E-06	3.57E-07	6.2844828	6.312316	-5.19E-01	PTPN9
202361_at	4.81E-06	3.58E-07	-6.2842604	6.311658	6.71E-01	SEC24C
203957_at	4.83E-06	3.59E-07	6.2830145	6.307973	-1.06	E2F6
203795_s_at	4.83E-06	3.59E-07	6.2828275	6.30742	-6.88E-01	BCL7A
219650_at	4.86E-06	3.62E-07	6.280047	6.299196	-6.33E-01	ERCC6L
217272_s_at	4.88E-06	3.64E-07	-6.2787155	6.295258	3.53	SERPINB13
200823_x_at	4.91E-06	3.66E-07	-6.2760761	6.287451	7.83E-01	RPL29
211241_at	4.95E-06	3.69E-07	-6.2737231	6.28049	4.96E-01	ANXA2P3
206093_x_at	4.97E-06	3.71E-07	-6.2720783	6.275625	8.76E-01	TNXB///TNXA
50400_at	4.97E-06	3.71E-07	-6.2718164	6.27485	8.16E-01	PAOX
209434_s_at	4.99E-06	3.73E-07	6.2699162	6.269229	-9.09E-01	PPAT
212290_at	5.01E-06	3.75E-07	-6.2683522	6.264602	1.28	SLC7A1
209459_s_at	5.08E-06	3.80E-07	-6.2639963	6.251716	2.07	ABAT
209523_at	5.08E-06	3.80E-07	6.2638335	6.251234	-7.60E-01	TAF2
204604_at	5.08E-06	3.81E-07	6.2632143	6.249402	-1.59	CDK14
212884_x_at	5.10E-06	3.82E-07	6.2617643	6.245113	-4.66E-01	APOE
207939_x_at	5.11E-06	3.83E-07	6.261285	6.243694	-4.69E-01	RNPS1
202066_at	5.22E-06	3.92E-07	6.253692	6.221229	-1.92	PPFIA1
208864_s_at	5.24E-06	3.94E-07	-6.2519575	6.216096	1.08	TXN
203382_s_at	5.28E-06	3.97E-07	6.2492979	6.208227	-1.5	APOE
215749_s_at	5.30E-06	3.98E-07	-6.2483289	6.205359	6.93E-01	GORASP1
217744_s_at	5.32E-06	4.00E-07	-6.2464168	6.199701	8.33E-01	PERP
210511_s_at	5.36E-06	4.04E-07	6.2436713	6.191577	-2.83	INHBA
218043_s_at	5.36E-06	4.04E-07	-6.2432894	6.190447	8.18E-01	AZI2
206214_at	5.36E-06	4.04E-07	6.2431905	6.190154	-1.12	PLA2G7
215428_at	5.37E-06	4.05E-07	-6.2423573	6.187688	8.41E-01	
202466_at	5.38E-06	4.06E-07	6.2418993	6.186333	-7.77E-01	PAPD7
33579_i_at	5.39E-06	4.07E-07	-6.2408143	6.183122	5.78E-01	GALR3
209643_s_at	5.39E-06	4.07E-07	-6.2407734	6.183001	5.20E-01	PLD2
200954_at	5.39E-06	4.08E-07	-6.2403822	6.181843	7.08E-01	ATP6V0C
217852_s_at	5.40E-06	4.08E-07	-6.2400641	6.180902	7.34E-01	ARL8B
208805_at	5.40E-06	4.09E-07	6.2393875	6.1789	-7.84E-01	KIAA0391///PSMA6
218026_at	5.42E-06	4.10E-07	-6.2382885	6.175647	7.61E-01	COA3
211000_s_at	5.42E-06	4.11E-07	-6.2377291	6.173991	7.17E-01	IL6ST
216954_x_at	5.43E-06	4.12E-07	-6.236889	6.171505	4.18E-01	ATP5O
213482_at	5.47E-06	4.15E-07	-6.2345781	6.164666	3.57E-01	DOCK3
40612_at	5.48E-06	4.16E-07	-6.2333996	6.161178	4.04E-01	DOPEY1
203976_s_at	5.48E-06	4.16E-07	6.2333747	6.161104	-6.75E-01	CHAF1A
203142_s_at	5.49E-06	4.17E-07	-6.2327805	6.159346	7.32E-01	AP3B1
203929_s_at	5.54E-06	4.21E-07	-6.2292579	6.14892	6.59E-01	MAPT
210678_s_at	5.55E-06	4.23E-07	-6.2284427	6.146507	4.42E-01	AGPAT2
219582_at	5.56E-06	4.24E-07	-6.227608	6.144036	9.03E-01	OGFRL1
203316_s_at	5.59E-06	4.26E-07	6.2258175	6.138736	-9.32E-01	SNRPE
216308_x_at	5.60E-06	4.27E-07	-6.2251886	6.136875	6.43E-01	GRHPR
220046_s_at	5.61E-06	4.28E-07	6.2244726	6.134756	-7.40E-01	CCNL1
202454_s_at	5.63E-06	4.30E-07	-6.2225586	6.12909	1.56	ERBB3
204309_at	5.71E-06	4.36E-07	-6.2182193	6.116245	1.08	CYP11A1
201226_at	5.71E-06	4.36E-07	-6.2177611	6.114889	5.67E-01	NDUFB8
200924_s_at	5.72E-06	4.37E-07	6.217202	6.113234	-1.05	SLC3A2
213628_at	5.76E-06	4.41E-07	-6.2144818	6.105181	6.52E-01	CLCC1
201478_s_at	5.77E-06	4.42E-07	6.2135401	6.102393	-1.4	MIR664B///SNORA56///DKC1
219767_s_at	5.80E-06	4.45E-07	-6.2114515	6.09621	6.51E-01	CRYZL1
205063_at	5.80E-06	4.45E-07	6.2113392	6.095878	-1.79	GEMIN2
207628_s_at	5.84E-06	4.48E-07	6.2091096	6.089277	-8.45E-01	WBSCR22
220974_x_at	5.93E-06	4.55E-07	6.2038489	6.073702	-7.56E-01	SFXN3
203678_at	5.93E-06	4.55E-07	6.2033249	6.072151	-5.65E-01	FAN1
215436_at	5.93E-06	4.56E-07	-6.2030916	6.07146	4.67E-01	HSDL2
208973_at	5.96E-06	4.58E-07	6.2015823	6.066991	-9.84E-01	ERI3
219804_at	6.01E-06	4.62E-07	-6.1987172	6.058508	1.94	SYNPO2L
210547_x_at	6.02E-06	4.63E-07	-6.1978053	6.055808	8.80E-01	ICA1
209174_s_at	6.02E-06	4.63E-07	-6.1975863	6.055159	4.30E-01	QRICH1
212281_s_at	6.05E-06	4.66E-07	6.1958877	6.05013	-1.69	TMEM97
201118_at	6.06E-06	4.67E-07	-6.1947231	6.046681	1.37	PGD
205122_at	6.07E-06	4.68E-07	6.1940194	6.044598	-1.84	MSANTD3-TMEFF1///TMEFF1
213294_at	6.10E-06	4.70E-07	6.1924641	6.039992	-1.18	EIF2AK2
219258_at	6.10E-06	4.71E-07	6.1921326	6.039011	-1.37	TIPIN
203786_s_at	6.11E-06	4.72E-07	-6.1914484	6.036985	1.16	TPD52L1
204017_at	6.13E-06	4.74E-07	6.1901454	6.033126	-1.62	KDELR3
221510_s_at	6.19E-06	4.79E-07	6.1867463	6.023061	-1.42	GLS
203642_s_at	6.19E-06	4.79E-07	-6.1865182	6.022385	1.49	COBLL1
222037_at	6.22E-06	4.82E-07	6.1846454	6.016839	-1.07	MCM4
219415_at	6.23E-06	4.83E-07	-6.1837865	6.014295	5.04E-01	TTYH1
208081_s_at	6.25E-06	4.85E-07	-6.1825178	6.010538	3.37E-01	ZNF442
213399_x_at	6.26E-06	4.86E-07	6.1819146	6.008752	-6.99E-01	RPN2
218055_s_at	6.26E-06	4.86E-07	-6.1817374	6.008227	8.24E-01	WDR41
210325_at	6.28E-06	4.88E-07	-6.1804317	6.00436	9.79E-01	CD1A
65630_at	6.29E-06	4.89E-07	-6.1796817	6.002139	1.04	TMEM80
206026_s_at	6.36E-06	4.94E-07	6.1759743	5.991159	-1.73	TNFAIP6
218767_at	6.39E-06	4.97E-07	6.1743374	5.986311	-5.50E-01	REXO4
212541_at	6.47E-06	5.04E-07	6.1697129	5.972614	-6.44E-01	FLAD1
200755_s_at	6.48E-06	5.04E-07	6.1692156	5.971141	-1.33	CALU
213451_x_at	6.52E-06	5.08E-07	-6.1668746	5.964207	9.51E-01	TNXB///TNXA
217895_at	6.53E-06	5.09E-07	6.1661826	5.962157	-6.97E-01	PTCD3
209654_at	6.53E-06	5.09E-07	6.1660705	5.961825	-7.57E-01	ICE1
219153_s_at	6.53E-06	5.10E-07	-6.1657272	5.960808	8.06E-01	THSD4
221841_s_at	6.55E-06	5.12E-07	-6.1644064	5.956896	2.05	KLF4
219143_s_at	6.56E-06	5.13E-07	6.1637255	5.954879	-9.40E-01	RPP25
212325_at	6.62E-06	5.18E-07	-6.160452	5.945183	1.09	LIMCH1
201041_s_at	6.64E-06	5.20E-07	-6.1590955	5.941165	1.6	DUSP1
212632_at	6.66E-06	5.21E-07	-6.1583507	5.938958	8.78E-01	STX7
218620_s_at	6.66E-06	5.21E-07	-6.1581748	5.938437	4.48E-01	HEMK1
203693_s_at	6.68E-06	5.24E-07	6.1565466	5.933614	-1.29	E2F3
218539_at	6.72E-06	5.27E-07	-6.1545968	5.927838	8.89E-01	FBXO34
201906_s_at	6.81E-06	5.34E-07	-6.1499991	5.914217	6.07E-01	CTDSPL
218991_at	6.81E-06	5.35E-07	6.149703	5.91334	-5.17E-01	HEATR6
202234_s_at	6.82E-06	5.36E-07	6.1488193	5.910722	-1.69	SLC16A1
215646_s_at	6.90E-06	5.42E-07	6.144912	5.899146	-2.52	VCAN
201748_s_at	6.92E-06	5.45E-07	6.1436082	5.895283	-5.05E-01	SAFB
201188_s_at	6.96E-06	5.47E-07	6.1418165	5.889975	-9.21E-01	ITPR3
218868_at	6.97E-06	5.49E-07	6.141174	5.888071	-6.55E-01	ACTR3B
207120_at	7.00E-06	5.52E-07	-6.1391793	5.882161	3.90E-01	ZNF667
213187_x_at	7.01E-06	5.52E-07	6.1389113	5.881367	-1.34	FTL
218269_at	7.02E-06	5.54E-07	6.1380833	5.878914	-5.95E-01	DROSHA
208770_s_at	7.07E-06	5.58E-07	-6.1356433	5.871684	6.31E-01	EIF4EBP2
202539_s_at	7.08E-06	5.59E-07	-6.1349997	5.869777	1.16	HMGCR
202119_s_at	7.09E-06	5.60E-07	-6.1340679	5.867016	1.09	CPNE3
215228_at	7.13E-06	5.64E-07	-6.1320283	5.860973	1.57	NHLH2
219149_x_at	7.13E-06	5.64E-07	6.1317843	5.86025	-3.95E-01	DBR1
218334_at	7.13E-06	5.64E-07	-6.1316347	5.859807	7.85E-01	THOC7
210821_x_at	7.17E-06	5.68E-07	6.1296607	5.853958	-5.44E-01	CENPA
201438_at	7.26E-06	5.75E-07	6.1253933	5.841312	-1.98	COL6A3
221476_s_at	7.26E-06	5.75E-07	-6.1252346	5.840842	9.41E-01	RPL15
211662_s_at	7.37E-06	5.84E-07	-6.1200228	5.825397	6.50E-01	VDAC2
208942_s_at	7.38E-06	5.86E-07	6.1192568	5.823127	-7.56E-01	SEC62
218871_x_at	7.43E-06	5.90E-07	6.1167081	5.815574	-1.07	CSGALNACT2
211767_at	7.43E-06	5.90E-07	6.1166986	5.815546	-1.05	GINS4
211724_x_at	7.45E-06	5.93E-07	-6.1151681	5.81101	7.42E-01	MIOS
208956_x_at	7.45E-06	5.93E-07	6.115155	5.810972	-6.47E-01	DUT
209383_at	7.47E-06	5.95E-07	6.1142319	5.808236	-8.02E-01	DDIT3
206682_at	7.50E-06	5.97E-07	-6.1126662	5.803595	5.95E-01	CLEC10A
202083_s_at	7.53E-06	6.00E-07	-6.1110609	5.798838	1.58	SEC14L1
221059_s_at	7.54E-06	6.01E-07	6.1106184	5.797527	-9.17E-01	COTL1
218158_s_at	7.61E-06	6.07E-07	-6.1073189	5.787748	9.44E-01	APPL1
201999_s_at	7.61E-06	6.08E-07	-6.1070241	5.786874	6.60E-01	DYNLT1
203358_s_at	7.61E-06	6.08E-07	6.1068871	5.786468	-1.08	EZH2
209637_s_at	7.62E-06	6.08E-07	-6.1065267	5.7854	4.86E-01	RGS12
210117_at	7.68E-06	6.14E-07	-6.1034926	5.776407	1.54	SPAG1
204608_at	7.69E-06	6.15E-07	-6.1027651	5.774251	1.05	ASL
221508_at	7.73E-06	6.19E-07	-6.101039	5.769135	3.16E-01	TAOK3
210854_x_at	7.74E-06	6.20E-07	6.1005132	5.767576	-1.24	SLC6A8
214361_s_at	7.74E-06	6.20E-07	-6.1001204	5.766412	4.04E-01	RGS12
202788_at	7.84E-06	6.28E-07	-6.0958318	5.7537	9.29E-01	MAPKAPK3
216333_x_at	7.84E-06	6.29E-07	-6.0957025	5.753317	9.23E-01	TNXB///TNXA
205667_at	7.88E-06	6.32E-07	6.0937853	5.747634	-6.66E-01	WRN
212739_s_at	7.91E-06	6.36E-07	6.0919678	5.742246	-9.14E-01	NME4
202496_at	7.91E-06	6.36E-07	6.0917545	5.741614	-4.73E-01	EDC4
207525_s_at	7.91E-06	6.36E-07	-6.0915495	5.741006	9.64E-01	GIPC1
206030_at	7.91E-06	6.37E-07	-6.0914839	5.740812	3.65E-01	ASPA
212552_at	7.92E-06	6.38E-07	6.0909608	5.739262	-9.51E-01	HPCAL1
209877_at	7.92E-06	6.38E-07	-6.0906414	5.738315	5.28E-01	SNCG
211004_s_at	7.97E-06	6.42E-07	-6.088476	5.731896	3.59E-01	ALDH3B1
203622_s_at	7.97E-06	6.42E-07	6.0884597	5.731847	-1.24	PNO1
208202_s_at	7.97E-06	6.43E-07	6.0881276	5.730863	-6.10E-01	JADE2
213015_at	7.98E-06	6.44E-07	6.0874739	5.728925	-7.02E-01	BBX
201003_x_at	8.00E-06	6.46E-07	-6.0863498	5.725593	7.92E-01	TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1
217873_at	8.03E-06	6.49E-07	-6.08523	5.722273	8.41E-01	CAB39
203453_at	8.05E-06	6.51E-07	-6.0841813	5.719165	2.28	SCNN1A
212272_at	8.06E-06	6.52E-07	-6.083504	5.717157	7.39E-01	LPIN1
201422_at	8.07E-06	6.53E-07	6.0827567	5.714941	-1.1	IFI30///PIK3R2
214853_s_at	8.09E-06	6.55E-07	6.082062	5.712882	-7.07E-01	SHC1
211657_at	8.09E-06	6.56E-07	-6.0815904	5.711484	3.53	CEACAM6
206929_s_at	8.10E-06	6.57E-07	-6.0809082	5.709461	5.32E-01	NFIC
