Run,Age,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,samplenumber,sex,SRA Study,tissue
SRR10223295,not applicable,AMPLICON,252,158895072,not applicable,PRJNA574555,SAMN12904184,Human,65124649,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6942767,Illumina HiSeq 2500,not applicable,normal.ct.511,PAIRED,PCR,OTHER,158,62,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470919,normal.ct.511,normal.ct.511,missing,SRP223644,blood
SRR10223296,not applicable,AMPLICON,252,237350484,not applicable,PRJNA574555,SAMN12903752,Human,99363143,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6942766,Illumina HiSeq 2500,not applicable,normal.ct.122,PAIRED,PCR,OTHER,237,94,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470918,normal.ct.122,normal.ct.122,missing,SRP223644,blood
SRR10223297,not applicable,AMPLICON,252,89011944,not applicable,PRJNA574555,SAMN12904183,Human,35963636,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942765,Illumina HiSeq 2500,not applicable,normal.ct.510,PAIRED,PCR,OTHER,89,34,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470917,normal.ct.510,normal.ct.510,missing,SRP223644,blood
SRR10223298,not applicable,AMPLICON,252,104484996,not applicable,PRJNA574555,SAMN12904182,Human,43313143,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6942764,Illumina HiSeq 2500,not applicable,normal.ct.51,PAIRED,PCR,OTHER,104,41,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470916,normal.ct.51,normal.ct.51,missing,SRP223644,blood
SRR10223299,not applicable,AMPLICON,252,132500088,not applicable,PRJNA574555,SAMN12904181,Human,53669182,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942763,Illumina HiSeq 2500,not applicable,normal.ct.509,PAIRED,PCR,OTHER,132,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470915,normal.ct.509,normal.ct.509,missing,SRP223644,blood
SRR10223300,not applicable,AMPLICON,252,143946180,not applicable,PRJNA574555,SAMN12904180,Human,59681954,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6942762,Illumina HiSeq 2500,not applicable,normal.ct.508,PAIRED,PCR,OTHER,143,56,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470914,normal.ct.508,normal.ct.508,missing,SRP223644,blood
SRR10223301,not applicable,AMPLICON,252,135156672,not applicable,PRJNA574555,SAMN12904179,Human,55905521,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942761,Illumina HiSeq 2500,not applicable,normal.ct.507,PAIRED,PCR,OTHER,135,53,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470913,normal.ct.507,normal.ct.507,missing,SRP223644,blood
SRR10223302,not applicable,AMPLICON,252,145226340,not applicable,PRJNA574555,SAMN12904178,Human,59577700,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6942760,Illumina HiSeq 2500,not applicable,normal.ct.506,PAIRED,PCR,OTHER,145,56,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470912,normal.ct.506,normal.ct.506,missing,SRP223644,blood
SRR10223303,not applicable,AMPLICON,252,148873284,not applicable,PRJNA574555,SAMN12904177,Human,59866148,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6942759,Illumina HiSeq 2500,not applicable,normal.ct.505,PAIRED,PCR,OTHER,148,57,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470911,normal.ct.505,normal.ct.505,missing,SRP223644,blood
SRR10223304,not applicable,AMPLICON,252,179185104,not applicable,PRJNA574555,SAMN12904176,Human,71053183,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942758,Illumina HiSeq 2500,not applicable,normal.ct.504,PAIRED,PCR,OTHER,179,67,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470910,normal.ct.504,normal.ct.504,missing,SRP223644,blood
SRR10223305,not applicable,AMPLICON,252,147852432,not applicable,PRJNA574555,SAMN12904175,Human,61203227,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942757,Illumina HiSeq 2500,not applicable,normal.ct.503,PAIRED,PCR,OTHER,147,58,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470909,normal.ct.503,normal.ct.503,missing,SRP223644,blood
SRR10223306,not applicable,AMPLICON,252,128009196,not applicable,PRJNA574555,SAMN12904174,Human,52952395,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942756,Illumina HiSeq 2500,not applicable,normal.ct.502,PAIRED,PCR,OTHER,128,50,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470908,normal.ct.502,normal.ct.502,missing,SRP223644,blood
SRR10223307,not applicable,AMPLICON,104,54052544,not applicable,PRJNA574555,SAMN12903751,Human,31102304,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942755,Illumina HiSeq 2500,not applicable,normal.ct.121,PAIRED,PCR,OTHER,54,29,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470907,normal.ct.121,normal.ct.121,missing,SRP223644,blood
SRR10223308,not applicable,AMPLICON,252,155129688,not applicable,PRJNA574555,SAMN12904173,Human,63316613,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942754,Illumina HiSeq 2500,not applicable,normal.ct.501,PAIRED,PCR,OTHER,155,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470906,normal.ct.501,normal.ct.501,missing,SRP223644,blood
SRR10223309,not applicable,AMPLICON,252,150343704,not applicable,PRJNA574555,SAMN12904172,Human,61718685,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942753,Illumina HiSeq 2500,not applicable,normal.ct.500,PAIRED,PCR,OTHER,150,58,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470905,normal.ct.500,normal.ct.500,missing,SRP223644,blood
SRR10223310,not applicable,AMPLICON,252,103617612,not applicable,PRJNA574555,SAMN12904171,Human,38845135,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942752,Illumina HiSeq 2500,not applicable,normal.ct.50,PAIRED,PCR,OTHER,103,37,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470904,normal.ct.50,normal.ct.50,missing,SRP223644,blood
SRR10223311,not applicable,AMPLICON,252,110735856,not applicable,PRJNA574555,SAMN12904170,Human,48933352,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942751,Illumina HiSeq 2500,not applicable,normal.ct.5,PAIRED,PCR,OTHER,110,46,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470903,normal.ct.5,normal.ct.5,missing,SRP223644,blood
SRR10223312,not applicable,AMPLICON,252,197929368,not applicable,PRJNA574555,SAMN12904169,Human,78517957,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6942750,Illumina HiSeq 2500,not applicable,normal.ct.499,PAIRED,PCR,OTHER,197,74,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470902,normal.ct.499,normal.ct.499,missing,SRP223644,blood
SRR10223313,not applicable,AMPLICON,252,205638048,not applicable,PRJNA574555,SAMN12904168,Human,82851668,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6942749,Illumina HiSeq 2500,not applicable,normal.ct.498,PAIRED,PCR,OTHER,205,79,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470901,normal.ct.498,normal.ct.498,missing,SRP223644,blood
SRR10223314,not applicable,AMPLICON,252,152662860,not applicable,PRJNA574555,SAMN12904167,Human,62862316,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6942748,Illumina HiSeq 2500,not applicable,normal.ct.497,PAIRED,PCR,OTHER,152,59,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470900,normal.ct.497,normal.ct.497,missing,SRP223644,blood
SRR10223315,not applicable,AMPLICON,252,128534364,not applicable,PRJNA574555,SAMN12904166,Human,48997106,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942747,Illumina HiSeq 2500,not applicable,normal.ct.496,PAIRED,PCR,OTHER,128,46,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470899,normal.ct.496,normal.ct.496,missing,SRP223644,blood
SRR10223316,not applicable,AMPLICON,252,128071440,not applicable,PRJNA574555,SAMN12904165,Human,51035018,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6942746,Illumina HiSeq 2500,not applicable,normal.ct.495,PAIRED,PCR,OTHER,128,48,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470898,normal.ct.495,normal.ct.495,missing,SRP223644,blood
SRR10223318,not applicable,AMPLICON,252,106482348,not applicable,PRJNA574555,SAMN12903750,Human,47107936,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6942744,Illumina HiSeq 2500,not applicable,normal.ct.120,PAIRED,PCR,OTHER,106,44,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470896,normal.ct.120,normal.ct.120,missing,SRP223644,blood
SRR10223319,not applicable,AMPLICON,252,154131264,not applicable,PRJNA574555,SAMN12904163,Human,63822140,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942743,Illumina HiSeq 2500,not applicable,normal.ct.493,PAIRED,PCR,OTHER,154,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470895,normal.ct.493,normal.ct.493,missing,SRP223644,blood
SRR10223320,not applicable,AMPLICON,252,102366684,not applicable,PRJNA574555,SAMN12904162,Human,40465537,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942742,Illumina HiSeq 2500,not applicable,normal.ct.492,PAIRED,PCR,OTHER,102,38,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470894,normal.ct.492,normal.ct.492,missing,SRP223644,blood
SRR10223321,not applicable,AMPLICON,252,133071372,not applicable,PRJNA574555,SAMN12904161,Human,55301100,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942741,Illumina HiSeq 2500,not applicable,normal.ct.491,PAIRED,PCR,OTHER,133,52,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470893,normal.ct.491,normal.ct.491,missing,SRP223644,blood
SRR10223322,not applicable,AMPLICON,252,134196300,not applicable,PRJNA574555,SAMN12904160,Human,59018714,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6942740,Illumina HiSeq 2500,not applicable,normal.ct.490,PAIRED,PCR,OTHER,134,56,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470892,normal.ct.490,normal.ct.490,missing,SRP223644,blood
SRR10223323,not applicable,AMPLICON,252,100796976,not applicable,PRJNA574555,SAMN12904159,Human,45196958,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6942739,Illumina HiSeq 2500,not applicable,normal.ct.49,PAIRED,PCR,OTHER,100,43,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470891,normal.ct.49,normal.ct.49,missing,SRP223644,blood
SRR10223324,not applicable,AMPLICON,104,74518392,not applicable,PRJNA574555,SAMN12904158,Human,42122162,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6942738,Illumina HiSeq 2500,not applicable,normal.ct.489,PAIRED,PCR,OTHER,74,40,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470890,normal.ct.489,normal.ct.489,missing,SRP223644,blood
SRR10223325,not applicable,AMPLICON,104,63869936,not applicable,PRJNA574555,SAMN12904157,Human,36475458,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6942737,Illumina HiSeq 2500,not applicable,normal.ct.488,PAIRED,PCR,OTHER,63,34,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5470889,normal.ct.488,normal.ct.488,missing,SRP223644,blood
SRR10223326,not applicable,AMPLICON,252,79477776,not applicable,PRJNA574555,SAMN12904156,Human,35773373,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6942736,Illumina HiSeq 2500,not applicable,normal.ct.487,PAIRED,PCR,OTHER,79,34,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470888,normal.ct.487,normal.ct.487,missing,SRP223644,blood
SRR10223327,not applicable,AMPLICON,252,97026552,not applicable,PRJNA574555,SAMN12904155,Human,43287710,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942735,Illumina HiSeq 2500,not applicable,normal.ct.486,PAIRED,PCR,OTHER,97,41,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470887,normal.ct.486,normal.ct.486,missing,SRP223644,blood
SRR10223328,not applicable,AMPLICON,252,122751720,not applicable,PRJNA574555,SAMN12904154,Human,53834631,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942734,Illumina HiSeq 2500,not applicable,normal.ct.485,PAIRED,PCR,OTHER,122,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470886,normal.ct.485,normal.ct.485,missing,SRP223644,blood
SRR10223329,not applicable,AMPLICON,252,135998100,not applicable,PRJNA574555,SAMN12903749,Human,55266601,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942733,Illumina HiSeq 2500,not applicable,normal.ct.12,PAIRED,PCR,OTHER,135,52,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5470885,normal.ct.12,normal.ct.12,missing,SRP223644,blood
SRR10223330,not applicable,AMPLICON,252,154856772,not applicable,PRJNA574555,SAMN12904153,Human,67934705,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6942732,Illumina HiSeq 2500,not applicable,normal.ct.484,PAIRED,PCR,OTHER,154,64,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470884,normal.ct.484,normal.ct.484,missing,SRP223644,blood
SRR10223331,not applicable,AMPLICON,252,185335416,not applicable,PRJNA574555,SAMN12904152,Human,75156366,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942731,Illumina HiSeq 2500,not applicable,normal.ct.483,PAIRED,PCR,OTHER,185,71,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470883,normal.ct.483,normal.ct.483,missing,SRP223644,blood
SRR10223332,not applicable,AMPLICON,252,129152016,not applicable,PRJNA574555,SAMN12904151,Human,53022161,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942730,Illumina HiSeq 2500,not applicable,normal.ct.482,PAIRED,PCR,OTHER,129,50,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5470882,normal.ct.482,normal.ct.482,missing,SRP223644,blood
SRR10223333,not applicable,AMPLICON,252,122745672,not applicable,PRJNA574555,SAMN12904150,Human,54880733,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942729,Illumina HiSeq 2500,not applicable,normal.ct.481,PAIRED,PCR,OTHER,122,52,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470881,normal.ct.481,normal.ct.481,missing,SRP223644,blood
SRR10223334,not applicable,AMPLICON,252,150925068,not applicable,PRJNA574555,SAMN12904149,Human,60659349,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942728,Illumina HiSeq 2500,not applicable,normal.ct.480,PAIRED,PCR,OTHER,150,57,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470880,normal.ct.480,normal.ct.480,missing,SRP223644,blood
SRR10223335,not applicable,AMPLICON,252,76559112,not applicable,PRJNA574555,SAMN12904148,Human,30537085,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942727,Illumina HiSeq 2500,not applicable,normal.ct.48,PAIRED,PCR,OTHER,76,29,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470879,normal.ct.48,normal.ct.48,missing,SRP223644,blood
SRR10223336,not applicable,AMPLICON,252,107906652,not applicable,PRJNA574555,SAMN12904147,Human,48187677,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942726,Illumina HiSeq 2500,not applicable,normal.ct.479,PAIRED,PCR,OTHER,107,45,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470878,normal.ct.479,normal.ct.479,missing,SRP223644,blood
SRR10223337,not applicable,AMPLICON,252,147681828,not applicable,PRJNA574555,SAMN12904146,Human,60592236,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6942725,Illumina HiSeq 2500,not applicable,normal.ct.478,PAIRED,PCR,OTHER,147,57,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470877,normal.ct.478,normal.ct.478,missing,SRP223644,blood
SRR10223338,not applicable,AMPLICON,252,133736904,not applicable,PRJNA574555,SAMN12904145,Human,56670303,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6942724,Illumina HiSeq 2500,not applicable,normal.ct.477,PAIRED,PCR,OTHER,133,54,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470876,normal.ct.477,normal.ct.477,missing,SRP223644,blood
SRR10223339,not applicable,AMPLICON,252,130824540,not applicable,PRJNA574555,SAMN12904144,Human,53990836,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942723,Illumina HiSeq 2500,not applicable,normal.ct.476,PAIRED,PCR,OTHER,130,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470875,normal.ct.476,normal.ct.476,missing,SRP223644,blood
SRR10223340,not applicable,AMPLICON,252,151110792,not applicable,PRJNA574555,SAMN12903748,Human,61522300,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6942722,Illumina HiSeq 2500,not applicable,normal.ct.119,PAIRED,PCR,OTHER,151,58,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470874,normal.ct.119,normal.ct.119,missing,SRP223644,blood
SRR10223341,not applicable,AMPLICON,252,226338084,not applicable,PRJNA574555,SAMN12904143,Human,95978439,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6942721,Illumina HiSeq 2500,not applicable,normal.ct.475,PAIRED,PCR,OTHER,226,91,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470873,normal.ct.475,normal.ct.475,missing,SRP223644,blood
SRR10223342,not applicable,AMPLICON,252,129033828,not applicable,PRJNA574555,SAMN12904142,Human,56771164,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942720,Illumina HiSeq 2500,not applicable,normal.ct.474,PAIRED,PCR,OTHER,129,54,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470872,normal.ct.474,normal.ct.474,missing,SRP223644,blood
SRR10223343,not applicable,AMPLICON,252,159709032,not applicable,PRJNA574555,SAMN12904141,Human,60332657,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6942719,Illumina HiSeq 2500,not applicable,normal.ct.473,PAIRED,PCR,OTHER,159,57,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470871,normal.ct.473,normal.ct.473,missing,SRP223644,blood
SRR10223344,not applicable,AMPLICON,252,199211292,not applicable,PRJNA574555,SAMN12904140,Human,81055177,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942718,Illumina HiSeq 2500,not applicable,normal.ct.472,PAIRED,PCR,OTHER,199,77,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470870,normal.ct.472,normal.ct.472,missing,SRP223644,blood
SRR10223345,not applicable,AMPLICON,252,121812516,not applicable,PRJNA574555,SAMN12904139,Human,46169989,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942717,Illumina HiSeq 2500,not applicable,normal.ct.471,PAIRED,PCR,OTHER,121,44,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470869,normal.ct.471,normal.ct.471,missing,SRP223644,blood
SRR10223346,not applicable,AMPLICON,252,122628492,not applicable,PRJNA574555,SAMN12904138,Human,54257046,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942716,Illumina HiSeq 2500,not applicable,normal.ct.470,PAIRED,PCR,OTHER,122,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470868,normal.ct.470,normal.ct.470,missing,SRP223644,blood
SRR10223347,not applicable,AMPLICON,104,55135080,not applicable,PRJNA574555,SAMN12904137,Human,32168046,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942715,Illumina HiSeq 2500,not applicable,normal.ct.47,PAIRED,PCR,OTHER,55,30,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470867,normal.ct.47,normal.ct.47,missing,SRP223644,blood
SRR10223348,not applicable,AMPLICON,252,158165532,not applicable,PRJNA574555,SAMN12904136,Human,65968495,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942714,Illumina HiSeq 2500,not applicable,normal.ct.469,PAIRED,PCR,OTHER,158,62,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470866,normal.ct.469,normal.ct.469,missing,SRP223644,blood
SRR10223349,not applicable,AMPLICON,104,59837232,not applicable,PRJNA574555,SAMN12904135,Human,34329958,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942713,Illumina HiSeq 2500,not applicable,normal.ct.468,PAIRED,PCR,OTHER,59,32,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470865,normal.ct.468,normal.ct.468,missing,SRP223644,blood
SRR10223350,not applicable,AMPLICON,252,110732076,not applicable,PRJNA574555,SAMN12904134,Human,44738358,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6942712,Illumina HiSeq 2500,not applicable,normal.ct.467,PAIRED,PCR,OTHER,110,42,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470864,normal.ct.467,normal.ct.467,missing,SRP223644,blood
SRR10223351,not applicable,AMPLICON,252,176901984,not applicable,PRJNA574555,SAMN12903747,Human,72286643,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6942711,Illumina HiSeq 2500,not applicable,normal.ct.118,PAIRED,PCR,OTHER,176,68,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470863,normal.ct.118,normal.ct.118,missing,SRP223644,blood
SRR10223352,not applicable,AMPLICON,110,49664230,not applicable,PRJNA574555,SAMN12904133,Human,28313913,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942710,Illumina HiSeq 2500,not applicable,normal.ct.466,PAIRED,PCR,OTHER,49,27,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470862,normal.ct.466,normal.ct.466,missing,SRP223644,blood
SRR10223353,not applicable,AMPLICON,252,142353540,not applicable,PRJNA574555,SAMN12904132,Human,63237487,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942709,Illumina HiSeq 2500,not applicable,normal.ct.465,PAIRED,PCR,OTHER,142,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470861,normal.ct.465,normal.ct.465,missing,SRP223644,blood
SRR10223354,not applicable,AMPLICON,110,56819840,not applicable,PRJNA574555,SAMN12904131,Human,32119748,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6942708,Illumina HiSeq 2500,not applicable,normal.ct.464,PAIRED,PCR,OTHER,56,30,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470860,normal.ct.464,normal.ct.464,missing,SRP223644,blood
