bcr_sample_barcode	bcr_portion_barcode	bcr_portion_uuid	LCE	date_of_creation	is_ffpe	portion_number	weight
TCGA-55-6712-10A	TCGA-55-6712-10A-01	f3642f72-1947-48f3-8f49-cfd47688578d	[Not Available]	2011-05-10	NO	01	[Not Available]
TCGA-71-6725-01A	TCGA-71-6725-01A-11	a2a27e4b-3b33-47e4-add5-e851aa0b5fc6	[Not Available]	2011-05-03	NO	11	34.00
TCGA-71-6725-10A	TCGA-71-6725-10A-01	5174b9b2-5953-454a-aea7-4ace515b9b42	[Not Available]	2011-05-17	NO	01	[Not Available]
TCGA-91-6828-01A	TCGA-91-6828-01A-11	89692ce3-9519-4a4a-96de-588d04771e26	[Not Available]	2011-05-25	NO	11	38.00
TCGA-91-6828-10A	TCGA-91-6828-10A-01	b19bcea8-55bb-411a-8fc7-7c38bb914e41	[Not Available]	2011-06-06	NO	01	[Not Available]
TCGA-91-6828-11A	TCGA-91-6828-11A-01	c875e549-3483-4d28-8f6c-d36fbba2502a	[Not Available]	2011-06-01	NO	01	[Not Available]
TCGA-91-6829-01A	TCGA-91-6829-01A-21	74b0fc98-c6bc-4639-ba4f-fbe945958eab	[Not Available]	2011-05-25	NO	21	35.00
TCGA-91-6829-11A	TCGA-91-6829-11A-01	a4050b9c-dc20-4afb-a3c1-124004ab0ab7	[Not Available]	2011-06-01	NO	01	[Not Available]
TCGA-91-6831-01A	TCGA-91-6831-01A-11	2305b5aa-3ab8-4939-b363-5ce966643524	[Not Available]	2011-05-25	NO	11	28.00
TCGA-91-6831-11A	TCGA-91-6831-11A-02	895c6f4b-c069-467d-a367-ce76e3e24ee5	[Not Available]	2011-06-07	NO	02	[Not Available]
TCGA-91-6835-01A	TCGA-91-6835-01A-11	5b702744-da8b-4d2f-8c95-675985acb1c9	[Not Available]	2011-05-25	NO	11	31.00
TCGA-91-6835-11A	TCGA-91-6835-11A-01	89584d24-26d0-455a-8515-aa10209cacaa	[Not Available]	2011-06-01	NO	01	[Not Available]
TCGA-91-6836-01A	TCGA-91-6836-01A-21	4b110224-a4df-4661-ac4b-ec55f7d3f353	[Not Available]	2011-05-25	NO	21	40.00
TCGA-91-6836-11A	TCGA-91-6836-11A-01	03dd7656-cb4f-4a94-9a4e-5bdd887a2a88	[Not Available]	2011-06-01	NO	01	[Not Available]
TCGA-49-6761-01A	TCGA-49-6761-01A-31	508830d7-8fdc-4508-892a-90a7d3dfe01a	LCE	2011-07-22	NO	31	36.00
TCGA-49-6761-11A	TCGA-49-6761-11A-01	6bbaca0a-0c8d-441c-a54c-11b9ecea36d4	[Not Available]	2011-05-17	NO	01	71.00
TCGA-50-6673-01A	TCGA-50-6673-01A-11	0b9682ce-aaf6-4c5c-9e9a-06eb2b302ac4	[Not Available]	2011-04-29	NO	11	28.00
TCGA-50-6673-11A	TCGA-50-6673-11A-02	7c24ff60-f148-4811-a5e0-9c3d6176c6a3	[Not Available]	2011-06-16	NO	02	70.00
TCGA-55-6968-01A	TCGA-55-6968-01A-11	0c00a479-ec18-4529-8cd5-f01fca96013c	LCE	2011-06-24	NO	11	19.00
TCGA-55-6968-11A	TCGA-55-6968-11A-01	bf261150-a218-4f87-94e4-a930e00ca206	[Not Available]	2011-06-27	NO	01	68.00
TCGA-55-6969-01A	TCGA-55-6969-01A-11	c1fbdf9d-91aa-4422-b400-b794c1c6833f	[Not Available]	2011-06-24	NO	11	28.00
TCGA-55-6969-11A	TCGA-55-6969-11A-01	237d4908-678b-4213-ab2b-82bff3a232fe	[Not Available]	2011-06-27	NO	01	67.00
TCGA-55-6970-01A	TCGA-55-6970-01A-11	374b0f76-d2cb-40ec-a339-fabb7850794f	[Not Available]	2011-06-27	NO	11	40.00
TCGA-55-6970-11A	TCGA-55-6970-11A-01	5f58d7cc-411e-4038-ac8d-cd85cc27a710	[Not Available]	2011-06-27	NO	01	63.00
TCGA-55-6971-01A	TCGA-55-6971-01A-11	71a7b58e-57d6-443d-b7fa-cfa619593d77	[Not Available]	2011-06-24	NO	11	42.00
TCGA-55-6971-11A	TCGA-55-6971-11A-01	95e7b30f-d89b-44ca-951d-fb89b6238a55	[Not Available]	2011-06-27	NO	01	58.00
TCGA-55-6972-01A	TCGA-55-6972-01A-11	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	[Not Available]	2011-06-24	NO	11	37.00
TCGA-55-6972-11A	TCGA-55-6972-11A-01	7f468d8b-4099-478d-862f-42b778947813	[Not Available]	2011-06-27	NO	01	61.00
TCGA-55-6975-01A	TCGA-55-6975-01A-11	f719b45a-85c2-4c7c-93d9-5cb7746b655d	LCE	2011-06-24	NO	11	7.00
TCGA-55-6975-11A	TCGA-55-6975-11A-01	978dc07c-aa3b-48c8-be48-ec13ab877833	[Not Available]	2011-06-27	NO	01	59.00
TCGA-55-6978-01A	TCGA-55-6978-01A-11	a14f162f-3517-4da2-9095-c08cebabd496	[Not Available]	2011-06-24	NO	11	40.00
TCGA-55-6978-11A	TCGA-55-6978-11A-01	ad9c76d0-a5cf-429f-be28-988d4d5c12ab	[Not Available]	2011-06-27	NO	01	71.00
TCGA-55-6979-01A	TCGA-55-6979-01A-11	f365fa56-d8f9-43c6-ab80-55e0d8597b21	LCE	2011-06-27	NO	11	40.00
TCGA-55-6979-11A	TCGA-55-6979-11A-01	5de19e70-a12e-496a-b0ef-46fb96e2a410	[Not Available]	2011-06-27	NO	01	74.00
TCGA-55-6980-01A	TCGA-55-6980-01A-11	a37bbd5f-c6bc-4d50-89bf-76f5ff2e24cf	LCE	2011-06-24	NO	11	27.00
TCGA-55-6980-11A	TCGA-55-6980-11A-01	95c42db0-fbed-471d-8ea6-5dae417fecb4	[Not Available]	2011-06-27	NO	01	57.00
TCGA-55-6981-01A	TCGA-55-6981-01A-11	5b14d7b8-1f62-43c2-8982-a461722e848a	[Not Available]	2011-06-27	NO	11	30.00
TCGA-55-6981-11A	TCGA-55-6981-11A-01	08820926-4232-4c39-aa5d-ce6c2fbf0519	[Not Available]	2011-06-27	NO	01	55.00
TCGA-55-6982-01A	TCGA-55-6982-01A-11	c112c036-0ead-4e83-9cf2-0081ef8a9ae4	LCE	2011-06-24	NO	11	35.00
TCGA-55-6982-11A	TCGA-55-6982-11A-01	c637fe3d-ea21-465c-a94e-c53ccdee8ab9	[Not Available]	2011-06-27	NO	01	70.00
TCGA-55-6983-01A	TCGA-55-6983-01A-11	348a9c52-5f07-4324-82fc-f4b6650bf070	LCE	2011-06-24	NO	11	32.00
TCGA-55-6983-11A	TCGA-55-6983-11A-01	e476399d-908a-4941-84b7-ff52671f9966	[Not Available]	2011-06-27	NO	01	55.00
TCGA-55-6984-01A	TCGA-55-6984-01A-11	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	LCE	2011-06-24	NO	11	16.00
TCGA-55-6984-11A	TCGA-55-6984-11A-01	6b9eddb2-d934-4bec-883f-c6c51f3275b7	[Not Available]	2011-06-27	NO	01	73.00
TCGA-55-6985-01A	TCGA-55-6985-01A-11	85682ff2-c80a-418b-8ba1-c4171330d59f	LCE	2011-06-24	NO	11	16.00
TCGA-55-6985-11A	TCGA-55-6985-11A-01	44c6901f-11aa-4b23-8544-63918d43cf36	[Not Available]	2011-06-27	NO	01	62.00
TCGA-55-6986-01A	TCGA-55-6986-01A-11	d5efc908-d99c-47af-8280-043e81feb00c	LCE	2011-06-24	NO	11	20.00
TCGA-55-6986-11A	TCGA-55-6986-11A-01	663495f8-d21b-4d23-8e8a-1f6e0e39aeda	[Not Available]	2011-06-27	NO	01	69.00
TCGA-55-6987-01A	TCGA-55-6987-01A-11	9d96bea9-c5b4-404d-bd86-ffc54c370acf	LCE	2011-06-24	NO	11	15.00
TCGA-55-6987-11A	TCGA-55-6987-11A-01	85feab3e-dfc8-43db-8b6b-ed3b5ddcb689	[Not Available]	2011-06-27	NO	01	60.00
TCGA-75-6214-01A	TCGA-75-6214-01A-41	c4728fe1-4b4f-46f0-8ef1-0fd757fa55b1	[Not Available]	2011-06-06	NO	41	27.00
TCGA-75-6214-10A	TCGA-75-6214-10A-01	6892ed44-7e36-4dbb-b368-f413ab92cdc4	[Not Available]	2011-07-05	NO	01	[Not Available]
TCGA-75-7025-01A	TCGA-75-7025-01A-12	8a4f0e2b-d1d1-4eff-ab19-0b64b760b07e	[Not Available]	2011-07-12	NO	12	23.00
TCGA-75-7025-10A	TCGA-75-7025-10A-01	4ba47f41-224d-4e91-9977-1fcc96a1649d	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-75-7027-01A	TCGA-75-7027-01A-11	d04c6cb0-70a0-4688-84e4-8ee0c6f18b2e	[Not Available]	2011-07-12	NO	11	28.00
TCGA-75-7027-10A	TCGA-75-7027-10A-01	23de6edd-a5d5-425e-9ff9-8da94cf84ab8	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-75-7030-01A	TCGA-75-7030-01A-11	a4f57ce9-94a3-40b8-a101-e92e7caf274a	[Not Available]	2011-07-12	NO	11	34.00
TCGA-75-7030-10A	TCGA-75-7030-10A-01	4baa3eb9-fa72-4f5b-8a77-b2ae1333274e	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-75-7031-01A	TCGA-75-7031-01A-11	e03261ff-a85f-497b-a3a7-26f62ca18992	[Not Available]	2011-07-12	NO	11	33.00
TCGA-75-7031-10A	TCGA-75-7031-10A-01	e3a29de1-6d42-4be0-a77d-3be9c404b98f	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-80-5607-01A	TCGA-80-5607-01A-31	a8924fb7-c5f4-4e36-98db-ef5c011c1fbd	[Not Available]	2011-06-06	NO	31	27.00
TCGA-80-5607-10A	TCGA-80-5607-10A-01	99cda338-9e7e-4cbf-a98d-bc5add3788e1	[Not Available]	2011-07-05	NO	01	[Not Available]
TCGA-80-5608-01A	TCGA-80-5608-01A-31	2ad7fb16-288f-441b-ac57-971936a67d11	[Not Available]	2011-06-06	NO	31	37.00
TCGA-80-5608-10A	TCGA-80-5608-10A-01	abe91867-ef45-4329-9154-6616d71bb252	[Not Available]	2011-07-05	NO	01	[Not Available]
TCGA-86-6851-01A	TCGA-86-6851-01A-11	e6ae087c-4525-4aa2-9cfe-e32a571d6267	[Not Available]	2011-06-06	NO	11	30.00
TCGA-86-6851-10A	TCGA-86-6851-10A-01	976240f8-98cd-4015-ac7d-8840eeb6d8b4	[Not Available]	2011-06-13	NO	01	[Not Available]
TCGA-91-6830-01A	TCGA-91-6830-01A-11	499337f4-b06d-4a2b-b82c-baaf320666df	[Not Available]	2011-05-25	NO	11	30.00
TCGA-91-6830-11A	TCGA-91-6830-11A-01	d9b0779f-0e08-403a-a552-5400ff545008	[Not Available]	2011-06-01	NO	01	64.00
TCGA-91-6840-01A	TCGA-91-6840-01A-11	bd17ba4f-83dc-4b38-843d-1eef3829f519	[Not Available]	2011-06-01	NO	11	29.00
TCGA-91-6840-10A	TCGA-91-6840-10A-01	c3d74f22-ef7b-413f-9eef-425c6e53b0ec	[Not Available]	2011-06-28	NO	01	[Not Available]
TCGA-91-6847-01A	TCGA-91-6847-01A-11	9e7157bc-1e49-49ab-96d3-a6db77e3761d	[Not Available]	2011-06-06	NO	11	40.00
TCGA-91-6847-11A	TCGA-91-6847-11A-01	b11f2d6d-cc99-418d-8e0b-1c3ae0952bcd	[Not Available]	2011-06-06	NO	01	61.00
TCGA-91-6848-01A	TCGA-91-6848-01A-11	5a015e14-ac5b-4f27-bd44-c45f698728e9	[Not Available]	2011-06-06	NO	11	39.00
TCGA-91-6848-11A	TCGA-91-6848-11A-01	4a17acfc-2f2a-4956-96d8-1aedd3040c1d	[Not Available]	2011-06-06	NO	01	54.00
TCGA-91-6849-01A	TCGA-91-6849-01A-11	788beaee-e4a8-4e03-8542-637180d24b7e	[Not Available]	2011-06-06	NO	11	32.00
TCGA-91-6849-11A	TCGA-91-6849-11A-01	cbf9c798-37fa-4182-af41-e5537fab555d	[Not Available]	2011-06-06	NO	01	61.00
TCGA-95-7039-01A	TCGA-95-7039-01A-11	2da0876c-a8a0-4a9a-b3fd-b784e59eae36	[Not Available]	2011-07-12	NO	11	32.00
TCGA-95-7039-10A	TCGA-95-7039-10A-01	84f560be-c5d7-49ce-bbdf-4b27c0fbea71	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-95-7043-01A	TCGA-95-7043-01A-11	52dc84da-e060-4d47-87ef-06dcf1345955	[Not Available]	2011-07-12	NO	11	37.00
TCGA-95-7043-10A	TCGA-95-7043-10A-01	b71fb683-4722-46b3-8110-38a8860f0619	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-38-7271-01A	TCGA-38-7271-01A-11	818dcf61-e768-46cf-9024-d60179c1bd9a	LCE	2011-09-09	NO	11	15.00
TCGA-38-7271-11A	TCGA-38-7271-11A-01	b4700dbb-83f2-4b8e-8b63-ed74efe7f86f	[Not Available]	2011-08-30	NO	01	60.00
TCGA-44-5644-01A	TCGA-44-5644-01A-21	7e2359e2-9343-46c5-8f13-560b9ef1bf3b	[Not Available]	2011-08-01	NO	21	40.00
TCGA-44-5644-10A	TCGA-44-5644-10A-01	c398ee21-fc83-4493-8ecc-38ea94583735	[Not Available]	2011-01-18	NO	01	[Not Available]
TCGA-44-5644-11A	TCGA-44-5644-11A-01	d7e95718-8036-4f6f-9286-9ab445f9ba96	[Not Available]	2011-01-09	NO	01	57.00
TCGA-50-7109-01A	TCGA-50-7109-01A-11	5fb0d35c-e61f-4c4a-86e2-5c79cfde7478	[Not Available]	2011-07-25	NO	11	35.00
TCGA-50-7109-11A	TCGA-50-7109-11A-01	d6adf65e-81ba-46c5-a970-df41c9bcbea3	[Not Available]	2011-07-25	NO	01	64.00
TCGA-55-7227-01A	TCGA-55-7227-01A-11	b2c96bed-f870-4f72-bb9e-37cf65557e52	LCE	2011-08-29	NO	11	13.00
TCGA-55-7227-10A	TCGA-55-7227-10A-01	85c44d5d-b27a-416d-a490-5cefc9697e8c	[Not Available]	2011-09-02	NO	01	[Not Available]
TCGA-55-7281-01A	TCGA-55-7281-01A-11	d929545b-7bd1-492a-a742-bf9c628f31bf	LCE	2011-09-06	NO	11	30.00
TCGA-55-7281-10A	TCGA-55-7281-10A-01	8e09d5c3-7a99-41d4-ae32-267f83e3a8b0	[Not Available]	2011-09-13	NO	01	[Not Available]
TCGA-55-7281-11A	TCGA-55-7281-11A-01	261ee6f4-6fc2-4672-b784-cd43b042e4dd	[Not Available]	2011-09-06	NO	01	64.00
TCGA-55-7283-01A	TCGA-55-7283-01A-11	9d89f84b-cdb0-4dee-8cba-dc611d89d357	LCE	2011-09-06	NO	11	23.00
TCGA-55-7283-10A	TCGA-55-7283-10A-01	498e067c-a9f4-4274-88c4-f3efedb49b91	[Not Available]	2011-09-13	NO	01	[Not Available]
TCGA-55-7283-11A	TCGA-55-7283-11A-01	4332dd1d-646d-4e0f-b381-3e86bc4fabde	[Not Available]	2011-09-06	NO	01	60.00
TCGA-55-7570-01A	TCGA-55-7570-01A-11	53dd0aa9-b786-47ca-9a47-15902e9703ed	[Not Available]	2011-10-14	NO	11	21.00
TCGA-55-7570-10A	TCGA-55-7570-10A-01	42f6321d-ba5a-41e5-a099-f6dcc549944d	[Not Available]	2011-10-18	NO	01	[Not Available]
TCGA-55-7570-11A	TCGA-55-7570-11A-01	61420db5-0466-4ac9-8081-fc92090761ad	[Not Available]	2011-10-14	NO	01	58.00
TCGA-55-7573-01A	TCGA-55-7573-01A-11	0d1dca17-8ca9-4f91-b738-bae6b2082ef1	[Not Available]	2011-10-14	NO	11	28.00
TCGA-55-7573-11A	TCGA-55-7573-11A-01	93485906-28a0-4800-b2d8-9275b5e5c9a0	[Not Available]	2011-10-14	NO	01	65.00
TCGA-55-7574-01A	TCGA-55-7574-01A-11	a32139c1-a409-4cfd-9878-f1522e425ee2	[Not Available]	2011-10-14	NO	11	30.00
TCGA-55-7574-10A	TCGA-55-7574-10A-01	0a7fa306-5998-4892-b71b-4c0166667494	[Not Available]	2011-10-18	NO	01	[Not Available]
TCGA-55-7574-11A	TCGA-55-7574-11A-01	6fa1d3dd-c226-4e69-a924-a508cd183d5a	[Not Available]	2011-10-14	NO	01	69.00
TCGA-78-7143-01A	TCGA-78-7143-01A-11	f21d0b69-ca4b-44b7-a8b8-19cfdfa4b4ff	[Not Available]	2011-07-28	NO	11	33.00
TCGA-78-7143-10A	TCGA-78-7143-10A-01	b9d17a2e-4748-4ce0-91e5-2f013cb7d4f1	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7145-01A	TCGA-78-7145-01A-11	157c371b-91b9-4d46-a2b3-0de4c1ca23e7	[Not Available]	2011-07-28	NO	11	37.00
TCGA-78-7145-10A	TCGA-78-7145-10A-01	fd49d121-046b-4255-820d-3a9163ae67d9	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7146-01A	TCGA-78-7146-01A-11	4cda313f-64d1-4bf3-b2fc-c098d85ec5c8	[Not Available]	2011-07-28	NO	11	26.00
TCGA-78-7146-10A	TCGA-78-7146-10A-01	8293cfdc-84cd-438b-9496-84c75733eb34	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7147-01A	TCGA-78-7147-01A-11	2e0faf7d-04da-4a42-8108-fb1b028d4d78	[Not Available]	2011-07-28	NO	11	30.00
TCGA-78-7147-10A	TCGA-78-7147-10A-01	fc1f6290-ae22-4456-8098-32f186b4ae95	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7148-01A	TCGA-78-7148-01A-11	b646ffd4-d5d2-40d7-ac1a-d7d39d0b953b	[Not Available]	2011-07-28	NO	11	27.00
TCGA-78-7148-10A	TCGA-78-7148-10A-01	c08098fb-862c-4497-9f96-94cb5eb5972e	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7149-01A	TCGA-78-7149-01A-11	8bcb5cc0-ed42-48a4-8d19-38090f7b0fa6	[Not Available]	2011-07-28	NO	11	32.00
TCGA-78-7149-10A	TCGA-78-7149-10A-01	426cc63c-a7e9-472a-bf4c-81430fca5951	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7150-01A	TCGA-78-7150-01A-21	c0bcdf0d-7b54-4619-8975-7643e01de8fe	[Not Available]	2011-07-28	NO	21	40.00
TCGA-78-7150-10A	TCGA-78-7150-10A-01	1c973373-777a-4e5f-b038-1fbdf0cec0c0	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7152-01A	TCGA-78-7152-01A-11	de9ef42d-affc-450b-ba0e-ef8fb4741eb5	[Not Available]	2011-07-28	NO	11	32.00
TCGA-78-7152-10A	TCGA-78-7152-10A-01	8302b9f9-e734-443a-9d69-8b22bf0f96fd	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7153-01A	TCGA-78-7153-01A-11	faeee2eb-1c5a-4381-abdc-10919821db90	[Not Available]	2011-07-28	NO	11	30.00
TCGA-78-7153-10A	TCGA-78-7153-10A-01	d127d0d7-030e-46a4-9680-f5737540696f	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7154-01A	TCGA-78-7154-01A-11	eeabff6a-6d0e-49a5-ab05-b61cc8422fc0	[Not Available]	2011-07-28	NO	11	35.00
TCGA-78-7154-10A	TCGA-78-7154-10A-01	4268b3ae-7709-45f0-ba44-866667a30927	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7155-01A	TCGA-78-7155-01A-11	3550e8bc-4c9a-4298-9e01-bf9fce6e3e6e	[Not Available]	2011-07-28	NO	11	28.00
TCGA-78-7155-10A	TCGA-78-7155-10A-01	dc017128-3ccd-4c1c-b598-128b49c3fdb5	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7156-01A	TCGA-78-7156-01A-11	293680e8-a208-4315-a81b-f4bed4455f01	[Not Available]	2011-07-28	NO	11	33.00
TCGA-78-7156-10A	TCGA-78-7156-10A-01	1ffa95f3-9f94-49bb-adfb-670d34f5f7d9	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7158-01A	TCGA-78-7158-01A-11	ccf2c5e2-4635-4014-a7bf-1145a34efc51	[Not Available]	2011-07-28	NO	11	36.00
TCGA-78-7158-10A	TCGA-78-7158-10A-01	0155f87d-1e7e-4ccb-838c-56732d7cbcae	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7159-01A	TCGA-78-7159-01A-11	6a91ae31-c3af-42bc-bda0-4e7029bc42e8	[Not Available]	2011-07-28	NO	11	25.00
TCGA-78-7159-10A	TCGA-78-7159-10A-01	e5a99958-1dab-49fa-8f67-68841397838d	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7160-01A	TCGA-78-7160-01A-11	c4bad029-6a03-4d22-adfc-856e72e7d8fa	[Not Available]	2011-07-28	NO	11	35.00
TCGA-78-7160-10A	TCGA-78-7160-10A-01	eba0b659-6d1c-49cf-9bf4-671608001a6f	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7161-01A	TCGA-78-7161-01A-11	7b0d8fa6-ee72-42a6-9841-d41e19edc4be	[Not Available]	2011-07-28	NO	11	38.00
TCGA-78-7161-10A	TCGA-78-7161-10A-01	644abf1d-0cfe-4f5b-a8a4-308e19d44703	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-78-7220-01A	TCGA-78-7220-01A-11	f35093a9-3e51-4c1b-acf0-f479d1a588c4	[Not Available]	2011-08-18	NO	11	40.00
TCGA-78-7220-10A	TCGA-78-7220-10A-01	f3d2b853-49e8-4016-87a6-6cca055baa20	[Not Available]	2011-08-18	NO	01	[Not Available]
TCGA-93-7348-01A	TCGA-93-7348-01A-21	5de2204c-1ac4-4d53-b2f0-d6341b49e63a	[Not Available]	2011-10-04	NO	21	37.00
TCGA-93-7348-10A	TCGA-93-7348-10A-01	2e449f23-d1b4-4d5a-bd43-510e1f50c5e5	[Not Available]	2011-10-10	NO	01	[Not Available]
TCGA-93-7348-11A	TCGA-93-7348-11A-01	398db05c-f5ca-4a39-8fcd-dfbcd3a45233	[Not Available]	2011-10-04	NO	01	74.00
TCGA-97-7546-01A	TCGA-97-7546-01A-11	61bb1415-1e71-4d05-8360-ec69bbc6afba	[Not Available]	2011-10-06	NO	11	27.00
TCGA-97-7546-10A	TCGA-97-7546-10A-01	b2e365bb-a814-4005-955f-70dcd12facb3	[Not Available]	2011-10-13	NO	01	[Not Available]
TCGA-97-7547-01A	TCGA-97-7547-01A-11	bc07fbfa-8e03-4208-a711-a258d3737668	[Not Available]	2011-10-06	NO	11	25.00
TCGA-97-7547-10A	TCGA-97-7547-10A-01	68d43491-6aae-44b0-b749-d66a476e83aa	[Not Available]	2011-10-13	NO	01	[Not Available]
TCGA-97-7552-01A	TCGA-97-7552-01A-11	4f1c14c5-8f7f-4470-b2dd-917fdd80a312	[Not Available]	2011-10-06	NO	11	31.00
TCGA-97-7552-10A	TCGA-97-7552-10A-01	0ddf3814-4c0f-4a50-a60f-2cc1aedb45f1	[Not Available]	2011-10-13	NO	01	[Not Available]
TCGA-97-7553-01A	TCGA-97-7553-01A-21	ad55620c-262e-40a1-8802-017fd94b3a97	[Not Available]	2011-10-07	NO	21	38.00
TCGA-97-7553-10A	TCGA-97-7553-10A-01	f3497596-48df-4dcb-bd84-2618ff59ba00	[Not Available]	2011-10-13	NO	01	[Not Available]
TCGA-97-7554-01A	TCGA-97-7554-01A-11	c46fbd4e-d13b-49a0-af1a-6dfb0d9f0f9d	[Not Available]	2011-10-06	NO	11	32.00
TCGA-97-7554-10A	TCGA-97-7554-10A-01	65855db1-d2c2-4611-a7b5-f934805dcac6	[Not Available]	2011-10-13	NO	01	[Not Available]
TCGA-99-7458-01A	TCGA-99-7458-01A-11	cf14079e-24b2-46b2-b7d8-eec43dcb5a21	[Not Available]	2011-10-04	NO	11	32.00
TCGA-99-7458-10A	TCGA-99-7458-10A-01	0366e764-fbb4-4513-b53e-2b35ca72d775	[Not Available]	2011-10-06	NO	01	[Not Available]
TCGA-44-7659-01A	TCGA-44-7659-01A-11	a3bf5f8e-ddce-446e-96a2-080804700c3f	[Not Available]	2011-11-07	NO	11	27.00
TCGA-44-7659-10A	TCGA-44-7659-10A-01	314241d8-5b33-4583-9392-cf1f132ffac3	[Not Available]	2011-11-08	NO	01	[Not Available]
TCGA-44-7659-11A	TCGA-44-7659-11A-01	9fd1bda9-9692-4744-b2b1-b9c1188fe135	[Not Available]	2011-11-07	NO	01	75.00
TCGA-44-7660-01A	TCGA-44-7660-01A-11	620f2c66-d18c-4c7f-8f6c-7a30681beb21	[Not Available]	2011-11-07	NO	11	28.00
TCGA-44-7660-10A	TCGA-44-7660-10A-01	ffe2432a-292b-466a-bd86-0e27319c8daf	[Not Available]	2011-11-08	NO	01	[Not Available]
TCGA-44-7660-11A	TCGA-44-7660-11A-01	de1205ff-ce8c-4e19-87a2-026b1e9bab38	[Not Available]	2011-11-07	NO	01	68.00
TCGA-44-7661-01A	TCGA-44-7661-01A-11	4666a8d9-bc82-44f0-bfcf-6ff7d76072f0	[Not Available]	2011-11-07	NO	11	38.00
TCGA-44-7661-10A	TCGA-44-7661-10A-01	5d702714-7714-47cf-b378-fed66c8feabe	[Not Available]	2011-11-08	NO	01	[Not Available]
TCGA-44-7661-11A	TCGA-44-7661-11A-01	faa35962-ad98-4685-a22c-86ded2bea5b8	[Not Available]	2011-11-07	NO	01	61.00
TCGA-44-7662-01A	TCGA-44-7662-01A-11	5b93d090-dd49-4fc2-acce-7b5f1970aafd	[Not Available]	2011-11-07	NO	11	31.00
TCGA-44-7662-10A	TCGA-44-7662-10A-01	91fe2af3-9a11-4e7f-baf3-87c49ab25f4a	[Not Available]	2011-11-08	NO	01	[Not Available]
TCGA-44-7662-11A	TCGA-44-7662-11A-01	b306a4de-5f0a-48be-9f75-6b5c5c692001	[Not Available]	2011-11-07	NO	01	61.00
TCGA-44-7667-01A	TCGA-44-7667-01A-31	9c997281-f88c-4b22-b0af-1cbdd8611069	LCE	2011-11-14	NO	31	23.00
TCGA-44-7667-10A	TCGA-44-7667-10A-01	1bca2e5a-30d3-4974-a0ab-481b76ad68ae	[Not Available]	2011-11-15	NO	01	[Not Available]
TCGA-44-7667-11A	TCGA-44-7667-11A-01	064f0194-5965-4d86-8782-3cea158ba27e	[Not Available]	2011-11-07	NO	01	74.00
TCGA-44-7669-01A	TCGA-44-7669-01A-21	5bf1bdf4-a716-4eb7-84be-232d5589174e	[Not Available]	2011-11-07	NO	21	36.00
TCGA-44-7669-10A	TCGA-44-7669-10A-01	28282701-af49-44ff-b633-1657b4e45ae6	[Not Available]	2011-11-08	NO	01	[Not Available]
TCGA-44-7669-11A	TCGA-44-7669-11A-01	811bf319-443c-4c4b-920d-978f8e725197	[Not Available]	2011-11-07	NO	01	70.00
TCGA-44-7670-01A	TCGA-44-7670-01A-11	622ab816-a152-4821-9f85-9d2f1acfd73b	[Not Available]	2011-11-10	NO	11	27.00
TCGA-44-7670-10A	TCGA-44-7670-10A-01	7c0a3e6f-4d36-4297-adae-7b516c343d8c	[Not Available]	2011-11-15	NO	01	[Not Available]
TCGA-44-7670-11A	TCGA-44-7670-11A-01	a01e1cc0-c318-43ce-9c5b-50f7a2c9d001	[Not Available]	2011-11-07	NO	01	62.00
TCGA-44-7671-01A	TCGA-44-7671-01A-11	1d5cce4d-8b07-4c48-bfde-048734242306	[Not Available]	2011-11-10	NO	11	22.00
TCGA-44-7671-10A	TCGA-44-7671-10A-01	fb4842a4-609a-4fc7-9163-9a36fa8802d5	[Not Available]	2011-11-15	NO	01	[Not Available]
TCGA-44-7671-11A	TCGA-44-7671-11A-01	3c21667d-34d2-4dc6-a6b8-80fce81a7cc0	[Not Available]	2011-11-07	NO	01	61.00
