bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-78-7147-01A	TCGA-78-7147-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7147-10A	TCGA-78-7147-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7147-10A	TCGA-78-7147-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7148-01A	TCGA-78-7148-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7148-01A	TCGA-78-7148-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7148-01A	TCGA-78-7148-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7148-01A	TCGA-78-7148-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7148-10A	TCGA-78-7148-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7148-10A	TCGA-78-7148-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7149-01A	TCGA-78-7149-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7149-01A	TCGA-78-7149-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7149-01A	TCGA-78-7149-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7149-01A	TCGA-78-7149-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7149-10A	TCGA-78-7149-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7149-10A	TCGA-78-7149-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7150-01A	TCGA-78-7150-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7150-01A	TCGA-78-7150-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7150-01A	TCGA-78-7150-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7150-01A	TCGA-78-7150-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7150-10A	TCGA-78-7150-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7150-10A	TCGA-78-7150-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7152-01A	TCGA-78-7152-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7152-01A	TCGA-78-7152-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7152-01A	TCGA-78-7152-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7152-01A	TCGA-78-7152-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7152-10A	TCGA-78-7152-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7152-10A	TCGA-78-7152-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7153-01A	TCGA-78-7153-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7153-01A	TCGA-78-7153-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7153-01A	TCGA-78-7153-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7153-01A	TCGA-78-7153-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7153-10A	TCGA-78-7153-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7153-10A	TCGA-78-7153-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7154-01A	TCGA-78-7154-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7154-01A	TCGA-78-7154-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7154-01A	TCGA-78-7154-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7154-01A	TCGA-78-7154-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7154-10A	TCGA-78-7154-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7154-10A	TCGA-78-7154-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7155-01A	TCGA-78-7155-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7155-01A	TCGA-78-7155-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7155-01A	TCGA-78-7155-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7155-01A	TCGA-78-7155-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7155-10A	TCGA-78-7155-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7155-10A	TCGA-78-7155-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7156-01A	TCGA-78-7156-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7156-01A	TCGA-78-7156-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7156-01A	TCGA-78-7156-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7156-01A	TCGA-78-7156-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7156-10A	TCGA-78-7156-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7156-10A	TCGA-78-7156-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7158-01A	TCGA-78-7158-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7158-01A	TCGA-78-7158-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7158-01A	TCGA-78-7158-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7158-01A	TCGA-78-7158-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7158-10A	TCGA-78-7158-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7158-10A	TCGA-78-7158-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7159-01A	TCGA-78-7159-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7159-01A	TCGA-78-7159-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7159-01A	TCGA-78-7159-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7159-01A	TCGA-78-7159-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7159-10A	TCGA-78-7159-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7159-10A	TCGA-78-7159-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7160-01A	TCGA-78-7160-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7160-01A	TCGA-78-7160-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7160-01A	TCGA-78-7160-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7160-01A	TCGA-78-7160-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7160-10A	TCGA-78-7160-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7160-10A	TCGA-78-7160-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7161-01A	TCGA-78-7161-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7161-01A	TCGA-78-7161-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7161-01A	TCGA-78-7161-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7161-01A	TCGA-78-7161-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7161-10A	TCGA-78-7161-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7161-10A	TCGA-78-7161-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7220-01A	TCGA-78-7220-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7220-01A	TCGA-78-7220-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7220-01A	TCGA-78-7220-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7220-01A	TCGA-78-7220-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7220-10A	TCGA-78-7220-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-78-7220-10A	TCGA-78-7220-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-93-7348-01A	TCGA-93-7348-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-93-7348-01A	TCGA-93-7348-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-93-7348-01A	TCGA-93-7348-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-93-7348-01A	TCGA-93-7348-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-93-7348-10A	TCGA-93-7348-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-93-7348-10A	TCGA-93-7348-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-93-7348-11A	TCGA-93-7348-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-93-7348-11A	TCGA-93-7348-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-93-7348-11A	TCGA-93-7348-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7546-01A	TCGA-97-7546-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-7546-01A	TCGA-97-7546-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-7546-01A	TCGA-97-7546-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-7546-01A	TCGA-97-7546-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7546-10A	TCGA-97-7546-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-7546-10A	TCGA-97-7546-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7547-01A	TCGA-97-7547-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-7547-01A	TCGA-97-7547-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-7547-01A	TCGA-97-7547-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-7547-01A	TCGA-97-7547-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7547-10A	TCGA-97-7547-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-7547-10A	TCGA-97-7547-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7552-01A	TCGA-97-7552-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-7552-01A	TCGA-97-7552-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-7552-01A	TCGA-97-7552-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-7552-01A	TCGA-97-7552-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7552-10A	TCGA-97-7552-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-7552-10A	TCGA-97-7552-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7553-01A	TCGA-97-7553-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-7553-01A	TCGA-97-7553-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-7553-01A	TCGA-97-7553-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-7553-01A	TCGA-97-7553-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7553-10A	TCGA-97-7553-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-7553-10A	TCGA-97-7553-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7554-01A	TCGA-97-7554-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-7554-01A	TCGA-97-7554-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-7554-01A	TCGA-97-7554-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-7554-01A	TCGA-97-7554-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-7554-10A	TCGA-97-7554-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-7554-10A	TCGA-97-7554-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-7458-01A	TCGA-99-7458-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-7458-01A	TCGA-99-7458-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-99-7458-01A	TCGA-99-7458-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-99-7458-01A	TCGA-99-7458-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-99-7458-10A	TCGA-99-7458-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-99-7458-10A	TCGA-99-7458-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7659-01A	TCGA-44-7659-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7659-01A	TCGA-44-7659-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7659-01A	TCGA-44-7659-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7659-01A	TCGA-44-7659-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7659-10A	TCGA-44-7659-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7659-10A	TCGA-44-7659-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7659-11A	TCGA-44-7659-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7659-11A	TCGA-44-7659-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7659-11A	TCGA-44-7659-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7660-01A	TCGA-44-7660-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7660-01A	TCGA-44-7660-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7660-01A	TCGA-44-7660-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7660-01A	TCGA-44-7660-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7660-10A	TCGA-44-7660-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7660-10A	TCGA-44-7660-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7660-11A	TCGA-44-7660-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7660-11A	TCGA-44-7660-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7660-11A	TCGA-44-7660-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7661-01A	TCGA-44-7661-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7661-01A	TCGA-44-7661-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7661-01A	TCGA-44-7661-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7661-01A	TCGA-44-7661-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7661-10A	TCGA-44-7661-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7661-10A	TCGA-44-7661-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7661-11A	TCGA-44-7661-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7661-11A	TCGA-44-7661-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7661-11A	TCGA-44-7661-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7662-01A	TCGA-44-7662-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7662-01A	TCGA-44-7662-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7662-01A	TCGA-44-7662-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7662-01A	TCGA-44-7662-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7662-10A	TCGA-44-7662-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7662-10A	TCGA-44-7662-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7662-11A	TCGA-44-7662-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7662-11A	TCGA-44-7662-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7662-11A	TCGA-44-7662-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7667-01A	TCGA-44-7667-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7667-01A	TCGA-44-7667-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7667-01A	TCGA-44-7667-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7667-01A	TCGA-44-7667-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7667-10A	TCGA-44-7667-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7667-10A	TCGA-44-7667-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7667-11A	TCGA-44-7667-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7667-11A	TCGA-44-7667-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7667-11A	TCGA-44-7667-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7669-01A	TCGA-44-7669-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7669-01A	TCGA-44-7669-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7669-01A	TCGA-44-7669-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7669-01A	TCGA-44-7669-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7669-10A	TCGA-44-7669-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7669-10A	TCGA-44-7669-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7669-11A	TCGA-44-7669-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7669-11A	TCGA-44-7669-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7669-11A	TCGA-44-7669-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7670-01A	TCGA-44-7670-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7670-01A	TCGA-44-7670-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7670-01A	TCGA-44-7670-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7670-01A	TCGA-44-7670-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7670-10A	TCGA-44-7670-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7670-10A	TCGA-44-7670-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7670-11A	TCGA-44-7670-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7670-11A	TCGA-44-7670-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7670-11A	TCGA-44-7670-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7671-01A	TCGA-44-7671-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7671-01A	TCGA-44-7671-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7671-01A	TCGA-44-7671-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7671-01A	TCGA-44-7671-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7671-10A	TCGA-44-7671-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7671-10A	TCGA-44-7671-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7671-11A	TCGA-44-7671-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7671-11A	TCGA-44-7671-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7671-11A	TCGA-44-7671-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7672-01A	TCGA-44-7672-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7672-01A	TCGA-44-7672-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7672-01A	TCGA-44-7672-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-44-7672-01A	TCGA-44-7672-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7672-10A	TCGA-44-7672-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-44-7672-10A	TCGA-44-7672-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-44-7672-11A	TCGA-44-7672-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-44-7672-11A	TCGA-44-7672-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-44-7672-11A	TCGA-44-7672-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-53-7624-01A	TCGA-53-7624-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-53-7624-01A	TCGA-53-7624-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-53-7624-01A	TCGA-53-7624-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-53-7624-01A	TCGA-53-7624-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-53-7624-10A	TCGA-53-7624-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-53-7624-10A	TCGA-53-7624-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-53-7626-01A	TCGA-53-7626-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-53-7626-01A	TCGA-53-7626-01A-12H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-53-7626-01A	TCGA-53-7626-01A-12R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-53-7626-01A	TCGA-53-7626-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-53-7626-10A	TCGA-53-7626-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-53-7626-10A	TCGA-53-7626-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-7576-01A	TCGA-55-7576-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-7576-01A	TCGA-55-7576-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-55-7576-01A	TCGA-55-7576-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-55-7576-01A	TCGA-55-7576-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-55-7576-10A	TCGA-55-7576-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-55-7576-10A	TCGA-55-7576-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-7576-11A	TCGA-55-7576-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-7576-11A	TCGA-55-7576-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-55-7576-11A	TCGA-55-7576-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-64-1679-01A	TCGA-64-1679-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-64-1679-01A	TCGA-64-1679-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-64-1679-01A	TCGA-64-1679-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-64-1679-01A	TCGA-64-1679-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-64-1679-10A	TCGA-64-1679-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-64-1679-10A	TCGA-64-1679-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-64-1681-01A	TCGA-64-1681-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-64-1681-01A	TCGA-64-1681-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-64-1681-01A	TCGA-64-1681-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-64-1681-01A	TCGA-64-1681-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-64-1681-10A	TCGA-64-1681-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-64-1681-10A	TCGA-64-1681-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7162-01A	TCGA-78-7162-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7162-01A	TCGA-78-7162-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7162-01A	TCGA-78-7162-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7162-01A	TCGA-78-7162-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7162-11A	TCGA-78-7162-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7162-11A	TCGA-78-7162-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7163-01A	TCGA-78-7163-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7163-01A	TCGA-78-7163-01A-12H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7163-01A	TCGA-78-7163-01A-12R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-78-7163-01A	TCGA-78-7163-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7163-11A	TCGA-78-7163-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7163-11A	TCGA-78-7163-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7163-11A	TCGA-78-7163-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-78-7166-01A	TCGA-78-7166-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-78-7166-01A	TCGA-78-7166-01A-12H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-78-7166-01A	TCGA-78-7166-01A-12R	Allprep RNA Extraction	[Not Available]	[Not Available]
