BN190164	0.606	0.652	0.569	0.65	0.697	0.715	0.699	0.666	0.696	0.71	0.735	0.711	0.722	0.713	0.689	0.693	0.59	0.719	0.691	0.725	0.661	0.574	0.718	0.66	0.601	0.704	0.593	0.683	0.645	T
BN190166	0.382	0.401	0.377	0.386	0.442	0.453	0.438	0.413	0.434	0.444	0.547	0.493	0.497	0.489	0.484	0.482	0.378	0.525	0.459	0.506	0.485	0.441	0.549	0.483	0.389	0.411	0.328	0.397	0.669	N
BN190168	0.008	0.013	0.013	0.007	0.027	0.026	0.024	0.015	0.017	0.03	0.049	0.021	0.03	0.027	0.027	0.028	0.022	0.049	0.024	0.034	0.03	0.024	0.056	0.024	0.022	0.021	0.011	0.017	0.662	T
BN190170	0.014	0.016	0.006	0.006	0.026	0.03	0.026	0.014	0.012	0.025	0.058	0.031	0.034	0.022	0.024	0.023	0.022	0.052	0.016	0.031	0.03	0.026	0.043	0.031	0.014	0.019	0.01	0.019	0.659	T
BN190171	0.016	0.008	0.003	0.01	0.012	0.008	0.008	0.019	0.006	0.011	0.017	0.009	0.013	0.018	0.018	0.009	0.011	0.023	0.008	0.008	0.015	0.013	0.012	0.009	0.008	0.009	0.016	0.01	0.66	N
BN190172	0.009	0	0.009	0.009	0.009	0	0	0	0.01	0	0.028	0.019	0.009	0.009	0.009	0.019	0.028	0.047	0.028	0.009	0.019	0.028	0.028	0.019	0.019	0.009	0.009	0	0.654	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.013	0.021	0.012	0.015	0.055	0.068	0.039	0.049	0.036	0.076	0.279	0.087	0.124	0.161	0.102	0.147	0.053	0.195	0.061	0.09	0.077	0.041	0.133	0.048	0.029	0.031	0.017	0.049	0.67	T
BN190180	0.009	0.014	0.005	0.006	0.02	0.02	0.021	0.02	0.009	0.017	0.051	0.021	0.015	0.039	0.036	0.021	0.006	0.03	0.012	0.021	0.013	0.008	0.022	0.01	0.007	0.02	0.007	0.017	0.663	N
BN190181	0.012	0.01	0.008	0.009	0.02	0.019	0.025	0.018	0.02	0.025	0.031	0.029	0.028	0.025	0.025	0.022	0.019	0.033	0.02	0.029	0.021	0.014	0.029	0.022	0.013	0.014	0.011	0.014	0.662	T
BN190184	0.012	0.017	0.006	0.012	0.034	0.028	0.026	0.023	0.016	0.033	0.06	0.034	0.039	0.035	0.037	0.028	0.033	0.061	0.02	0.031	0.041	0.031	0.049	0.031	0.015	0.021	0.018	0.018	0.673	N
BN190186	0.054	0.064	0.051	0.052	0.118	0.116	0.115	0.093	0.105	0.121	0.232	0.144	0.141	0.147	0.13	0.126	0.116	0.234	0.101	0.159	0.149	0.114	0.194	0.139	0.106	0.107	0.054	0.097	0.648	T
BN190189	0.023	0.023	0.028	0.025	0.033	0.046	0.033	0.025	0.025	0.025	0.058	0.043	0.038	0.038	0.045	0.028	0.023	0.04	0.018	0.038	0.028	0.028	0.041	0.028	0.02	0.02	0.025	0.023	0.699	N
BN190191	0.009	0.012	0.006	0.006	0.021	0.012	0.012	0.008	0.016	0.017	0.029	0.017	0.021	0.023	0.02	0.019	0.02	0.032	0.019	0.018	0.021	0.018	0.022	0.017	0.013	0.009	0.009	0.02	0.667	T
BN190192	0	0.007	0.007	0.007	0	0.029	0.014	0.014	0.007	0.029	0.029	0.029	0.014	0.014	0.036	0.036	0.015	0.036	0.014	0.007	0.014	0	0.022	0.007	0	0	0	0.014	0.676	N
BN190193	0.012	0.01	0.005	0.01	0.02	0.018	0.011	0.013	0.009	0.005	0.022	0.016	0.022	0.016	0.018	0.011	0.011	0.026	0.01	0.011	0.016	0.011	0.023	0.009	0.005	0.009	0.007	0.011	0.648	T
BN190195	0.009	0.007	0.009	0.004	0.02	0.023	0.01	0.013	0.015	0.017	0.022	0.026	0.019	0.013	0.015	0.016	0.009	0.022	0.018	0.021	0.017	0.012	0.021	0.011	0.011	0.014	0.008	0.007	0.671	N
BN190198	0.013	0.01	0.007	0.011	0.021	0.021	0.011	0.01	0.009	0.022	0.047	0.026	0.027	0.018	0.021	0.025	0.011	0.04	0.012	0.024	0.014	0.02	0.043	0.022	0.008	0.008	0.008	0.014	0.688	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.013	0.01	0.011	0.005	0.031	0.034	0.027	0.018	0.021	0.039	0.057	0.03	0.029	0.036	0.028	0.024	0.042	0.054	0.013	0.035	0.028	0.015	0.057	0.031	0.023	0.017	0.006	0.019	0.664	T
BN190201	0.011	0.017	0.008	0.009	0.028	0.031	0.024	0.026	0.019	0.03	0.069	0.037	0.042	0.036	0.042	0.041	0.027	0.066	0.027	0.032	0.038	0.025	0.059	0.036	0.027	0.036	0.016	0.026	0.669	N
BN190202	0.014	0.019	0.009	0.013	0.032	0.042	0.029	0.023	0.031	0.041	0.067	0.037	0.032	0.025	0.038	0.037	0.037	0.064	0.019	0.048	0.042	0.029	0.065	0.037	0.029	0.04	0.024	0.029	0.643	T
BN190203	0.054	0.083	0.058	0.063	0.128	0.136	0.102	0.088	0.098	0.124	0.218	0.169	0.166	0.164	0.125	0.139	0.097	0.205	0.086	0.154	0.147	0.118	0.205	0.137	0.082	0.113	0.055	0.097	0.693	T
BN190206	0.014	0.014	0.013	0.014	0.021	0.019	0.009	0.01	0.015	0.015	0.021	0.016	0.022	0.019	0.019	0.016	0.012	0.017	0.008	0.018	0.013	0.011	0.027	0.02	0.009	0.016	0.009	0.013	0.659	N
BN190209	0.019	0.01	0.004	0.003	0.007	0.011	0.009	0.009	0.013	0.008	0.031	0.019	0.015	0.017	0.009	0.011	0.015	0.024	0.008	0.014	0.004	0.005	0.024	0.006	0.012	0.01	0.007	0.014	0.68	N
BN190210	0.201	0.113	0.165	0.129	0.211	0.218	0.218	0.213	0.217	0.215	0.235	0.231	0.235	0.232	0.235	0.231	0.047	0.245	0.23	0.234	0.136	0.229	0.245	0.241	0.244	0.25	0.239	0.253	0.662	T
BN190211	0.015	0.009	0.006	0.012	0.02	0.019	0.015	0.012	0.016	0.016	0.038	0.022	0.018	0.017	0.026	0.019	0.01	0.031	0.016	0.014	0.018	0.012	0.029	0.012	0.012	0.011	0.008	0.02	0.655	T
BN190213	0.021	0.012	0.006	0.009	0.024	0.019	0.018	0.014	0.018	0.025	0.053	0.036	0.036	0.026	0.025	0.027	0.016	0.036	0.009	0.032	0.025	0.025	0.034	0.018	0.007	0.021	0.015	0.011	0.662	N
BN190215	0.018	0.023	0.01	0.015	0.039	0.043	0.037	0.029	0.031	0.036	0.074	0.041	0.046	0.051	0.045	0.047	0.028	0.066	0.026	0.047	0.037	0.027	0.072	0.04	0.029	0.032	0.017	0.033	0.668	T
BN190218	0.025	0.026	0.017	0.017	0.066	0.083	0.057	0.045	0.053	0.072	0.139	0.077	0.083	0.091	0.075	0.059	0.049	0.128	0.044	0.082	0.071	0.057	0.123	0.07	0.05	0.051	0.032	0.051	0.682	N
BN190219	0.017	0.026	0.01	0.014	0.059	0.075	0.045	0.038	0.039	0.06	0.165	0.072	0.08	0.088	0.081	0.087	0.069	0.151	0.039	0.076	0.066	0.055	0.11	0.052	0.03	0.037	0.02	0.037	0.658	T
BN190221	0.017	0.016	0.013	0.012	0.034	0.045	0.026	0.025	0.021	0.031	0.075	0.048	0.044	0.034	0.038	0.052	0.034	0.084	0.029	0.049	0.041	0.028	0.072	0.033	0.017	0.021	0.014	0.024	0.655	N
BN190223	0.252	0.263	0.247	0.255	0.303	0.318	0.295	0.289	0.282	0.302	0.384	0.332	0.341	0.332	0.321	0.336	0.309	0.389	0.316	0.342	0.333	0.322	0.379	0.333	0.306	0.321	0.308	0.331	0.662	T
BN190225	0.024	0.026	0.022	0.027	0.044	0.039	0.037	0.034	0.038	0.042	0.058	0.044	0.046	0.045	0.041	0.045	0.034	0.057	0.034	0.04	0.044	0.04	0.057	0.04	0.031	0.03	0.023	0.03	0.672	N
BN190227	0.019	0.022	0.012	0.014	0.045	0.05	0.031	0.031	0.035	0.043	0.1	0.054	0.05	0.052	0.048	0.051	0.04	0.09	0.034	0.057	0.054	0.044	0.087	0.042	0.033	0.032	0.018	0.039	0.665	T
BN190229	0.02	0.021	0.017	0.013	0.04	0.049	0.03	0.027	0.028	0.037	0.079	0.043	0.044	0.047	0.052	0.042	0.027	0.071	0.033	0.056	0.043	0.033	0.069	0.036	0.028	0.032	0.024	0.041	0.659	N
BN190231	0.045	0.052	0.046	0.042	0.078	0.078	0.077	0.066	0.057	0.078	0.127	0.082	0.087	0.087	0.081	0.081	0.077	0.12	0.066	0.086	0.082	0.079	0.12	0.083	0.071	0.068	0.061	0.071	0.663	T
BN190233	0.017	0.018	0.016	0.016	0.037	0.033	0.022	0.02	0.03	0.026	0.053	0.033	0.03	0.038	0.037	0.033	0.025	0.053	0.031	0.036	0.036	0.031	0.048	0.031	0.028	0.031	0.022	0.025	0.677	N
BN190235	0.068	0.043	0.064	0.067	0.106	0.138	0.107	0.064	0.082	0.102	0.189	0.14	0.14	0.118	0.074	0.066	0.051	0.155	0.069	0.124	0.088	0.086	0.161	0.101	0.057	0.085	0.061	0.105	0.668	T
BN190238	0.02	0.02	0.011	0.017	0.029	0.033	0.031	0.034	0.015	0.031	0.081	0.044	0.048	0.05	0.037	0.046	0.037	0.074	0.028	0.053	0.039	0.045	0.074	0.057	0.029	0.03	0.015	0.038	0.663	N
BN190240	0.166	0.179	0.163	0.151	0.245	0.278	0.245	0.221	0.222	0.276	0.381	0.301	0.295	0.286	0.267	0.292	0.259	0.369	0.236	0.294	0.281	0.268	0.369	0.269	0.225	0.256	0.192	0.252	0.657	T
BN190241	0.244	0.232	0.242	0.241	0.254	0.261	0.251	0.25	0.249	0.251	0.293	0.27	0.272	0.269	0.26	0.26	0.249	0.286	0.266	0.274	0.26	0.276	0.295	0.275	0.272	0.28	0.278	0.281	0.672	N
BN190242	0.016	0.013	0.009	0.011	0.021	0.021	0.018	0.014	0.018	0.016	0.038	0.025	0.034	0.03	0.022	0.026	0.015	0.033	0.014	0.023	0.027	0.018	0.041	0.015	0.015	0.008	0.007	0.02	0.645	T
BN190244	0.04	0.046	0.035	0.047	0.116	0.118	0.092	0.083	0.07	0.114	0.238	0.136	0.138	0.128	0.11	0.12	0.079	0.201	0.072	0.126	0.112	0.093	0.187	0.116	0.076	0.086	0.048	0.07	0.657	T
BN190245	0.029	0.024	0.023	0.022	0.054	0.051	0.05	0.042	0.042	0.036	0.067	0.054	0.055	0.06	0.055	0.04	0.032	0.072	0.041	0.046	0.043	0.031	0.059	0.046	0.034	0.031	0.024	0.048	0.647	N
BN190247	0.014	0.012	0.004	0.009	0.015	0.013	0.014	0.009	0.009	0.013	0.027	0.018	0.018	0.015	0.022	0.015	0.013	0.018	0.012	0.014	0.014	0.011	0.018	0.014	0.01	0.01	0.01	0.011	0.667	T
BN190248	0.012	0.01	0.006	0.012	0.011	0.011	0.012	0.009	0.016	0.014	0.018	0.014	0.014	0.022	0.016	0.011	0.009	0.022	0.006	0.014	0.009	0.016	0.017	0.011	0.013	0.013	0.012	0.013	0.658	T
BN190249	0.01	0.006	0.003	0.009	0.018	0.019	0.015	0.013	0.017	0.013	0.043	0.012	0.021	0.016	0.024	0.019	0.01	0.03	0.016	0.024	0.019	0.013	0.038	0.019	0.011	0.006	0.011	0.013	0.67	T
BN190251	0.017	0.024	0.016	0.016	0.073	0.075	0.038	0.041	0.046	0.067	0.171	0.086	0.098	0.095	0.086	0.108	0.055	0.137	0.038	0.09	0.079	0.049	0.111	0.059	0.046	0.04	0.015	0.04	0.643	T
BN190252	0.009	0	0	0	0.027	0.036	0.027	0.009	0.054	0.018	0.036	0.027	0.027	0.027	0.018	0.027	0.018	0.018	0.009	0.009	0.018	0	0.027	0	0.009	0	0.009	0	0.685	T
BN190255	0.013	0.011	0.005	0.008	0.025	0.023	0.023	0.016	0.017	0.02	0.052	0.019	0.029	0.026	0.021	0.021	0.017	0.039	0.019	0.029	0.025	0.02	0.043	0.022	0.018	0.017	0.005	0.013	0.663	N
BN190256	0.014	0.009	0.005	0.009	0.018	0.016	0.014	0.008	0.012	0.016	0.032	0.021	0.023	0.03	0.021	0.015	0.014	0.028	0.014	0.018	0.023	0.01	0.023	0.02	0.015	0.013	0.007	0.013	0.69	T
BN190257	0.013	0.013	0.006	0.007	0.019	0.022	0.017	0.018	0.014	0.021	0.041	0.021	0.025	0.024	0.022	0.02	0.018	0.032	0.017	0.026	0.015	0.015	0.038	0.016	0.013	0.015	0.011	0.022	0.651	N
BN190258	0.163	0.172	0.164	0.169	0.226	0.212	0.201	0.188	0.206	0.211	0.288	0.227	0.24	0.239	0.228	0.23	0.217	0.288	0.223	0.256	0.242	0.226	0.279	0.241	0.226	0.217	0.192	0.232	0.663	T
BN190260	0.017	0.021	0.005	0.016	0.042	0.055	0.053	0.031	0.035	0.043	0.1	0.043	0.049	0.057	0.059	0.051	0.037	0.088	0.041	0.053	0.055	0.035	0.082	0.047	0.034	0.024	0.013	0.041	0.666	N
BN190262	0.007	0.005	0.001	0.005	0.013	0.01	0.008	0.007	0.008	0.006	0.016	0.007	0.013	0.007	0.008	0.01	0.011	0.019	0.005	0.01	0.007	0.011	0.011	0.016	0.006	0.01	0.006	0.011	0.666	N
BN190264	0.014	0.016	0.014	0.014	0.038	0.039	0.024	0.023	0.024	0.039	0.055	0.026	0.037	0.037	0.037	0.034	0.02	0.056	0.024	0.036	0.034	0.029	0.056	0.031	0.029	0.029	0.016	0.027	0.666	N
BN190265	0.012	0.015	0.012	0.014	0.017	0.014	0.014	0.018	0.016	0.019	0.032	0.018	0.021	0.019	0.016	0.016	0.022	0.026	0.018	0.016	0.021	0.02	0.022	0.015	0.018	0.013	0.008	0.016	0.683	T
BN190266	0.02	0.013	0.006	0.011	0.027	0.038	0.02	0.017	0.026	0.038	0.062	0.039	0.036	0.035	0.044	0.042	0.028	0.062	0.028	0.05	0.042	0.024	0.065	0.029	0.027	0.027	0.011	0.026	0.667	N
BN190267	0.048	0.042	0.046	0.038	0.074	0.083	0.067	0.057	0.052	0.083	0.128	0.073	0.082	0.082	0.07	0.089	0.054	0.113	0.063	0.073	0.074	0.067	0.097	0.057	0.048	0.055	0.056	0.061	0.66	T
BN190269	0.018	0.017	0.007	0.015	0.026	0.034	0.021	0.02	0.025	0.03	0.048	0.028	0.031	0.031	0.033	0.025	0.02	0.031	0.013	0.021	0.027	0.023	0.037	0.027	0.014	0.018	0.016	0.018	0.641	N
BN190270	0.011	0.01	0.01	0.01	0.026	0.023	0.018	0.021	0.019	0.029	0.051	0.038	0.033	0.036	0.033	0.031	0.026	0.047	0.016	0.033	0.031	0.019	0.036	0.025	0.013	0.016	0.01	0.015	0.644	T
BN190271	0.063	0.07	0.054	0.069	0.086	0.086	0.089	0.078	0.081	0.087	0.097	0.094	0.094	0.095	0.09	0.091	0.064	0.084	0.068	0.076	0.079	0.067	0.092	0.074	0.067	0.065	0.057	0.092	0.658	N
BN190274	0.042	0.026	0.018	0.026	0.08	0.069	0.071	0.072	0.065	0.103	0.195	0.108	0.142	0.135	0.101	0.116	0.06	0.221	0.057	0.132	0.124	0.12	0.195	0.099	0.073	0.057	0.036	0.059	0.67	T
BN190278	0.192	0.374	0.139	0.455	0.639	0.73	0.71	0.588	0.74	0.73	0.761	0.754	0.76	0.761	0.718	0.735	0.511	0.675	0.536	0.583	0.555	0.42	0.676	0.389	0.327	0.437	0.184	0.395	0.668	T
BN190279	0.008	0.018	0.003	0.009	0.014	0.018	0.014	0.007	0.016	0.018	0.038	0.014	0.02	0.015	0.017	0.01	0.014	0.036	0.012	0.019	0.018	0.013	0.022	0.018	0.012	0.009	0.006	0.015	0.645	N
BN190280	0.01	0.006	0.006	0.009	0.013	0.012	0.006	0.021	0.01	0.01	0.031	0.014	0.021	0.018	0.013	0.009	0.011	0.026	0.014	0.014	0.012	0.011	0.014	0.009	0.004	0.011	0.007	0.014	0.645	T
BN190283	0.009	0.017	0.023	0.012	0.04	0.039	0.031	0.037	0.033	0.051	0.08	0.05	0.062	0.048	0.037	0.036	0.029	0.082	0.017	0.057	0.062	0.049	0.077	0.045	0.028	0.028	0.008	0.031	0.657	N
BN190284	0.014	0.017	0.011	0.008	0.031	0.034	0.025	0.022	0.023	0.031	0.086	0.042	0.054	0.045	0.039	0.041	0.03	0.067	0.027	0.042	0.044	0.027	0.057	0.032	0.028	0.026	0.014	0.025	0.642	T
BN190285	0.017	0.017	0.003	0.012	0.044	0.05	0.029	0.035	0.027	0.036	0.097	0.061	0.054	0.045	0.048	0.059	0.03	0.08	0.018	0.053	0.035	0.033	0.053	0.042	0.021	0.027	0.008	0.023	0.675	N
BN190286	0.018	0.026	0.019	0.021	0.044	0.045	0.03	0.036	0.024	0.045	0.093	0.042	0.057	0.048	0.055	0.044	0.028	0.068	0.021	0.043	0.049	0.038	0.077	0.045	0.03	0.03	0.013	0.026	0.68	T
BN190287	0.006	0.015	0.002	0.002	0.017	0.022	0.009	0.013	0.011	0.011	0.032	0.009	0.011	0.015	0.019	0.009	0.006	0.011	0.009	0.017	0.013	0.011	0.019	0.009	0.011	0.013	0.009	0.004	0.642	N
BN190288	0.01	0.021	0.015	0.015	0.042	0.029	0.023	0.025	0.016	0.026	0.066	0.037	0.044	0.034	0.037	0.041	0.034	0.074	0.025	0.048	0.042	0.044	0.067	0.026	0.034	0.028	0.02	0.029	0.665	T
BN190290	0.403	0.352	0.394	0.411	0.431	0.438	0.43	0.428	0.433	0.435	0.5	0.451	0.453	0.462	0.436	0.449	0.375	0.484	0.36	0.463	0.425	0.426	0.495	0.443	0.451	0.456	0.445	0.471	0.641	N
BN190292	0.083	0.082	0.078	0.073	0.107	0.102	0.091	0.096	0.093	0.103	0.155	0.112	0.124	0.118	0.106	0.118	0.092	0.149	0.08	0.108	0.11	0.094	0.128	0.097	0.085	0.101	0.09	0.101	0.675	T
BN190293	0	0	0	0	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	N
BN190296	0.027	0.035	0.024	0.038	0.104	0.115	0.088	0.072	0.082	0.1	0.216	0.125	0.13	0.132	0.125	0.125	0.089	0.179	0.074	0.119	0.115	0.106	0.193	0.1	0.068	0.069	0.025	0.072	0.649	T
BN190298	0.112	0.122	0.111	0.069	0.181	0.189	0.124	0.109	0.159	0.17	0.242	0.192	0.194	0.195	0.17	0.178	0.087	0.247	0.113	0.175	0.201	0.192	0.263	0.226	0.193	0.173	0.087	0.206	0.678	N
BN190300	0.385	0.436	0.291	0.245	0.661	0.635	0.573	0.466	0.472	0.56	0.76	0.662	0.699	0.677	0.617	0.626	0.416	0.715	0.485	0.628	0.63	0.632	0.792	0.704	0.474	0.507	0.387	0.568	0.668	T
BN190303	0.006	0.016	0.006	0.006	0.005	0.013	0.01	0.005	0.004	0.014	0.014	0.006	0.003	0.012	0.016	0.011	0.014	0.015	0.013	0.011	0.006	0.013	0.015	0.011	0.01	0.009	0.004	0.015	0.658	N
BN190305	0.023	0.021	0.009	0.017	0.041	0.047	0.039	0.033	0.036	0.057	0.115	0.07	0.072	0.063	0.054	0.067	0.048	0.106	0.037	0.064	0.05	0.045	0.106	0.057	0.037	0.036	0.018	0.051	0.672	T
BN190308	0.019	0.012	0.011	0.015	0.038	0.033	0.027	0.017	0.024	0.033	0.054	0.032	0.028	0.04	0.041	0.026	0.025	0.058	0.015	0.036	0.032	0.02	0.056	0.028	0.018	0.03	0.018	0.026	0.66	N
BN190310	0.008	0.011	0.005	0.01	0.027	0.02	0.019	0.028	0.022	0.017	0.037	0.018	0.016	0.024	0.014	0.011	0.021	0.027	0.013	0.021	0.024	0.015	0.027	0.013	0.015	0.025	0.005	0.02	0.644	N
BN190312	0.043	0.038	0.033	0.045	0.092	0.127	0.121	0.048	0.067	0.103	0.155	0.107	0.093	0.116	0.084	0.093	0.045	0.181	0.071	0.142	0.104	0.1	0.187	0.111	0.05	0.091	0.059	0.103	0.684	T
BN190313	0.025	0.035	0.016	0.022	0.059	0.074	0.057	0.038	0.042	0.07	0.131	0.072	0.084	0.08	0.079	0.074	0.051	0.117	0.039	0.077	0.07	0.059	0.109	0.064	0.049	0.049	0.02	0.038	0.658	T
BN190314	0.021	0.017	0.003	0.009	0.018	0.005	0.015	0.009	0.014	0.018	0.036	0.038	0.053	0.042	0.033	0.024	0.016	0.045	0.017	0.018	0.041	0.022	0.03	0.021	0.009	0.022	0.012	0.021	0.64	N
BN190315	0.044	0.034	0.014	0.007	0.051	0.075	0.058	0.048	0.051	0.065	0.105	0.088	0.071	0.071	0.079	0.068	0.055	0.079	0.034	0.051	0.075	0.048	0.082	0.058	0.044	0.051	0.027	0.065	0.66	N
BN190319	0.024	0.022	0.02	0.02	0.076	0.081	0.047	0.036	0.045	0.065	0.152	0.119	0.115	0.086	0.081	0.058	0.049	0.112	0.031	0.065	0.058	0.043	0.121	0.063	0.027	0.063	0.023	0.056	0.635	T
BN190322	0.066	0.072	0.045	0.058	0.141	0.17	0.116	0.119	0.154	0.168	0.257	0.201	0.203	0.196	0.151	0.178	0.107	0.228	0.123	0.166	0.142	0.104	0.187	0.122	0.085	0.108	0.066	0.107	0.659	T
BN190323	0.018	0.023	0.01	0.012	0.047	0.044	0.031	0.022	0.028	0.042	0.093	0.053	0.051	0.053	0.048	0.046	0.031	0.084	0.029	0.054	0.043	0.038	0.08	0.036	0.036	0.03	0.012	0.029	0.662	T
position	65711067	65711069	65711072	65711085	65711098	65711106	65711113	65711118	65711124	65711126	65711146	65711149	65711151	65711153	65711161	65711163	65711175	65711188	65711195	65711197	65711201	65711204	65711219	65711222	65711232	65711235	65711238	65711256	65711274	
