BN190240	0.493	0.403	0.373	0.379	0.194	0.522	0.348	0.478	0.254	0.266	0.238	0.418	0.507	0.355	0.328	0.269	0.273	0.328	0.761	0.522	0.507	0.731	T
BN190241	0.237	0.16	0.237	0.211	0.211	0.253	0.197	0.211	0.158	0.183	0.135	0.216	0.2	0.194	0.145	0.211	0.203	0.237	0.382	0.263	0.263	0.8	N
BN190242	0.435	0.304	0.348	0.348	0.13	0.652	0.435	0.826	0.5	0.455	0.318	0.435	0.364	0.217	0.478	0.261	0.333	0.391	0.913	0.87	0.826	0.826	T
BN190244	0.545	0.489	0.444	0.556	0.289	0.444	0.311	0.422	0.455	0.256	0.444	0.311	0.4	0.386	0.311	0.333	0.333	0.311	0.733	0.6	0.6	0.756	T
BN190245	0.194	0.167	0.167	0.167	0.056	0.083	0.056	0.194	0.139	0.086	0.083	0.086	0.206	0.059	0.086	0.028	0.147	0.167	0.389	0.278	0.25	0.861	N
BN190247	0.233	0.136	0.114	0.045	0.045	0.159	0.045	0.093	0.114	0.07	0.07	0.045	0.07	0.159	0.114	0.14	0.119	0.136	0.419	0.159	0.341	0.864	T
BN190248	0.869	0.836	0.852	0.869	0.754	0.869	0.869	0.852	0.81	0.821	0.759	0.789	0.883	0.82	0.836	0.803	0.867	0.803	0.918	0.869	0.836	0.869	T
BN190249	0.87	0.739	0.783	0.652	0.652	0.826	0.826	0.783	0.818	0.682	0.714	0.739	0.87	0.773	0.696	0.696	0.652	0.696	0.957	0.696	0.87	0.739	T
BN190251	0.543	0.429	0.382	0.2	0.143	0.343	0.265	0.286	0.303	0.194	0.206	0.235	0.353	0.219	0.286	0.257	0.353	0.371	0.771	0.543	0.6	0.8	T
BN190252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190255	0.293	0.171	0.171	0.293	0.098	0.22	0.098	0.122	0.103	0.1	0.075	0.122	0.256	0.026	0.098	0.098	0.098	0.171	0.439	0.195	0.195	0.829	N
BN190256	0.667	0.917	0.833	0.333	0.833	0.667	0.167	0.667	0.5	0.167	0	0	0.25	0.083	0.167	0.167	0.083	0.167	0.917	0.75	0.667	0.833	T
BN190257	0.1	0.05	0.05	0.087	0.013	0.2	0.087	0.175	0.101	0.133	0.065	0.1	0.13	0.076	0.025	0.076	0.103	0.037	0.354	0.2	0.225	0.8	N
BN190258	0.707	0.683	0.634	0.585	0.561	0.732	0.7	0.585	0.538	0.579	0.421	0.45	0.561	0.5	0.561	0.488	0.537	0.488	0.805	0.775	0.683	0.854	T
BN190260	0.375	0.312	0.25	0.25	0.125	0.312	0.188	0.161	0.219	0.219	0.188	0.226	0.312	0.167	0.094	0.125	0.156	0.097	0.5	0.406	0.344	0.812	N
BN190262	0.263	0.211	0.211	0.211	0.158	0.158	0.263	0.211	0.105	0.118	0	0.053	0.263	0.333	0.105	0.316	0.444	0.158	0.526	0.316	0.316	0.789	N
BN190264	0.25	0.333	0.333	0.194	0.083	0.111	0.083	0.139	0.056	0.028	0	0.111	0.25	0.139	0.056	0.056	0.028	0.139	0.389	0.278	0.25	0.806	N
BN190265	0.909	0.864	0.857	0.909	0.773	0.818	0.864	0.909	0.75	0.9	0.682	0.857	1	0.857	0.864	0.864	0.591	0.818	0.909	0.864	0.909	0.864	T
BN190266	0.179	0.128	0.154	0.231	0.154	0.359	0.237	0.256	0.184	0.108	0.132	0.211	0.289	0.237	0.128	0.282	0.158	0.282	0.615	0.436	0.462	0.821	N
BN190267	0.447	0.605	0.553	0.579	0.395	0.579	0.447	0.474	0.378	0.486	0.389	0.364	0.553	0.556	0.526	0.459	0.553	0.5	0.868	0.605	0.632	0.842	T
BN190269	0.207	0.069	0.138	0.103	0	0.172	0.103	0.103	0.103	0.214	0.034	0.138	0.138	0.185	0.034	0.207	0.241	0.138	0.483	0.207	0.345	0.69	N
BN190270	0.367	0.333	0.367	0.367	0.267	0.367	0.3	0.267	0.267	0.172	0.233	0.31	0.31	0.241	0.267	0.233	0.267	0.2	0.6	0.4	0.467	0.767	T
BN190271	0.083	0.167	0.167	0.167	0.167	0.167	0.083	0.091	0.167	0.167	0.167	0.25	0.25	0.182	0.167	0.083	0.167	0.167	0.583	0.167	0.167	0.833	N
BN190274	0.676	0.647	0.618	0.412	0.324	0.706	0.647	0.706	0.382	0.529	0.469	0.594	0.706	0.441	0.382	0.471	0.606	0.529	0.853	0.853	0.853	0.909	T
BN190278	0.841	0.795	0.841	0.795	0.636	0.864	0.818	0.818	0.786	0.769	0.786	0.762	0.841	0.902	0.841	0.795	0.814	0.841	0.886	0.841	0.864	0.795	T
BN190279	0.29	0.226	0.226	0.258	0.129	0.258	0.258	0.167	0.161	0.103	0.194	0.194	0.2	0.2	0.267	0.258	0.133	0.194	0.484	0.29	0.258	0.935	N
BN190280	0.474	0.421	0.421	0.474	0.395	0.421	0.447	0.5	0.421	0.4	0.378	0.405	0.486	0.389	0.395	0.368	0.216	0.316	0.526	0.474	0.474	0.711	T
BN190283	0.45	0.25	0.25	0.25	0.15	0.35	0.15	0.4	0.4	0.474	0.316	0.4	0.278	0.105	0.1	0.25	0.35	0.25	0.8	0.6	0.7	0.95	N
BN190284	0.689	0.822	0.844	0.756	0.578	0.778	0.711	0.6	0.619	0.649	0.636	0.773	0.8	0.727	0.689	0.659	0.636	0.689	0.844	0.933	0.889	0.778	T
BN190285	0.062	0.125	0.25	0.125	0	0.125	0.062	0.125	0.125	0.188	0.067	0.125	0.188	0	0.125	0	0.2	0.188	0.562	0.375	0.438	0.875	N
BN190286	0.206	0.088	0.088	0.147	0.147	0.147	0.147	0.176	0.147	0.094	0.088	0.176	0.206	0.194	0.118	0.206	0.147	0.206	0.588	0.265	0.294	0.97	T
BN190287	0.5	0.643	0.571	0.571	0.429	0.714	0.5	0.5	0.643	0.462	0.643	0.615	0.643	0.538	0.714	0.857	0.538	0.571	0.786	0.786	0.643	0.714	N
BN190288	0.63	0.704	0.63	0.63	0.538	0.667	0.593	0.667	0.667	0.625	0.625	0.704	0.63	0.68	0.63	0.704	0.741	0.556	0.778	0.778	0.741	0.815	T
BN190290	0.673	0.709	0.685	0.648	0.636	0.691	0.673	0.673	0.51	0.596	0.588	0.63	0.642	0.679	0.618	0.582	0.623	0.655	0.818	0.764	0.764	0.709	N
BN190292	0.35	0.333	0.3	0.333	0.2	0.433	0.267	0.433	0.4	0.271	0.293	0.356	0.339	0.293	0.237	0.333	0.345	0.367	0.65	0.567	0.633	0.867	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.708	0.646	0.562	0.688	0.417	0.688	0.646	0.5	0.438	0.489	0.375	0.413	0.489	0.413	0.375	0.375	0.426	0.458	0.833	0.854	0.854	0.812	T
BN190298	0.471	0.118	0.118	0.118	0.176	0.235	0.176	0.176	0.133	0.294	0.235	0.294	0.235	0.4	0.176	0.176	0.176	0.235	0.471	0.235	0.294	0.706	N
BN190300	0.765	0.735	0.706	0.706	0.706	0.794	0.735	0.758	0.667	0.727	0.647	0.636	0.656	0.697	0.618	0.735	0.636	0.647	0.912	0.765	0.824	0.824	T
BN190303	0.333	0.333	0.288	0.333	0.318	0.485	0.318	0.379	0.29	0.297	0.238	0.286	0.292	0.317	0.242	0.323	0.231	0.323	0.545	0.348	0.424	0.864	N
BN190305	0.321	0.375	0.304	0.295	0.214	0.348	0.241	0.241	0.194	0.238	0.164	0.231	0.377	0.245	0.179	0.252	0.274	0.315	0.688	0.459	0.495	0.821	T
BN190308	0.255	0.149	0.191	0.149	0.17	0.234	0.234	0.255	0.149	0.17	0.087	0.13	0.239	0.326	0.191	0.234	0.277	0.191	0.404	0.277	0.298	0.83	N
BN190310	0.212	0.273	0.273	0.273	0.091	0.273	0.182	0.182	0.188	0.182	0.061	0.091	0.212	0.258	0.091	0.152	0.188	0.121	0.364	0.212	0.303	0.812	N
BN190312	0.588	0.451	0.51	0.49	0.314	0.51	0.529	0.451	0.429	0.478	0.319	0.408	0.471	0.46	0.471	0.49	0.549	0.471	0.588	0.56	0.549	0.863	T
BN190313	0.841	0.795	0.773	0.773	0.545	0.818	0.682	0.591	0.571	0.452	0.512	0.605	0.791	0.568	0.581	0.477	0.591	0.614	0.955	0.864	0.909	0.75	T
BN190314	0.158	0.158	0.158	0.105	0	0.263	0.105	0.158	0	0.176	0.105	0.158	0.158	0.056	0.158	0.053	0.158	0.211	0.316	0.316	0.421	0.684	N
BN190315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190319	0.818	0.727	0.545	0.455	0.455	0.727	0.545	0.455	0.6	0.8	0.364	0.545	0.636	0.455	0.545	0.455	0.273	0.545	0.818	0.727	0.636	0.909	T
BN190322	0.574	0.553	0.489	0.574	0.362	0.383	0.489	0.511	0.311	0.319	0.311	0.333	0.447	0.455	0.319	0.319	0.468	0.489	0.681	0.702	0.66	0.844	T
BN190323	0.22	0.185	0.109	0.141	0.087	0.185	0.174	0.13	0.1	0.125	0.109	0.088	0.132	0.115	0.132	0.087	0.133	0.133	0.37	0.25	0.275	0.75	T
position	127881131	127881143	127881145	127881148	127881161	127881169	127881171	127881185	127881204	127881208	127881213	127881216	127881231	127881236	127881246	127881257	127881260	127881269	127881280	127881293	127881298	127881312	
