BN190191	0.624	0.619	0.217	0.279	0.326	0.268	0.273	0.26	0.278	0.27	0.345	0.4	0.414	0.391	0.466	0.436	0.423	0.411	0.358	0.396	0.398	0.409	0.373	0.415	0.357	0.46	T
BN190192	0.533	0.533	0.2	0.2	0.133	0.2	0.2	0.2	0.2	0.2	0.267	0.2	0.2	0.267	0.2	0.267	0.2	0.2	0.214	0.2	0.467	0.4	0.2	0.267	0.133	0.467	N
BN190193	0.617	0.626	0.01	0.016	0.017	0.014	0.012	0.007	0.005	0.006	0.007	0.028	0.032	0.019	0.034	0.032	0.059	0.052	0.023	0.028	0.043	0.046	0.041	0.094	0.044	0.476	T
BN190195	0.637	0.636	0.007	0.023	0.016	0.01	0.015	0.014	0.006	0.009	0.012	0.026	0.026	0.012	0.048	0.038	0.053	0.042	0.029	0.037	0.043	0.064	0.033	0.077	0.051	0.484	N
BN190198	0.639	0.635	0.034	0.11	0.127	0.067	0.13	0.082	0.128	0.121	0.203	0.238	0.244	0.217	0.243	0.228	0.264	0.253	0.15	0.147	0.205	0.232	0.169	0.242	0.128	0.481	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.637	0.622	0.005	0.007	0.008	0.01	0.005	0.013	0.004	0.01	0.012	0.014	0.023	0.016	0.034	0.029	0.055	0.054	0.011	0.023	0.037	0.04	0.046	0.06	0.043	0.485	T
BN190201	0.598	0.638	0.013	0.01	0.018	0.012	0.021	0.018	0.017	0.011	0.01	0.045	0.052	0.036	0.059	0.055	0.099	0.085	0.026	0.059	0.069	0.079	0.063	0.105	0.055	0.507	N
BN190202	0.642	0.617	0.015	0.027	0.022	0.024	0.067	0.019	0.021	0.012	0.028	0.065	0.11	0.033	0.099	0.054	0.109	0.098	0.044	0.08	0.081	0.079	0.089	0.113	0.047	0.48	T
BN190203	0.646	0.643	0.024	0.03	0.038	0.031	0.041	0.032	0.034	0.03	0.045	0.084	0.081	0.063	0.115	0.124	0.157	0.155	0.087	0.114	0.159	0.149	0.135	0.198	0.133	0.463	T
BN190206	0.607	0.594	0.016	0.045	0.06	0.033	0.051	0.036	0.027	0.031	0.025	0.082	0.066	0.033	0.105	0.113	0.16	0.124	0.052	0.066	0.114	0.105	0.075	0.14	0.067	0.456	N
BN190209	0.625	0.646	0.012	0.014	0.021	0.018	0.021	0.012	0.018	0.008	0.01	0.043	0.05	0.033	0.062	0.042	0.086	0.073	0.026	0.028	0.042	0.053	0.037	0.095	0.037	0.465	N
BN190210	0.647	0.623	0.053	0.102	0.08	0.083	0.121	0.044	0.021	0.028	0.082	0.323	0.316	0.104	0.21	0.265	0.351	0.258	0.205	0.179	0.306	0.31	0.182	0.247	0.116	0.47	T
BN190211	0.632	0.633	0.692	0.711	0.722	0.709	0.705	0.687	0.68	0.709	0.696	0.716	0.717	0.691	0.73	0.698	0.723	0.717	0.689	0.704	0.697	0.71	0.659	0.707	0.615	0.485	T
BN190213	0.628	0.61	0.023	0.028	0.028	0.026	0.034	0.036	0.031	0.036	0.036	0.057	0.062	0.034	0.047	0.062	0.106	0.082	0.026	0.059	0.073	0.085	0.062	0.088	0.049	0.431	N
BN190215	0.646	0.631	0.347	0.403	0.385	0.342	0.414	0.352	0.376	0.369	0.346	0.447	0.44	0.393	0.463	0.436	0.422	0.417	0.371	0.382	0.367	0.381	0.376	0.434	0.339	0.466	T
BN190218	0.618	0.637	0.068	0.08	0.084	0.076	0.084	0.08	0.069	0.073	0.118	0.174	0.168	0.143	0.183	0.17	0.211	0.163	0.104	0.124	0.147	0.147	0.131	0.21	0.125	0.49	N
BN190219	0.652	0.632	0.008	0.013	0.034	0.013	0.014	0.013	0.009	0.008	0.021	0.064	0.147	0.082	0.106	0.125	0.141	0.174	0.046	0.065	0.11	0.118	0.084	0.175	0.134	0.464	T
BN190221	0.64	0.623	0.013	0.016	0.033	0.021	0.027	0.014	0.009	0.016	0.034	0.092	0.066	0.058	0.091	0.084	0.159	0.131	0.06	0.092	0.108	0.129	0.084	0.164	0.096	0.482	N
BN190223	0.625	0.633	0.139	0.138	0.146	0.135	0.141	0.138	0.132	0.14	0.129	0.151	0.162	0.145	0.17	0.155	0.203	0.199	0.145	0.163	0.183	0.172	0.172	0.234	0.18	0.473	T
BN190225	0.631	0.645	0.03	0.035	0.039	0.036	0.06	0.036	0.034	0.035	0.03	0.074	0.059	0.051	0.078	0.057	0.092	0.073	0.052	0.068	0.066	0.066	0.057	0.111	0.062	0.479	N
BN190227	0.614	0.646	0.009	0.008	0.015	0.01	0.015	0.014	0.006	0.004	0.01	0.023	0.028	0.014	0.038	0.03	0.061	0.057	0.025	0.042	0.038	0.037	0.04	0.079	0.038	0.469	T
BN190229	0.629	0.646	0.009	0.015	0.025	0.011	0.015	0.015	0.016	0.011	0.013	0.041	0.041	0.023	0.054	0.035	0.079	0.054	0.034	0.051	0.055	0.068	0.058	0.125	0.073	0.485	N
BN190231	0.627	0.642	0.028	0.045	0.068	0.046	0.045	0.03	0.026	0.027	0.03	0.072	0.072	0.041	0.095	0.096	0.164	0.148	0.057	0.113	0.139	0.151	0.092	0.136	0.086	0.472	T
BN190233	0.647	0.633	0.013	0.028	0.021	0.029	0.019	0.019	0.013	0.015	0.022	0.032	0.038	0.022	0.049	0.058	0.081	0.074	0.04	0.067	0.067	0.071	0.054	0.112	0.06	0.488	N
BN190235	0.63	0.651	0.059	0.11	0.129	0.067	0.112	0.094	0.096	0.092	0.057	0.154	0.125	0.088	0.187	0.16	0.22	0.192	0.117	0.165	0.184	0.182	0.156	0.239	0.148	0.467	T
BN190238	0.625	0.644	0.054	0.09	0.092	0.058	0.097	0.046	0.059	0.052	0.079	0.128	0.091	0.078	0.161	0.124	0.145	0.155	0.096	0.128	0.132	0.13	0.109	0.188	0.111	0.466	N
BN190240	0.628	0.625	0.036	0.048	0.057	0.043	0.053	0.054	0.043	0.041	0.062	0.101	0.111	0.086	0.144	0.127	0.174	0.161	0.096	0.137	0.15	0.164	0.132	0.214	0.14	0.476	T
BN190241	0.625	0.626	0.092	0.094	0.124	0.092	0.104	0.086	0.084	0.088	0.09	0.12	0.124	0.1	0.151	0.133	0.173	0.126	0.119	0.124	0.136	0.141	0.121	0.165	0.111	0.48	N
BN190242	0.601	0.624	0.01	0.012	0.015	0.011	0.018	0.011	0.013	0.014	0.015	0.022	0.04	0.03	0.05	0.041	0.072	0.069	0.03	0.054	0.055	0.061	0.054	0.124	0.066	0.478	T
BN190244	0.634	0.644	0.084	0.086	0.092	0.09	0.093	0.09	0.085	0.084	0.094	0.123	0.126	0.112	0.161	0.146	0.173	0.174	0.12	0.148	0.166	0.186	0.145	0.223	0.141	0.483	T
BN190245	0.649	0.635	0.087	0.086	0.1	0.093	0.094	0.091	0.081	0.087	0.083	0.112	0.093	0.079	0.127	0.107	0.114	0.105	0.088	0.105	0.103	0.117	0.092	0.153	0.093	0.481	N
BN190247	0.626	0.625	0.01	0.015	0.015	0.011	0.016	0.011	0.012	0.008	0.011	0.065	0.036	0.022	0.069	0.051	0.107	0.075	0.022	0.063	0.052	0.051	0.048	0.111	0.038	0.471	T
BN190248	0.625	0.637	0.631	0.624	0.645	0.63	0.636	0.641	0.631	0.625	0.628	0.635	0.644	0.635	0.652	0.637	0.641	0.632	0.597	0.609	0.653	0.64	0.478	0.614	0.533	0.498	T
BN190249	0.634	0.632	0.329	0.377	0.406	0.349	0.529	0.457	0.1	0.074	0.518	0.537	0.553	0.543	0.517	0.547	0.508	0.546	0.531	0.518	0.55	0.55	0.507	0.534	0.499	0.487	T
BN190251	0.641	0.627	0.013	0.015	0.019	0.02	0.023	0.018	0.008	0.015	0.025	0.05	0.062	0.045	0.082	0.071	0.11	0.085	0.046	0.063	0.08	0.087	0.084	0.142	0.091	0.483	T
BN190252	0.59	0.631	0.012	0.021	0.011	0.008	0.015	0.011	0.013	0.011	0.022	0.039	0.048	0.03	0.063	0.047	0.08	0.094	0.036	0.069	0.088	0.103	0.071	0.136	0.085	0.49	T
BN190255	0.611	0.622	0.043	0.068	0.08	0.053	0.073	0.054	0.045	0.036	0.057	0.111	0.114	0.068	0.142	0.115	0.151	0.165	0.079	0.121	0.123	0.146	0.116	0.195	0.12	0.471	N
BN190256	0.628	0.64	0.003	0.004	0.016	0.009	0.007	0.01	0.007	0.008	0.011	0.023	0.018	0.016	0.035	0.022	0.045	0.039	0.018	0.026	0.038	0.04	0.038	0.075	0.043	0.497	T
BN190257	0.615	0.625	0.012	0.019	0.021	0.017	0.022	0.016	0.01	0.007	0.016	0.032	0.029	0.018	0.047	0.029	0.088	0.065	0.017	0.037	0.041	0.055	0.03	0.066	0.029	0.477	N
BN190258	0.619	0.64	0.317	0.331	0.336	0.324	0.327	0.323	0.32	0.319	0.322	0.396	0.397	0.352	0.41	0.398	0.403	0.361	0.321	0.334	0.381	0.396	0.271	0.432	0.299	0.488	T
BN190260	0.624	0.629	0.047	0.09	0.088	0.065	0.074	0.05	0.043	0.035	0.058	0.151	0.153	0.091	0.194	0.155	0.187	0.186	0.094	0.127	0.137	0.147	0.111	0.246	0.125	0.474	N
BN190262	0.631	0.629	0.011	0.016	0.019	0.022	0.019	0.017	0.013	0.009	0.014	0.033	0.029	0.016	0.074	0.056	0.079	0.112	0.048	0.085	0.091	0.136	0.073	0.132	0.044	0.441	N
BN190264	0.624	0.637	0.016	0.024	0.025	0.024	0.029	0.02	0.012	0.009	0.02	0.041	0.047	0.024	0.065	0.046	0.09	0.057	0.029	0.036	0.045	0.048	0.027	0.066	0.033	0.477	N
BN190265	0.624	0.654	0.014	0.02	0.022	0.021	0.016	0.01	0.012	0.014	0.02	0.054	0.042	0.015	0.059	0.036	0.057	0.082	0.026	0.035	0.031	0.05	0.036	0.059	0.024	0.5	T
BN190266	0.629	0.635	0.031	0.061	0.054	0.048	0.058	0.05	0.037	0.027	0.025	0.086	0.067	0.061	0.098	0.088	0.123	0.11	0.053	0.071	0.08	0.08	0.075	0.127	0.069	0.473	N
BN190267	0.621	0.61	0.046	0.066	0.087	0.061	0.09	0.056	0.068	0.061	0.063	0.132	0.12	0.083	0.145	0.112	0.167	0.144	0.085	0.114	0.15	0.118	0.106	0.16	0.104	0.478	T
BN190269	0.599	0.627	0.036	0.049	0.039	0.039	0.039	0.036	0.029	0.042	0.029	0.072	0.059	0.049	0.094	0.056	0.114	0.101	0.043	0.062	0.066	0.066	0.072	0.127	0.055	0.529	N
BN190270	0.62	0.582	0.017	0.017	0.02	0.015	0.017	0.015	0.01	0.013	0.025	0.042	0.033	0.029	0.052	0.044	0.065	0.057	0.032	0.045	0.055	0.068	0.055	0.1	0.051	0.46	T
BN190271	0.594	0.608	0.037	0.058	0.06	0.049	0.047	0.049	0.043	0.038	0.043	0.085	0.066	0.049	0.088	0.093	0.114	0.117	0.061	0.084	0.088	0.095	0.063	0.116	0.064	0.457	N
BN190274	0.639	0.605	0.076	0.072	0.11	0.061	0.087	0.103	0.103	0.095	0.126	0.13	0.148	0.129	0.214	0.19	0.213	0.221	0.138	0.149	0.179	0.172	0.162	0.291	0.207	0.441	T
BN190278	0.625	0.635	0.055	0.086	0.094	0.073	0.102	0.074	0.07	0.059	0.285	0.343	0.338	0.309	0.395	0.344	0.378	0.36	0.158	0.214	0.201	0.175	0.135	0.225	0.116	0.484	T
BN190279	0.63	0.629	0.014	0.021	0.027	0.024	0.037	0.025	0.019	0.018	0.033	0.061	0.054	0.043	0.076	0.071	0.108	0.091	0.047	0.072	0.085	0.089	0.068	0.103	0.056	0.478	N
BN190280	0.618	0.602	0.008	0.016	0.019	0.009	0.025	0.009	0.007	0.009	0.018	0.05	0.041	0.02	0.075	0.034	0.049	0.051	0.021	0.042	0.04	0.055	0.036	0.083	0.022	0.467	T
BN190283	0.635	0.613	0.026	0.046	0.04	0.047	0.053	0.03	0.023	0.03	0.053	0.087	0.072	0.065	0.116	0.107	0.144	0.127	0.062	0.132	0.108	0.123	0.088	0.175	0.119	0.488	N
BN190284	0.629	0.623	0.397	0.414	0.419	0.411	0.411	0.406	0.342	0.295	0.361	0.424	0.43	0.42	0.444	0.422	0.437	0.416	0.382	0.408	0.427	0.425	0.396	0.429	0.358	0.473	T
BN190285	0.72	0.659	0.008	0.016	0.016	0.04	0.024	0.008	0.008	0	0.016	0.079	0.087	0.048	0.079	0.063	0.136	0.127	0.071	0.048	0.079	0.095	0.071	0.2	0.073	0.492	N
BN190286	0.591	0.64	0.014	0.019	0.027	0.023	0.019	0.013	0.023	0.017	0.032	0.054	0.056	0.031	0.089	0.061	0.091	0.084	0.047	0.064	0.068	0.077	0.055	0.115	0.063	0.491	T
BN190287	0.645	0.649	0.012	0.013	0.034	0.004	0.029	0.01	0.016	0.003	0.019	0.026	0.038	0.015	0.063	0.035	0.044	0.075	0.021	0.037	0.046	0.046	0.05	0.059	0.029	0.505	N
BN190288	0.593	0.561	0.004	0.029	0.02	0.02	0.016	0.014	0.016	0.005	0.014	0.034	0.039	0.03	0.075	0.036	0.071	0.075	0.027	0.046	0.068	0.077	0.072	0.106	0.061	0.484	T
BN190290	0.638	0.614	0.384	0.432	0.441	0.419	0.439	0.406	0.358	0.346	0.386	0.426	0.421	0.411	0.462	0.434	0.461	0.443	0.386	0.429	0.434	0.377	0.384	0.465	0.373	0.48	N
BN190292	0.635	0.646	0.093	0.144	0.148	0.157	0.138	0.113	0.102	0.087	0.094	0.116	0.127	0.113	0.314	0.229	0.322	0.242	0.112	0.136	0.141	0.186	0.219	0.236	0.144	0.462	T
BN190293	0.65	0.65	0.15	0.3	0.25	0.3	0.35	0.3	0.2	0.2	0.3	0.4	0.2	0.3	0.5	0.35	0.3	0.3	0.15	0.35	0.4	0.25	0.421	0.5	0.3	0.35	N
BN190296	0.609	0.638	0.036	0.037	0.069	0.043	0.066	0.043	0.053	0.039	0.072	0.109	0.135	0.105	0.132	0.149	0.155	0.168	0.063	0.113	0.135	0.151	0.13	0.209	0.158	0.465	T
BN190298	0.603	0.639	0.26	0.268	0.271	0.27	0.281	0.27	0.268	0.262	0.252	0.284	0.274	0.268	0.298	0.276	0.329	0.302	0.243	0.25	0.256	0.257	0.246	0.273	0.236	0.507	N
BN190300	0.649	0.605	0.816	0.816	0.804	0.81	0.804	0.806	0.81	0.813	0.812	0.816	0.806	0.819	0.819	0.804	0.807	0.798	0.799	0.796	0.797	0.772	0.772	0.821	0.797	0.45	T
BN190303	0.595	0.63	0.121	0.134	0.133	0.116	0.133	0.12	0.115	0.127	0.115	0.145	0.149	0.122	0.174	0.152	0.222	0.166	0.136	0.171	0.193	0.154	0.151	0.196	0.118	0.488	N
BN190305	0.626	0.63	0.044	0.054	0.061	0.059	0.058	0.051	0.049	0.044	0.048	0.063	0.071	0.058	0.102	0.08	0.125	0.123	0.066	0.101	0.119	0.119	0.096	0.16	0.105	0.462	T
BN190308	0.709	0.674	0.122	0.161	0.166	0.15	0.155	0.16	0.146	0.138	0.135	0.176	0.16	0.144	0.179	0.192	0.202	0.188	0.134	0.171	0.194	0.185	0.159	0.185	0.123	0.518	N
BN190310	0.618	0.613	0.032	0.047	0.062	0.041	0.059	0.039	0.033	0.04	0.031	0.113	0.106	0.085	0.151	0.124	0.205	0.131	0.074	0.108	0.146	0.13	0.089	0.22	0.113	0.478	N
BN190312	0.614	0.662	0.357	0.483	0.482	0.485	0.462	0.484	0.478	0.448	0.444	0.46	0.452	0.463	0.472	0.464	0.446	0.451	0.436	0.426	0.44	0.424	0.411	0.439	0.393	0.494	T
BN190313	0.63	0.64	0.165	0.23	0.304	0.303	0.116	0.253	0.268	0.331	0.075	0.291	0.199	0.165	0.369	0.383	0.336	0.434	0.113	0.169	0.461	0.398	0.212	0.17	0.206	0.497	T
BN190314	0.617	0.624	0.01	0.013	0.022	0.017	0.018	0.014	0.013	0.014	0.017	0.033	0.026	0.043	0.056	0.035	0.096	0.047	0.026	0.053	0.037	0.056	0.039	0.109	0.039	0.478	N
BN190315	0.624	0.617	0.01	0.025	0.023	0.018	0.027	0.018	0.018	0.012	0.027	0.055	0.053	0.027	0.075	0.052	0.102	0.075	0.032	0.057	0.069	0.063	0.067	0.1	0.053	0.452	N
BN190319	0.627	0.623	0.01	0.016	0.023	0.021	0.025	0.022	0.009	0.015	0.014	0.037	0.048	0.024	0.051	0.036	0.104	0.091	0.034	0.054	0.076	0.086	0.061	0.137	0.074	0.474	T
BN190322	0.617	0.639	0.14	0.149	0.159	0.15	0.157	0.15	0.145	0.139	0.148	0.187	0.204	0.161	0.22	0.204	0.237	0.248	0.178	0.221	0.247	0.254	0.205	0.304	0.238	0.49	T
BN190323	0.618	0.629	0.008	0.013	0.011	0.006	0.013	0.009	0.011	0.012	0.017	0.04	0.041	0.032	0.06	0.054	0.072	0.073	0.032	0.055	0.062	0.071	0.063	0.107	0.066	0.48	T
position	13115071	13115073	13115090	13115093	13115098	13115100	13115105	13115108	13115124	13115126	13115160	13115162	13115165	13115167	13115169	13115178	13115199	13115214	13115227	13115229	13115234	13115236	13115245	13115270	13115274	13115305	
