#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
PRKAG2	RHEB	1847092	1845084	ENSP00000287878	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.101	0.900	0.187	0.920
GRM8	GPR17	1852779	1846273	ENSP00000344173	ENSP00000272644	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
GLO1	SDSL	1855892	1852414	ENSP00000362463	ENSP00000341117	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PRKAG1	PRKAG2	1850588	1847092	ENSP00000323867	ENSP00000287878	0.000	0.000	0.000	0.978	0.000	0.941	0.900	0.136	0.993
TRIO	GPR132	1852198	1851080	ENSP00000339299	ENSP00000328818	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
POLE4	ERCC8	1861462	1845673	ENSP00000420176	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
INPP5B	KALRN	1855808	1843581	ENSP00000362115	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PNMA2	PNMA1	1861787	1850095	ENSP00000429344	ENSP00000318914	0.000	0.000	0.000	0.937	0.000	0.714	0.000	0.884	0.729
MLL	INO80C	1862045	1859565	ENSP00000436786	ENSP00000391457	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GNAS	HTR4	1855402	1854053	ENSP00000360141	ENSP00000353915	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.178	0.914
OBSCN	ARHGAP15	1862970	1847533	ENSP00000455507	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HNRNPUL1	HNRNPUL2	1857971	1848337	ENSP00000375863	ENSP00000301785	0.000	0.000	0.000	0.890	0.000	0.892	0.000	0.000	0.892
AGPAT4	DGKD	1849676	1845472	ENSP00000314036	ENSP00000264057	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.106	0.906
CD40	NFKB1	1855654	1843094	ENSP00000361359	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.942	0.994
OR5P2	OR5A2	1851396	1848575	ENSP00000331823	ENSP00000303834	0.000	0.000	0.000	0.930	0.000	0.000	0.900	0.000	0.900
PSMB11	PSMD7	1859133	1842741	ENSP00000386212	ENSP00000219313	0.000	0.000	0.000	0.000	0.161	0.590	0.900	0.266	0.971
SPIRE2	FMN2	1856843	1850090	ENSP00000367494	ENSP00000318884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.923
CALM1	IQCB1	1853445	1849434	ENSP00000349467	ENSP00000311505	0.000	0.000	0.000	0.000	0.000	0.725	0.000	0.473	0.849
ROR2	WNT3	1856365	1843027	ENSP00000364860	ENSP00000225512	0.000	0.000	0.000	0.000	0.000	0.218	0.000	0.733	0.782
CDC42	ARHGAP15	1849707	1847533	ENSP00000314458	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.230	0.900	0.482	0.956
RYR2	PPP2R2B	1854400	1851897	ENSP00000355533	ENSP00000336591	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
COL18A1	COL22A1	1853197	1848499	ENSP00000347665	ENSP00000303153	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.234	0.907
RPL34	EIF3B	1858216	1854079	ENSP00000378160	ENSP00000354125	0.000	0.000	0.000	0.000	0.172	0.000	0.900	0.000	0.913
AP3S2	AP3B1	1852139	1844363	ENSP00000338777	ENSP00000255194	0.000	0.000	0.000	0.000	0.000	0.877	0.360	0.555	0.961
HNRNPUL1	YBX1	1857971	1855704	ENSP00000375863	ENSP00000361626	0.000	0.000	0.000	0.000	0.000	0.297	0.900	0.114	0.932
PSMB11	PABPC1	1859133	1849591	ENSP00000386212	ENSP00000313007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPARG	PRDM16	1847090	1846173	ENSP00000287820	ENSP00000270722	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.889	0.902
NPY1R	LPAR1	1854180	1853763	ENSP00000354652	ENSP00000351755	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	CACNA1C	1855328	1845866	ENSP00000359719	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.116	0.815
ZMAT2	PRPF6	1846408	1845854	ENSP00000274712	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.861	0.000	0.000	0.861
PRKACB	RYR2	1855328	1854400	ENSP00000359719	ENSP00000355533	0.000	0.000	0.000	0.000	0.000	0.571	0.800	0.100	0.916
DERL1	EDEM1	1844703	1844444	ENSP00000259512	ENSP00000256497	0.000	0.000	0.000	0.000	0.000	0.564	0.000	0.752	0.887
PAGR1	ESR1	1850840	1842435	ENSP00000326519	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.358	0.716
PRKACB	RAF1	1855328	1844086	ENSP00000359719	ENSP00000251849	0.000	0.000	0.000	0.633	0.000	0.000	0.800	0.672	0.848
GNAS	ESR1	1855402	1842435	ENSP00000360141	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.304	0.927
MCF2L	MYO9B	1862148	1858475	ENSP00000440374	ENSP00000380444	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.159	0.912
LPCAT1	GPAM	1846853	1845717	ENSP00000283415	ENSP00000265276	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.572	0.955
RHOT2	ARHGAP15	1850404	1847533	ENSP00000321971	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TIAM2	ABR	1850911	1848581	ENSP00000327315	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.093	0.905
NLK	CSNK1G1	1858963	1848771	ENSP00000384625	ENSP00000305777	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.700	0.719
OBSCN	MYO9B	1862970	1858475	ENSP00000455507	ENSP00000380444	0.000	0.000	0.000	0.000	0.069	0.000	0.900	0.078	0.906
NPY2R	GPR17	1851488	1846273	ENSP00000332591	ENSP00000272644	0.000	0.000	0.000	0.636	0.000	0.000	0.900	0.000	0.900
NFATC2	PPARG	1858353	1847090	ENSP00000379330	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.210	0.917
COL18A1	ESR1	1853197	1842435	ENSP00000347665	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.308	0.927
RABEP2	ZFAND3	1853650	1847059	ENSP00000350934	ENSP00000287218	0.000	0.000	0.000	0.000	0.000	0.249	0.000	0.681	0.750
ABR	ARHGAP20	1848581	1844774	ENSP00000303909	ENSP00000260283	0.000	0.000	0.000	0.611	0.000	0.000	0.900	0.545	0.920
PLD3	PPAP2C	1853368	1851176	ENSP00000348901	ENSP00000329697	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HDAC4	NFKB1	1845573	1843094	ENSP00000264606	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.597	0.000	0.353	0.728
PCM1	TUBA1A	1850891	1848244	ENSP00000327077	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.116	0.907
TRIO	ABR	1852198	1848581	ENSP00000339299	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
AGPAT4	GPAM	1849676	1845717	ENSP00000314036	ENSP00000265276	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.563	0.954
PLD3	AGPAT4	1853368	1849676	ENSP00000348901	ENSP00000314036	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
OR6F1	OR5A2	1848751	1848575	ENSP00000305640	ENSP00000303834	0.000	0.000	0.000	0.918	0.000	0.000	0.900	0.000	0.900
ITCH	UBE2D3	1856193	1853486	ENSP00000363998	ENSP00000349722	0.000	0.000	0.000	0.000	0.000	0.684	0.000	0.376	0.794
TRIO	GPR17	1852198	1846273	ENSP00000339299	ENSP00000272644	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPARG	TGFB1	1847090	1842869	ENSP00000287820	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.923	0.991
HNRNPUL1	PRMT2	1857971	1853230	ENSP00000375863	ENSP00000347906	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.381	0.726
PDGFB	ACTR3	1851250	1845311	ENSP00000330382	ENSP00000263238	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TRIO	LRRC16A	1852198	1851419	ENSP00000339299	ENSP00000331983	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.706	0.706
ITPA	GLO1	1857158	1855892	ENSP00000369456	ENSP00000362463	0.000	0.000	0.000	0.000	0.092	0.644	0.000	0.214	0.723
KAT5	GPAM	1852315	1845717	ENSP00000340330	ENSP00000265276	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ELMO3	DOCK2	1858150	1844476	ENSP00000377566	ENSP00000256935	0.000	0.000	0.000	0.000	0.000	0.363	0.000	0.740	0.828
DCC	PITPNA	1859404	1849907	ENSP00000389140	ENSP00000316809	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.000	0.955
KLHL2	WNK1	1861621	1849596	ENSP00000424198	ENSP00000313059	0.000	0.000	0.000	0.000	0.000	0.805	0.000	0.100	0.817
LPAR6	P2RY1	1852804	1848668	ENSP00000344353	ENSP00000304767	0.000	0.000	0.000	0.799	0.000	0.000	0.900	0.529	0.910
GPR132	P2RY1	1851080	1848668	ENSP00000328818	ENSP00000304767	0.000	0.000	0.000	0.699	0.000	0.000	0.900	0.000	0.900
RNPS1	SMG6	1848328	1845276	ENSP00000301730	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.266	0.923
PEX5	PMVK	1860660	1854803	ENSP00000407401	ENSP00000357452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.750
OBSCN	RHOT2	1862970	1850404	ENSP00000455507	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
UVSSA	ERCC8	1857865	1845673	ENSP00000374501	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.636	0.838
AGPAT4	DGKI	1849676	1847128	ENSP00000314036	ENSP00000288490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.274	0.924
TTC12	AHSA2	1861948	1853455	ENSP00000433757	ENSP00000349525	0.000	0.000	0.000	0.000	0.751	0.214	0.000	0.467	0.886
DYNC1I1	TUBA1A	1850210	1848244	ENSP00000320130	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.148	0.822
ITCH	RET	1856193	1853238	ENSP00000363998	ENSP00000347942	0.000	0.000	0.000	0.000	0.000	0.089	0.800	0.081	0.817
WNT3	TGFB1	1843027	1842869	ENSP00000225512	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.158	0.000	0.724	0.758
AK4	PDE4A	1850420	1846154	ENSP00000322175	ENSP00000270474	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ITPR3	TRPM2	1856094	1848185	ENSP00000363435	ENSP00000300482	0.000	0.000	0.000	0.000	0.000	0.569	0.000	0.468	0.761
HNRNPA2B1	RAF1	1853084	1844086	ENSP00000346694	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.808	0.808
OBSCN	ARHGAP22	1862970	1843969	ENSP00000455507	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CDC42	EXOC4	1849707	1844259	ENSP00000314458	ENSP00000253861	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.677	0.871
INPP5B	ABR	1855808	1848581	ENSP00000362115	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.072	0.903
SLC6A5	GPHN	1861968	1861331	ENSP00000434364	ENSP00000417901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.720
MYO10	ACTR3	1861521	1845311	ENSP00000421280	ENSP00000263238	0.000	0.000	0.000	0.000	0.000	0.190	0.900	0.207	0.930
PABPC1	SMG6	1849591	1845276	ENSP00000313007	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.187	0.915
MYO9B	TRIO	1858475	1852198	ENSP00000380444	ENSP00000339299	0.000	0.000	0.000	0.000	0.069	0.000	0.900	0.000	0.902
COL23A1	COL5A2	1857880	1856195	ENSP00000375069	ENSP00000364000	0.000	0.000	0.000	0.651	0.000	0.000	0.900	0.000	0.900
CNR2	NPY1R	1856124	1854180	ENSP00000363596	ENSP00000354652	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HNRNPUL1	PRPF6	1857971	1845854	ENSP00000375863	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PEX5	SLC25A17	1860660	1859511	ENSP00000407401	ENSP00000390722	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.758	0.758
DUT	ITPA	1857313	1857158	ENSP00000370376	ENSP00000369456	0.000	0.000	0.000	0.000	0.181	0.000	0.800	0.290	0.873
CDC42	PAK2	1849707	1849679	ENSP00000314458	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.996	0.900	0.889	0.999
DDX17	ESR1	1858423	1842435	ENSP00000380033	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.902	0.900	0.358	0.993
DIEXF	DUS1L	1861391	1848542	ENSP00000419005	ENSP00000303515	0.000	0.000	0.000	0.000	0.660	0.000	0.000	0.485	0.817
INPP5B	TIAM2	1855808	1850911	ENSP00000362115	ENSP00000327315	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.107	0.906
HNRNPA2B1	RNPS1	1853084	1848328	ENSP00000346694	ENSP00000301730	0.000	0.000	0.000	0.000	0.135	0.103	0.900	0.207	0.930
POLE4	ITPA	1861462	1857158	ENSP00000420176	ENSP00000369456	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RASGRF1	PRKACB	1860566	1855328	ENSP00000405963	ENSP00000359719	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.114	0.815
OPRL1	NPY2R	1851923	1851488	ENSP00000336764	ENSP00000332591	0.000	0.000	0.000	0.692	0.000	0.000	0.900	0.104	0.902
HNRNPM	FUS	1850730	1844273	ENSP00000325376	ENSP00000254108	0.000	0.000	0.000	0.000	0.096	0.000	0.900	0.255	0.926
LPAR1	NFKB1	1853763	1843094	ENSP00000351755	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.160	0.912
GLI3	PRKACB	1858347	1855328	ENSP00000379258	ENSP00000359719	0.000	0.000	0.000	0.000	0.113	0.213	0.800	0.686	0.950
GNAS	PDE7B	1855402	1849328	ENSP00000360141	ENSP00000310661	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
TRIO	ARHGAP22	1852198	1843969	ENSP00000339299	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NDE1	PCM1	1852988	1850891	ENSP00000345892	ENSP00000327077	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.165	0.912
MCF2L	INPP5B	1862148	1855808	ENSP00000440374	ENSP00000362115	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.199	0.916
PAK2	RAF1	1849679	1844086	ENSP00000314067	ENSP00000251849	0.000	0.000	0.000	0.652	0.000	0.576	0.900	0.750	0.967
KAT5	NFKB1	1852315	1843094	ENSP00000340330	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.573	0.000	0.344	0.707
PSMB11	ORC1	1859133	1855507	ENSP00000386212	ENSP00000360621	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RPS6KA2	YBX1	1861695	1855704	ENSP00000427015	ENSP00000361626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.847	0.847
EZR	CDC42	1852156	1849707	ENSP00000338934	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.094	0.000	0.689	0.706
LPAR1	TRIO	1853763	1852198	ENSP00000351755	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.064	0.902
CDC42	ARHGAP20	1849707	1844774	ENSP00000314458	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.234	0.920
DYNC1H1	PCM1	1853378	1850891	ENSP00000348965	ENSP00000327077	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DCC	ELMO1	1859404	1849503	ENSP00000389140	ENSP00000312185	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.042	0.900
CD40	DYNC1H1	1855654	1853378	ENSP00000361359	ENSP00000348965	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.720
SCD	HCLS1	1855232	1850213	ENSP00000359380	ENSP00000320176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.800
GNAS	P2RY1	1855402	1848668	ENSP00000360141	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PPAP2C	CERS3	1851176	1846903	ENSP00000329697	ENSP00000284382	0.000	0.000	0.000	0.000	0.000	0.149	0.900	0.102	0.916
PPARG	NFKB1	1847090	1843094	ENSP00000287820	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.751	0.974
HTR2A	GPR17	1856916	1846273	ENSP00000367959	ENSP00000272644	0.000	0.000	0.000	0.638	0.000	0.000	0.900	0.000	0.900
PLD3	DGKD	1853368	1845472	ENSP00000348901	ENSP00000264057	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.098	0.905
DYNC1H1	NDE1	1853378	1852988	ENSP00000348965	ENSP00000345892	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.390	0.936
LPAR1	GRM8	1853763	1852779	ENSP00000351755	ENSP00000344173	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
HNRNPUL1	HNRNPA2B1	1857971	1853084	ENSP00000375863	ENSP00000346694	0.000	0.000	0.000	0.000	0.078	0.000	0.900	0.132	0.913
HDAC4	DNAJB6	1845573	1845081	ENSP00000264606	ENSP00000262177	0.000	0.000	0.000	0.000	0.000	0.808	0.000	0.151	0.830
ATP1B1	ABCA2	1854664	1852776	ENSP00000356789	ENSP00000344155	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.047	0.721
PRCP	PREP	1858097	1854953	ENSP00000377055	ENSP00000358106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
COL5A2	COL22A1	1856195	1848499	ENSP00000364000	ENSP00000303153	0.000	0.000	0.000	0.612	0.000	0.000	0.900	0.330	0.911
ARHGAP22	KALRN	1843969	1843581	ENSP00000249601	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.074	0.903
HTR2A	TRIO	1856916	1852198	ENSP00000367959	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.064	0.902
EPHB2	KALRN	1856154	1843581	ENSP00000363763	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.384	0.971
CHST2	NTAN1	1849019	1847083	ENSP00000307911	ENSP00000287706	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.862	0.862
NFATC2	NFATC1	1858353	1850967	ENSP00000379330	ENSP00000327850	0.000	0.000	0.000	0.872	0.000	0.000	0.900	0.841	0.910
RHOT2	KALRN	1850404	1843581	ENSP00000321971	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PDGFB	ERBB2	1851250	1846101	ENSP00000330382	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.397	0.874
HTR2A	KALRN	1856916	1843581	ENSP00000367959	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.150	0.911
PPAP2C	CHPT1	1851176	1843189	ENSP00000329697	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.356	0.932
OBSCN	KALRN	1862970	1843581	ENSP00000455507	ENSP00000240874	0.000	0.000	0.000	0.613	0.000	0.000	0.900	0.389	0.914
ABR	ARHGAP15	1848581	1847533	ENSP00000303909	ENSP00000295095	0.000	0.000	0.000	0.693	0.000	0.000	0.900	0.202	0.905
PABPC1	RNPS1	1849591	1848328	ENSP00000313007	ENSP00000301730	0.000	0.000	0.000	0.000	0.071	0.283	0.900	0.757	0.981
EZR	ELMO1	1852156	1849503	ENSP00000338934	ENSP00000312185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.820	0.820
HTR2A	P2RY1	1856916	1848668	ENSP00000367959	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.262	0.923
EIF2C3	PABPC1	1855848	1849591	ENSP00000362287	ENSP00000313007	0.000	0.000	0.000	0.000	0.140	0.064	0.000	0.754	0.784
MCF2L	CDC42	1862148	1849707	ENSP00000440374	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.915	0.900	0.226	0.992
LPAR1	LPAR6	1853763	1852804	ENSP00000351755	ENSP00000344353	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.677	0.966
TIAM2	KALRN	1850911	1843581	ENSP00000327315	ENSP00000240874	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.353	0.912
ARF6	ARAP3	1847953	1843522	ENSP00000298316	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.108	0.900	0.543	0.955
FKBP1A	TGFB1	1857423	1842869	ENSP00000371138	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.802	0.900	0.345	0.985
FOXA1	APOB	1844009	1843345	ENSP00000250448	ENSP00000233242	0.000	0.000	0.000	0.000	0.069	0.000	0.900	0.163	0.915
RPL34	PLEC	1858216	1850586	ENSP00000378160	ENSP00000323856	0.000	0.000	0.000	0.000	0.736	0.000	0.000	0.091	0.749
SEPT2	CDC42	1853952	1849707	ENSP00000353157	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.095	0.900	0.547	0.955
ABR	KALRN	1848581	1843581	ENSP00000303909	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.235	0.920
CDC42	ABR	1849707	1848581	ENSP00000314458	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.326	0.929
MUC4	TGFB1	1861298	1842869	ENSP00000417498	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.837	0.837
EZR	ERBB2	1852156	1846101	ENSP00000338934	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.425	0.000	0.745	0.847
NPHP4	IQCB1	1856823	1849434	ENSP00000367398	ENSP00000311505	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.771	0.771
P2RY1	KALRN	1848668	1843581	ENSP00000304767	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
FBLN2	COL18A1	1858906	1853197	ENSP00000384169	ENSP00000347665	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.435	0.744
GLI3	TGFB1	1858347	1842869	ENSP00000379258	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.711	0.711
TIAM2	ARHGAP15	1850911	1847533	ENSP00000327315	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TEK	NFKB1	1857139	1843094	ENSP00000369375	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.110	0.900	0.392	0.941
CDC42	ARAP3	1849707	1843522	ENSP00000314458	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.092	0.900	0.333	0.934
AGPAT1	GPAM	1852006	1845717	ENSP00000337463	ENSP00000265276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.819	0.819
ITPA	DTYMK	1857158	1848672	ENSP00000369456	ENSP00000304802	0.000	0.000	0.000	0.000	0.072	0.000	0.900	0.214	0.920
TIAM2	ARAP3	1850911	1843522	ENSP00000327315	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.112	0.907
FAM129B	DIO3	1855881	1853828	ENSP00000362409	ENSP00000352273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
DCC	KALRN	1859404	1843581	ENSP00000389140	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.323	0.000	0.591	0.711
ABR	ARHGAP22	1848581	1843969	ENSP00000303909	ENSP00000249601	0.000	0.000	0.000	0.628	0.000	0.000	0.900	0.065	0.900
CNR2	GPR17	1856124	1846273	ENSP00000363596	ENSP00000272644	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRLR	GH2	1857467	1851551	ENSP00000371432	ENSP00000333157	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PCNT	NDE1	1853867	1852988	ENSP00000352572	ENSP00000345892	0.000	0.000	0.000	0.000	0.000	0.110	0.900	0.235	0.925
MLL	TAF4	1862045	1844180	ENSP00000436786	ENSP00000252996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DYNC1H1	DYNC1I1	1853378	1850210	ENSP00000348965	ENSP00000320130	0.000	0.000	0.000	0.000	0.094	0.575	0.900	0.789	0.990
CD55	MRPS22	1849863	1849345	ENSP00000316333	ENSP00000310785	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.723	0.723
KAT5	FKBP5	1852315	1852076	ENSP00000340330	ENSP00000338160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.805	0.805
NPY1R	OPRL1	1854180	1851923	ENSP00000354652	ENSP00000336764	0.000	0.000	0.000	0.702	0.000	0.000	0.900	0.063	0.900
NFKB1	TGFB1	1843094	1842869	ENSP00000226574	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.942	0.942
KCNAB1	KCNQ2	1861449	1853793	ENSP00000419952	ENSP00000352035	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.427	0.940
PRLR	OPRL1	1857467	1851923	ENSP00000371432	ENSP00000336764	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.804	0.804
RET	RAP1GAP	1853238	1847204	ENSP00000347942	ENSP00000290101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.835	0.835
BAI1	ELMO1	1849594	1849503	ENSP00000313046	ENSP00000312185	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.439	0.751
ARHGAP15	KALRN	1847533	1843581	ENSP00000295095	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.054	0.901
MCF2L	ARAP3	1862148	1843522	ENSP00000440374	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NLK	SETDB1	1858963	1846207	ENSP00000384625	ENSP00000271640	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.268	0.965
GPR132	GPR17	1851080	1846273	ENSP00000328818	ENSP00000272644	0.000	0.000	0.000	0.724	0.000	0.000	0.900	0.000	0.900
ITPA	POLD3	1857158	1845392	ENSP00000369456	ENSP00000263681	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MCL1	DAD1	1854935	1844013	ENSP00000358022	ENSP00000250498	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.894	0.953
PRKACB	PDE4A	1855328	1846154	ENSP00000359719	ENSP00000270474	0.000	0.000	0.000	0.000	0.207	0.151	0.900	0.526	0.963
KAT5	ESR1	1852315	1842435	ENSP00000340330	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.955	0.000	0.358	0.970
