chr	start	end	H1	H2	H3	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51
chr10	6000001	8000000	0.757726201	0.799137831	0.785304366	0.782839056	0.734220473	0.795397877	0.788089849	0.771357959	0.760210804	0.775760812	0.764705882	0.764495717	0.77747303	0.742938659	0.763522749	0.752680733	0.756212322	0.769218007	0.791517116	0.799107412	0.742183721	0.747836581	0.780394737	0.797797174	0.791465716	0.78586484	0.763448978	0.775229358	0.758278146	0.788921026	0.766524217	0.781980417	0.777037698	0.779686009	0.765232211	0.746206175	0.758304307	0.756194934	0.765488215	0.705598958	0.689676617	0.420863887	0.51466578	0.469288041	0.476697736	0.762602445	0.769033477	0.684522018	0.768422268	0.759969616	0.749620829	0.725049477	0.777796369	0.762728785
chr10	8000001	10000000	0.753939607	0.786546688	0.754371495	0.764409791	0.730683306	0.772664291	0.762319851	0.76099803	0.755976917	0.76203966	0.763424559	0.74019133	0.754578755	0.763111503	0.754813137	0.773254316	0.745019028	0.748143416	0.774826839	0.798297504	0.731866002	0.722744317	0.758141554	0.785010707	0.788481316	0.756104953	0.73838776	0.751064549	0.737080561	0.78618545	0.748209018	0.766362013	0.7490472	0.768065672	0.757352941	0.746791569	0.760345893	0.748998574	0.742826573	0.694287508	0.686467266	0.343019445	0.512617817	0.400847948	0.35122683	0.71025641	0.759463249	0.624647069	0.720647773	0.737238979	0.733669246	0.715185885	0.752536924	0.753004164
chr10	10000001	12000000	0.763619705	0.801563072	0.799881306	0.78964497	0.756423371	0.800655469	0.802294134	0.780961112	0.772600948	0.773610112	0.783202631	0.766105907	0.764740451	0.757418273	0.779139737	0.774362066	0.768854065	0.783107729	0.788372002	0.807141517	0.751033111	0.756251873	0.786258465	0.80068618	0.797507095	0.78584505	0.764492238	0.79830363	0.782085102	0.805362955	0.78664008	0.778340936	0.775965158	0.775474957	0.782045184	0.748898678	0.794701367	0.777547746	0.768709876	0.740126838	0.726552553	0.415047421	0.542788928	0.493256002	0.453085376	0.753961886	0.793937628	0.677610579	0.751128818	0.780431686	0.753864272	0.749919015	0.792653713	0.7823574
chr10	12000001	14000000	0.794922737	0.820076137	0.804443661	0.80393301	0.7727028	0.814800339	0.801018498	0.800339201	0.787157107	0.797000454	0.7959042	0.78788934	0.777893795	0.789123196	0.793022159	0.785170524	0.798985651	0.776547652	0.819852941	0.816793078	0.756039368	0.774089207	0.800704465	0.805168448	0.804391037	0.816314571	0.787257906	0.793837182	0.772544662	0.809754738	0.799335298	0.814078305	0.791019956	0.788479263	0.786915078	0.774693923	0.792635246	0.792212829	0.795359594	0.759488318	0.740504436	0.609276142	0.71967719	0.691213056	0.701886792	0.804860056	0.794035012	0.767044493	0.798746518	0.783679268	0.770194247	0.787741064	0.806376941	0.795095829
chr10	14000001	16000000	0.769139778	0.80538612	0.786000892	0.787196981	0.739979208	0.797738012	0.795994451	0.774424879	0.766926303	0.788185815	0.785457595	0.769287154	0.75399922	0.772150007	0.788798371	0.775363653	0.765451416	0.785022924	0.79362264	0.803270774	0.742924302	0.756451043	0.78172079	0.797047008	0.78911273	0.79206088	0.768971039	0.782241543	0.761245314	0.794613024	0.778796427	0.781740488	0.770777187	0.774649115	0.788866711	0.752130239	0.785616125	0.772359765	0.762779962	0.732413793	0.706678818	0.439909681	0.616313528	0.513024064	0.56202234	0.783975511	0.78509657	0.705153949	0.756202805	0.759303012	0.747849015	0.748163202	0.782933378	0.774684197
chr10	16000001	18000000	0.774306467	0.812545375	0.793211255	0.806689342	0.727400816	0.801801802	0.810248378	0.790030211	0.772269706	0.792396133	0.785950283	0.773650057	0.766813815	0.769062748	0.78278901	0.790091571	0.751481709	0.784057022	0.799061905	0.808170644	0.751029834	0.765457613	0.793316937	0.804627089	0.801558511	0.789884237	0.770021526	0.788058571	0.765768194	0.793492077	0.780712166	0.78833036	0.786072002	0.771176146	0.780618916	0.752234882	0.80404908	0.778760495	0.770566995	0.73723168	0.740455213	0.490638268	0.557962476	0.506890254	0.5132402	0.761820955	0.789290936	0.694018635	0.767740936	0.773251029	0.762462362	0.746997598	0.788689301	0.778266914
chr10	18000001	20000000	0.780579182	0.810617163	0.795785742	0.798488937	0.769472927	0.801197334	0.795830055	0.774635537	0.770709382	0.794938539	0.794562755	0.767453225	0.761654629	0.768007948	0.786271958	0.78362256	0.790439276	0.794741533	0.793095227	0.807937164	0.768008064	0.760579958	0.796273671	0.810955432	0.802772574	0.798664215	0.778909207	0.800925926	0.76588785	0.801996333	0.784670141	0.785705763	0.795039164	0.779460608	0.796531145	0.782022722	0.78389771	0.777378678	0.762709928	0.742984852	0.759351918	0.404664624	0.652931671	0.51693099	0.431937173	0.747540081	0.812311266	0.686693697	0.78117843	0.77532291	0.765796125	0.784223301	0.781394301	0.772552146
chr10	20000001	22000000	0.77688728	0.805063291	0.802121771	0.797565094	0.73273405	0.787335144	0.800664833	0.788033271	0.770320803	0.785569106	0.7957993	0.777272727	0.78880539	0.776463512	0.784901758	0.776030987	0.764742141	0.780936581	0.800793617	0.81294762	0.741545297	0.765324736	0.794217244	0.809227769	0.806688312	0.796610886	0.77924788	0.786128972	0.77211616	0.794337194	0.797882184	0.778633796	0.778552582	0.779142474	0.781677833	0.765388128	0.775314979	0.76446281	0.777892455	0.771164801	0.726256983	0.568267594	0.697393201	0.566390788	0.555677095	0.773849936	0.775472397	0.694858798	0.76104016	0.789900332	0.764779425	0.763705482	0.784920016	0.771531776
chr10	22000001	24000000	0.703586586	0.770818089	0.734878298	0.737591208	0.672555078	0.751990899	0.74997192	0.733428879	0.714420181	0.715272638	0.726087951	0.704330911	0.705483029	0.695570217	0.706859206	0.737331701	0.676693152	0.706062504	0.76400626	0.763827355	0.665911731	0.671960125	0.741516369	0.763306553	0.761357633	0.758462946	0.71221567	0.721196612	0.679800617	0.743927297	0.727430723	0.73213346	0.748944761	0.729559064	0.715663691	0.689471091	0.717945772	0.701416702	0.740405867	0.684737878	0.578357636	0.526505513	0.667572379	0.52078125	0.623637345	0.755946225	0.700985568	0.66025825	0.716739491	0.693600103	0.697643763	0.68712908	0.768038592	0.709214419
chr10	24000001	26000000	0.766457542	0.795290942	0.774096887	0.770090576	0.740877883	0.776487224	0.779338363	0.756664198	0.748998397	0.768286573	0.777831403	0.744046503	0.753079948	0.764742015	0.756205185	0.744214079	0.752509821	0.77247469	0.781140042	0.784611977	0.743496829	0.733315548	0.775528247	0.797289295	0.791383377	0.777155307	0.752478519	0.772936989	0.755825176	0.783676849	0.771622327	0.768690025	0.772431605	0.77327888	0.778911031	0.750291375	0.768990505	0.770499529	0.758204169	0.732128514	0.70396545	0.530878144	0.634272114	0.542897328	0.592385843	0.755496174	0.78258317	0.686120117	0.74939676	0.750822486	0.766491228	0.746038831	0.767689288	0.758886256
chr10	26000001	28000000	0.765714761	0.795709478	0.791049336	0.768357873	0.7460172	0.797703916	0.777512222	0.767211967	0.757256461	0.747199807	0.769640979	0.750885478	0.755674573	0.756120178	0.740486883	0.773567251	0.75692369	0.770239453	0.794498382	0.789855568	0.739375929	0.73802916	0.767631027	0.78661265	0.787677249	0.780031005	0.749250421	0.769002842	0.737628148	0.796352834	0.771000587	0.765558734	0.764992335	0.762546982	0.758881119	0.756269523	0.758405978	0.754079605	0.764976959	0.721796657	0.697918348	0.50728985	0.651592642	0.550089011	0.564282038	0.761118618	0.769678786	0.712685019	0.74908985	0.743406458	0.768203883	0.739687848	0.787907327	0.757741536
chr10	28000001	30000000	0.7725859	0.811306811	0.800155723	0.791848971	0.746849943	0.807299147	0.793602661	0.786263287	0.775659824	0.78610584	0.775772509	0.769026679	0.77626753	0.763367652	0.779408444	0.778875849	0.748944078	0.771173944	0.790729073	0.819839389	0.74501461	0.754374801	0.801835813	0.803924886	0.794441228	0.796656193	0.771108927	0.782646094	0.753722154	0.804807046	0.779650655	0.789376953	0.779482648	0.782098387	0.770607512	0.752289446	0.778887446	0.773447537	0.775063799	0.747598389	0.73099592	0.514866878	0.733952428	0.61972034	0.69125132	0.80325238	0.780815498	0.739195046	0.765569219	0.753627828	0.765051174	0.772280702	0.794753797	0.770685579
chr10	30000001	32000000	0.752926289	0.798420087	0.780448503	0.773201076	0.745343268	0.792910276	0.792799261	0.784942606	0.751305601	0.770888594	0.777534749	0.764686947	0.748964565	0.760343184	0.763674129	0.768147346	0.755014572	0.773821774	0.802475361	0.813963732	0.740388235	0.750089356	0.776241557	0.797135741	0.792077331	0.790119336	0.777874118	0.781521243	0.758683287	0.792436306	0.772651007	0.787270642	0.767439863	0.76260635	0.76239614	0.743150954	0.755696065	0.764450948	0.77181622	0.73815621	0.712128592	0.530411032	0.716589256	0.565686419	0.659637027	0.795921986	0.768479777	0.725544923	0.764385475	0.752864157	0.74435591	0.737906137	0.793234588	0.769514066
chr10	32000001	34000000	0.783103859	0.815687444	0.79344859	0.79998073	0.754703116	0.801175517	0.804468038	0.793674699	0.783719548	0.808011596	0.791761666	0.778778546	0.774442302	0.779388403	0.772015127	0.789318238	0.806354009	0.784725227	0.811801724	0.817664694	0.755628402	0.765459493	0.804250173	0.80952381	0.810271421	0.812268151	0.779847857	0.793673219	0.777351248	0.802698441	0.798246508	0.796431886	0.784910224	0.789140271	0.772136597	0.757026292	0.789236605	0.769406393	0.779933939	0.775177441	0.722999827	0.607390817	0.760168166	0.658504081	0.708420936	0.817466267	0.769042199	0.767367658	0.786275794	0.7756	0.786469345	0.777777778	0.797801974	0.776526973
chr10	34000001	36000000	0.792781535	0.810697497	0.805856698	0.801841161	0.752965034	0.811297869	0.803080201	0.803304861	0.783306056	0.816450876	0.792197399	0.784383097	0.776537536	0.783386797	0.758153983	0.785495403	0.774739115	0.788395274	0.810440718	0.818067087	0.761339324	0.770205527	0.804857873	0.813949473	0.809266456	0.815375371	0.789278477	0.792658839	0.776301094	0.814286792	0.802037469	0.800485088	0.800743975	0.776587222	0.781825153	0.769588712	0.796139688	0.79000375	0.797347229	0.779446064	0.707748009	0.657863618	0.743008994	0.706738962	0.74646693	0.81805329	0.793067227	0.767780634	0.793239511	0.775635997	0.771344866	0.754251701	0.81522715	0.788520214
chr10	36000001	38000000	0.737139205	0.765870419	0.772355006	0.750682057	0.72731096	0.746091169	0.772970155	0.733546264	0.739229025	0.754703735	0.755616245	0.719455418	0.752121744	0.731661589	0.773535412	0.74586071	0.741290984	0.770530612	0.752768058	0.768955418	0.726136608	0.73026847	0.754509018	0.767415354	0.769225246	0.754758384	0.73761351	0.753765933	0.749767874	0.765396478	0.751349489	0.72955289	0.752878929	0.751522685	0.751231527	0.744449282	0.767549391	0.754534642	0.714901827	0.68839016	0.728871002	0.402616735	0.485420774	0.431396786	0.337443576	0.739947041	0.763097474	0.625614035	0.745561047	0.730656371	0.746108015	0.733867277	0.749055346	0.753355498
chr10	38000001	40000000	0.743576159	0.759074021	0.737341772	0.729852686	0.689667089	0.729043184	0.740977972	0.738029647	0.723826317	0.735875706	0.734511344	0.690523338	0.713508992	0.734629862	0.744008715	0.709894332	0.704702007	0.746407439	0.712585933	0.742620857	0.685838489	0.689779725	0.740359004	0.741171611	0.741556316	0.74692906	0.705768999	0.733408814	0.714790041	0.744262695	0.731070849	0.715646079	0.704015455	0.713900135	0.716751918	0.726548893	0.727171492	0.727188855	0.705146036	0.685585586	0.682939633	0.370836268	0.502039152	0.443847073	0.436923446	0.683843472	0.749073282	0.635787807	0.688768898	0.701784358	0.718079673	0.703105196	0.724076809	0.716546036
chr10	42000001	44000000	0.740188265	0.786552614	0.758427652	0.758915305	0.70900383	0.75627047	0.763127712	0.750916513	0.742938005	0.758968312	0.745672267	0.737990665	0.727945891	0.73685856	0.753871746	0.74506951	0.722815167	0.758637199	0.749490039	0.765390476	0.690973212	0.705224267	0.755235932	0.760836109	0.757066919	0.758221018	0.744423139	0.747521604	0.749263058	0.759355038	0.756606031	0.738981655	0.736457805	0.72267153	0.738491418	0.731146918	0.747102685	0.741294814	0.725545922	0.709877638	0.726976913	0.483134362	0.370401784	0.368800422	0.455488395	0.729072684	0.743040293	0.609052101	0.704151714	0.741980474	0.721708715	0.734129868	0.763478431	0.728317821
chr10	44000001	46000000	0.73988024	0.778073194	0.772189751	0.763580581	0.726351814	0.770653514	0.77713508	0.766973941	0.758265266	0.753055681	0.757228916	0.74790014	0.724810929	0.758187357	0.767936665	0.756462585	0.759435691	0.750762898	0.777304455	0.791024296	0.727044246	0.716733833	0.778114418	0.787075394	0.783452575	0.763560944	0.750895431	0.762516998	0.738095238	0.773709385	0.750711335	0.769456681	0.764465437	0.761793281	0.744699018	0.751187085	0.763505131	0.746925799	0.761700203	0.691086887	0.678965626	0.53751112	0.597797869	0.548244692	0.506158664	0.765657068	0.755000855	0.647768396	0.725706215	0.745212831	0.719733242	0.732109752	0.779678296	0.752348051
chr10	46000001	48000000	0.713866471	0.797217929	0.757603687	0.752027246	0.7158117	0.782139848	0.764839148	0.76996997	0.736267871	0.751965994	0.723002755	0.742588184	0.761694616	0.752743484	0.752530934	0.725883893	0.754441261	0.736064933	0.790340177	0.777281429	0.703802948	0.723732138	0.767973338	0.78934592	0.788661281	0.778612424	0.750287026	0.73823251	0.708598726	0.775267931	0.751166407	0.787022603	0.749413735	0.749316317	0.735773444	0.729333963	0.741524509	0.754689914	0.752729608	0.720909363	0.623674405	0.56998739	0.69924812	0.631620868	0.622548007	0.770526578	0.76466857	0.687545345	0.721906309	0.704519119	0.718690401	0.753526093	0.781286011	0.737877866
chr10	48000001	50000000	0.773387413	0.798561151	0.779232112	0.781178815	0.740420407	0.787374879	0.789635908	0.768613652	0.766644474	0.781204112	0.790883049	0.775592828	0.754065847	0.747401575	0.770416667	0.790678988	0.762	0.773970232	0.797383212	0.802511078	0.728253475	0.746618463	0.776648272	0.801610905	0.809161274	0.804062803	0.763748191	0.786792833	0.775922878	0.7896701	0.759145404	0.789911596	0.76505754	0.762817841	0.765200517	0.758789861	0.765414847	0.756753893	0.776984289	0.710955711	0.708955224	0.538077403	0.614747815	0.57998615	0.555891239	0.781068334	0.811104911	0.688388877	0.743293247	0.752255087	0.759464845	0.750671842	0.78013766	0.77375088
chr10	50000001	52000000	0.739967725	0.790981879	0.762520791	0.758612411	0.715929361	0.761607762	0.757571259	0.761162791	0.722863136	0.752564691	0.75064961	0.735478745	0.728128797	0.718663652	0.731312435	0.758867455	0.729332369	0.733849641	0.773982665	0.798921591	0.717373296	0.704576772	0.763209393	0.770692768	0.778808208	0.762572806	0.733421168	0.752011876	0.710495183	0.757395093	0.754182097	0.752444742	0.738786591	0.76061018	0.743482224	0.709412023	0.731375986	0.738145331	0.762964123	0.700700488	0.64176208	0.551700587	0.651113216	0.607468643	0.63301105	0.74123511	0.752071522	0.684400206	0.727746669	0.717633929	0.723530757	0.700621712	0.771732333	0.730053383
chr10	52000001	54000000	0.740932005	0.803326243	0.781813865	0.75465161	0.744325347	0.786637087	0.773640297	0.779935275	0.751504054	0.754419677	0.77675841	0.749280436	0.748753356	0.780157224	0.768807339	0.762050238	0.759987984	0.768180408	0.789021316	0.795117371	0.744127667	0.738377338	0.778593553	0.781540997	0.804901701	0.769675926	0.762644269	0.786992734	0.740080823	0.796416938	0.765693431	0.770061728	0.771417975	0.77470726	0.770061402	0.753289878	0.7704747	0.749302116	0.749546984	0.699430626	0.702762431	0.603981979	0.707844348	0.654009936	0.483598041	0.737144708	0.780726257	0.688480502	0.735981308	0.732193197	0.720018775	0.739064857	0.779181471	0.763784461
chr10	54000001	56000000	0.752747947	0.773818745	0.777806188	0.768646777	0.722294796	0.770685262	0.76623985	0.758638276	0.737063304	0.764500485	0.768504772	0.746775289	0.771144279	0.74906367	0.776226415	0.74381942	0.760646565	0.77099558	0.761799874	0.77703933	0.729326262	0.734044556	0.764713095	0.766201275	0.783102253	0.753574243	0.743575243	0.76252034	0.726585546	0.78011611	0.746055154	0.758004038	0.739261872	0.768321867	0.752295684	0.745553293	0.760066189	0.753571429	0.736397388	0.730518473	0.715412792	0.56871832	0.720580612	0.638992152	0.525688208	0.742034866	0.783045977	0.683179995	0.734517523	0.747920294	0.717916137	0.736111111	0.762746088	0.750159236
chr10	56000001	58000000	0.719382239	0.756491381	0.74437299	0.718688845	0.699318801	0.720926756	0.737222418	0.721923536	0.741819372	0.736962025	0.728573253	0.704648128	0.699424736	0.726754542	0.745325022	0.695758564	0.709342561	0.746923077	0.736394759	0.75353987	0.706691321	0.69904446	0.735849057	0.745049955	0.751152998	0.719798235	0.712725125	0.734636265	0.723697971	0.748875141	0.71747627	0.713847726	0.715282935	0.726376914	0.745434111	0.707586669	0.7425546	0.709262341	0.709519821	0.693181818	0.697003745	0.452642595	0.686015416	0.561983471	0.324923958	0.669959969	0.740874593	0.617069062	0.697388172	0.701848249	0.71111777	0.694300518	0.728727072	0.709066306
chr10	58000001	60000000	0.728909388	0.74519122	0.75911252	0.724266418	0.705866414	0.739615623	0.741816844	0.718954248	0.720486682	0.753603294	0.73800372	0.708686014	0.710334789	0.724045546	0.728886756	0.727671451	0.730307577	0.758676452	0.734046523	0.757390089	0.712643678	0.71641791	0.736554501	0.737216042	0.752897351	0.73317245	0.718303436	0.744022651	0.727444795	0.761248085	0.730016462	0.725957447	0.723410901	0.721525986	0.753204254	0.712484036	0.752011263	0.72647562	0.704196816	0.70573108	0.697584879	0.501679543	0.698868847	0.56221409	0.495951885	0.717026585	0.736593592	0.621123219	0.719852105	0.717097463	0.710262829	0.725735294	0.724783862	0.713400465
chr10	60000001	62000000	0.743949454	0.795126354	0.757073565	0.749291945	0.711955514	0.778911147	0.771305436	0.747243052	0.754102376	0.780913126	0.746983409	0.742267294	0.761458682	0.752856433	0.756378009	0.762621789	0.704472843	0.765430963	0.783553773	0.789696169	0.7179883	0.726084078	0.764637002	0.795278608	0.783187682	0.785584557	0.753630766	0.752607459	0.737865638	0.785911017	0.764200104	0.747210031	0.767292043	0.731937318	0.761756704	0.724052066	0.738623104	0.753682155	0.756235294	0.726817043	0.66439483	0.668445539	0.73111457	0.694878201	0.688212928	0.79527037	0.750543347	0.707289508	0.742170742	0.712778048	0.742194093	0.738150141	0.762964717	0.747590446
chr10	62000001	64000000	0.772598425	0.807052562	0.792632204	0.788864951	0.752660054	0.791079539	0.797942888	0.779162456	0.768639855	0.783995991	0.779587305	0.7689998	0.775676557	0.772168119	0.760541221	0.775200458	0.771465969	0.780104712	0.795560511	0.799932779	0.737965415	0.766868602	0.797943768	0.802438506	0.799429206	0.79966962	0.773446297	0.795327461	0.748406628	0.791604198	0.772512454	0.774072686	0.785931345	0.78372591	0.788989102	0.76423961	0.777896996	0.764423077	0.775	0.74408284	0.721126083	0.662584118	0.737505628	0.669088507	0.702658112	0.785804108	0.776744186	0.707394857	0.775766017	0.78401098	0.737448381	0.759598494	0.781728279	0.765992346
chr10	64000001	66000000	0.764879139	0.79245608	0.800696864	0.773354397	0.725039422	0.791962175	0.794569536	0.768995679	0.765199637	0.765725385	0.774891775	0.758074386	0.747871046	0.759952038	0.796004843	0.789654187	0.750882145	0.76937823	0.788779874	0.791101871	0.731962456	0.734561991	0.791496565	0.78741127	0.789731241	0.793592359	0.762200933	0.785253591	0.758991126	0.783413693	0.767846846	0.752739974	0.777634547	0.766912345	0.752515777	0.755036677	0.767824497	0.773278177	0.757164942	0.714346804	0.694320487	0.588999447	0.713355049	0.625307461	0.620406824	0.775535505	0.742612594	0.686505305	0.741546335	0.748180062	0.761107667	0.767221972	0.773773889	0.76356934
chr10	66000001	68000000	0.756768559	0.786652079	0.790500424	0.781181619	0.745567491	0.782053165	0.773405699	0.769335698	0.756327251	0.787344633	0.785365286	0.749440062	0.774147045	0.770251872	0.775688073	0.775411061	0.765037594	0.77832573	0.777874564	0.79115759	0.732465814	0.74217297	0.779174147	0.77845799	0.78115653	0.776279013	0.762335643	0.766342289	0.767024305	0.774916013	0.77237588	0.758082859	0.760165501	0.763078022	0.787601626	0.769910109	0.78649635	0.770907942	0.751758499	0.750361795	0.745614035	0.622113366	0.741578014	0.649210308	0.516256386	0.771986971	0.7762309	0.686810155	0.767179769	0.755276156	0.749712974	0.768353528	0.764380531	0.747589021
chr10	68000001	70000000	0.771658757	0.800324968	0.795336248	0.791284404	0.749341656	0.795539513	0.789181495	0.777495379	0.756336261	0.781000848	0.795486601	0.753993862	0.752333094	0.762957317	0.774901704	0.749517685	0.779665516	0.788620172	0.789548769	0.794792206	0.755241265	0.749330446	0.785803097	0.788370675	0.799084478	0.795286058	0.762801961	0.776674534	0.752808989	0.788000871	0.798605524	0.782858671	0.779229954	0.768761794	0.776508972	0.77130664	0.770369192	0.774736148	0.759382453	0.774122807	0.742077922	0.614211047	0.728710616	0.658987784	0.57793181	0.795539033	0.775351406	0.708270677	0.759813706	0.772978761	0.755514706	0.759517426	0.781242387	0.778360049
chr10	70000001	72000000	0.756523408	0.789219928	0.79121318	0.784415048	0.73152015	0.792098136	0.777717685	0.762179668	0.749125596	0.767629456	0.776829414	0.763005513	0.767821147	0.746420048	0.762372567	0.785267035	0.754215567	0.763515017	0.806126858	0.799832711	0.726689951	0.73593392	0.778228807	0.802645592	0.794095983	0.79940424	0.761605527	0.766284209	0.74605989	0.794684207	0.769317161	0.782848216	0.765817223	0.750848235	0.745264744	0.720594892	0.762980646	0.756995582	0.778303604	0.742574257	0.671786938	0.643647913	0.666360229	0.656006768	0.693337873	0.790580191	0.75390625	0.717644734	0.759311995	0.754044046	0.74676354	0.772260274	0.797562119	0.750677729
chr10	72000001	74000000	0.754118051	0.78680203	0.770472792	0.788890986	0.726240879	0.785922684	0.780130152	0.770496188	0.746618027	0.774011299	0.762769078	0.756749785	0.752407153	0.743762643	0.752827405	0.766101695	0.747294175	0.748315888	0.793436944	0.797804777	0.721446403	0.731141151	0.780118541	0.782762829	0.791592996	0.781840052	0.750588375	0.759088582	0.730866987	0.76930843	0.772265914	0.7702778	0.766316065	0.761926648	0.743496841	0.726171388	0.748042068	0.758622136	0.754078149	0.730467177	0.672668272	0.575807245	0.675609433	0.646845338	0.633293124	0.781289046	0.758696795	0.713707246	0.747460236	0.736367432	0.739763314	0.739205314	0.788318268	0.7431997
chr10	74000001	76000000	0.776835928	0.837902265	0.814083458	0.801787452	0.756378125	0.8038245	0.792838019	0.797272961	0.772344322	0.774077309	0.776529161	0.778767718	0.778231	0.766725044	0.773857983	0.779488341	0.761804087	0.784040702	0.822864626	0.812424517	0.730067744	0.764839034	0.806319485	0.82004659	0.813876004	0.822195255	0.791062657	0.788437464	0.758296589	0.799966578	0.797922313	0.793405512	0.797877085	0.778299825	0.770640992	0.769455176	0.790702656	0.787273357	0.797430725	0.75877193	0.696779834	0.74121552	0.74930785	0.743503772	0.760949712	0.82552534	0.791221069	0.77645601	0.777412907	0.76619883	0.772224086	0.771521976	0.817841079	0.795818221
chr10	76000001	78000000	0.793348543	0.828037099	0.815147265	0.815789474	0.775894938	0.80928406	0.805597668	0.799908717	0.780574827	0.774003303	0.804693531	0.800119332	0.788367922	0.785586659	0.805903648	0.795206972	0.801320755	0.77563161	0.821145153	0.82915019	0.75944185	0.768197825	0.811951664	0.827273912	0.823686737	0.822974176	0.791088981	0.801603693	0.783879781	0.822999654	0.792673571	0.81362916	0.796304893	0.793135222	0.785331207	0.772755418	0.781476449	0.804437141	0.809649703	0.753418047	0.749117795	0.721631615	0.772269633	0.73306866	0.768211921	0.82992652	0.785009521	0.799799943	0.801321378	0.785031238	0.785788382	0.774751564	0.816747704	0.78449989
chr10	78000001	80000000	0.790497997	0.809588422	0.814191464	0.809631236	0.769574037	0.827490421	0.802726978	0.785557247	0.775385223	0.795718515	0.794552473	0.792108906	0.780432822	0.796898928	0.794754572	0.807129799	0.797239321	0.802410974	0.80972714	0.824338126	0.763081042	0.770452339	0.80356556	0.817433647	0.819692826	0.811534454	0.77908338	0.803950913	0.761379664	0.810436545	0.779233106	0.795024061	0.802882503	0.798082283	0.789386857	0.7782223	0.798666064	0.789256453	0.792535422	0.774678837	0.741122384	0.632587194	0.660872714	0.709804833	0.685118099	0.812322454	0.791393512	0.756411978	0.779936257	0.778900256	0.784807985	0.780565371	0.800868274	0.783245266
chr10	80000001	82000000	0.741930967	0.79128886	0.763359665	0.763901112	0.723408029	0.78226506	0.762593783	0.764633546	0.741548125	0.765825281	0.763969571	0.765223929	0.7375685	0.750585872	0.744399642	0.774514134	0.737035901	0.751595745	0.772936985	0.787149275	0.722678271	0.718057673	0.776726195	0.785901153	0.774300932	0.787117509	0.753530509	0.764757039	0.743140965	0.771491435	0.755712961	0.768722681	0.736312944	0.763107236	0.748586181	0.731977526	0.735958254	0.749594814	0.748246844	0.728134597	0.677032547	0.600777176	0.723074358	0.65238764	0.652871514	0.792030039	0.759144626	0.732016925	0.762569832	0.721689895	0.752542888	0.713796325	0.76802622	0.738676298
chr10	82000001	84000000	0.753067815	0.776586694	0.770754904	0.750276121	0.712418301	0.767129684	0.75726543	0.758263552	0.732504604	0.771028037	0.762240927	0.737824918	0.731254147	0.7513487	0.760185492	0.750868056	0.724376389	0.760588984	0.768902696	0.776228776	0.705259259	0.713954309	0.764202676	0.774007	0.775357386	0.754931017	0.73426686	0.766311787	0.745920366	0.769716426	0.753177581	0.743289474	0.744887467	0.758265009	0.756195335	0.731196337	0.754344624	0.747298229	0.727000748	0.722818479	0.677612603	0.534262191	0.644531701	0.596769278	0.558193091	0.750506108	0.72979415	0.657069029	0.750096637	0.742954879	0.718586387	0.737894737	0.753596905	0.721172548
chr10	84000001	86000000	0.716874847	0.765619011	0.757294143	0.737927501	0.708908542	0.745896342	0.755979413	0.722520107	0.738955823	0.731810193	0.743173355	0.717619126	0.708573626	0.742253521	0.767000716	0.718900344	0.713339356	0.753560246	0.74890817	0.758555885	0.698773918	0.707564576	0.735421567	0.758869963	0.757775943	0.730042136	0.728209041	0.731368838	0.710659898	0.742078733	0.735483871	0.722735946	0.733837521	0.728782288	0.74230431	0.705574673	0.745150502	0.737112011	0.704473936	0.683050847	0.668915273	0.514541695	0.578028747	0.534891486	0.423474178	0.71023766	0.747027924	0.605125977	0.711257654	0.724886707	0.717715618	0.707091172	0.719536293	0.731338632
chr10	86000001	88000000	0.74367121	0.779284165	0.7795161	0.765455351	0.736174309	0.773096387	0.766253237	0.755281501	0.759010601	0.764266507	0.758290016	0.735402265	0.741661422	0.749000235	0.770034843	0.749357693	0.753803941	0.773130435	0.771207936	0.783771654	0.729320964	0.734038164	0.770059122	0.77339355	0.774926625	0.763455863	0.751382759	0.755487853	0.746474087	0.773426573	0.757110284	0.748425247	0.735290846	0.743684887	0.767454747	0.743696066	0.763329384	0.756619938	0.742797	0.751074904	0.701052632	0.532057654	0.667653759	0.650471143	0.493653749	0.757895482	0.767478934	0.72801636	0.730991967	0.736365082	0.752051836	0.734284999	0.757852729	0.756315422
chr10	88000001	90000000	0.748102427	0.792362003	0.766385373	0.761388889	0.713876667	0.781575657	0.787201506	0.778506271	0.736347959	0.76922123	0.743271222	0.753754987	0.730094124	0.747328244	0.733013387	0.759138223	0.729484456	0.736155151	0.80659811	0.793695132	0.719918799	0.713636536	0.785414768	0.793692777	0.791630592	0.788423898	0.746561104	0.749012804	0.720168399	0.769431921	0.758641786	0.775560562	0.752931245	0.769872482	0.740470279	0.731817786	0.75616968	0.743095267	0.773599471	0.709138985	0.6596139	0.681175323	0.714231318	0.674237508	0.716393171	0.789294167	0.739530133	0.716578306	0.74722088	0.742227816	0.718884832	0.738712972	0.801903015	0.74076554
