	value	Group
3278	0	NP-Kun
3279	0	NP-Kun
3280	0	NP-Kun
3281	0	NP-Kun
3282	0	NP-Kun
3283	0	NP-Kun
3284	0.0181818181818182	NP-Kun
3285	0.00980392156862745	NP-Kun
3286	0	NP-Kun
3287	0	NP-Kun
3288	0	NP-Kun
3289	0	NP-Kun
3290	0	NP-Kun
3291	0.0416666666666667	NP-Kun
3292	0.0666666666666667	NP-Kun
3293	0	NP-Kun
3294	0	NP-Kun
3295	0	NP-Kun
3296	0	NP-Kun
3297	0	NP-Kun
3298	0	NP-Kun
3299	0	NP-Kun
3300	0.222222222222222	NP-Kun
3301	0.0107142857142857	NP-Kun
3302	0	NP-Kun
3303	0	NP-Kun
3304	0	NP-Kun
3305	0.333333333333333	NP-Kun
3306	0	NP-Kun
3307	0	NP-Kun
3308	0	NP-Kun
3309	0	NP-Kun
3310	0	NP-Kun
3311	NA	NP-Kun
3312	0	NP-Kun
3313	0	NP-Kun
3314	0	NP-Kun
3315	0	NP-Kun
3316	0	NP-Kun
3317	0	NP-Kun
3318	0.00476190476190476	NP-Kun
3319	NA	NP-Kun
3320	0	NP-Kun
3321	0.00226757369614512	NP-Kun
3322	0	NP-Kun
3323	0	NP-Kun
3324	0	NP-Kun
3325	0	NP-Kun
3326	0.219444444444444	NP-Kun
3327	0	NP-Kun
3328	0	NP-Kun
3329	0.0753968253968254	NP-Kun
3330	0	NP-Kun
3331	0	NP-Kun
3332	0	NP-Kun
3333	0.0833333333333333	NP-Kun
3334	0	NP-Kun
3335	0	NP-Kun
3336	0.068287037037037	NP-Kun
3337	0.0104166666666667	NP-Kun
3338	0.135	NP-Kun
3339	0	NP-Kun
3340	0	NP-Kun
3341	0	NP-Kun
3342	0	NP-Kun
3343	0.0446428571428571	NP-Kun
3344	0	NP-Kun
3345	0.111111111111111	NP-Kun
3346	NA	NP-Kun
3347	0	NP-Kun
3348	0	NP-Kun
3349	0.0555555555555556	NP-Kun
3350	0	NP-Kun
3351	0.0166666666666667	NP-Kun
3352	0	NP-Kun
3353	0	NP-Kun
3354	0.0025062656641604	NP-Kun
3355	0	NP-Kun
3356	0	NP-Kun
3357	0	NP-Kun
3358	0	NP-Kun
3359	0.0416666666666667	NP-Kun
3360	0.0208333333333333	NP-Kun
3361	0.00297619047619048	NP-Kun
3362	0.162142857142857	NP-Kun
3363	0.0580952380952381	NP-Kun
3364	0	NP-Kun
3365	0.0555555555555556	NP-Kun
3366	0	NP-Kun
3367	0	NP-Kun
3368	0.452009894867038	NP-Kun
3369	NA	NP-Kun
3370	0	NP-Kun
3371	0.0185185185185185	NP-Kun
3372	0	NP-Kun
3373	0.424242424242424	NP-Kun
3374	0	NP-Kun
3375	0	NP-Kun
3376	0	NP-Kun
3377	0	NP-Kun
3378	0	NP-Kun
3379	0.00833333333333333	NP-Kun
3380	0	NP-Kun
3381	0.125	NP-Kun
3382	NA	NP-Kun
3383	0	NP-Kun
3384	0.0317460317460317	NP-Kun
3385	0	NP-Kun
3386	0	NP-Kun
3387	0	NP-Kun
3388	0	NP-Kun
3389	0.36734693877551	NP-Kun
3390	0	NP-Kun
3391	0.0555555555555556	NP-Kun
3392	0	NP-Kun
3393	0.00666666666666667	NP-Kun
3394	0	NP-Kun
3395	NA	NP-Kun
3396	0.0714285714285714	NP-Kun
3397	0.0105263157894737	NP-Kun
3398	0	NP-Kun
3399	0.0555555555555556	NP-Kun
3400	0.0113445378151261	NP-Kun
3401	0.00617283950617284	NP-Kun
3402	0.0196078431372549	NP-Kun
3403	0	NP-Kun
3404	0	NP-Kun
3405	NA	NP-Kun
3406	0	NP-Kun
3407	NA	NP-Kun
3408	0.00934533302954356	NP-Kun
3409	0.0072463768115942	NP-Kun
3410	0	NP-Kun
3411	0.333333333333333	NP-Kun
3412	0.0636363636363636	NP-Kun
3413	0	NP-Kun
3414	0	NP-Kun
3415	0.125	NP-Kun
3416	0	NP-Kun
3417	0	NP-Kun
3418	0	NP-Kun
3419	0	NP-Kun
3420	0	NP-Kun
3421	0.0333333333333333	NP-Kun
3422	0.00925925925925926	NP-Kun
3423	NA	NP-Kun
3424	0	NP-Kun
3425	0.016374269005848	NP-Kun
3426	0.0354166666666667	NP-Kun
3427	0	NP-Kun
3428	0.0476190476190476	NP-Kun
3429	0	NP-Kun
3430	0	NP-Kun
3431	0.00714285714285714	NP-Kun
3432	0	NP-Kun
3433	0	NP-Kun
3434	0.025	NP-Kun
3435	0.0972222222222222	NP-Kun
3436	NA	NP-Kun
3437	0	NP-Kun
3438	NA	NP-Kun
3439	0	NP-Kun
3440	0.0694444444444444	NP-Kun
3441	0	NP-Kun
3442	0	NP-Kun
3443	0	NP-Kun
3444	0.0238095238095238	NP-Kun
3445	0	NP-Kun
3446	0.115079365079365	NP-Kun
3447	0	NP-Kun
3448	0	NP-Kun
3449	0	NP-Kun
3450	0.00183150183150183	NP-Kun
3451	0	NP-Kun
3452	0	NP-Kun
3453	0	NP-Kun
3454	0	NP-Kun
3455	0	NP-Kun
3456	0	NP-Kun
3457	0.0833333333333333	NP-Kun
3458	0	NP-Kun
3459	0.0839285714285714	NP-Kun
3460	0.190277777777778	NP-Kun
3461	0.00833333333333333	NP-Kun
3462	0.0166666666666667	NP-Kun
3463	0	NP-Kun
3464	0.0111111111111111	NP-Kun
3465	0	NP-Kun
3466	0	NP-Kun
3467	0.0512820512820513	NP-Kun
3468	0.00980392156862745	NP-Kun
3469	0	NP-Kun
3470	0	NP-Kun
3471	0	NP-Kun
3472	0.0333333333333333	NP-Kun
3473	0	NP-Kun
3474	0	NP-Kun
3475	0.0416666666666667	NP-Kun
3476	0	NP-Kun
3477	0	NP-Kun
3478	0	NP-Kun
3479	0	NP-Kun
3480	0	NP-Kun
3481	0	NP-Kun
3482	0	NP-Kun
3483	NA	NP-Kun
3484	NA	NP-Kun
3485	0	NP-Kun
3486	0.125	NP-Kun
3487	0.00952380952380952	NP-Kun
3488	0.333333333333333	NP-Kun
3489	0	NP-Kun
3490	0	NP-Kun
3491	0.035042735042735	NP-Kun
3492	0	NP-Kun
3493	0	NP-Kun
3494	0	NP-Kun
3495	0.145833333333333	NP-Kun
3496	0.0025062656641604	NP-Kun
3497	0	NP-Kun
3498	0	NP-Kun
3499	0.0416666666666667	NP-Kun
3500	0	NP-Kun
3501	0.37037037037037	NP-Kun
3502	0	NP-Kun
3503	0.0708333333333333	NP-Kun
3504	0	NP-Kun
3505	0	NP-Kun
3506	0	NP-Kun
3507	0	NP-Kun
3508	NA	NP-Kun
3509	0	NP-Kun
3510	0.00666666666666667	NP-Kun
3511	0.0303030303030303	NP-Kun
3512	0.0256410256410256	NP-Kun
3513	0.00454545454545455	NP-Kun
3514	NA	NP-Kun
3515	0	NP-Kun
3516	0	NP-Kun
3517	NA	NP-Kun
3518	0.0416666666666667	NP-Kun
3519	0	NP-Kun
3520	0.0833333333333333	NP-Kun
3521	0.177777777777778	NP-Kun
3522	0	NP-Kun
3523	0	NP-Kun
3524	0	NP-Kun
3525	0	NP-Kun
3526	0	NP-Kun
3527	0	NP-Kun
3528	0.0555555555555556	NP-Kun
3529	0	NP-Kun
3530	0	NP-Kun
3531	0	NP-Kun
3532	0	NP-Kun
3533	0	NP-Kun
3534	0.277777777777778	NP-Kun
3535	0	NP-Kun
3536	0	NP-Kun
3537	0	NP-Kun
3538	0	NP-Kun
3539	0	NP-Kun
3540	0.142857142857143	NP-Kun
3541	0	NP-Kun
3542	NA	NP-Kun
3543	0.0111111111111111	NP-Kun
3544	0.0222222222222222	NP-Kun
3545	0	NP-Kun
3546	0	NP-Kun
3547	0	NP-Kun
3548	0	NP-Kun
3549	0	NP-Kun
3550	0	NP-Kun
3551	0.177777777777778	NP-Kun
3552	0	NP-Kun
3553	0	NP-Kun
3554	0	NP-Kun
3555	0.0703703703703704	NP-Kun
3556	0.00223214285714286	NP-Kun
3557	0.025	NP-Kun
3558	0.0162347155768208	NP-Kun
3559	0.0087719298245614	NP-Kun
3560	0.0238095238095238	NP-Kun
3561	0	NP-Kun
3562	0	NP-Kun
3563	0	NP-Kun
3564	0	NP-Kun
3565	0.0416666666666667	NP-Kun
3566	0.0128205128205128	NP-Kun
3567	0	NP-Kun
3568	0	NP-Kun
3569	0	NP-Kun
3570	0	NP-Kun
3571	NA	NP-Kun
3572	0.00476190476190476	NP-Kun
3573	0	NP-Kun
3574	0.0142857142857143	NP-Kun
3575	0	NP-Kun
3576	0	NP-Kun
3577	0.0555555555555556	NP-Kun
3578	0	NP-Kun
3579	0.00980392156862745	NP-Kun
3580	0	NP-Kun
3581	0	NP-Kun
3582	0.00555555555555555	NP-Kun
3583	0	NP-Kun
3584	0	NP-Kun
3585	NA	NP-Kun
3586	0.0666666666666667	NP-Kun
3587	0.0238095238095238	NP-Kun
3588	0.01	NP-Kun
3589	0	NP-Kun
3590	0	NP-Kun
3591	0	NP-Kun
3592	0	NP-Kun
3593	0.00769230769230769	NP-Kun
3594	0	NP-Kun
3595	0.000712250712250712	NP-Kun
3596	0.0416666666666667	NP-Kun
3597	0	NP-Kun
3598	0.0128205128205128	NP-Kun
3599	NA	NP-Kun
3600	0	NP-Kun
3601	0	NP-Kun
3602	NA	NP-Kun
3603	0.0813004926108374	NP-Kun
3604	0.00925925925925926	NP-Kun
3605	0	NP-Kun
3606	0	NP-Kun
3607	0.0104166666666667	NP-Kun
3608	0.00793650793650794	NP-Kun
3609	0	NP-Kun
3610	0	NP-Kun
3611	0	NP-Kun
3612	0	NP-Kun
3613	0	NP-Kun
3614	0	NP-Kun
3615	0	NP-Kun
3616	0	NP-Kun
3617	0.0151515151515152	NP-Kun
3618	0	NP-Kun
3619	0.00555555555555555	NP-Kun
3620	0	NP-Kun
3621	0	NP-Kun
3622	0	NP-Kun
3623	0	NP-Kun
3624	NA	NP-Kun
3625	0.138888888888889	NP-Kun
3626	0	NP-Kun
3627	0	NP-Kun
3628	0.00793650793650794	NP-Kun
3629	0.05	NP-Kun
3630	0.0196078431372549	NP-Kun
3631	0	NP-Kun
3632	0	NP-Kun
3633	NA	NP-Kun
3634	0	NP-Kun
3635	0	NP-Kun
3636	0	NP-Kun
3637	0	NP-Kun
3638	0	NP-Kun
3639	0.0166666666666667	NP-Kun
3640	0	NP-Kun
3641	0.110119047619048	NP-Kun
3642	0	NP-Kun
3643	0	NP-Kun
3644	0	NP-Kun
3645	NA	NP-Kun
3646	0.0102564102564103	NP-Kun
3647	0	NP-Kun
3648	0	NP-Kun
3649	0.00606060606060606	NP-Kun
3650	NA	NP-Kun
3651	0	NP-Kun
3652	0	NP-Kun
3653	0	NP-Kun
3654	0.00625	NP-Kun
3655	0	NP-Kun
3656	0	NP-Kun
3657	0	NP-Kun
3658	0	NP-Kun
3659	0	NP-Kun
3660	0	NP-Kun
3661	0	NP-Kun
3662	0	NP-Kun
3663	0.00666666666666667	NP-Kun
3664	NA	NP-Kun
3665	0	NP-Kun
3666	0	NP-Kun
3667	0.00588235294117647	NP-Kun
3668	0	NP-Kun
3669	0	NP-Kun
3670	0.0133333333333333	NP-Kun
3671	NA	NP-Kun
3672	NA	NP-Kun
3673	0	NP-Kun
3674	0.163333333333333	NP-Kun
3675	0	NP-Kun
3676	0	NP-Kun
3677	0	NP-Kun
3678	0	NP-Kun
3679	0	NP-Kun
3680	0	NP-Kun
3681	0.0333333333333333	NP-Kun
3682	0	NP-Kun
3683	0	NP-Kun
3684	0	NP-Kun
3685	0.00416666666666667	NP-Kun
3686	0.0151515151515152	NP-Kun
3687	0	NP-Kun
3688	0	NP-Kun
3689	0	NP-Kun
3690	0.0555555555555556	NP-Kun
3691	0	NP-Kun
3692	0	NP-Kun
3693	0	NP-Kun
3694	0.0208333333333333	NP-Kun
3695	0	NP-Kun
3696	0.0476190476190476	NP-Kun
3697	0.0119047619047619	NP-Kun
3698	0	NP-Kun
3699	0	NP-Kun
3700	NA	NP-Kun
3701	0	NP-Kun
3702	0	NP-Kun
3703	0	NP-Kun
3704	0	NP-Kun
3705	0	NP-Kun
3706	0	NP-Kun
3707	0	NP-Kun
3708	0.00476190476190476	NP-Kun
3709	NA	NP-Kun
3710	0	NP-Kun
3711	0.00226757369614512	NP-Kun
3712	0	NP-Kun
3713	0	NP-Kun
3714	0	NP-Kun
3715	0	NP-Kun
3716	0.219444444444444	NP-Kun
3717	0	NP-Kun
3718	0	NP-Kun
3719	0.0753968253968254	NP-Kun
3720	0	NP-Kun
3721	0	NP-Kun
3722	0	NP-Kun
3723	0.0833333333333333	NP-Kun
3724	0	NP-Kun
3725	0	NP-Kun
3726	0.068287037037037	NP-Kun
3727	0.0104166666666667	NP-Kun
3728	0.135	NP-Kun
3729	0	NP-Kun
3730	0	NP-Kun
3731	0	NP-Kun
3732	0	NP-Kun
3733	0.0446428571428571	NP-Kun
3734	0	NP-Kun
3735	0.111111111111111	NP-Kun
3736	NA	NP-Kun
3737	0	NP-Kun
3738	0	NP-Kun
3739	0.0555555555555556	NP-Kun
3740	0	NP-Kun
3741	0.0166666666666667	NP-Kun
3742	0	NP-Kun
3743	0	NP-Kun
3744	0.0025062656641604	NP-Kun
3745	0	NP-Kun
3746	0	NP-Kun
3747	0	NP-Kun
3748	0	NP-Kun
3749	0.0416666666666667	NP-Kun
3750	0.0208333333333333	NP-Kun
3751	0.00297619047619048	NP-Kun
3752	0.162142857142857	NP-Kun
3753	0.0580952380952381	NP-Kun
3754	0	NP-Kun
3755	0.0555555555555556	NP-Kun
3756	0	NP-Kun
3757	0	NP-Kun
3758	0.452009894867038	NP-Kun
3759	NA	NP-Kun
3760	0	NP-Kun
3761	0.0185185185185185	NP-Kun
3762	0	NP-Kun
3763	0.424242424242424	NP-Kun
3764	0	NP-Kun
3765	0	NP-Kun
3766	0	NP-Kun
3767	0	NP-Kun
3768	0	NP-Kun
3769	0.00833333333333333	NP-Kun
3770	0	NP-Kun
3771	0.125	NP-Kun
3772	NA	NP-Kun
3773	0	NP-Kun
3774	0.0317460317460317	NP-Kun
3775	0	NP-Kun
3776	0	NP-Kun
3777	0	NP-Kun
3778	0	NP-Kun
3779	0.36734693877551	NP-Kun
3780	0	NP-Kun
3781	0.0555555555555556	NP-Kun
3782	0	NP-Kun
3783	0.00666666666666667	NP-Kun
3784	0	NP-Kun
3785	NA	NP-Kun
3786	0.0714285714285714	NP-Kun
3787	0.0105263157894737	NP-Kun
3788	0	NP-Kun
3789	0.0555555555555556	NP-Kun
3790	0.0113445378151261	NP-Kun
3791	0.00617283950617284	NP-Kun
3792	0.0196078431372549	NP-Kun
3793	0	NP-Kun
3794	0	NP-Kun
3795	NA	NP-Kun
3796	0	NP-Kun
3797	NA	NP-Kun
3798	0.00934533302954356	NP-Kun
3799	0.0072463768115942	NP-Kun
3800	0	NP-Kun
3801	0.333333333333333	NP-Kun
3802	0.0636363636363636	NP-Kun
3803	0	NP-Kun
3804	0	NP-Kun
3805	0.125	NP-Kun
3806	0	NP-Kun
3807	0	NP-Kun
3808	0	NP-Kun
3809	0	NP-Kun
3810	0	NP-Kun
3811	0.0333333333333333	NP-Kun
3812	0.00925925925925926	NP-Kun
3813	NA	NP-Kun
3814	0	NP-Kun
3815	0.016374269005848	NP-Kun
3816	0.0354166666666667	NP-Kun
3817	0	NP-Kun
3818	0.0476190476190476	NP-Kun
3819	0	NP-Kun
3820	0	NP-Kun
3821	0.00714285714285714	NP-Kun
3822	0	NP-Kun
3823	0	NP-Kun
3824	0.025	NP-Kun
3825	0.0972222222222222	NP-Kun
3826	NA	NP-Kun
3827	0	NP-Kun
3828	NA	NP-Kun
3829	0	NP-Kun
3830	0.0694444444444444	NP-Kun
3831	0	NP-Kun
3832	0	NP-Kun
3833	0	NP-Kun
3834	0.0238095238095238	NP-Kun
3835	0	NP-Kun
3836	0.115079365079365	NP-Kun
3837	0	NP-Kun
3838	0	NP-Kun
3839	0	NP-Kun
3840	0.00183150183150183	NP-Kun
3841	0	NP-Kun
3842	0	NP-Kun
3843	0	NP-Kun
3844	0	NP-Kun
3845	0	NP-Kun
3846	0	NP-Kun
3847	0.0833333333333333	NP-Kun
3848	0	NP-Kun
3849	0.0839285714285714	NP-Kun
3850	0.190277777777778	NP-Kun
3851	0.00833333333333333	NP-Kun
3852	0.0166666666666667	NP-Kun
3853	0	NP-Kun
3854	0.0111111111111111	NP-Kun
3855	0	NP-Kun
3856	0	NP-Kun
3857	0.0512820512820513	NP-Kun
3858	0.00980392156862745	NP-Kun
3859	0	NP-Kun
3860	0	NP-Kun
3861	0	NP-Kun
3862	0.0333333333333333	NP-Kun
3863	0	NP-Kun
3864	0	NP-Kun
3865	0.0416666666666667	NP-Kun
3866	0	NP-Kun
3867	0	NP-Kun
3868	0	NP-Kun
3869	0	NP-Kun
3870	0	NP-Kun
3871	0	NP-Kun
3872	0	NP-Kun
3873	NA	NP-Kun
3874	NA	NP-Kun
3875	0	NP-Kun
3876	0.125	NP-Kun
3877	0.00952380952380952	NP-Kun
3878	0.333333333333333	NP-Kun
3879	0	NP-Kun
3880	0	NP-Kun
3881	0.035042735042735	NP-Kun
3882	0	NP-Kun
3883	0	NP-Kun
3884	0	NP-Kun
3885	0.145833333333333	NP-Kun
3886	0.0025062656641604	NP-Kun
3887	0	NP-Kun
3888	0	NP-Kun
3889	0.0416666666666667	NP-Kun
3890	0	NP-Kun
3891	0.37037037037037	NP-Kun
3892	0	NP-Kun
3893	0.0708333333333333	NP-Kun
3894	0	NP-Kun
3895	0	NP-Kun
3896	0	NP-Kun
3897	0	NP-Kun
3898	NA	NP-Kun
3899	0	NP-Kun
3900	0.00666666666666667	NP-Kun
3901	0	NP-Kun
3902	0.0860805860805861	NP-Kun
3903	0	NP-Kun
3904	NA	NP-Kun
3905	0.0151515151515152	NP-Kun
3906	NA	NP-Kun
3907	NA	NP-Kun
3908	0	NP-Kun
3909	0	NP-Kun
3910	0	NP-Kun
3911	0	NP-Kun
3912	0.177777777777778	NP-Kun
3913	0	NP-Kun
3914	0	NP-Kun
3915	0	NP-Kun
3916	0	NP-Kun
3917	0.130952380952381	NP-Kun
3918	0	NP-Kun
3919	0	NP-Kun
3920	0	NP-Kun
3921	0	NP-Kun
3922	0.0333333333333333	NP-Kun
3923	0.01	NP-Kun
3924	0	NP-Kun
3925	0	NP-Kun
3926	0.037037037037037	NP-Kun
3927	0	NP-Kun
3928	0	NP-Kun
3929	0	NP-Kun
3930	0.0104166666666667	NP-Kun
3931	0	NP-Kun
3932	0	NP-Kun
3933	0	NP-Kun
3934	0.0277777777777778	NP-Kun
3935	0	NP-Kun
3936	NA	NP-Kun
3937	0	NP-Kun
3938	NA	NP-Kun
3939	0	NP-Kun
3940	0	NP-Kun
3941	0.0779220779220779	NP-Kun
3942	0	NP-Kun
3943	0	NP-Kun
3944	0	NP-Kun
3945	0	NP-Kun
3946	0	NP-Kun
3947	0	NP-Kun
3948	0	NP-Kun
3949	0.00757575757575758	NP-Kun
3950	0	NP-Kun
3951	0	NP-Kun
3952	0	NP-Kun
3953	0	NP-Kun
3954	NA	NP-Kun
3955	0	NP-Kun
3956	0	NP-Kun
3957	0	NP-Kun
3958	0.317460317460317	NP-Kun
3959	0.0133333333333333	NP-Kun
3960	NA	NP-Kun
3961	0	NP-Kun
3962	0	NP-Kun
3963	0	NP-Kun
3964	0.777142857142857	NP-Kun
3965	0	NP-Kun
3966	0	NP-Kun
3967	0.533333333333333	NP-Kun
3968	0	NP-Kun
3969	0.0256410256410256	NP-Kun
3970	0	NP-Kun
3971	0	NP-Kun
3972	0	NP-Kun
3973	0	NP-Kun
3974	0	NP-Kun
3975	0	NP-Kun
3976	0.183333333333333	NP-Kun
3977	0.101010101010101	NP-Kun
3978	0.0333333333333333	NP-Kun
3979	0	NP-Kun
3980	NA	NP-Kun
3981	0	NP-Kun
3982	0	NP-Kun
3983	0	NP-Kun
3984	0.0666666666666667	NP-Kun
3985	0	NP-Kun
3986	0	NP-Kun
3987	0.0277777777777778	NP-Kun
3988	0.00833333333333333	NP-Kun
3989	NA	NP-Kun
3990	0	NP-Kun
3991	0	NP-Kun
3992	NA	NP-Kun
3993	0.136705163887826	NP-Kun
3994	0.0238095238095238	NP-Kun
3995	0	NP-Kun
3996	0	NP-Kun
3997	0.0238095238095238	NP-Kun
3998	0	NP-Kun
3999	0	NP-Kun
4000	0.0416666666666667	NP-Kun
4001	0	NP-Kun
4002	0	NP-Kun
4003	0	NP-Kun
4004	0	NP-Kun
4005	0	NP-Kun
4006	0	NP-Kun
4007	0	NP-Kun
4008	NA	NP-Kun
4009	0	NP-Kun
4010	0.00793650793650794	NP-Kun
4011	0	NP-Kun
4012	0	NP-Kun
4013	0	NP-Kun
4014	NA	NP-Kun
4015	0	NP-Kun
4016	0	NP-Kun
4017	0.433333333333333	NP-Kun
4018	0.0151515151515152	NP-Kun
4019	0.351851851851852	NP-Kun
4020	0.0166666666666667	NP-Kun
4021	0	NP-Kun
4022	0	NP-Kun
4023	0	NP-Kun
4024	0	NP-Kun
4025	0	NP-Kun
4026	NA	NP-Kun
4027	0	NP-Kun
4028	0	NP-Kun
4029	0.037037037037037	NP-Kun
4030	NA	NP-Kun
4031	0.142424242424242	NP-Kun
4032	0	NP-Kun
4033	0	NP-Kun
4034	0.0666666666666667	NP-Kun
4035	0.104761904761905	NP-Kun
4036	0	NP-Kun
4037	0	NP-Kun
4038	0	NP-Kun
4039	0	NP-Kun
4040	0	NP-Kun
4041	0	NP-Kun
4042	0.0416666666666667	NP-Kun
4043	0	NP-Kun
4044	0	NP-Kun
4045	NA	NP-Kun
4046	0	NP-Kun
4047	0	NP-Kun
4048	0	NP-Kun
4049	0.0138888888888889	NP-Kun
4050	0	NP-Kun
4051	0	NP-Kun
4052	0	NP-Kun
4053	0.0711484593837535	NP-Kun
4054	0.0416666666666667	NP-Kun
4055	0	NP-Kun
4056	0	NP-Kun
4057	0	NP-Kun
4058	0	NP-Kun
4059	0	NP-Kun
4060	0.0138888888888889	NP-Kun
4061	0	NP-Kun
4062	0	NP-Kun
4063	NA	NP-Kun
4064	0.363333333333333	NP-Kun
4065	0.0476190476190476	NP-Kun
4066	0	NP-Kun
4067	0	NP-Kun
4068	0	NP-Kun
4069	NA	NP-Kun
4070	0	NP-Kun
4071	0	NP-Kun
4072	0.0333333333333333	NP-Kun
4073	0.0476190476190476	NP-Kun
4074	0	NP-Kun
4075	0	NP-Kun
4076	0	NP-Kun
4077	0	NP-Kun
4078	0	NP-Kun
4079	NA	NP-Kun
4080	0.0555555555555556	NP-Kun
4081	0.0138888888888889	NP-Kun
4082	0.277777777777778	NP-Kun
4083	0	NP-Kun
4084	0.0416666666666667	NP-Kun
4085	0	NP-Kun
4086	0.217948717948718	NP-Kun
4087	0	NP-Kun
4088	0	NP-Kun
4089	0	NP-Kun
4090	0	NP-Kun
4091	0	NP-Kun
4092	0	NP-Kun
4093	NA	NP-Kun
4094	0	NP-Kun
4095	0	NP-Kun
4096	0.166666666666667	NP-Kun
4097	0	NP-Kun
4098	0	NP-Kun
4099	0	NP-Kun
4100	0.0416666666666667	NP-Kun
4101	0	NP-Kun
4102	0	NP-Kun
4103	0	NP-Kun
4104	0	NP-Kun
4105	NA	NP-Kun
4106	0.0555555555555556	NP-Kun
4107	0	NP-Kun
4108	0.0238095238095238	NP-Kun
4109	0.0111111111111111	NP-Kun
4110	0	NP-Kun
4111	0	NP-Kun
4112	0.0666666666666667	NP-Kun
4113	0.0833333333333333	NP-Kun
4114	0	NP-Kun
4115	0	NP-Kun
4116	0	NP-Kun
4117	0.145833333333333	NP-Kun
4118	0	NP-Kun
4119	0.0512820512820513	NP-Kun
4120	0	NP-Kun
4121	0.0476190476190476	NP-Kun
4122	0	NP-Kun
4123	0	NP-Kun
4124	0	NP-Kun
4125	0	NP-Kun
4126	NA	NP-Kun
4127	NA	NP-Kun
4128	0.0277777777777778	NP-Kun
4129	0.0555555555555556	NP-Kun
4130	NA	NP-Kun
4131	0	NP-Kun
4132	0	NP-Kun
4133	0	NP-Kun
4134	0	NP-Kun
4135	0	NP-Kun
4136	NA	NP-Kun
4137	0	NP-Kun
4138	0	NP-Kun
4139	0.692640692640693	NP-Kun
4140	0.092948717948718	NP-Kun
4141	0	NP-Kun
4142	0.0142857142857143	NP-Kun
4143	0.0159130992464326	NP-Kun
4144	0.0303030303030303	NP-Kun
4145	0.0138888888888889	NP-Kun
4146	0	NP-Kun
4147	NA	NP-Kun
4148	0	NP-Kun
4149	0	NP-Kun
4150	0.0333333333333333	NP-Kun
4151	0	NP-Kun
4152	0	NP-Kun
4153	0	NP-Kun
4154	0	NP-Kun
4155	0	NP-Kun
4156	0	NP-Kun
4157	0	NP-Kun
4158	0.0555555555555556	NP-Kun
4159	0	NP-Kun
4160	NA	NP-Kun
4161	0.303571428571429	NP-Kun
4162	NA	NP-Kun
4163	0	NP-Kun
4164	0.0208333333333333	NP-Kun
4165	0	NP-Kun
4166	0	NP-Kun
4167	0	NP-Kun
4168	0	NP-Kun
4169	0.0166666666666667	NP-Kun
4170	0.111111111111111	NP-Kun
4171	0.0952380952380952	NP-Kun
4172	0	NP-Kun
4173	0	NP-Kun
4174	0	NP-Kun
4175	0	NP-Kun
4176	0	NP-Kun
4177	0.003125	NP-Kun
4178	0.0476190476190476	NP-Kun
4179	0.0222222222222222	NP-Kun
4180	0.00420168067226891	NP-Kun
4181	0.111111111111111	NP-Kun
4182	0	NP-Kun
4183	0	NP-Kun
4184	NA	NP-Kun
4185	0	NP-Kun
4186	0	NP-Kun
4187	NA	NP-Kun
4188	0	NP-Kun
4189	0.333333333333333	NP-Kun
4190	0	NP-Kun
4191	NA	NP-Kun
4192	0.138888888888889	NP-Kun
4193	0.344444444444444	NP-Kun
4194	0	NP-Kun
4195	0	NP-Kun
4196	0	NP-Kun
4197	0	NP-Kun
4198	0	NP-Kun
4199	0	NP-Kun
4200	0	NP-Kun
4201	0.0238095238095238	NP-Kun
4202	0	NP-Kun
4203	0	NP-Kun
4204	0.02	NP-Kun
4205	0	NP-Kun
4206	NA	NP-Kun
4207	NA	NP-Kun
4208	0.0185185185185185	NP-Kun
4209	NA	NP-Kun
4210	NA	NP-Kun
4211	0.111111111111111	NP-Kun
4212	0.0333333333333333	NP-Kun
4213	0	NP-Kun
4214	0.8	NP-Kun
4215	0.00833333333333333	NP-Kun
4216	NA	NP-Kun
4217	NA	NP-Kun
4218	NA	NP-Kun
4219	0	NP-Kun
4220	0.0151515151515152	NP-Kun
4221	NA	NP-Kun
4222	0	NP-Kun
4223	0	NP-Kun
4224	0	NP-Kun
4225	0	NP-Kun
4226	0.0476190476190476	NP-Kun
4227	0	NP-Kun
4228	NA	NP-Kun
4229	0.254591836734694	NP-Kun
4230	0	NP-Kun
4231	NA	NP-Kun
4232	NA	NP-Kun
4233	NA	NP-Kun
4234	0	NP-Kun
4235	0	NP-Kun
4236	0	NP-Kun
4237	0	NP-Kun
4238	0	NP-Kun
4239	0	NP-Kun
4240	NA	NP-Kun
4241	0	NP-Kun
4242	0.0558441558441558	NP-Kun
4243	0	NP-Kun
4244	0.0185185185185185	NP-Kun
4245	0	NP-Kun
4246	0	NP-Kun
4247	0.0454545454545454	NP-Kun
4248	0.0166666666666667	NP-Kun
4249	0	NP-Kun
4250	0	NP-Kun
4251	0	NP-Kun
4252	0.00909090909090909	NP-Kun
4253	0	NP-Kun
4254	0	NP-Kun
4255	0.0111111111111111	NP-Kun
4256	NA	NP-Kun
4257	0	NP-Kun
4258	0	NP-Kun
4259	NA	NP-Kun
4260	0	NP-Kun
4261	0	NP-Kun
4262	0	NP-Kun
4263	NA	NP-Kun
4264	0	NP-Kun
4265	0	NP-Kun
4266	0.0740740740740741	NP-Kun
4267	0	NP-Kun
4268	0.0277777777777778	NP-Kun
4269	0	NP-Kun
