V1	V2	V3
4859	PSMD2	0	
4860	LINC02054	0	
4861	EPHB3	0	
4862	C3orf70	0	
4863	EHHADH	0	
4864	MAP3K13	0	
4865	SENP2	1	17261810
4866	IGF2BP2	0	
4867	DGKG	0	
4868	HRG	1	16116047
4869	RFC4	0	
4870	ST6GAL1	0	
4871	LOC100131635	0	
4872	LPP	1	18234006
4873	TPRG1	0	
4874	TP63	0	
4875	IL1RAP	0	
4876	GMNC	0	
4877	OSTN	0	
4878	CCDC50	0	
4879	LINCR-0002	0	
4880	MB21D2	0	
4881	ATP13A5	0	
4882	ATP13A4	0	
4883	OPA1	0	
4884	LINC02028	0	
4885	HES1	0	
4886	GP5	0	
4887	LSG1	0	
4888	XXYLT1	0	
4889	APOD	0	
4890	LINC00969	0	
4891	SDHAP1	0	
4892	SLC51A	0	
4893	RNF168	0	
4894	PAK2	0	
4895	SENP5	0	
4896	MELTF	0	
4897	DLG1	0	
4898	BDH1	0	
4899	LRCH3	0	
4900	IQCG	0	
4901	ANKRD18DP	0	
4902	LINC01986	0	
4903	CHL1-AS2	0	
4904	CHL1-AS1	0	
4905	CNTN4-AS2	0	
4906	CNTN4-AS1	0	
4907	TRNT1	0	
4908	CRBN	0	
4909	LRRN1	0	
4910	SETMAR	0	
4911	ITPR1-AS1	0	
4912	EGOT	0	
4913	BHLHE40	0	
4914	ARL8B	0	
4915	MIR4790	0	
4916	GRM7-AS2	0	
4917	GRM7-AS1	0	
4918	LMCD1	0	
4919	LINC00312	0	
4920	SSUH2	0	
4921	OXTR	0	
4922	RAD18	0	
4923	SRGAP3-AS2	0	
4924	SRGAP3-AS3	0	
4925	THUMPD3	0	
4926	SETD5	0	
4927	CPNE9	0	
4928	BRPF1	0	
4929	OGG1	1	23859953
4930	CAMK1	0	
4931	ARPC4	0	
4932	ARPC4-TTLL3	0	
4933	TTLL3	0	
4934	RPUSD3	0	
4935	CIDEC	0	
4936	JAGN1	0	
4937	IL17RE	0	
4938	CRELD1	0	
4939	PRRT3	0	
4940	PRRT3-AS1	0	
4941	EMC3	0	
4942	EMC3-AS1	0	
4943	LOC401052	0	
4944	CIDECP	0	
4945	FANCD2OS	0	
4946	BRK1	0	
4947	VHL	0	
4948	TATDN2	0	
4949	GHRLOS	0	
4950	LINC00852	0	
4951	GHRL	0	
4952	MIR378B	0	
4953	MIR885	0	
4954	ATP2B2-IT2	0	
4955	LINC00606	0	
4956	SLC6A1	0	
4957	SLC6A1-AS1	0	
4958	TAMM41	0	
4959	TIMP4	1	18194448
4960	TSEN2	0	
4961	MKRN2	0	
4962	RAF1	1	18241070
4963	TMEM40	0	
4964	RPL32	0	
4965	SNORA7A	0	
4966	LINC02022	0	
4967	HDAC11-AS1	0	
4968	HDAC11	0	
4969	SNORA93	0	
4970	FGD5P1	0	
4971	TMEM43	0	
4972	XPC	0	
4973	LSM3	0	
4974	LINC01267	0	
4975	SLC6A6	0	
4976	CCDC174	0	
4977	LINC02011	0	
4978	FGD5-AS1	0	
4979	MRPS25	0	
4980	RBSN	0	
4981	COL6A4P1	0	
4982	CAPN7	0	
4983	SH3BP5-AS1	0	
4984	EAF1	0	
4985	COLQ	0	
4986	MIR4270	0	
4987	HACL1	0	
4988	BTD	0	
4989	MIR3134	0	
4990	MIR563	0	
4991	DPH3	0	
4992	OXNAD1	0	
4993	LINC00690	0	
4994	MIR3714	0	
4995	LOC105376975	0	
4996	SATB1-AS1	0	
4997	MIR4791	0	
4998	RAB5A	0	
4999	PP2D1	0	
5000	MIR3135A	0	
5001	SGO1	0	
5002	SGO1-AS1	0	
5003	LOC101927829	0	
5004	VENTXP7	0	
5005	ZNF385D-AS1	0	
5006	UBE2E2-AS1	0	
5007	UBE2E1-AS1	0	
5008	NKIRAS1	0	
5009	RPL15	0	
5010	NR1D2	0	
5011	LINC00691	0	
5012	LOC101927854	0	
5013	THRB-AS1	0	
5014	MIR4792	0	
5015	LOC105376997	0	
5016	MIR4442	0	
5017	OXSM	0	
5018	LINC00692	0	
5019	EOMES	0	
5020	LINC01981	0	
5021	AZI2	0	
5022	RBMS3-AS3	0	
5023	RBMS3-AS1	0	
5024	MIR466	0	
5025	OSBPL10-AS1	0	
5026	ZNF860	0	
5027	GPD1L	3	29714131;28837624;19606473
5028	CMTM7	0	
5029	CMTM6	0	
5030	MIR548AY	0	
5031	DYNC1LI1	0	
5032	CCR4	0	
5033	GLB1	0	
5034	TMPPE	0	
5035	SUSD5	0	
5036	UBP1	0	
5037	PDCD6IP	0	
5038	MIR128-2	0	
5039	DCLK3	0	
5040	EPM2AIP1	0	
5041	MLH1	0	
5042	LRRFIP2	0	
5043	C3orf35	0	
5044	MIR26A1	0	
5045	VILL	0	
5046	PLCD1	0	
5047	ACAA1	0	
5048	MYD88	4	30044692;29856685;29595637;25853747
5049	SLC22A13	0	
5050	SLC22A14	0	
5051	ACVR2B-AS1	0	
5052	ACVR2B	1	12712813
5053	EXOG	0	
5054	WDR48	0	
5055	GORASP1	0	
5056	TTC21A	0	
5057	MIR6822	0	
5058	XIRP1	0	
5059	CCR8	0	
5060	SLC25A38	0	
5061	SNORA6	0	
5062	MOBP	0	
5063	EIF1B	0	
5064	ENTPD3	0	
5065	ENTPD3-AS1	0	
5066	ZNF619	0	
5067	ZNF620	0	
5068	ZNF621	0	
5069	CTNNB1	2	31039368;30760287
5070	CCK	2	29807358;16552342
5071	LYZL4	0	
5072	VIPR1	0	
5073	VIPR1-AS1	0	
5074	SS18L2	0	
5075	NKTR	0	
5076	LOC101928323	0	
5077	ZBTB47	0	
5078	HHATL	0	
5079	CCDC13	0	
5080	CCDC13-AS1	0	
5081	LINC02158	0	
5082	HIGD1A	0	
5083	CYP8B1	0	
5084	ZNF662	0	
5085	KRBOX1-AS1	0	
5086	KRBOX1	0	
5087	FAM198A	0	
5088	SNRK-AS1	0	
5089	ABHD5	0	
5090	MIR138-1	0	
5091	LINC00694	0	
5092	LINC01988	0	
5093	ZNF445	0	
5094	ZNF852	0	
5095	ZKSCAN7	0	
5096	ZNF660	0	
5097	ZNF197-AS1	0	
5098	ZNF197	0	
5099	ZNF502	0	
5100	ZNF501	0	
5101	KIAA1143	0	
5102	MIR564	0	
5103	TMEM42	0	
5104	TGM4	0	
5105	EXOSC7	0	
5106	CLEC3B	0	
5107	CDCP1	1	25015694
5108	TMEM158	0	
5109	LARS2-AS1	0	
5110	LIMD1	0	
5111	LIMD1-AS1	0	
5112	SLC6A20	0	
5113	CCR9	0	
5114	CXCR6	0	
5115	XCR1	0	
5116	CCR1	0	
5117	CCR3	0	
5118	LOC102724297	0	
5119	CCR5	0	
5120	CCRL2	0	
5121	LTF	1	23834476
5122	RTP3	0	
5123	LRRC2	0	
5124	LRRC2-AS1	0	
5125	TDGF1	0	
5126	ALS2CL	0	
5127	TMIE	0	
5128	PRSS50	0	
5129	PRSS46	0	
5130	PRSS45	0	
5131	PRSS42	0	
5132	MYL3	1	20641121
5133	CCDC12	0	
5134	NBEAL2	0	
5135	KIF9-AS1	0	
5136	KLHL18	0	
5137	SCAP	0	
5138	ELP6	0	
5139	CSPG5	0	
5140	DHX30	0	
5141	MIR1226	0	
5142	CDC25A	0	
5143	MIR4443	0	
5144	CAMP	44	31637746;31077706;30915767;30879335;30518738;30026696;30016400;29881975;29276916;28784605;28630469;28526353;28344125;28128201;27631154;27326234;27117748;26701223;26671126;25990311
5145	ZNF589	0	
5146	FCF1P2	0	
5147	NME6	0	
5148	MIR2115	0	
5149	FBXW12	0	
5150	PLXNB1	0	
5151	CCDC51	0	
5152	TMA7	0	
5153	TREX1	0	
5154	SHISA5	0	
5155	PFKFB4	0	
5156	MIR6823	0	
5157	UCN2	0	
5158	MIR711	0	
5159	UQCRC1	0	
5160	SNORA94	0	
5161	TMEM89	0	
5162	SLC26A6	0	
5163	MIR6824	0	
5164	CELSR3	0	
5165	MIR4793	0	
5166	CELSR3-AS1	0	
5167	NCKIPSD	0	
5168	IP6K2	0	
5169	PRKAR2A	0	
5170	PRKAR2A-AS1	0	
5171	SLC25A20	1	27332823
5172	ARIH2OS	0	
5173	P4HTM	0	
5174	WDR6	0	
5175	DALRD3	0	
5176	MIR425	0	
5177	NDUFAF3	0	
5178	MIR191	0	
5179	IMPDH2	0	
5180	QRICH1	0	
5181	QARS	0	
5182	MIR6890	0	
5183	LAMB2	0	
5184	LAMB2P1	0	
5185	CCDC71	0	
5186	KLHDC8B	0	
5187	C3orf84	0	
5188	C3orf62	0	
5189	MIR4271	0	
5190	USP4	0	
5191	GPX1	0	
5192	TCTA	1	30174480
5193	AMT	0	
5194	NICN1	0	
5195	BSN-AS2	0	
5196	APEH	0	
5197	MST1	1	19729020
5198	RNF123	0	
5199	AMIGO3	0	
5200	GMPPB	0	
5201	CDHR4	0	
5202	FAM212A	0	
5203	UBA7	0	
5204	MIR5193	0	
5205	TRAIP	0	
5206	CAMKV	0	
5207	MON1A	0	
5208	RBM5	0	
5209	RBM5-AS1	0	
5210	SEMA3F-AS1	0	
5211	MIR566	0	
5212	GNAT1	0	
5213	SLC38A3	0	
5214	GNAI2	0	
5215	MIR5787	0	
5216	SEMA3B-AS1	0	
5217	SEMA3B	0	
5218	MIR6872	0	
5219	LSMEM2	0	
5220	IFRD2	0	
5221	NAT6	0	
5222	HYAL1	0	
5223	HYAL2	0	
5224	TUSC2	0	
5225	RASSF1	0	
5226	RASSF1-AS1	0	
5227	ZMYND10	0	
5228	NPRL2	0	
5229	CYB561D2	0	
5230	TMEM115	0	
5231	C3orf18	0	
5232	HEMK1	0	
5233	CISH	0	
5234	MAPKAPK3	0	
5235	MIR4787	0	
5236	MANF	0	
5237	RBM15B	0	
5238	TEX264	0	
5239	GRM2	0	
5240	IQCF6	0	
5241	IQCF4	0	
5242	IQCF3	0	
5243	IQCF2	0	
5244	IQCF5-AS1	0	
5245	IQCF5	0	
5246	IQCF1	0	
5247	RRP9	0	
5248	PARP3	0	
5249	GPR62	0	
5250	PCBP4	0	
5251	ABHD14B	0	
5252	ABHD14A	0	
5253	ABHD14A-ACY1	0	
5254	ACY1	0	
5255	RPL29	0	
5256	DUSP7	0	
5257	LINC00696	0	
5258	ALAS1	0	
5259	TLR9	1	28487062
5260	TWF2	0	
5261	LOC101929054	0	
5262	PPM1M	0	
5263	MIRLET7G	0	
5264	GLYCTK	0	
5265	GLYCTK-AS1	0	
5266	MIR135A1	0	
5267	BAP1	0	
5268	PHF7	0	
5269	SEMA3G	0	
5270	TNNC1	1	28056232
5271	NISCH	0	
5272	STAB1	0	
5273	SMIM4	0	
5274	GNL3	0	
5275	SNORD136	0	
5276	SNORD19	0	
5277	SNORD19B	0	
5278	SNORD69	0	
5279	GLT8D1	0	
5280	SPCS1	0	
5281	NEK4	0	
5282	ITIH3	0	
5283	ITIH4	0	
5284	ITIH4-AS1	0	
5285	MUSTN1	0	
5286	TMEM110-MUSTN1	0	
5287	TMEM110	0	
5288	MIR8064	0	
5289	RFT1	0	
5290	TKT	0	
5291	IL17RB	0	
5292	ACTR8	0	
5293	SELENOK	0	
5294	ESRG	0	
5295	LRTM1	0	
5296	WNT5A	1	29104639
5297	ERC2-IT1	0	
5298	MIR3938	0	
5299	FAM208A	0	
5300	ARHGEF3-AS1	0	
5301	SPATA12	0	
5302	HESX1	0	
5303	ASB14	0	
5304	LOC105377102	0	
5305	PDE12	0	
5306	ARF4	0	
5307	ARF4-AS1	0	
5308	LOC101929159	0	
5309	FLNB-AS1	0	
5310	ABHD6	0	
5311	RPP14	0	
5312	PDHB	0	
5313	KCTD6	0	
5314	ACOX2	0	
5315	FAM3D-AS1	0	
5316	FAM3D	0	
5317	MIR548BB	0	
5318	C3orf14	0	
5319	FEZF2	0	
5320	LINC00698	0	
5321	SNTN	0	
5322	THOC7-AS1	0	
5323	PSMD6-AS2	0	
5324	PSMD6	0	
5325	PRICKLE2-AS1	0	
5326	LINC00994	0	
5327	PRICKLE2-AS2	0	
5328	PRICKLE2-AS3	0	
5329	ADAMTS9-AS1	0	
5330	MAGI1-AS1	0	
5331	LOC105377143	0	
5332	KBTBD8	0	
5333	MIR4272	0	
5334	EOGT	0	
5335	MIR3136	0	
5336	UBA3	0	
5337	ARL6IP5	0	
5338	LMOD3	0	
5339	SAMMSON	0	
5340	FOXP1-AS1	0	
5341	MIR1284	0	
5342	EIF4E3	0	
5343	GPR27	0	
5344	LOC105377162	0	
5345	PPP4R2	0	
5346	EBLN2	0	
5347	LOC101927296	0	
5348	PDZRN3-AS1	0	
5349	MIR4444-2	0	
5350	FAM86DP	0	
5351	MIR1324	0	
5352	FRG2C	0	
5353	LINC00960	0	
5354	ZNF717	0	
5355	MIR4273	0	
5356	LOC101927374	0	
5357	MIR3923	0	
5358	SNORA95	0	
5359	MIR5688	0	
5360	LINC02070	0	
5361	MIR4795	0	
5362	POU1F1	0	
5363	CGGBP1	0	
5364	ZNF654	0	
5365	C3orf38	0	
5366	PROS1	0	
5367	STX19	0	
5368	DHFR2	0	
5369	NSUN3	0	
5370	LINC00879	0	
5371	MTHFD2P1	0	
5372	MIR8060	0	
5373	RIOX2	0	
5374	GABRR3	0	
5375	OR5AC2	0	
5376	OR5H1	0	
5377	OR5H14	0	
5378	OR5H15	0	
5379	OR5H6	0	
5380	OR5H2	0	
5381	OR5K4	0	
5382	OR5K3	0	
5383	OR5K1	0	
5384	OR5K2	0	
5385	CLDND1	0	
5386	GPR15	0	
5387	ST3GAL6	0	
5388	HP09053	0	
5389	MIR3921	0	
5390	TMEM30CP	0	
5391	NIT2	0	
5392	TOMM70	0	
5393	TFG	0	
5394	IMPG2	0	
5395	FAM172BP	0	
5396	TRMT10C	0	
5397	PCNP	0	
5398	ZBTB11	0	
5399	ZBTB11-AS1	0	
5400	RPL24	0	
5401	PDCL3P4	0	
5402	NXPE3	0	
5403	NFKBIZ	0	
5404	LOC101929411	0	
5405	ZPLD1	0	
5406	MIR548AB	0	
5407	DUBR	0	
5408	CCDC54	0	
5409	LOC101929579	0	
5410	LINC01990	0	
5411	LINC00635	0	
5412	CD47	0	
5413	LINC01215	0	
5414	IFT57	0	
5415	HHLA2	0	
5416	KIAA1524	0	
5417	RETNLB	0	
5418	TRAT1	0	
5419	MORC1-AS1	0	
5420	FLJ22763	0	
5421	LINC00488	0	
5422	DPPA2	0	
5423	MIR4445	0	
5424	PVRL3-AS1	0	
5425	ZBED2	0	
5426	PLCXD2-AS1	0	
5427	ABHD10	0	
5428	TAGLN3	0	
5429	TMPRSS7	0	
5430	C3orf52	0	
5431	MIR567	0	
5432	GCSAM	0	
5433	ATG3	0	
5434	SLC35A5	0	
5435	LINC01279	0	
5436	CD200R1L	0	
5437	CD200R1	0	
5438	GTPBP8	0	
5439	LINC02044	0	
5440	CFAP44-AS1	0	
5441	MIR8076	0	
5442	SPICE1	0	
5443	SIDT1	0	
5444	MIR4446	0	
5445	NAA50	0	
5446	ZDHHC23	0	
5447	QTRT2	0	
5448	ZNF80	0	
5449	TIGIT	0	
5450	MIR568	0	
5451	ZBTB20-AS1	0	
5452	ZBTB20-AS5	0	
5453	MIR4796	0	
5454	ZBTB20-AS3	0	
5455	ZBTB20-AS4	0	
5456	LSAMP-AS1	0	
5457	TUSC7	0	
5458	MIR4447	0	
5459	LINC00901	0	
5460	LOC101926968	0	
5461	IGSF11-AS1	0	
5462	C3orf30	0	
5463	UPK1B	0	
5464	B4GALT4	0	
5465	B4GALT4-AS1	0	
5466	ARHGAP31-AS1	0	
5467	TMEM39A	0	
5468	POGLUT1	0	
5469	TIMMDC1	0	
5470	ADPRH	0	
5471	PLA1A	0	
5472	POPDC2	0	
5473	COX17	0	
5474	MAATS1	0	
5475	NR1I2	0	
5476	FSTL1	0	
5477	MIR198	0	
5478	NDUFB4	0	
5479	HGD	1	30228886
5480	GTF2E1	0	
5481	LINC02049	0	
5482	MIR5682	0	
5483	ARGFX	0	
5484	FBXO40	0	
5485	GOLGB1	0	
5486	EAF2	0	
5487	ILDR1	0	
5488	CD86	0	
5489	CASR	2	27885496;18278481
5490	CSTA	0	
5491	CCDC58	0	
5492	FAM162A	0	
5493	WDR5B	0	
5494	PARP9	0	
5495	PARP15	0	
5496	HSPBAP1	0	
5497	LINC02035	0	
5498	MIR7110	0	
5499	HACD2	0	
5500	MYLK-AS2	0	
5501	CCDC14	0	
5502	ROPN1	0	
5503	MIR5002	0	
5504	MIR6083	0	
5505	UMPS	0	
5506	MIR544B	0	
5507	HEG1	0	
5508	MIR5092	0	
5509	MIR548I1	0	
5510	FAM86JP	0	
5511	ALG1L	0	
5512	SLC41A3	0	
5513	ALDH1L1-AS1	0	
5514	ALDH1L1-AS2	0	
5515	KLF15	1	23730307
5516	CCDC37-AS1	0	
5517	CFAP100	0	
5518	ZXDC	0	
5519	CHST13	0	
5520	C3orf22	0	
5521	TXNRD3NB	0	
5522	NUP210P1	0	
5523	C3orf56	0	
5524	LINC02016	0	
5525	LINC01471	0	
5526	TPRA1	0	
5527	MIR6825	0	
5528	MIR7976	0	
5529	MCM2	0	
5530	PODXL2	0	
5531	ABTB1	0	
5532	SEC61A1	0	
5533	DNAJB8	0	
5534	GATA2	0	
5535	GATA2-AS1	0	
5536	LOC90246	0	
5537	LINC01565	0	
5538	RPN1	0	
5539	ACAD9	0	
5540	EFCC1	0	
5541	GP9	0	
5542	RAB43	0	
5543	ISY1	0	
5544	CNBP	0	
5545	MIR6826	0	
5546	HMCES	0	
5547	H1FX	0	
5548	H1FX-AS1	0	
5549	SNORA7B	0	
5550	EFCAB12	0	
5551	MBD4	0	
5552	RHO	95	31572525;31555196;31545578;31471993;31291952;31198520;31188414;31033637;31032888;30920496;30868443;30705936;30170817;30124154;29759489;29735342;29532491;29485964;29304951;29256227
5553	H1FOO	0	
5554	PLXND1	0	
5555	TMCC1-AS1	0	
5556	TRH	19	29458404;27707612;25069990;15988405;10434773;1802392;1864099;2509297;2517142;2813177;3177963;2968566;3104185;3086952;3723796;3929935;6523885;6744697;6800967
5557	ALG1L2	0	
5558	FAM86HP	0	
5559	COL6A4P2	0	
5560	ASTE1	0	
5561	NUDT16P1	0	
5562	NUDT16	0	
5563	SNORA58	0	
5564	MIR5704	0	
5565	ACPP	0	
5566	ACAD11	0	
5567	ACKR4	0	
5568	NPHP3	0	
5569	TMEM108-AS1	0	
5570	TOPBP1	0	
5571	TF	46	30982779;30658919;30589446;30530119;30190063;30051177;29969427;29654435;29602206;29595637;29499894;29378361;29068166;28820543;28471981;28347811;28065908;27695490;27275926;27170781
5572	SRPRB	0	
5573	C3orf36	0	
5574	LINC02000	0	
5575	MIR4788	0	
5576	ANAPC13	0	
5577	MSL2	0	
5578	PCCB	0	
5579	SLC35G2	0	
5580	NCK1	0	
5581	SOX14	0	
5582	CLDN18	0	
5583	DZIP1L	0	
5584	A4GNT	0	
5585	ARMC8	0	
5586	MRAS	12	31482613;31384400;31214914;30865367;30145973;29654203;29401239;28769809;28062142;26705563;25468914;20015516
5587	ESYT3	0	
5588	FAIM	0	
5589	LINC01391	0	
5590	FOXL2	0	
5591	FOXL2NB	0	
5592	PRR23A	0	
5593	PRR23B	0	
5594	PRR23C	0	
5595	BPESC1	0	
5596	PISRT1	0	
5597	COPB2	0	
5598	RBP2	0	
5599	RBP1	0	
5600	CLSTN2-AS1	0	
5601	TRIM42	0	
5602	SLC25A36	0	
5603	PXYLP1	0	
5604	RNF7	0	
5605	GRK7	0	
5606	ATP1B3	0	
5607	GK5	0	
5608	LOC100507389	0	
5609	PAQR9	0	
5610	PAQR9-AS1	0	
5611	LOC100289361	0	
5612	CHST2	0	
5613	SLC9A9-AS1	0	
5614	C3orf58	0	
5615	PLOD2	0	
5616	PLSCR4	0	
5617	PLSCR2	0	
5618	PLSCR1	0	
5619	PLSCR5	0	
5620	LINC02010	0	
5621	ZIC4	0	
5622	ZIC1	0	
5623	LINC02032	0	
5624	AGTR1	3	29441892;29039830;20659024
5625	CPB1	0	
5626	CPA3	0	
5627	GYG1	0	
5628	HLTF-AS1	0	
5629	HPS3	0	
5630	TM4SF18	0	
5631	TM4SF1	0	
5632	TM4SF1-AS1	0	
5633	TM4SF4	0	
5634	WWTR1-AS1	0	
5635	COMMD2	0	
5636	ANKUB1	0	
5637	LOC646903	0	
5638	TMEM183B	0	
5639	LINC01213	0	
5640	LINC01214	0	
5641	TSC22D2	0	
5642	SERP1	0	
5643	EIF2A	0	
5644	ERICH6	0	
5645	ERICH6-AS1	0	
5646	LOC101928105	0	
5647	CLRN1	0	
5648	GPR171	0	
5649	GPR87	0	
5650	P2RY13	0	
5651	P2RY12	0	
5652	IGSF10	0	
5653	MIR5186	0	
5654	AADACL2	0	
5655	AADACP1	0	
5656	AADAC	0	
5657	SUCNR1	0	
5658	MBNL1-AS1	0	
5659	TMEM14EP	0	
5660	P2RY1	1	21643756
5661	RAP2B	0	
5662	C3orf79	0	
5663	MME	0	
5664	LINC01487	0	
5665	LOC100507537	0	
5666	C3orf33	0	
5667	SLC33A1	0	
5668	GMPS	1	27752746
5669	KCNAB1-AS2	0	
5670	KCNAB1-AS1	0	
5671	SSR3	0	
5672	TIPARP-AS1	0	
5673	TIPARP	0	
5674	PA2G4P4	0	
5675	LINC00880	0	
5676	LINC02029	0	
5677	LINC00881	0	
5678	CCNL1	0	
5679	SHOX2	9	31354791;30443179;29754254;28899000;27138930;26682210;26138475;24927531;20457925
5680	LOC100996447	0	
5681	MLF1	0	
5682	GFM1	0	
5683	LXN	0	
5684	RARRES1	0	
5685	MFSD1	0	
5686	MIR3919	0	
5687	IQCJ-SCHIP1-AS1	0	
5688	IL12A	0	
5689	LINC01100	0	
5690	C3orf80	0	
5691	SMC4	0	
5692	MIR15B	0	
5693	MIR16-2	0	
5694	TRIM59	0	
5695	KPNA4	0	
5696	SCARNA7	0	
5697	ARL14	0	
5698	B3GALNT1	0	
5699	LINC02067	0	
5700	MIR1263	0	
5701	SLITRK3	0	
5702	LOC105374194	0	
5703	SERPINI2	0	
5704	PDCD10	0	
5705	MIR551B	0	
5706	LINC02082	0	
5707	LOC105374205	0	
5708	TERC	0	
5709	ACTRT3	0	
5710	MYNN	0	
5711	LRRC34	0	
5712	LRRIQ4	0	
5713	LRRC31	0	
5714	SAMD7	0	
5715	LOC100128164	0	
5716	SEC62	0	
5717	GPR160	0	
5718	SKIL	0	
5719	CLDN11	0	
5720	MIR6828	0	
5721	RPL22L1	0	
5722	EIF5A2	0	
5723	SLC2A2	0	
5724	MIR569	0	
5725	TMEM212-AS1	0	
5726	GHSR	0	
5727	NLGN1-AS1	0	
5728	NAALADL2-AS3	0	
5729	MIR4789	0	
5730	NAALADL2-AS1	0	
5731	MIR7977	0	
5732	LINC01208	0	
5733	LINC01209	0	
5734	LINC00501	0	
5735	LINC01014	0	
5736	LOC101928739	0	
5737	KCNMB3	0	
5738	MFN1	0	
5739	GNB4	0	
5740	ACTL6A	0	
5741	NDUFB5	0	
5742	PEX5L-AS2	0	
5743	LINC02053	0	
5744	TTC14	0	
5745	FXR1	0	
5746	DNAJC19	0	
5747	SOX2	0	
5748	LINC01206	0	
5749	LINC01995	0	
5750	DCUN1D1	0	
5751	MCCC1	0	
5752	LINC00888	0	
5753	KLHL6-AS1	0	
5754	MAP6D1	0	
5755	PARL	0	
5756	MIR4448	0	
5757	ABCC5	0	
5758	ABCC5-AS1	0	
5759	HTR3D	0	
5760	HTR3C	0	
5761	HTR3E-AS1	0	
5762	HTR3E	0	
5763	EIF2B5	0	
5764	DVL3	0	
5765	ABCF3	0	
5766	VWA5B2	0	
5767	MIR1224	0	
5768	ALG3	0	
5769	ECE2	0	
5770	CAMK2N2	0	
5771	EIF4G1	0	
5772	SNORD66	0	
5773	FAM131A	0	
5774	CLCN2	1	31506297
5775	POLR2H	0	
5776	THPO	0	
5777	CHRD	1	30577973
5778	LINC01840	0	
5779	MAGEF1	0	
5780	LINC02069	0	
5781	EHHADH-AS1	0	
5782	MIR5588	0	
5783	TMEM41A	0	
5784	LIPH	0	
5785	IGF2BP2-AS1	0	
5786	MIR548AQ	0	
5787	TRA2B	0	
5788	NMRAL2P	0	
5789	ETV5	0	
5790	LINC02052	0	
5791	CRYGS	0	
5792	TBCCD1	0	
5793	DNAJB11	0	
5794	AHSG	0	
5795	FETUB	0	
5796	KNG1	0	
5797	EIF4A2	0	
5798	SNORD2	0	
5799	MIR1248	0	
5800	SNORA81	0	
5801	SNORA63	0	
5802	SNORA4	0	
5803	LINC02043	0	
5804	ADIPOQ	0	
5805	ADIPOQ-AS1	0	
5806	RPL39L	0	
5807	LOC101929106	0	
5808	RTP1	0	
5809	MASP1	0	
5810	LOC101929130	0	
5811	RTP4	0	
5812	SST	4	31646695;30773268;29928759;25637563
5813	RTP2	0	
5814	BCL6	1	30683806
5815	LINC01991	0	
5816	LPP-AS2	0	
5817	FLJ42393	0	
5818	LPP-AS1	0	
5819	MIR28	0	
5820	TPRG1-AS1	0	
5821	TPRG1-AS2	0	
5822	MIR944	0	
5823	P3H2-AS1	0	
5824	CLDN1	0	
5825	CLDN16	0	
5826	TMEM207	0	
5827	SNAR-I	0	
5828	OSTN-AS1	0	
5829	UTS2B	0	
5830	PYDC2	0	
5831	FGF12-AS1	0	
5832	FGF12-AS3	0	
5833	HRASLS	0	
5834	MGC2889	0	
5835	ATP13A5-AS1	0	
5836	ATP13A4-AS1	0	
5837	OPA1-AS1	0	
5838	LINC02026	0	
5839	DPPA2P3	0	
5840	LINC02036	0	
5841	LINC02037	0	
5842	LINC00887	0	
5843	CPN2	0	
5844	LRRC15	0	
5845	ATP13A3	0	
5846	LINC00884	0	
5847	TMEM44-AS1	0	
5848	TMEM44	0	
5849	FAM43A	0	
5850	LINC01968	0	
5851	XXYLT1-AS1	0	
5852	MIR3137	0	
5853	XXYLT1-AS2	0	
5854	PPP1R2	0	
5855	SDHAP2	0	
5856	MIR570	0	
5857	MUC20	0	
5858	MUC4	0	
5859	LINC01983	0	
5860	TNK2	0	
5861	MIR6829	0	
5862	TNK2-AS1	0	
5863	LOC105374297	0	
5864	TFRC	1	29036603
5865	LINC00885	0	
5866	ZDHHC19	0	
5867	PCYT1A	0	
5868	TCTEX1D2	0	
5869	TM4SF19-TCTEX1D2	0	
5870	TM4SF19-AS1	0	
5871	TM4SF19	0	
5872	UBXN7-AS1	0	
5873	SMCO1	0	
5874	WDR53	0	
5875	FBXO45	0	
5876	LINC01063	0	
5877	NRROS	0	
5878	CEP19	0	
5879	PIGX	0	
5880	NCBP2	0	
5881	NCBP2-AS2	0	
5882	PIGZ	0	
5883	MELTF-AS1	0	
5884	MIR4797	0	
5885	DLG1-AS1	0	
5886	LINC02012	0	
5887	LOC220729	0	
5888	RUBCN	0	
5889	MIR922	0	
5890	FYTTD1	0	
5891	RPL35A	0	
5892	LMLN	0	
5893	LMLN-AS1	0	
5894	FAM157A	0	
5895	ACOX3	0	
5896	LDB2	0	
5897	SEPSECS-AS1	0	
5898	TMEM33	0	
5899	LIN54	0	
5900	CCSER1	0	
5901	LEF1	0	
5902	IL15	0	
5903	SPOCK3	0	
5904	POLN	0	
5905	HTT	0	
5906	OTOP1	0	
5907	STK32B	0	
5908	WFS1	0	
5909	SORCS2	0	
5910	LINC00504	0	
5911	BST1	0	
5912	NCAPG	0	
5913	KCNIP4	0	
5914	PPARGC1A	0	
5915	LOC101929199	0	
5916	PDS5A	0	
5917	APBB2	0	
5918	GRXCR1	0	
5919	GABRB1	0	
5920	TEC	7	31332606;29995658;28536906;28042730;26892448;17312434;15325931
5921	USP46	0	
5922	KIT	27	31333374;31173317;30545309;30502307;30037662;29807358;29721104;29391863;29245016;29155027;29151486;27638345;27499271;27117036;26978607;26949430;25689866;22749776;22062957;20865688
5923	ADGRL3	0	
5924	YTHDC1	0	
5925	MUC7	0	
