Var1	Freq
1020	甲基泼尼松龙;美洛昔康;羟基氯喹;艾拉莫德;	2
1021	甲基泼尼松龙;艾拉莫德;赛能;	2
1022	甲基泼尼龙;甲氨蝶呤;美洛昔康;	2
1023	甲基泼尼龙;甲氨蝶呤;美洛昔康;青霉胺;	2
1024	甲基泼尼龙;白芍总甙;	2
1025	甲基泼尼龙;白芍总甙;益赛普;羟基氯喹;	2
1026	甲基泼尼龙;白芍总甙;羟基氯喹;	2
1027	甲基泼尼龙;益赛普;美洛昔康;	2
1028	甲基泼尼龙;美洛昔康;	2
1029	甲基泼尼龙;雷公滕多甙片;	2
1030	甲基泼尼龙;青霉胺;	2
1031	甲氨喋呤;盘龙七片;美洛昔康;	2
1032	甲氨喋呤;英太清;	2
1033	甲氨喋呤;萘丁美酮;	2
1034	甲氨喋呤;西乐葆;	2
1035	甲氨喋呤;青霉胺;	2
1036	甲氨喋呤片;	2
1037	甲氨喋呤片;青霉胺片;	2
1038	甲氨碟呤;艾拉莫德;	2
1039	甲氨蝶呤;甲泼尼龙;阿法骨化醇;雷公藤;	2
1040	甲氨蝶呤;甲泼尼龙片;	2
1041	甲氨蝶呤;痹祺胶囊;美洛昔康;	2
1042	甲氨蝶呤;白芍总甙;祖师麻片;青霉胺;	2
1043	甲氨蝶呤;白芍总苷;硫酸羟氯喹;	2
1044	甲氨蝶呤;白芍总苷;羟基氯喹;	2
1045	甲氨蝶呤;益赛普;羟基氯喹;	2
1046	甲氨蝶呤;硫酸羟基氯喹;美洛昔康;青霉胺片;	2
1047	甲氨蝶呤;硫酸羟氯喹;	2
1048	甲氨蝶呤;硫酸羟氯喹片;美洛昔康胶囊;	2
1049	甲氨蝶呤;祖师麻;艾拉莫德;青霉胺;	2
1050	甲氨蝶呤;祖师麻;雷公藤多甙;	2
1051	甲氨蝶呤;祖师麻;雷公藤多甙片;	2
1052	甲氨蝶呤;祖师麻;青霉胺;	2
1053	甲氨蝶呤;祖师麻片;	2
1054	甲氨蝶呤;纷乐;	2
1055	甲氨蝶呤;美卓乐;美洛昔康;艾拉莫德;青霉胺;	2
1056	甲氨蝶呤;美卓乐;羟基氯喹;	2
1057	甲氨蝶呤;美卓乐;羟基氯喹;青霉胺;	2
1058	甲氨蝶呤;美卓尔;	2
1059	甲氨蝶呤;美卓尔;美洛昔康;雷公藤多甙片;	2
1060	甲氨蝶呤;美洛昔康;羟基氯喹;肿节风片;	2
1061	甲氨蝶呤;美洛昔康;通络开痹片;	2
1062	甲氨蝶呤;美洛昔康;金乌骨通;	2
1063	甲氨蝶呤;美洛昔康;金乌骨通胶囊;	2
1064	甲氨蝶呤;羟基氯喹;艾拉莫德;	2
1065	甲氨蝶呤;羟基氯喹;雷公藤多甙片;	2
1066	甲氨蝶呤;肿节风片;青霉胺;	2
1067	甲氨蝶呤;舒筋合剂;问荆合剂;	2
1068	甲氨蝶呤;艾拉莫德;萘丁美酮;雷公藤多甙;	2
1069	甲氨蝶呤;艾拉莫德;雷公藤多甙片;骨康胶囊;	2
1070	甲氨蝶呤;萘丁美酮;雷公藤多甙;青霉胺;	2
1071	甲氨蝶呤;萘丁美酮;青霉胺;	2
1072	甲氨蝶呤;萘丁美酮胶囊;青霉胺;	2
1073	甲氨蝶呤;蛇片;	2
1074	甲氨蝶呤;醋酸泼尼松;	2
1075	甲氨蝶呤;醋酸泼尼松;雷公藤多甙;青霉胺;	2
1076	甲氨蝶呤;金骨莲胶囊;青霉胺;	2
1077	甲氨蝶呤;问荆合剂;	2
1078	甲氨蝶呤;青霉胺片;	2
1079	甲氨蝶呤;骨康胶囊;	2
1080	甲氨蝶呤片;	2
1081	甲氨蝶呤片;甲泼尼龙片;美洛昔康胶囊;雷公藤多苷片;	2
1082	甲氨蝶呤片;甲泼尼龙片;雷公藤多苷片;	2
1083	甲氨蝶呤片;白芍总苷胶囊;	2
1084	甲氨蝶呤片;白芍总苷胶囊;益肾蠲痹丸;硫酸羟氯喹片;醋酸泼尼松片;	2
1085	甲氨蝶呤片;白芍总苷胶囊;醋酸泼尼松片;	2
1086	甲氨蝶呤片;益肾蠲痹丸;硫酸羟氯喹片;醋酸泼尼松片;	2
1087	甲氨蝶呤片;硫酸羟氯喹片;美洛昔康片;	2
1088	甲泼尼龙片;羟基氯喹;	2
1089	痹祺胶囊;白芍总苷;益赛普;	2
1090	痹祺胶囊;祖师麻;	2
1091	白芍总甙;益赛普;美洛昔康;羟氯喹;	2
1092	白芍总甙;美卓乐;	2
1093	白芍总甙;美卓乐;萘丁美酮;	2
1094	白芍总甙;美洛昔康;羟氯喹;重组人Ⅱ型肿瘤坏死因子受体抗体融合蛋白;	2
1095	白芍总甙;雷公藤多甙片;青霉胺;	2
1096	白芍总甙胶囊;金乌骨通胶囊;青霉胺;	2
1097	白芍总苷;益赛普;硫酸羟氯喹;	2
1098	白芍总苷胶囊;硫酸羟氯喹片;醋酸泼尼松片;	2
1099	益赛普;硫酸羟氯喹;	2
1100	益赛普;美卓乐;	2
1101	益赛普;美洛昔康;羟氯喹;	2
1102	盘龙七片;美洛昔康;	2
1103	盘龙七片;雷公藤多甙片;	2
1104	祖师麻;金乌骨通胶囊;	2
1105	祖师麻片;英太清;	2
1106	祖师麻片;青霉胺;	2
1107	纷乐;美卓乐;	2
1108	美卓乐;羟基氯喹;青霉胺;	2
1109	美卓乐;赛能;	2
1110	美洛昔康;艾拉莫德;	2
1111	美洛昔康;雷公藤;青霉胺;	2
1112	美洛昔康;雷公藤多甙片;	2
1113	美洛昔康;雷公藤逐痛颗粒;	2
1114	羟基氯喹;雷公藤多甙片;	2
1115	舒筋合剂;	2
1116	蛇片;	2
1117	豨桐胶囊;	2
1118	醋酸泼尼松片;	2
1119	阿达木;	2
1120	雷公藤多甙片;青霉胺;	2
1121	200mg;甲基泼尼松龙;羟基氯喹;	1
1122	504蛇片;塞来昔布;强的松;来氟米特;	1
1123	504蛇片;塞来昔布;甲氨蝶呤;	1
1124	504蛇片;正清风痛宁;	1
1125	504蛇片;正清风痛宁;洛索洛芬钠片;雷公藤多甙片;	1
1126	504蛇片;正清风痛宁;雷公藤多苷片;	1
1127	504蛇片;甲氨蝶呤;羟基氯喹;	1
1128	CEF;双氯芬酸钠;强的松;甲氨喋呤;	1
1129	CEF;双氯芬酸钠;甲氨喋呤;	1
1130	CEF;尼美舒利;甲氨蝶呤;	1
1131	CELEBREX;HCQ;柳氮磺胺吡啶;甲氨蝶呤;	1
1132	celebrex;来氟米特;甲氨蝶呤;雷公藤多苷;	1
1133	celebrex;甲氨蝶呤;	1
1134	EEF;柳氮磺胺吡啶;甲氨蝶呤;美洛昔康;	1
1135	HCQ;celebrex;帕夫林;甲氨蝶呤;	1
1136	HCQ;celebrex;强的松;柳氮磺胺吡啶;雷公藤多苷;	1
1137	HCQ;LEF;	1
1138	HCQ;LEF;双氯芬酸钠;甲基泼尼松;甲氨蝶呤;	1
1139	HCQ;LEF;塞来昔布;甲基泼尼松;	1
1140	HCQ;LEF;强的松;甲氨蝶呤;	1
1141	HCQ;LEF;甲基泼尼龙;甲氨蝶呤;美洛昔康;	1
1142	HCQ;LEF;甲氨蝶呤;美卓乐;美洛昔康;	1
1143	HCQ;LEF;甲氨蝶呤;美洛昔康;	1
1144	HCQ;pred;甲氨蝶呤;	1
1145	HCQ;pred;甲氨蝶呤;英太青;	1
1146	HCQ;SASAP;甲氨蝶呤;美洛昔康;	1
1147	HCQ;乌梢祛风片;	1
1148	hcq;乌梢祛风片;尼美舒利;醋酸泼尼松;问荆合剂;青霉胺;	1
1149	HCQ;乌梢祛风片;甲氨蝶呤;美洛昔康;	1
1150	HCQ;乐松;柳氮磺胺吡啶;甲氨蝶呤;	1
1151	HCQ;依托考昔;甲氨蝶呤;艾拉莫德;	1
1152	HCQ;倍他米松;正清风痛宁;甲氨蝶呤;	1
1153	HCQ;强的松;甲氨蝶呤;美洛西康分散片;	1
1154	HCQ;来氟米特;甲基泼尼松片;	1
1155	HCQ;柳氮磺胺吡啶;甲氨蝶呤;美卓乐;英太青;	1
1156	HCQ;洛索洛芬钠片;甲氨蝶呤;醋酸泼尼松;	1
1157	HCQ;洛索洛芬钠片;白芍总甙;	1
1158	HCQ;甲基泼尼松龙;甲氨蝶呤;白芍总甙;	1
1159	HCQ;甲基泼尼松龙;甲氨蝶呤;艾拉莫德;	1
1160	HCQ;甲基泼尼松龙;甲氨蝶呤;青霉胺;	1
1161	HCQ;甲基泼尼松龙;艾拉莫德;	1
1162	HCQ;甲基泼尼龙;	1
1163	HCQ;甲氨蝶呤;美洛昔康;青霉胺;	1
1164	HCQ;甲氨蝶呤;美洛西康;	1
1165	HCQ;甲氨蝶呤;艾拉莫德;	1
1166	HCQ;甲氨蝶呤;萘丁美酮;	1
1167	HCQ;甲氨蝶呤;西乐葆;	1
1168	HCQ;甲泼尼松;	1
1169	HCQ;白芍总甙;	1
1170	HCQ;萘丁美酮;	1
1171	j甲基泼尼松;来氟米特;甲氨蝶呤;	1
1172	j甲基泼尼松龙;甲氨蝶呤;羟基氯喹;	1
1173	LEF;MAX;	1
1174	LEF;乌梢祛风片;尼美舒利;甲氨蝶呤;	1
1175	LEF;乌梢祛风片;尼美舒利;甲氨蝶呤;青霉胺;	1
1176	LEF;乌梢祛风片;尼美舒利;青霉胺;	1
1177	LEF;乌梢祛风片;强的松;甲氨蝶呤;美洛昔康;	1
1178	LEF;乌梢祛风片;柳氮磺胺吡啶;	1
1179	LEF;乌梢祛风片;甲基泼尼松;羟基氯喹;	1
1180	LEF;乌梢祛风片;甲氨蝶呤;美洛昔康;	1
1181	LEF;乌梢祛风片;甲氨蝶呤;羟基氯喹;	1
1182	LEF;乌梢祛风片;羟基氯喹;	1
1183	LEF;佳绩泼尼松;双氯酚酸钠;	1
1184	LEF;佳绩泼尼松;柳氮磺胺吡啶;洛索洛芬纳;	1
1185	LEF;倍他米松;洛索洛芬钠;甲氨蝶呤;	1
1186	LEF;双氯氛酸钠;	1
1187	LEF;双氯芬酸钠;	1
1188	LEF;双氯酚酸钠;甲氨蝶呤;	1
1189	LEF;塞来昔布;正清风痛宁;甲基泼尼松;	1
1190	LEF;奈洛芬钠;甲基泼尼松;甲氨蝶呤;	1
1191	LEF;尼美舒利;帕夫林;昆仙胶囊;	1
1192	LEF;尼美舒利;强的松;甲氨蝶呤;	1
1193	LEF;尼美舒利;强的松;甲氨蝶呤;雷公藤甙片;	1
1194	LEF;尼美舒利;强的松;甲氨蝶呤;青霉胺;	1
1195	LEF;尼美舒利;甲基泼尼龙;甲氨蝶呤;	1
1196	LEF;尼美舒利;甲氨喋呤;白芍总甙;	1
1197	LEF;尼美舒利;甲氨蝶呤;盘龙七片;美卓乐;	1
1198	LEF;尼美舒利;甲氨蝶呤;美卓乐;	1
1199	LEF;尼美舒利;甲氨蝶呤;青霉胺;	1
1200	LEF;尼美舒利;白芍总甙;青霉胺;	1
1201	LEF;尼美舒利;硫唑嘌呤;	1
1202	LEF;尼美舒利;青霉胺;	1
1203	LEF;强的松;昆仙胶囊;甲氨蝶呤;美洛昔康;	1
1204	LEF;强的松;沙利度胺;甲氨蝶呤;	1
1205	LEF;强的松;甲氨蝶呤;羟基氯喹;	1
1206	LEF;强的松;甲氨蝶呤;雷公藤多甙;	1
1207	LEF;强的松;美洛昔康;羟基氯喹;	1
1208	LEF;强的松;羟基氯喹;	1
1209	LEF;昆仙;甲基泼尼松;甲氨蝶呤;	1
1210	LEF;昆仙;甲氨蝶呤;白芍总甙;美洛昔康;	1
1211	LEF;昆仙;甲氨蝶呤;美洛昔康;	1
1212	LEF;柳氮磺嘧啶;甲基泼尼龙;甲氨蝶呤;	1
1213	LEF;柳氮磺胺吡啶;洛索洛芬纳;甲基泼尼松;	1
1214	LEF;柳氮磺胺吡啶;甲基泼尼松片;甲氨蝶呤;美洛昔康;	1
1215	LEF;柳氮磺胺吡啶;甲氨蝶呤;萘丁美酮;	1
1216	LEF;柳氮磺胺吡啶;美洛昔康;	1
1217	LEF;正清风痛宁;洛索洛芬钠片;羟基氯喹;	1
1218	LEF;正清风痛宁;甲氨喋呤;美洛昔康;	1
1219	LEF;正清风痛宁;白芍总甙;美洛昔康;	1
1220	LEF;氨糖美锌肠溶片;甲氨蝶呤;青霉胺;	1
1221	LEF;沙利度胺;美洛昔康;	1
1222	LEF;泼尼松;甲氨蝶呤;	1
1223	LEF;泼尼松片;洛芬待因缓释片;甲氨蝶呤;	1
1224	LEF;泼尼松片;甲氨蝶呤;	1
1225	LEF;洛索洛芬钠片;甲氨蝶呤;	1
1226	LEF;洛索洛芬钠片;羟基氯喹;	1
1227	LEF;洛芬待因;甲氨蝶呤;	1
1228	LEF;洛芬待因缓释片;火把烧根;甲氨蝶呤;	1
1229	LEF;洛芬待因缓释片;火把烧根;甲氨蝶呤;甲泼尼龙;	1
1230	LEF;洛芬待因缓释片;火把花根;甲氨蝶呤;甲泼尼龙;	1
1231	LEF;甲基泼尼松;甲氨蝶呤;	1
1232	LEF;甲基泼尼松;甲氨蝶呤;美洛昔康;	1
1233	LEF;甲基泼尼松龙;甲氨蝶呤;美洛昔康;	1
1234	LEF;甲基泼尼松龙;甲氨蝶呤;美洛昔康;雷公藤;	1
1235	LEF;甲基泼尼龙;甲氨蝶呤;美洛昔康;羟基氯喹;	1
1236	LEF;甲基泼尼龙;甲氨蝶呤;青霉胺;	1
1237	LEF;甲基泼尼龙;美洛昔康;羟基氯喹;	1
1238	LEF;甲氨喋呤;萘丁美酮;	1
1239	LEF;甲氨蝶呤;甲氨蝶呤;美洛昔康;雷公藤;	1
1240	LEF;甲氨蝶呤;甲泼尼龙;	1
1241	LEF;甲氨蝶呤;硫唑嘌呤;美洛昔康;	1
1242	LEF;甲氨蝶呤;美卓乐;	1
1243	LEF;甲氨蝶呤;美卓乐;美洛昔康;羟基氯喹;	1
1244	lef;甲氨蝶呤;美洛昔康;	1
1245	LEF;甲氨蝶呤;美洛昔康;蛇片;	1
1246	LEF;甲氨蝶呤;莫比可;	1
1247	LEF;甲氨蝶呤;萘丁美酮;	1
1248	LEF;甲氨蝶呤;雷公藤多甙;	1
1249	LEF;甲氨蝶呤;青霉胺;	1
1250	LEF;白芍总甙;	1
1251	LEF;美卓乐;	1
1252	LEF;美洛昔康;羟基氯喹;	1
1253	LEF;美洛昔康;金骨莲;	1
1254	LEF;美洛昔康;雷公藤多片;	1
1255	LEF;美洛昔康;雷公藤多甙;	1
1256	LEF;蛇片;西乐葆;	1
1257	LEF;西乐葆;	1
1258	lslfn;乌梢祛风片;甲氨蝶呤;艾拉莫德;青霉胺;	1
1259	l乐松;乌梢祛风片;来氟米特;	1
1260	l乐松;雷公藤多苷;	1
1261	l来氟米特;尼美舒利;强的松;甲氨蝶呤;金骨莲胶囊;	1
1262	l来氟米特;强的松;美洛昔康;	1
1263	l来氟米特;洛索洛芬钠片;甲基泼尼松;甲氨蝶呤;青霉胺;	1
1264	l来氟米特;甲氨蝶呤;美洛昔康;青霉胺;	1
1265	l柳氮磺砒啶;奈邦;甲氨蝶呤;赛能;	1
1266	l洛索洛芬钠;来氟米特;甲氨蝶呤;痹祺胶囊;	1
1267	l洛索洛芬钠;甲基泼尼松;甲氨喋呤;羟基氯喹;	1
1268	l雷公藤多甙片;来氟米特;甲氨蝶呤;美洛昔康;	1
1269	l雷公藤多苷;强的松;柳氮磺胺吡啶;甲氨蝶呤;	1
1270	M7X;乌梢祛风片;尼美舒利;来氟米特;	1
1271	M7X;乌梢祛风片;来氟米特;问荆合剂;	1
1272	M7X;乌梢祛风片;正清风痛宁;萘丁美酮;	1
1273	M7X;塞来昔布;正清风痛宁;	1
1274	M7X;尼美舒利;	1
1275	M7X;尼美舒利;问荆合剂;	1
1276	M7X;尼美舒利;雷公藤多甙片;青霉胺;	1
1277	M7X;来氟米特;	1
1278	M7X;白芍总甙;	1
1279	M7X;美洛昔康;青霉胺;	1
1280	MXT;来氟米特;艾瑞昔布;	1
1281	NAME;	1
1282	pred;双氯芬酸钠;甲氨蝶呤;	1
1283	pred;双氯芬酸钠胶囊;	1
1284	pred;来氟米特;甲氨蝶呤;	1
1285	pred;柳氮磺胺吡啶;甲氨蝶呤;	1
1286	pred;甲氨蝶呤;英太青;	1
1287	Q强的松;白芍总甙;益赛普;羟基氯喹;	1
1288	SASAP;甲氨蝶呤;	1
1289	T2;celebrex;hcq;pred;柳氮磺胺吡啶;	1
1290	T2;双氯芬酸钠缓释片;甲氨蝶呤;甲泼尼龙;益赛普;	1
1291	VEF;柳氮磺胺吡啶;甲氨喋呤;美洛昔康;	1
1292	ZEF;甲氨蝶呤;	1
1293	一效散;复方环磷酰胺片;尪痹片;甲泼尼龙片;美洛昔康胶囊;锝亚甲基二膦酸盐注射液;雷公藤多苷片;	1
1294	一效散;复方环磷酰胺片;尪痹片;甲泼尼龙片;美洛昔康胶囊;雷公藤多苷片;	1
1295	一效散;来氟米特片;水调散;甲泼尼龙片;美洛昔康胶囊;阿达木单抗;	1
1296	三乌胶丸;云克注射液;依托考昔片;	1
1297	中后头林;双乌风湿合剂;柳氮磺;甲氨蝶呤;	1
1298	中药饮片;柳氮磺吡啶片;注射用血栓通;甲泼尼龙片;美洛昔康胶囊;	1
1299	丹红注射液;云克;来氟米特片;注射用甲氨蝶呤;注射用甲泼尼龙琥珀酸钠;雷公藤多苷片;雷公藤多苷片;	1
1300	丹红注射液;来氟米特片;注射用甲氨蝶呤;醋酸泼尼松片;	1
1301	乌梢去风片;尼美舒利;来氟米特;甲氨蝶呤;	1
1302	乌梢去风片;正清风痛宁;甲氨蝶呤;	1
1303	乌梢口服液;强的松;甲氨蝶呤;雷公藤多甙;青霉胺;	1
1304	乌梢祛方清片;莫比可;雷公藤多;	1
1305	乌梢祛风;双氯芬酸钠;正清风痛宁;甲基泼尼松龙;甲氨蝶呤;白芍;雷公藤;	1
1306	乌梢祛风;塞来昔布;	1
1307	乌梢祛风;塞来昔布;甲基泼尼松龙;甲氨蝶呤;白芍总苷;雷公藤;	1
1308	乌梢祛风;塞来昔布;甲基泼尼松龙;白芍总苷;	1
1309	乌梢祛风;塞来昔布;甲基泼尼松龙;羟基氯喹;舒筋合剂;青霉胺;	1
1310	乌梢祛风;塞来昔布;甲氨蝶呤;	1
1311	乌梢祛风;尼美舒利;昆仙胶囊;来氟米特;甲氨蝶呤;	1
1312	乌梢祛风;尼美舒利;甲基泼尼松龙;甲氨蝶呤;白芍总苷;雷公藤;	1
1313	乌梢祛风;尼美舒利;甲氨蝶呤;	1
1314	乌梢祛风;强的松;来氟米特;甲氨蝶呤;青霉胺;	1
1315	乌梢祛风;来氟米特;	1
1316	乌梢祛风;来氟米特;甲基泼尼松龙;甲氨蝶呤;美洛昔康;	1
1317	乌梢祛风;来氟米特;甲基泼尼松龙;甲氨蝶呤;西乐葆;	1
1318	乌梢祛风;正清风痛宁;氨糖美辛;	1
1319	乌梢祛风;正清风痛宁;甲基泼尼松龙;甲氨蝶呤;美洛昔康;	1
1320	乌梢祛风;正清风痛宁;甲基泼尼松龙;美洛昔康;	1
1321	乌梢祛风;正清风痛宁缓释片;萘丁美酮;	1
1322	乌梢祛风;沙利度胺;雷公藤多甙片;	1
1323	乌梢祛风;洛索洛芬钠;甲基泼尼松龙;白芍总苷;青霉胺;	1
1324	乌梢祛风;洛索洛芬钠片;甲基泼尼松龙;	1
1325	乌梢祛风;甲基泼尼松龙;甲氨蝶呤;白芍总苷;西乐葆;雷公藤;	1
1326	乌梢祛风;甲基泼尼松龙;甲氨蝶呤;美洛昔康;	1
1327	乌梢祛风;甲基泼尼松龙;美洛昔康;艾拉莫德;雷公藤;	1
1328	乌梢祛风;白芍总苷;美洛昔康;雷公藤;	1
1329	乌梢祛风口服液;尼美舒利;来氟米特;雷公藤多甙片;	1
1330	乌梢祛风口服液;尼美舒利;甲氨喋呤;	1
1331	乌梢祛风口服液;甲氨蝶呤;	1
1332	乌梢祛风片;乐松;	1
1333	乌梢祛风片;乐松;来氟米特;正清风痛宁;	1
1334	乌梢祛风片;乐松;正清风痛宁;	1
1335	乌梢祛风片;双乌风湿合剂;	1
1336	乌梢祛风片;双乌风湿合剂;吲哚美辛;塞来昔布;来氟米特;甲氨喋呤;雷公藤多疳片;	1
1337	乌梢祛风片;双乌风湿合剂;塞来昔布胶囊;来氟米特;甲氨喋呤;雷公藤多疳片;	1
1338	乌梢祛风片;双乌风湿合剂;尼美舒利;强的松;艾拉莫德;青霉胺;	1
1339	乌梢祛风片;双氯芬酸钠;强的松;昆仙胶囊;来氟米特;甲氨蝶呤;	1
1340	乌梢祛风片;双氯芬酸钠;强的松;来氟米特;甲氨蝶呤;	1
1341	乌梢祛风片;双氯芬酸钠;强的松;柳氮磺嘧啶;正清风痛宁;甲氨蝶呤;	1
1342	乌梢祛风片;双氯芬酸钠;昆仙胶囊;正清风痛宁;甲氨喋呤;	1
1343	乌梢祛风片;双氯芬酸钠;来氟米特;雷公藤多甙片;	1
1344	乌梢祛风片;双氯芬酸钠;柳氮磺吡啶;甲氨蝶呤;	1
1345	乌梢祛风片;双氯芬酸钠;柳氮磺砒啶;正清风痛宁;甲氨蝶呤;	1
1346	乌梢祛风片;双氯芬酸钠乳胶剂;甲氨蝶呤;	1
1347	乌梢祛风片;双氯芬酸钠片;甲氨喋呤;	1
1348	乌梢祛风片;双氯酚酸钠;正清风痛宁;甲氨喋呤;	1
1349	乌梢祛风片;塞来昔布;	1
1350	乌梢祛风片;塞来昔布;正清风痛宁;甲氨蝶呤;	1
1351	乌梢祛风片;塞来昔布;甲基泼尼松龙;甲氨蝶呤;	1
1352	乌梢祛风片;塞来昔布;问荆合剂;	1
1353	乌梢祛风片;复方雷公藤逐痛颗粒;	1
1354	乌梢祛风片;复方雷公藤逐痛颗粒;尼美舒利;正清风痛片;甲氨蝶呤;	1
1355	乌梢祛风片;复方雷公藤逐痛颗粒;尼美舒利;甲氨蝶呤;	1
1356	乌梢祛风片;复方雷公藤逐痛颗粒;尼美舒利;甲氨蝶呤;艾拉莫德;	1
1357	乌梢祛风片;复方雷公藤逐痛颗粒;来氟米特;美洛昔康;	1
1358	乌梢祛风片;复方雷公藤逐通颗粒;尼美舒利;甲氨蝶呤;	1
1359	乌梢祛风片;奥美拉唑;甲氨蝶呤;益肾蠲痹丸;	1
1360	乌梢祛风片;妥抒;尼美舒利;正清风痛宁缓释片;甲氨喋呤;	1
1361	乌梢祛风片;妥抒;尼美舒利;甲氨喋啶;青霉胺;	1
1362	乌梢祛风片;妥抒;甲氨喋啶;美洛昔康分散片;	1
1363	乌梢祛风片;尼美舒利;帕夫林;问荆合剂;	1
1364	乌梢祛风片;尼美舒利;强的松;来氟米特;甲氨蝶呤;舒筋合剂;	1
1365	乌梢祛风片;尼美舒利;来氟米特;柳氮磺胺吡啶;消炎痛栓;甲氨蝶呤;	1
1366	乌梢祛风片;尼美舒利;来氟米特;正清风痛宁;甲氨蝶呤;	1
1367	乌梢祛风片;尼美舒利;来氟米特;甲氨蝶呤;痹祺胶囊;	1
1368	乌梢祛风片;尼美舒利;来氟米特;甲氨蝶呤;问荆合剂;	1
1369	乌梢祛风片;尼美舒利;来氟米特;甲氨蝶呤;青霉胺;	1
1370	乌梢祛风片;尼美舒利;正清风痛片;	1
1371	乌梢祛风片;尼美舒利;洛索洛芬钠;甲基泼尼龙;雷公藤多甙片;	1
1372	乌梢祛风片;尼美舒利;甲基泼尼龙;甲氨蝶呤;青霉胺;	1
1373	乌梢祛风片;尼美舒利;甲氨蝶呤;醋酸泼尼松片;	1
1374	乌梢祛风片;尼美舒利;甲氨蝶呤;问荆合剂;	1
1375	乌梢祛风片;尼美舒利;甲氨蝶呤;问荆合剂;雷多藤多甙片;青霉胺;	1
1376	乌梢祛风片;尼美舒利;甲氨蝶呤;雷公藤;青霉胺;	1
1377	乌梢祛风片;尼美舒利;甲氨蝶呤;雷公藤多甙片;	1
1378	乌梢祛风片;尼美舒利;甲氨蝶呤;雷公藤多苷;	1
1379	乌梢祛风片;尼美舒利;白芍总甙;	1
1380	乌梢祛风片;尼美舒利;美卓乐;	1
1381	乌梢祛风片;尼美舒利;羟基氯喹;醋酸泼尼松;	1
1382	乌梢祛风片;尼美舒利;雷公藤多甙片;	1
1383	乌梢祛风片;尼美舒利分散片;洛索洛芬钠片;醋酸泼尼松片;雷公藤多甙片;	1
1384	乌梢祛风片;帕夫林;甲氨蝶呤;	1
1385	乌梢祛风片;强的松;	1
1386	乌梢祛风片;强的松;来氟米特;	1
1387	乌梢祛风片;强的松;来氟米特;甲氨蝶呤;	1
1388	乌梢祛风片;强的松;柳氮磺嘧啶;正清风痛宁;甲氨蝶呤;	1
1389	乌梢祛风片;强的松;柳氮磺嘧啶;正清风痛宁;甲氨蝶呤;白芍总甙;	1
1390	乌梢祛风片;强的松;正清风痛宁;	1
1391	乌梢祛风片;强的松;正清风痛宁;雷公藤多甙片;	1
1392	乌梢祛风片;强的松;氨糖美辛;甲氨蝶呤;雷公藤多甙片;	1
1393	乌梢祛风片;强的松;洛索洛芬钠片;	1
1394	乌梢祛风片;强的松;羟基氯喹;	1
1395	乌梢祛风片;昆仙胶囊;来氟米特;甲氨蝶呤;美洛昔康;醋酸泼尼松;青霉胺;	1
1396	乌梢祛风片;昆仙胶囊;甲氨喋呤;西乐葆;青霉胺;	1
1397	乌梢祛风片;昆仙胶囊;甲氨蝶呤;美洛昔康;醋酸泼尼松;青霉胺;	1
1398	乌梢祛风片;昆仙胶囊;白芍总甙;	1
1399	乌梢祛风片;来氟米特;柳氮磺胺吡啶;	1
1400	乌梢祛风片;来氟米特;氨糖美辛;甲基泼尼松;青霉胺;	1
1401	乌梢祛风片;来氟米特;洛素洛芬钠片;甲基泼尼松片;甲氨蝶呤;青霉胺;	1
1402	乌梢祛风片;来氟米特;洛索洛芬钠;甲基泼尼松片;甲氨蝶呤;青霉胺;	1
1403	乌梢祛风片;来氟米特;洛索洛芬钠;甲基泼尼龙;甲氨蝶呤;	1
1404	乌梢祛风片;来氟米特;洛索洛芬钠;青霉胺;	1
1405	乌梢祛风片;来氟米特;洛索洛芬钠片;	1
1406	乌梢祛风片;来氟米特;洛索洛芬钠片;甲氨蝶呤;	1
1407	乌梢祛风片;来氟米特;甲基泼尼松;美洛昔康;	1
1408	乌梢祛风片;来氟米特;甲氨蝶呤;美洛昔康;舒筋合剂;	1
1409	乌梢祛风片;来氟米特;甲氨蝶呤;金乌骨通胶囊;青霉胺;	1
1410	乌梢祛风片;来氟米特;甲氨蝶呤;问荆合剂;	1
1411	乌梢祛风片;来氟米特;白芍总苷;美洛昔康;	1
1412	乌梢祛风片;来氟米特;美洛昔康;	1
1413	乌梢祛风片;来氟米特;美洛昔康;羟基氯喹;	1
1414	乌梢祛风片;来氟米特;美洛昔康;舒筋合剂;	1
1415	乌梢祛风片;来氟米特;问荆合剂;	1
1416	乌梢祛风片;来氟米特片;甲氨喋呤片;问荆合剂;	1
1417	乌梢祛风片;柳氮磺嘧啶;正清风痛宁;萘丁美酮胶囊;	1
1418	乌梢祛风片;柳氮磺胺吡啶;正清风痛宁;甲氨蝶呤;	1
1419	乌梢祛风片;柳氮磺胺吡啶;甲氨蝶呤;	1
1420	乌梢祛风片;柳氮磺胺吡啶;甲氨蝶呤;美洛昔康;	1
1421	乌梢祛风片;榴氮磺胺吡啶;甲氨蝶呤;	1
1422	乌梢祛风片;正清风痛宁;甲氨蝶呤;美洛昔康;	1
1423	乌梢祛风片;正清风痛宁;甲氨蝶呤;雷公藤多甙片;	1
1424	乌梢祛风片;正清风痛宁;白芍总甙;	1
1425	乌梢祛风片;正清风痛宁;问荆合剂;	1
1426	乌梢祛风片;正清风痛宁;雷公藤多甙片;	1
