	6-P-10	6-P-1	6-P-2	6-P-3	6-P-4	6-P-5	6-P-6	6-P-7	6-P-8	6-P-9	6-T-1_1	6-T-1_2	6-T-2_1	6-T-2_2	6-T-3_1	6-T-3_2	6-T-4_1	6-T-4_2	6-T-5_1	6-T-5_2	7-P-10	7-P-1	7-P-2	7-P-3	7-P-4	7-P-5	7-P-6	7-P-7	7-P-8	7-P-9	7-T-1_1	7-T-1_2	7-T-2_1	7-T-2_2	7-T-3_1	7-T-3_2	7-T-4_1	7-T-4_2	7-T-5_1	7-T-5_2	CTT-FFPE-100ng_1	CTT-FFPE-100ng_2	CTT-FFPE-5ng_1	CTT-FFPE-5ng_2	CTT-frozen-100ng_1	CTT-frozen-100ng_2	CTT-frozen-5ng_1	CTT-frozen-5ng_2	NC-P-1	NC-P-2	NC-P-3	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	PC-P-10	PC-P-1	PC-P-2	PC-P-3	PC-P-4	PC-P-5	PC-P-6	PC-P-7	PC-P-8	PC-P-9	PC-T-1_1	PC-T-1_2	PC-T-2_1	PC-T-2_2	PC-T-4_1	PC-T-4_2	PC-T-6_1	PC-T-6_2	PC-T-7_1	PC-T-7_2
7-P-10	0.754264643231406	0.721504134623796	0.713740326262658	0.769413544236519	0.686974137886523	0.752996232878776	0.662885637683437	0.701869991602777	0.71299538612289	0.743745886035716	0.373876009053936	0.392552793162928	0.405025770799166	0.453991794358512	0.565780277458496	0.554304876003476	0.259289488928818	0.23715142565682	0.67135188422884	0.669846582879616	1	0.781417863006421	0.68423489631851	0.727137371456379	0.697219730116801	0.7116495229612	0.719919709146521	0.744690525032835	0.735530446649503	0.680327112524345	0.589998256969981	0.554272176415725	0.43120754622616	0.430620850643067	0.506494796051285	0.485665761312293	0.513687085084644	0.505273268364081	0.625744196855266	0.612645046272021	0.237036181291512	0.247243836431701	0.194506567093099	0.216893315055124	0.297608812599775	0.298463480463467	0.260679266307311	0.287629471343907	0.767473038817191	0.765509595546891	0.7856183326354	0.69119720237639	0.728473284157044	0.719489190985748	0.727961750329323	0.74997995424789	0.689055445367397	0.729975816574696	0.705408302657066	0.688354684623333	0.628572851136778	0.660340154940155	0.715827639780924	0.723387446827091	0.628105527321453	0.668144887922635	0.579972672077217	0.556541543607161	0.418166658062249	0.402360325533366	0.478628173854601	0.474635516076001	0.516684300058977	0.518130358000419	0.432327220691714	0.448645582268279
7-P-1	0.779649920788936	0.761657492442074	0.739538076211371	0.824896106777675	0.718360205545124	0.796070753962149	0.695284240756998	0.730799859326154	0.739780460626183	0.771110586169301	0.390181775877533	0.405650547289158	0.412097424082173	0.46456292460861	0.600676878807057	0.583275014181489	0.258556630826258	0.235053257606617	0.709699532334981	0.713602489600015	0.781417863006421	1	0.717019640757242	0.775688360097978	0.720826861804448	0.751178874794658	0.75303088888088	0.792365330354941	0.764937117266661	0.72559316556683	0.62378916718103	0.585260418036548	0.449487643386297	0.447308198990297	0.530107984221713	0.500194381477139	0.543103212816011	0.532550957999419	0.665789416364625	0.648302865119015	0.239452075979112	0.247003243737594	0.191276047716385	0.211626865434359	0.304696031146091	0.304259815659447	0.261601155051375	0.291972601653936	0.831176689369157	0.815906626896165	0.846564951792815	0.743347087625891	0.768606148905686	0.773356146354442	0.77158841680009	0.795930745014305	0.735810995834909	0.761234825705263	0.735227129972649	0.729219950351275	0.654799490574502	0.67358999252775	0.757058659274724	0.757311425133996	0.64228655869891	0.705050299838471	0.595234025928842	0.580505100916493	0.433255711641405	0.409991215976837	0.508100173006617	0.492893235160311	0.535079396392244	0.535079752961507	0.451694268398008	0.460665830725325
7-P-2	0.702889362598605	0.68515651586071	0.671151245627765	0.724642144763823	0.654742099612986	0.702485987959784	0.62658059135525	0.666679598301828	0.687920533243492	0.704530407915835	0.354384129486136	0.374990953506934	0.398317749267547	0.436467388862808	0.539769195660679	0.529030906753495	0.252207899196629	0.232765645051355	0.631845472247212	0.624736445733529	0.68423489631851	0.717019640757242	1	0.706140420325506	0.6609108619348	0.671578538816795	0.703215774179987	0.698625473734565	0.688342372351376	0.644111703216688	0.56135141984707	0.537945576843144	0.418387188208579	0.417445334667742	0.46806515512263	0.456050355016579	0.492275739445469	0.483487539750913	0.593062860459056	0.564445326065664	0.234589352312547	0.235992368705239	0.193786411060081	0.214281833448897	0.288637316412855	0.291713916762211	0.257432713738701	0.286805199810741	0.705585433380113	0.705871667762072	0.734736640235376	0.650397932665543	0.69599575777252	0.680332663679306	0.680068371853102	0.696692560367504	0.651338348803466	0.679483815229489	0.659446096965712	0.670211714449244	0.613759062261232	0.632773740444015	0.671369583818806	0.691295881818391	0.581650662343972	0.627572466458559	0.534618341790137	0.543444702411098	0.40236986611934	0.395092765665675	0.468213949184494	0.462900372739828	0.491447507597517	0.50353822964052	0.426993649177374	0.433263474405713
7-P-3	0.740473939013094	0.734114705092135	0.710213135516565	0.778442091607499	0.678252417474447	0.745027345776016	0.644102374254928	0.704506530326698	0.710935614682181	0.741657923587462	0.374189872873724	0.392634642555278	0.406511491665741	0.457635415805802	0.565201792689053	0.555163562478437	0.260421391167033	0.240656222919686	0.675029235582765	0.666724918596541	0.727137371456379	0.775688360097978	0.706140420325506	1	0.689390828510288	0.714513755129995	0.734033354709534	0.747864195097622	0.733885160370071	0.680395766280963	0.599379367847592	0.57408556760354	0.439603300232743	0.430069788527197	0.512982729568902	0.485706073007097	0.512682950843702	0.515203582671108	0.636934443068757	0.607522460639112	0.240006555090423	0.243068016082004	0.19667396604604	0.219300108972363	0.297454865786121	0.299435542502134	0.261255936482065	0.296196252781314	0.764440591512389	0.754651172916853	0.792601894306982	0.689006516746162	0.732816797341698	0.722751847569746	0.734415266378905	0.747001251864655	0.691824698597678	0.734727873007735	0.699538121241912	0.692960691766167	0.64053753041377	0.6555880074669	0.710343095390552	0.723702060734886	0.608234743808099	0.669784487866916	0.562784749960569	0.551984506259514	0.413732671774263	0.404137820842011	0.48917455601593	0.48435447019005	0.52207615554691	0.520229525114922	0.443519822953923	0.446941434755706
7-P-4	0.709649208638223	0.704223234485246	0.696849756433808	0.734925715998178	0.65201239785012	0.710398937027006	0.633085753526015	0.680852412452121	0.683606717118247	0.715519620739423	0.380419128815373	0.403972299838734	0.387500823272037	0.444611847440096	0.560593732871678	0.545616693926193	0.273756989386659	0.257448723437347	0.647481800238894	0.636343554211906	0.697219730116801	0.720826861804448	0.6609108619348	0.689390828510288	1	0.680527496994319	0.698628225219175	0.71572412804671	0.691879175714441	0.652591646354573	0.576773143142921	0.548666973333695	0.444844884797915	0.436485421182213	0.495941132721009	0.475289678799619	0.515751889609793	0.513446296170936	0.605647626672741	0.584863844053545	0.258337061292478	0.265198127059078	0.221375117158242	0.239256817366621	0.31304956629188	0.314379726732527	0.278882283224914	0.306867896902485	0.707762225049603	0.710262098585897	0.737832031715809	0.659577936782755	0.688737137683714	0.670978283535851	0.68427770561263	0.704165692384843	0.664231707368976	0.690718380693324	0.661667577973472	0.666808046633343	0.601077560117764	0.633966332496067	0.68114139604278	0.689348219274305	0.580253301582025	0.648801882216543	0.552547742601356	0.5521986881275	0.42086435643348	0.41243696240677	0.477628443964113	0.481014908741767	0.512686795690052	0.512687410522623	0.449842295388197	0.461789615598403
7-P-5	0.72265837842123	0.709065412136138	0.713087845556741	0.753125782739544	0.663051965376192	0.725044677799573	0.652279116645938	0.688295949940982	0.713846423154935	0.711532422996357	0.349806969854363	0.367880129880335	0.389853196701671	0.423405509443834	0.544238975144299	0.538867932322154	0.24340446522229	0.2325995872948	0.646609341087841	0.632035800745756	0.7116495229612	0.751178874794658	0.671578538816795	0.714513755129995	0.680527496994319	1	0.718690604534423	0.728277254336021	0.706770314805596	0.652207195814877	0.541033516555437	0.532245175006717	0.407209460306237	0.402169456745833	0.467444595944905	0.457645367981657	0.477303166243677	0.479718461625919	0.602005250939833	0.581050867691046	0.227844335900476	0.230719136448666	0.201126926066292	0.220133415002453	0.280320773794184	0.280113281003765	0.264485291126773	0.285948074487819	0.729376971048329	0.731607828845101	0.761407157172736	0.67502014840382	0.708308216220318	0.70696707264755	0.709162830809866	0.724970317553612	0.690245681771405	0.714068098378437	0.664363602856938	0.685470605641345	0.621567429650896	0.642190865068561	0.704875444644532	0.713280748678999	0.594191375931443	0.655156071624801	0.530697833263383	0.549054505763176	0.381796613863799	0.380742781692885	0.461138627521176	0.456340983408973	0.485880071778378	0.492515058687576	0.417486529160904	0.425314617787456
7-P-6	0.74065471786661	0.733094264960536	0.72145592754972	0.780560969325762	0.686493920374765	0.738796765328718	0.66759997118332	0.708537833724453	0.713701108762645	0.749382323434082	0.360767605146324	0.376683414398444	0.38616684614814	0.426551783190336	0.554442787498675	0.540935472743769	0.25093333636146	0.234896371178257	0.64660441249192	0.646370647606812	0.719919709146521	0.75303088888088	0.703215774179987	0.734033354709534	0.698628225219175	0.718690604534423	1	0.739481242835003	0.727703085788678	0.671253278108669	0.564070730216364	0.529949482949039	0.41430616077053	0.412256657513569	0.483415066157279	0.456166057005531	0.490606727984828	0.492035733089563	0.604266831691952	0.582767634556641	0.228829963331578	0.232111115516172	0.191139008869824	0.211460086299056	0.284064711480719	0.286825918825437	0.254019599135456	0.278596447541327	0.744744830827283	0.744297083797564	0.779992827867556	0.689655537004124	0.717535266978452	0.71256793501516	0.735463437823177	0.741682261460772	0.679669529180287	0.708247497154975	0.68463214101835	0.695537451661152	0.633281716945191	0.659891814538484	0.722397667051467	0.726774955208423	0.598733360571847	0.668941775407445	0.536885019651203	0.541479093183316	0.385962636988719	0.385301678140955	0.472468406854413	0.467937913685351	0.489949017765119	0.492314983303345	0.424144162411453	0.432393191278198
7-P-7	0.771795614782994	0.763126613065232	0.729567302677753	0.794567849208795	0.698312947899997	0.771414183986298	0.690179003570823	0.712967621056376	0.735274613026987	0.770911680475498	0.376643510471058	0.396470201860873	0.400165282783511	0.447010843083469	0.579050198727908	0.55837032684412	0.252913187541559	0.227377358291209	0.680639249049313	0.67336716072631	0.744690525032835	0.792365330354941	0.698625473734565	0.747864195097622	0.71572412804671	0.728277254336021	0.739481242835003	1	0.747082213295165	0.693721300575984	0.584863896421885	0.568403148297628	0.443931016928128	0.433401457426926	0.505760424787633	0.475842982039468	0.509302522649987	0.506911652124027	0.632266736680216	0.615777446167322	0.233183925075599	0.240576157031982	0.195100600406441	0.214951005850021	0.295272445768001	0.295903398939997	0.254139178349064	0.291158066445692	0.791945417732953	0.775373625576321	0.817184130600077	0.710380151510164	0.735310862206153	0.731334741022687	0.741971031132552	0.771390859198671	0.710144905455577	0.737310654642838	0.717430078003363	0.713804444147655	0.639653050659462	0.676339576564729	0.734464696404244	0.737252571808592	0.637329867119945	0.682856826682716	0.564800550849691	0.55214477979166	0.414421866403148	0.400992878521604	0.489387323190609	0.468780705757144	0.522337717052193	0.515769050173897	0.431715547477055	0.440798050065167
7-P-8	0.739402536821519	0.737686512977437	0.720499095714338	0.774404464664731	0.675697406271041	0.75322743136512	0.653974823813018	0.696483826503411	0.708175250170919	0.736791541544494	0.370342009766856	0.390527233454204	0.399515681025081	0.452121485977979	0.559679071781846	0.544452025883271	0.257494618577217	0.23482043490106	0.671964800491786	0.657846540025403	0.735530446649503	0.764937117266661	0.688342372351376	0.733885160370071	0.691879175714441	0.706770314805596	0.727703085788678	0.747082213295165	1	0.673984619500064	0.568267401103078	0.550258666641531	0.426212914428288	0.420505531871552	0.493390644252972	0.469152497973479	0.503559818465409	0.497091870531324	0.62182741141882	0.596204775751188	0.235989942202979	0.244114113308838	0.195070326446245	0.211507475163167	0.28847030602572	0.294961644699758	0.253879423973804	0.278981370932954	0.752619564585257	0.745239225024536	0.780900019777947	0.68565100465457	0.717572736074	0.723736046997881	0.717628933046243	0.737646200409033	0.677407304045146	0.716437143838342	0.692037841741787	0.690885016158381	0.622576708273035	0.663510453400147	0.713115153211791	0.710284037234208	0.62250752232374	0.663380241605825	0.556767459982739	0.544326512594496	0.404483160618377	0.387494889364752	0.469432179559296	0.463125755138799	0.498881210054329	0.504994096356927	0.427272159112483	0.43321584832798
7-P-9	0.685616616977392	0.679239993879599	0.668023505639515	0.723819804910033	0.63009066575743	0.687438998208694	0.589467786078287	0.653094860360343	0.653696692501894	0.694525467644665	0.370884350421151	0.377363918773643	0.393180960563036	0.447228434261207	0.553027165957035	0.529843666725925	0.251739305446992	0.228808021478348	0.629713167648603	0.635314246167043	0.680327112524345	0.72559316556683	0.644111703216688	0.680395766280963	0.652591646354573	0.652207195814877	0.671253278108669	0.693721300575984	0.673984619500064	1	0.567430642619973	0.538253944352894	0.40999405610267	0.412282384460963	0.476235428884365	0.452776849297912	0.484737539350194	0.475676299941502	0.593816136437844	0.567178274937229	0.230542939737816	0.23960129618988	0.197076119651074	0.205451432892278	0.291764181257392	0.293838279638999	0.251736612965213	0.286384553685857	0.717903542835478	0.700272122937215	0.726778267472592	0.638470448382205	0.688147657839158	0.661712038654468	0.679129548663267	0.690859293084282	0.63802984258341	0.665696564533328	0.650301312966152	0.658062285197102	0.599727724664065	0.6090297124318	0.657172078093416	0.674197707187506	0.578748666607131	0.610810380508112	0.543691090113319	0.536982605978121	0.405980056370541	0.383073590189063	0.455632457421297	0.44066968730889	0.49305583547783	0.502722288316029	0.427534879263822	0.433986828777044
7-T-1_1	0.576703006490416	0.569074808432903	0.551920821748146	0.611020350762946	0.580668188179781	0.578326543253051	0.530244814480733	0.564855291056936	0.542391213227434	0.578615138651202	0.442761298126283	0.46946987683288	0.527894814476112	0.612919652636322	0.559467189590172	0.534563645870209	0.346263444878663	0.302369128432544	0.651809925565469	0.659099095514395	0.589998256969981	0.62378916718103	0.56135141984707	0.599379367847592	0.576773143142921	0.541033516555437	0.564070730216364	0.584863896421885	0.568267401103078	0.567430642619973	1	0.709499903939633	0.497385172980477	0.49204002301251	0.54442236848055	0.507647741027225	0.552031876835684	0.532985793869561	0.683875089115684	0.65485290400007	0.273030380969225	0.282653512452407	0.208550088979725	0.233501239213991	0.341920795818517	0.345717455794574	0.290460723362775	0.323678560853213	0.625773686283199	0.628077366109145	0.626529768666593	0.549856319627453	0.606670078894284	0.583828909245327	0.56166589282278	0.587940688550973	0.58663783347767	0.563266196916305	0.595614266738966	0.569419434771314	0.562379120658813	0.548000700700603	0.575890387155569	0.586889443278821	0.544546662685655	0.549941695985943	0.665872303009426	0.614084824335181	0.521377598410545	0.485587877957794	0.542893483316298	0.535491767172581	0.621104420061765	0.628731872289334	0.555559809864207	0.567633558589446
7-T-1_2	0.552416007696747	0.542299106384073	0.54319965455051	0.583087454371338	0.559821068526224	0.553501008822219	0.49320824051307	0.537554145107584	0.53327454475543	0.553275280886597	0.417533493790959	0.43929112863707	0.50638995147431	0.574254653458814	0.514900687762176	0.513637793722208	0.335693922585992	0.29959238658829	0.614724843250574	0.616642693080207	0.554272176415725	0.585260418036548	0.537945576843144	0.57408556760354	0.548666973333695	0.532245175006717	0.529949482949039	0.568403148297628	0.550258666641531	0.538253944352894	0.709499903939633	1	0.478622544219785	0.476967286371775	0.509314924639869	0.491236674922249	0.527636861576149	0.527336253759232	0.631424920238777	0.626693903180285	0.266710113257296	0.268413671893093	0.203497401426204	0.227261738189322	0.322798436773267	0.320129191333515	0.281715103758626	0.32061871207376	0.587828803442256	0.579278161930052	0.591635714332622	0.520558681830101	0.560193557620317	0.560439262317775	0.543866232583344	0.559266219985641	0.553879520608347	0.547633360385107	0.56978805309329	0.527447013029829	0.536867841914492	0.525283688994318	0.55281812815408	0.552855283077623	0.524256835959463	0.534624513721091	0.630607106629861	0.610686758918158	0.478740540048995	0.469195059849661	0.524681786403716	0.509203735617423	0.579879309630109	0.577924285578458	0.529569719988426	0.527889556190504
7-T-2_1	0.431011606732628	0.417086702004028	0.410089234258994	0.448498271550857	0.43724878931257	0.424267950434382	0.384058517274852	0.419067900018213	0.411049822503738	0.434735482956528	0.506561332334301	0.514663097180391	0.370399968552108	0.421707334139456	0.538763256765818	0.522535849096339	0.442845617976067	0.404929114465333	0.50469858602918	0.507894670433652	0.43120754622616	0.449487643386297	0.418387188208579	0.439603300232743	0.444844884797915	0.407209460306237	0.41430616077053	0.443931016928128	0.426212914428288	0.40999405610267	0.497385172980477	0.478622544219785	1	0.754140262972239	0.563673633913522	0.54063422143405	0.612392607787991	0.590720732271487	0.511039911223693	0.488486548995491	0.422184248295726	0.42358586777675	0.32994311189258	0.368847342899796	0.478594864063011	0.484568020759818	0.411008467749293	0.447532405265616	0.460135678204995	0.474029486966885	0.46461812402376	0.430195662607124	0.447625014737586	0.438683539358537	0.424352759554528	0.437453033531917	0.454585736835923	0.426768151138022	0.449098106096278	0.418558290974771	0.436692134697951	0.422321560139307	0.44050326127722	0.435426619753839	0.426355530617419	0.428073951462903	0.53201890392701	0.498344886952968	0.545980821870155	0.527042801408425	0.499954613124823	0.499944115409009	0.527575471490448	0.531724754483453	0.510808466282493	0.521753107723334
7-T-2_2	0.424707669377105	0.408951096677077	0.405845603848937	0.450391038904691	0.437344831405368	0.425664458574258	0.378581847091101	0.416897771803116	0.41081079615032	0.431144420632288	0.496668811541285	0.513911937910006	0.356967545165924	0.418989174468981	0.530919265469368	0.523560974965918	0.437106631762806	0.401589985951728	0.50576816844998	0.502525001799123	0.430620850643067	0.447308198990297	0.417445334667742	0.430069788527197	0.436485421182213	0.402169456745833	0.412256657513569	0.433401457426926	0.420505531871552	0.412282384460963	0.49204002301251	0.476967286371775	0.754140262972239	1	0.552815267047513	0.536946186392243	0.618782328403821	0.594066883685499	0.51009527743973	0.499326025101256	0.41562368650111	0.418093991714183	0.323228441916268	0.359952036453709	0.474181711413807	0.470539138554511	0.398780437882322	0.445581609942646	0.461631350381947	0.472892936675747	0.45929024370985	0.427594557862506	0.443877823406436	0.438305958393609	0.425460645920602	0.438348668792352	0.459414902189167	0.423183146407901	0.45650109634169	0.40821015803377	0.428930489480778	0.416958460265072	0.42928528144902	0.433298252919346	0.421628385264487	0.422940598873172	0.524062359911363	0.49079154904123	0.550318706438024	0.520512554747287	0.494111326792445	0.490686874531396	0.528867328906863	0.53592980977601	0.503688113448347	0.514429779153987
7-T-3_1	0.495553236264617	0.491247775686027	0.476124760527527	0.530907889201018	0.483863600399356	0.498915799048019	0.445327142164196	0.486343553218035	0.468389784298433	0.500866089057302	0.458037556089344	0.482085578140425	0.405741658815057	0.467456325498399	0.544647201618772	0.523422284272492	0.395979998248328	0.358564737445609	0.583188353486493	0.578143757786706	0.506494796051285	0.530107984221713	0.46806515512263	0.512982729568902	0.495941132721009	0.467444595944905	0.483415066157279	0.505760424787633	0.493390644252972	0.476235428884365	0.54442236848055	0.509314924639869	0.563673633913522	0.552815267047513	1	0.753278643657334	0.597115998137956	0.568840295405031	0.562785198260541	0.552797268509276	0.351787996908626	0.360297105644621	0.274184091151872	0.299062142091536	0.423010652832577	0.422375334852968	0.350115143031077	0.391398742126016	0.547628623412058	0.548300790428546	0.546646470742861	0.499427408512564	0.507537380513883	0.513620280603591	0.487654530235726	0.517037586299983	0.522772968298302	0.49336501662789	0.517481109379573	0.480009785781456	0.472361904306121	0.467228326223586	0.502375534102874	0.504857109486738	0.465757299256505	0.485029208654661	0.570204418033103	0.52455705846456	0.531902151495515	0.484761300560336	0.511827163038959	0.506681053968419	0.548091552114799	0.545998750260268	0.502413255513855	0.516788192466093
7-T-3_2	0.474848606267486	0.465284162956502	0.461735226183917	0.500528179840029	0.468518851716141	0.474746249569901	0.427459872983989	0.474376254616496	0.454149561076972	0.471085268066614	0.450257944973258	0.45607312947253	0.408108514241358	0.440719481059358	0.507300577362241	0.517361853282816	0.385048228145379	0.374007921416923	0.547355068507798	0.534858891867795	0.485665761312293	0.500194381477139	0.456050355016579	0.485706073007097	0.475289678799619	0.457645367981657	0.456166057005531	0.475842982039468	0.469152497973479	0.452776849297912	0.507647741027225	0.491236674922249	0.54063422143405	0.536946186392243	0.753278643657334	1	0.563418492903382	0.564560772941042	0.521060626469658	0.522292814339108	0.360010796636348	0.35817891840928	0.285662992940782	0.311504792194372	0.42105697156942	0.414724461154947	0.357109293142775	0.395773849489579	0.519617775321126	0.516481915243239	0.509715144101608	0.481743543020619	0.478576780626126	0.482648529082779	0.464660694000809	0.484991143582842	0.499465744370083	0.476569095864962	0.48185744921337	0.45134823894957	0.447119668789786	0.452389230064998	0.47975332353705	0.476378508897134	0.441993139099112	0.461056726357644	0.552697943731435	0.531559755985018	0.500517140449838	0.491989234712621	0.509740016015735	0.506518869754175	0.518139749765616	0.51409948731575	0.49301006560766	0.490504014053273
7-T-4_1	0.511170117971023	0.493092139081483	0.488819621185446	0.540860335713279	0.505229249547234	0.511187865666346	0.450410248234797	0.492997123340615	0.481663968889325	0.513003744352924	0.49364286708218	0.507817468722397	0.414515833124157	0.473356720127384	0.565301667663107	0.549227919464156	0.423904617218343	0.393824991957861	0.59437705243621	0.597010370851637	0.513687085084644	0.543103212816011	0.492275739445469	0.512682950843702	0.515751889609793	0.477303166243677	0.490606727984828	0.509302522649987	0.503559818465409	0.484737539350194	0.552031876835684	0.527636861576149	0.612392607787991	0.618782328403821	0.597115998137956	0.563418492903382	1	0.720792807148675	0.562940530864424	0.552396112905418	0.390698228728649	0.397743670320118	0.301900426633761	0.334450214158636	0.464140739508431	0.459932643885567	0.385442655996514	0.422444031308931	0.551916574256999	0.559421605985596	0.556010009867079	0.506023386221047	0.521532630124607	0.523340501433494	0.502369740470531	0.524321214050489	0.528489407289503	0.500533013405309	0.518927706291187	0.491234424418252	0.494774182354903	0.488853365345911	0.509631562733539	0.514663738576382	0.477549317309959	0.48573828546357	0.577304042132304	0.534448768574151	0.566370650651808	0.522677390388401	0.533220246405819	0.5347273191715	0.565205366662164	0.573771864528597	0.538709812550799	0.544975738083882
7-T-4_2	0.510891263726453	0.498424394931268	0.488713312520613	0.534523313834712	0.49643191311003	0.504618843918505	0.458935203292061	0.495596328027883	0.486631686201456	0.507676847018077	0.479444869766175	0.48897531907078	0.409907833316434	0.457862083837537	0.540676372734276	0.542717177426748	0.414892937440868	0.393260793483788	0.571284082352115	0.567924298098266	0.505273268364081	0.532550957999419	0.483487539750913	0.515203582671108	0.513446296170936	0.479718461625919	0.492035733089563	0.506911652124027	0.497091870531324	0.475676299941502	0.532985793869561	0.527336253759232	0.590720732271487	0.594066883685499	0.568840295405031	0.564560772941042	0.720792807148675	1	0.556470173437198	0.536363183634966	0.382522535039432	0.377493069643404	0.298334860487791	0.334167562914867	0.44344485551559	0.442100432221537	0.385798796163609	0.417971599121531	0.545617496886372	0.543017783043707	0.547610433907032	0.511104695767928	0.514455242848783	0.512402475908865	0.49742941303236	0.511824154367052	0.524720490775676	0.502982240380014	0.513334207335577	0.482271914628957	0.482152829507826	0.471440771819645	0.503070586438583	0.512043430257895	0.46963525818475	0.478768071895347	0.556257058683778	0.535381826841251	0.526344217275268	0.511405534870656	0.520957856867674	0.52697740228039	0.537721661039809	0.543763607841997	0.512757470706853	0.521090213933198
7-T-5_1	0.623472036709133	0.613105638928031	0.59978504487042	0.665626789551041	0.607116601601937	0.628534217535404	0.557214026069053	0.60961598407393	0.591916600145509	0.624175085389703	0.455696823838206	0.481653176424989	0.45547088185412	0.536209668558696	0.594095076218295	0.564953596608191	0.35212696509496	0.308932879475035	0.694456663213878	0.686563530663051	0.625744196855266	0.665789416364625	0.593062860459056	0.636934443068757	0.605647626672741	0.602005250939833	0.604266831691952	0.632266736680216	0.62182741141882	0.593816136437844	0.683875089115684	0.631424920238777	0.511039911223693	0.51009527743973	0.562785198260541	0.521060626469658	0.562940530864424	0.556470173437198	1	0.711585552580897	0.307147545424256	0.314525705756765	0.240379255123083	0.266104550753218	0.360981511985056	0.361171863937122	0.309189604614237	0.342653353673482	0.673113533237437	0.687332244228184	0.680567485086853	0.616660918552725	0.631771762873778	0.633946275683153	0.616650579737677	0.637421484471374	0.637144199526931	0.610722834462201	0.615225872107032	0.590423351774707	0.574326864760075	0.573731366317939	0.619522578964643	0.620077497858481	0.56618205814394	0.589360531975855	0.638782504105705	0.595759421452991	0.510069599901242	0.472171584461902	0.530184116087192	0.51981626217937	0.607392824238348	0.604378274163048	0.524982787374726	0.542837098695482
7-T-5_2	0.596977931192529	0.603927981902474	0.570954578844212	0.642938463553664	0.58455975599972	0.609326535791382	0.537060316984298	0.577377654204271	0.568723723682252	0.609500104283534	0.441607012237681	0.475603884756266	0.451382189320655	0.534742932155132	0.569433065987469	0.548274965963828	0.353744856687608	0.305846073952379	0.664542552314001	0.675000382902681	0.612645046272021	0.648302865119015	0.564445326065664	0.607522460639112	0.584863844053545	0.581050867691046	0.582767634556641	0.615777446167322	0.596204775751188	0.567178274937229	0.65485290400007	0.626693903180285	0.488486548995491	0.499326025101256	0.552797268509276	0.522292814339108	0.552396112905418	0.536363183634966	0.711585552580897	1	0.309427549056447	0.314422381623403	0.239064729736374	0.261152759025288	0.363349131658654	0.363231462303041	0.30391715378797	0.340510869060648	0.661508675197763	0.668682585902434	0.657523747798895	0.590797647792569	0.610382986471638	0.616870193273518	0.596998128511654	0.614058530338187	0.612849557838835	0.589352830713326	0.605598623474064	0.571535018648948	0.561025070538938	0.567536487241258	0.602015306331333	0.598028402624139	0.551990174935382	0.568145337079414	0.624774525732824	0.58231625050483	0.506361658386554	0.466103263368045	0.523939789552127	0.505585189010088	0.595778894974074	0.587993589858598	0.516948980226899	0.530439657624787
CTT-FFPE-100ng_1	0.24743776492411	0.225706673931575	0.23175146214093	0.253949167691941	0.240505722213555	0.231105244363732	0.208196601632568	0.245599259996849	0.22784944567612	0.245580830118155	0.547374793609362	0.552178994027198	0.214619464715749	0.233259480805466	0.425365202803821	0.430642955306551	0.55002082896477	0.541961398202383	0.312904558091967	0.301589062996791	0.237036181291512	0.239452075979112	0.234589352312547	0.240006555090423	0.258337061292478	0.227844335900476	0.228829963331578	0.233183925075599	0.235989942202979	0.230542939737816	0.273030380969225	0.266710113257296	0.422184248295726	0.41562368650111	0.351787996908626	0.360010796636348	0.390698228728649	0.382522535039432	0.307147545424256	0.309427549056447	1	0.783657800055702	0.66655225554457	0.716059186809178	0.717269322440078	0.718470782408659	0.673365472122227	0.717304793802299	0.248805659854898	0.256483249599972	0.252559565784951	0.253692653782979	0.245192925136113	0.23780906026493	0.237232066922759	0.246441147434519	0.26907882090058	0.238310111105732	0.259165434385989	0.225099393237679	0.259535552160576	0.243480572660039	0.241816191169612	0.241427552166957	0.243038588402197	0.241837631822763	0.325034359221342	0.334772042235349	0.450913586143474	0.464903255218014	0.414424252816625	0.429601840624542	0.365703585431207	0.367240050918756	0.418406682585743	0.420224736953648
