Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
8.828985e-06	0.16	0.216	0.055	0.229	0.015	3.94367e-05	2.436954e-27	0.138	0.194	0.055	0.226	0.015	1.175344e-26	chr8	120651190	120651191	cg04452959	ENPP2	NA	II
6.165698e-09	0.209	0.339	0.131	0.196	0.055	6.398745e-08	1.579694e-26	0.156	0.286	0.131	0.203	0.055	7.389674e-26	chr5	140856330	140856331	cg04453180	PCDHGA4	Island	I
7.531269e-07	0.201	0.278	0.077	0.251	0.023	4.346056e-06	1.004093e-32	0.157	0.234	0.078	0.226	0.023	5.952315e-32	chr12	64062564	64062565	cg04455164	DPY19L2	Island	II
2.611282e-05	0.201	0.388	0.188	0.291	0.114	0.0001046513	6.0053e-13	0.167	0.355	0.188	0.262	0.114	1.616272e-12	chr15	78933630	78933631	cg04460984	CHRNB4	Island	I
4.945737e-05	0.167	0.197	0.029	0.267	0.007	0.0001860576	1.636503e-29	0.146	0.176	0.029	0.23	0.007	8.5864e-29	chr16	58019123	58019124	cg04462627	TEPP	Island	I
2.27834e-12	0.276	0.395	0.119	0.205	0.041	8.348903e-11	3.931182e-67	0.25	0.369	0.119	0.196	0.041	1.404097e-65	chr3	128764824	128764825	cg04467162	cg04467162	Island	I
4.121534e-06	0.156	0.207	0.051	0.21	0.02	1.986849e-05	2.877222e-26	0.111	0.162	0.051	0.181	0.02	1.332671e-25	chr7	107301217	107301218	cg04473302	SLC26A4	Island	II
8.260636e-07	0.211	0.248	0.037	0.265	0.019	4.721002e-06	1.150636e-39	0.184	0.22	0.037	0.236	0.019	9.020539e-39	chr1	28199109	28199110	cg04487931	C1orf38	Island	I
4.452163e-14	0.338	0.627	0.289	0.142	0.155	3.323932e-12	7.744617e-17	0.263	0.552	0.289	0.214	0.155	2.47259e-16	chr1	151812710	151812711	cg04489012	LOC100132111	S_Shore	I
2.097757e-05	0.176	0.309	0.133	0.257	0.037	8.592373e-05	4.068132e-12	0.088	0.22	0.133	0.216	0.037	1.053942e-11	chr7	19147157	19147158	cg04495995	cg04495995	Island	II
7.863696e-06	0.186	0.211	0.025	0.265	0.007	3.554796e-05	9.121023e-34	0.157	0.181	0.025	0.226	0.007	5.623734e-33	chr19	34973644	34973645	cg04497176	WTIP	Island	I
6.877899e-08	0.23	0.313	0.083	0.252	0.038	5.22538e-07	1.903379e-46	0.218	0.301	0.083	0.238	0.038	2.02303e-45	chr5	77268452	77268453	cg04502985	cg04502985	Island	I
5.439025e-05	0.154	0.284	0.129	0.244	0.05	0.0002026212	4.045797e-19	0.129	0.258	0.129	0.225	0.05	1.420075e-18	chr16	2041225	2041226	cg04514123	SYNGR3	N_Shore	I
4.904059e-10	0.326	0.369	0.043	0.296	0.018	7.39061e-09	4.228804e-62	0.307	0.35	0.043	0.294	0.018	1.079802e-60	chr6	85474028	85474029	cg04515996	TBX18	Island	I
1.461589e-08	0.25	0.294	0.044	0.262	0.019	1.350356e-07	1.972527e-48	0.23	0.275	0.044	0.261	0.019	2.308382e-47	chr7	27242044	27242045	cg04521510	cg04521510	S_Shore	I
1.167843e-05	0.164	0.205	0.041	0.241	0.015	5.069006e-05	1.302764e-28	0.143	0.184	0.041	0.227	0.015	6.60107e-28	chr7	26904713	26904714	cg04521957	SKAP2	Island	I
2.371818e-06	0.176	0.302	0.126	0.228	0.044	1.211293e-05	7.668817e-36	0.169	0.294	0.126	0.197	0.044	5.14108e-35	chr9	139606583	139606584	cg04523268	FAM69B	Island	II
6.177475e-05	0.164	0.196	0.033	0.265	0.01	0.0002274481	4.908476e-19	0.103	0.135	0.033	0.21	0.01	1.717305e-18	chr2	36582931	36582932	cg04525212	CRIM1	Island	I
3.756339e-06	0.157	0.259	0.102	0.208	0.054	1.828831e-05	6.959192e-30	0.167	0.269	0.102	0.204	0.054	3.70335e-29	chr14	29235973	29235974	cg04525757	FOXG1	N_Shore	I
1.947398e-09	0.344	0.387	0.043	0.333	0.036	2.381941e-08	1.106797e-49	0.293	0.337	0.043	0.32	0.036	1.378372e-48	chr4	57371868	57371869	cg04528060	ARL9	Island	I
2.371604e-07	0.229	0.272	0.043	0.268	0.02	1.557314e-06	5.583644e-42	0.213	0.256	0.043	0.265	0.02	4.832054e-41	chr17	58227745	58227746	cg04532952	CA4	N_Shore	I
2.248997e-08	0.18	0.223	0.043	0.187	0.017	1.967984e-07	1.29903e-57	0.182	0.225	0.043	0.182	0.017	2.500366e-56	chr6	99296068	99296069	cg04537567	cg04537567	Island	I
4.349255e-10	0.283	0.423	0.14	0.236	0.077	6.677214e-09	2.371877e-37	0.261	0.401	0.14	0.249	0.077	1.691273e-36	chr6	28956426	28956427	cg04543938	cg04543938	Island	I
4.267799e-13	0.409	0.453	0.044	0.291	0.027	2.114758e-11	1.661687e-79	0.348	0.392	0.044	0.275	0.027	1.634715e-77	chr1	119530600	119530601	cg04550737	TBX15	Island	I
4.89525e-10	0.235	0.328	0.092	0.198	0.037	7.380704e-09	4.932337e-65	0.247	0.339	0.092	0.21	0.037	1.519072e-63	chr1	20669792	20669793	cg04552470	VWA5B1	Island	I
5.829052e-08	0.172	0.297	0.125	0.195	0.033	4.516999e-07	6.595198e-25	0.12	0.244	0.125	0.19	0.033	2.903622e-24	chr7	150864885	150864886	cg04553410	GBX1	Island	I
5.6845e-09	0.246	0.306	0.061	0.247	0.025	5.966111e-08	2.57005e-43	0.199	0.26	0.061	0.239	0.025	2.363817e-42	chr17	53922670	53922671	cg04553707	cg04553707	N_Shore	II
1.861226e-06	0.17	0.294	0.124	0.236	0.086	9.749721e-06	3.164592e-13	0.13	0.254	0.124	0.209	0.086	8.629448e-13	chr5	9546695	9546696	cg04555220	SEMA5A	Island	II
1.616975e-06	0.198	0.233	0.035	0.254	0.022	8.597608e-06	2.466584e-32	0.151	0.186	0.035	0.219	0.022	1.441385e-31	chr11	62691251	62691252	cg04557452	cg04557452	Island	I
3.725723e-11	0.251	0.529	0.278	0.188	0.101	8.452933e-10	5.41264e-18	0.183	0.461	0.278	0.203	0.101	1.813485e-17	chr3	122296778	122296779	cg04564920	PARP15	Island	I
3.553419e-09	0.195	0.366	0.172	0.186	0.065	3.98783e-08	1.120547e-26	0.17	0.342	0.172	0.199	0.065	5.270833e-26	chr4	48492122	48492123	cg04567307	ZAR1	Island	II
1.140989e-08	0.252	0.629	0.377	0.237	0.155	1.089796e-07	1.537258e-13	0.223	0.6	0.377	0.255	0.155	4.250943e-13	chr19	24270007	24270008	cg04571847	ZNF254	NA	I
1.633617e-07	0.181	0.257	0.076	0.211	0.033	1.118867e-06	3.327179e-40	0.167	0.244	0.076	0.2	0.033	2.667893e-39	chr14	70039262	70039263	cg04571965	C14orf162	Island	I
7.967325e-06	0.188	0.389	0.2	0.269	0.051	3.597003e-05	2.620988e-25	0.167	0.368	0.2	0.253	0.051	1.171042e-24	chr10	97802941	97802942	cg04590978	CCNJ	Island	II
8.573637e-16	0.328	0.476	0.148	0.196	0.063	1.430981e-13	1.238109e-57	0.304	0.452	0.148	0.202	0.063	2.386237e-56	chr6	43612980	43612981	cg04600618	RSPH9	Island	I
4.587357e-09	0.276	0.332	0.055	0.271	0.047	4.961473e-08	4.264172e-46	0.237	0.292	0.055	0.25	0.047	4.45629e-45	chr8	57358713	57358714	cg04612444	PENK	Island	I
1.149034e-06	0.204	0.238	0.034	0.26	0.021	6.336213e-06	1.459101e-32	0.158	0.192	0.034	0.23	0.021	8.595976e-32	chr7	5632453	5632454	cg04618002	FSCN1	Island	I
9.80778e-07	0.223	0.296	0.073	0.276	0.037	5.50254e-06	1.503528e-42	0.234	0.307	0.073	0.278	0.037	1.335909e-41	chr17	46800674	46800675	cg04618333	C17orf93	Island	I
1.482763e-06	0.191	0.219	0.028	0.25	0.025	7.954469e-06	2.35099e-33	0.152	0.18	0.028	0.214	0.025	1.42667e-32	chr7	27224092	27224093	cg04619603	HOXA11AS	N_Shore	I
5.844894e-06	0.164	0.204	0.04	0.229	0.009	2.719672e-05	5.76073e-37	0.155	0.195	0.04	0.211	0.009	4.043281e-36	chr5	101632341	101632342	cg04621020	SLCO4C1	Island	II
1.58167e-10	0.204	0.579	0.376	0.18	0.12	2.848639e-09	1.561778e-15	0.191	0.567	0.376	0.188	0.12	4.720073e-15	chr6	29943414	29943415	cg04623837	HCG9	N_Shore	I
1.923488e-08	0.262	0.287	0.025	0.276	0.008	1.717295e-07	1.755899e-53	0.237	0.263	0.025	0.253	0.008	2.667319e-52	chr4	122686453	122686454	cg04638468	TMEM155	Island	I
9.791241e-06	0.213	0.25	0.037	0.305	0.014	4.326544e-05	4.994666e-20	0.128	0.165	0.037	0.253	0.014	1.81811e-19	chr15	34807050	34807051	cg04657205	cg04657205	Island	I
4.167743e-07	0.154	0.176	0.022	0.187	0.014	2.566582e-06	4.86737e-39	0.138	0.16	0.022	0.18	0.014	3.717234e-38	chr16	47178070	47178071	cg04660816	NETO2	Island	I
5.571713e-09	0.238	0.303	0.065	0.242	0.023	5.864832e-08	2.944048e-54	0.202	0.267	0.065	0.207	0.023	4.668993e-53	chr7	27136191	27136192	cg04673590	HOXA1	Island	II
2.581553e-05	0.157	0.235	0.078	0.241	0.024	0.0001035838	4.043477e-23	0.104	0.182	0.078	0.181	0.024	1.662804e-22	chr4	10459183	10459184	cg04673825	ZNF518B	Island	II
4.389232e-06	0.156	0.53	0.374	0.205	0.082	2.102615e-05	2.229924e-16	0.146	0.521	0.374	0.214	0.082	6.982329e-16	chr1	204329107	204329108	cg04705659	PLEKHA6	NA	I
1.784752e-06	0.191	0.241	0.05	0.242	0.032	9.391478e-06	1.113393e-33	0.169	0.219	0.05	0.231	0.032	6.841292e-33	chr2	97136556	97136557	cg04706655	cg04706655	NA	I
3.063275e-08	0.235	0.362	0.127	0.246	0.051	2.574275e-07	1.368705e-37	0.198	0.325	0.127	0.223	0.051	9.85289e-37	chr2	176987462	176987463	cg04739647	HOXD9	Island	I
2.977351e-06	0.182	0.22	0.039	0.244	0.012	1.485656e-05	3.728024e-36	0.171	0.21	0.039	0.236	0.012	2.531529e-35	chr3	44037189	44037190	cg04741853	cg04741853	Island	I
4.695607e-13	0.331	0.657	0.326	0.213	0.135	2.28669e-11	2.188549e-22	0.293	0.619	0.326	0.201	0.135	8.749623e-22	chr3	50378292	50378293	cg04743654	RASSF1	Island	I
6.220375e-06	0.181	0.239	0.058	0.256	0.04	2.876073e-05	3.132164e-21	0.126	0.184	0.058	0.219	0.04	1.196509e-20	chr17	8906382	8906383	cg04743961	cg04743961	Island	I
3.984345e-09	0.192	0.25	0.058	0.193	0.042	4.400122e-08	2.379075e-39	0.163	0.22	0.058	0.174	0.042	1.840835e-38	chr16	31580964	31580965	cg04764012	CSDAP1	Island	I
2.554268e-12	0.242	0.476	0.234	0.189	0.058	9.181849e-11	2.020974e-41	0.218	0.452	0.234	0.203	0.058	1.705961e-40	chr10	43857641	43857642	cg04766371	cg04766371	Island	II
1.28653e-06	0.208	0.285	0.078	0.267	0.022	7.008452e-06	4.526312e-34	0.163	0.24	0.078	0.229	0.022	2.825975e-33	chr2	172958009	172958010	cg04767734	cg04767734	N_Shore	I
7.455998e-09	0.226	0.28	0.055	0.233	0.033	7.531587e-08	1.809011e-47	0.226	0.281	0.055	0.251	0.033	2.017304e-46	chr1	11919376	11919377	cg04779720	NPPB	Island	I
1.670768e-07	0.261	0.47	0.21	0.267	0.115	1.141489e-06	1.399909e-17	0.208	0.417	0.21	0.257	0.115	4.610085e-17	chr16	67034882	67034883	cg04781274	CES8	Island	I
7.459053e-11	0.338	0.454	0.116	0.273	0.067	1.509823e-09	1.388186e-46	0.3	0.415	0.116	0.291	0.067	1.485215e-45	chr16	2765637	2765638	cg04784471	PRSS27	Island	I
3.648892e-06	0.158	0.202	0.043	0.214	0.016	1.781974e-05	2.01912e-43	0.15	0.193	0.043	0.181	0.016	1.866154e-42	chr19	38183130	38183131	cg04784475	ZNF781	Island	I
8.934818e-18	0.362	0.512	0.15	0.192	0.051	4.163257e-15	2.640038e-84	0.345	0.494	0.15	0.186	0.051	4.020095e-82	chr2	29033897	29033898	cg04786857	SPDYA	Island	I
4.124001e-09	0.324	0.364	0.04	0.323	0.011	4.533871e-08	1.961889e-52	0.286	0.326	0.04	0.309	0.011	2.817694e-51	chr2	99553442	99553443	cg04787024	C2orf55	Island	I
1.923551e-06	0.16	0.326	0.166	0.194	0.087	1.00414e-05	1.853261e-10	0.11	0.275	0.166	0.191	0.087	4.427626e-10	chr2	95691255	95691256	cg04804539	MAL	Island	II
6.952842e-07	0.244	0.492	0.247	0.279	0.134	4.047232e-06	4.181063e-17	0.232	0.48	0.247	0.259	0.134	1.349853e-16	chr12	3862225	3862226	cg04804877	EFCAB4B	Island	I
5.098157e-07	0.252	0.342	0.09	0.296	0.049	3.069768e-06	5.191247e-31	0.187	0.278	0.09	0.254	0.049	2.884135e-30	chr3	167097928	167097929	cg04805619	ZBBX	Island	I
1.510563e-05	0.176	0.217	0.042	0.258	0.013	6.390322e-05	1.651927e-31	0.156	0.198	0.042	0.235	0.013	9.349259e-31	chr20	44452801	44452802	cg04807470	TNNC2	Island	I
1.438474e-16	0.347	0.616	0.269	0.176	0.103	3.482452e-14	1.728452e-26	0.254	0.523	0.269	0.215	0.103	8.074203e-26	chr2	24300158	24300159	cg04809136	SF3B14	Island	II
9.953166e-06	0.155	0.193	0.037	0.223	0.017	4.391383e-05	2.246816e-38	0.156	0.193	0.037	0.204	0.017	1.671177e-37	chr6	105628000	105628001	cg04810065	POPDC3	S_Shore	I
9.171422e-16	0.466	0.521	0.055	0.283	0.025	1.50512e-13	4.620288e-99	0.431	0.485	0.055	0.286	0.025	3.561151e-96	chr7	28997485	28997486	cg04823311	TRIL	Island	I
1.796552e-11	0.265	0.326	0.061	0.212	0.023	4.623165e-10	4.616292e-48	0.202	0.263	0.061	0.227	0.023	5.300492e-47	chr7	96632841	96632842	cg04832767	DLX6AS	N_Shore	I
3.91074e-05	0.154	0.219	0.065	0.245	0.031	0.0001506426	5.879914e-21	0.112	0.177	0.065	0.201	0.031	2.220999e-20	chr1	92950450	92950451	cg04838747	GFI1	Island	I
1.698927e-06	0.232	0.266	0.034	0.3	0.018	8.986425e-06	1.537409e-36	0.197	0.23	0.034	0.268	0.018	1.059865e-35	chr8	85097056	85097057	cg04842146	RALYL	Island	I
2.573735e-05	0.159	0.199	0.04	0.246	0.023	0.0001033075	1.016344e-31	0.151	0.191	0.04	0.221	0.023	5.799094e-31	chr5	1931620	1931621	cg04849541	cg04849541	Island	I
1.632081e-05	0.151	0.181	0.03	0.222	0.02	6.852356e-05	1.597006e-29	0.132	0.162	0.03	0.202	0.02	8.383832e-29	chr1	40255010	40255011	cg04858616	BMP8B	Island	I
6.645199e-06	0.173	0.442	0.268	0.221	0.081	3.052682e-05	3.345006e-14	0.132	0.401	0.268	0.211	0.081	9.526904e-14	chr17	4982244	4982245	cg04862249	ZFP3	S_Shore	II
1.492691e-07	0.217	0.285	0.067	0.237	0.083	1.033806e-06	4.722368e-24	0.197	0.264	0.067	0.231	0.083	2.012422e-23	chr20	25065207	25065208	cg04865491	cg04865491	Island	I
1.468646e-06	0.188	0.295	0.106	0.244	0.024	7.888674e-06	4.88156e-33	0.146	0.252	0.106	0.207	0.024	2.926889e-32	chr20	4202151	4202152	cg04872612	ADRA1D	Island	II
2.417189e-06	0.158	0.192	0.034	0.209	0.016	1.232145e-05	2.944849e-35	0.141	0.175	0.034	0.195	0.016	1.928364e-34	chr1	53527937	53527938	cg04875084	PODN	Island	I
4.254814e-08	0.19	0.499	0.308	0.177	0.108	3.431935e-07	1.315595e-15	0.173	0.482	0.308	0.194	0.108	3.988588e-15	chr1	32410413	32410414	cg04881103	cg04881103	Island	I
5.916697e-10	0.341	0.387	0.046	0.314	0.023	8.658722e-09	2.006287e-62	0.301	0.347	0.046	0.285	0.023	5.227076e-61	chr12	105478345	105478346	cg04892391	ALDH1L2	Island	I
9.417358e-07	0.194	0.344	0.151	0.219	0.097	5.307935e-06	2.437687e-12	0.136	0.287	0.151	0.209	0.097	6.380655e-12	chr2	191272604	191272605	cg04892919	MFSD6	Island	II
2.760892e-09	0.228	0.363	0.135	0.223	0.057	3.213886e-08	2.033589e-46	0.238	0.373	0.135	0.215	0.057	2.158644e-45	chr3	179754615	179754616	cg04894619	PEX5L	Island	I
8.181742e-09	0.313	0.338	0.025	0.318	0.006	8.166793e-08	1.167309e-69	0.343	0.368	0.025	0.303	0.006	5.034632e-68	chr1	213124896	213124897	cg04907523	VASH2	Island	I
2.171609e-11	0.239	0.512	0.273	0.179	0.095	5.41385e-10	5.418153e-29	0.258	0.53	0.273	0.16	0.095	2.786827e-28	chr8	98290229	98290230	cg04917181	TSPYL5	Island	I
1.474725e-09	0.166	0.494	0.328	0.156	0.064	1.880088e-08	1.328583e-23	0.146	0.474	0.328	0.152	0.064	5.566778e-23	chr17	61778550	61778551	cg04918402	LIMD2	Island	II
4.393406e-09	0.236	0.266	0.03	0.236	0.01	4.783315e-08	7.625602e-53	0.213	0.243	0.03	0.229	0.01	1.12143e-51	chr8	49468800	49468801	cg04920358	cg04920358	Island	I
3.30095e-10	0.167	0.52	0.353	0.125	0.134	5.285163e-09	1.228339e-07	0.122	0.475	0.353	0.164	0.134	2.525158e-07	chr11	67351271	67351272	cg04920951	GSTP1	Island	I
1.914056e-10	0.198	0.245	0.047	0.173	0.029	3.350655e-09	6.575807e-56	0.192	0.24	0.047	0.186	0.029	1.14587e-54	chr1	149889361	149889362	cg04927502	SV2A	NA	I
2.672326e-08	0.201	0.291	0.09	0.222	0.026	2.285401e-07	5.058732e-38	0.155	0.245	0.09	0.198	0.026	3.706228e-37	chr17	34077141	34077142	cg04932840	GAS2L2	NA	II
2.017432e-05	0.155	0.197	0.042	0.242	0.029	8.294674e-05	1.567981e-31	0.145	0.187	0.042	0.207	0.029	8.880883e-31	chr1	58715532	58715533	cg04937080	DAB1	Island	I
3.533811e-07	0.18	0.204	0.024	0.222	0.041	2.216372e-06	1.518534e-35	0.167	0.191	0.024	0.206	0.041	1.006153e-34	chr3	45838037	45838038	cg04970117	SLC6A20	Island	I
2.681279e-05	0.16	0.309	0.149	0.238	0.099	0.0001071897	1.405686e-07	0.101	0.25	0.149	0.224	0.099	2.880396e-07	chr1	160039909	160039910	cg04975598	KCNJ10	N_Shore	I
3.073875e-09	0.268	0.324	0.056	0.263	0.028	3.519977e-08	3.189888e-57	0.242	0.297	0.056	0.239	0.028	6.006086e-56	chr2	47798477	47798478	cg04981611	KCNK12	Island	I
5.311559e-06	0.177	0.511	0.335	0.242	0.103	2.496171e-05	9.037186e-10	0.128	0.463	0.335	0.256	0.103	2.083293e-09	chr17	61524073	61524074	cg04987499	CYB561	Island	I
5.136012e-10	0.248	0.282	0.033	0.228	0.019	7.685487e-09	2.363618e-59	0.208	0.241	0.033	0.204	0.019	5.05861e-58	chr5	2751854	2751855	cg04992127	IRX2	Island	I
1.704336e-07	0.279	0.353	0.074	0.322	0.059	1.161418e-06	3.093435e-44	0.289	0.363	0.074	0.314	0.059	2.968961e-43	chr17	43339328	43339329	cg04992638	C17orf46	Island	I
5.459927e-07	0.157	0.186	0.029	0.194	0.008	3.263489e-06	5.355029e-40	0.14	0.169	0.029	0.181	0.008	4.25806e-39	chr1	109656777	109656778	cg04994773	KIAA1324	S_Shore	I
2.680334e-07	0.215	0.296	0.08	0.247	0.054	1.736008e-06	2.225191e-30	0.19	0.27	0.08	0.251	0.054	1.207073e-29	chr1	153508511	153508512	cg04998420	S100A6	Island	I
7.123106e-05	0.165	0.198	0.033	0.27	0.01	0.0002586299	8.37249e-22	0.105	0.138	0.033	0.198	0.01	3.270041e-21	chr20	55204633	55204634	cg05013064	TFAP2C	Island	I
1.711275e-06	0.168	0.268	0.101	0.221	0.027	9.045458e-06	2.096984e-30	0.134	0.235	0.101	0.197	0.026	1.138649e-29	chr3	129694057	129694058	cg05013728	TRH	Island	II
2.004644e-06	0.214	0.26	0.046	0.282	0.034	1.041722e-05	6.441087e-31	0.17	0.216	0.046	0.247	0.034	3.566012e-30	chr19	59074005	59074006	cg05014211	MZF1	Island	I
4.427037e-07	0.24	0.271	0.03	0.291	0.015	2.70736e-06	4.472253e-52	0.248	0.278	0.03	0.268	0.015	6.30043e-51	chr19	37096329	37096330	cg05020604	ZNF529	Island	I
6.448605e-09	0.167	0.505	0.338	0.155	0.062	6.647234e-08	1.5979e-20	0.13	0.468	0.338	0.164	0.062	5.929601e-20	chr6	43252858	43252859	cg05020625	TTBK1	Island	I
8.178154e-07	0.204	0.325	0.121	0.247	0.045	4.678589e-06	6.239291e-41	0.201	0.322	0.121	0.225	0.045	5.160408e-40	chr2	177029608	177029609	cg05021643	HOXD3	Island	I
1.426358e-13	0.359	0.49	0.131	0.257	0.059	8.666748e-12	5.402341e-50	0.281	0.412	0.131	0.265	0.059	6.835596e-49	chr4	48485293	48485294	cg05021846	SLC10A4	N_Shore	I
1.168112e-08	0.222	0.407	0.185	0.225	0.032	1.112082e-07	1.400266e-45	0.202	0.386	0.185	0.227	0.032	1.428525e-44	chr7	27209350	27209351	cg05027336	MIR196B	Island	II
3.726267e-06	0.211	0.255	0.044	0.292	0.021	1.815686e-05	2.698179e-31	0.165	0.209	0.044	0.247	0.021	1.51479e-30	chr16	3222180	3222181	cg05033333	cg05033333	S_Shore	I
2.05233e-08	0.269	0.296	0.027	0.285	0.004	1.817174e-07	1.052254e-58	0.275	0.302	0.027	0.275	0.004	2.16196e-57	chr13	107188256	107188257	cg05040544	EFNB2	Island	I
5.07961e-06	0.171	0.193	0.022	0.246	0.032	2.398178e-05	7.470926e-31	0.149	0.172	0.022	0.214	0.032	4.126033e-30	chr2	98703433	98703434	cg05044134	VWA3B	Island	I
1.971236e-11	0.271	0.365	0.094	0.216	0.03	4.992247e-10	4.724883e-67	0.264	0.359	0.094	0.232	0.03	1.678501e-65	chr16	3237964	3237965	cg05048377	cg05048377	N_Shore	I
3.302623e-06	0.186	0.309	0.123	0.258	0.058	1.629648e-05	3.798676e-22	0.161	0.284	0.123	0.254	0.058	1.504854e-21	chr17	29249485	29249486	cg05052633	ADAP2	Island	I
1.39262e-15	0.356	0.482	0.125	0.218	0.086	2.070451e-13	5.004396e-46	0.343	0.469	0.125	0.208	0.086	5.213631e-45	chr18	76739409	76739410	cg05080154	SALL3	Island	I
3.590514e-09	0.259	0.297	0.038	0.259	0.023	4.023873e-08	1.754357e-49	0.215	0.253	0.038	0.237	0.023	2.163059e-48	chr6	133562461	133562462	cg05085230	EYA4	Island	I
1.183009e-14	0.387	0.533	0.146	0.218	0.13	1.131112e-12	1.158405e-28	0.347	0.493	0.146	0.232	0.13	5.881646e-28	chr11	13030873	13030874	cg05095158	RASSF10	Island	I
1.828756e-14	0.362	0.412	0.05	0.239	0.033	1.605079e-12	3.138797e-81	0.314	0.364	0.05	0.236	0.033	3.579521e-79	chr10	22634432	22634433	cg05099508	SPAG6	Island	I
5.048572e-07	0.214	0.281	0.067	0.245	0.065	3.042889e-06	8.474711e-29	0.193	0.26	0.067	0.237	0.065	4.326604e-28	chr6	34433775	34433776	cg05106897	PACSIN1	Island	I
1.853366e-07	0.198	0.223	0.025	0.229	0.012	1.250751e-06	4.951078e-39	0.154	0.179	0.025	0.201	0.011	3.779923e-38	chr13	33590495	33590496	cg05116906	KL	Island	I
1.943834e-07	0.182	0.205	0.023	0.214	0.01	1.30511e-06	1.685301e-38	0.158	0.181	0.023	0.21	0.01	1.260031e-37	chr14	100626194	100626195	cg05129951	DEGS2	Island	I
6.859057e-08	0.177	0.227	0.049	0.19	0.027	5.213465e-07	4.722858e-44	0.164	0.214	0.05	0.19	0.027	4.491461e-43	chr3	53190709	53190710	cg05136476	cg05136476	Island	I
3.253194e-14	0.194	0.247	0.053	0.131	0.027	2.569757e-12	8.883177e-83	0.198	0.251	0.053	0.135	0.027	1.167324e-80	chr6	29910411	29910412	cg05157171	HLA-A	Island	I
4.853482e-09	0.223	0.371	0.148	0.22	0.035	5.20543e-08	3.662369e-52	0.21	0.358	0.148	0.21	0.035	5.186401e-51	chr6	26240579	26240580	cg05159188	HIST1H4F	N_Shore	II
6.609945e-09	0.227	0.339	0.111	0.22	0.036	6.790745e-08	2.420049e-33	0.146	0.258	0.111	0.189	0.036	1.468016e-32	chr12	2800471	2800472	cg05166022	CACNA1C	Island	II
1.444227e-09	0.242	0.273	0.031	0.229	0.025	1.846795e-08	3.736762e-59	0.235	0.266	0.031	0.229	0.024	7.891232e-58	chr8	41754172	41754173	cg05166490	ANK1	Island	I
2.051871e-09	0.301	0.452	0.152	0.285	0.065	2.491949e-08	7.012174e-45	0.27	0.422	0.152	0.254	0.065	6.927777e-44	chr2	176987465	176987466	cg05167251	HOXD9	Island	I
4.059933e-09	0.229	0.358	0.129	0.227	0.076	4.471628e-08	2.273451e-37	0.251	0.381	0.129	0.217	0.076	1.622112e-36	chr17	75369939	75369940	cg05184938	SEPT9	Island	II
4.700184e-13	0.388	0.541	0.152	0.283	0.087	2.288221e-11	1.157725e-47	NA	NA	0.152	NA	0.087	1.304136e-46	chr8	144650730	144650731	cg05191879	C8orf73	N_Shore	I
6.165299e-13	0.381	0.446	0.065	0.278	0.043	2.86133e-11	1.25999e-80	0.341	0.406	0.065	0.246	0.043	1.367977e-78	chr15	76627594	76627595	cg05196969	cg05196969	Island	I
7.764141e-06	0.178	0.251	0.072	0.247	0.025	3.513682e-05	1.503444e-25	0.129	0.201	0.072	0.214	0.025	6.779628e-25	chr11	13689596	13689597	cg05208423	FAR1	Island	II
2.629888e-06	0.17	0.225	0.055	0.223	0.03	1.32919e-05	2.731811e-33	0.15	0.205	0.055	0.206	0.03	1.653915e-32	chr11	46354574	46354575	cg05214390	DGKZ	Island	I
1.78159e-06	0.23	0.44	0.21	0.263	0.123	9.376335e-06	1.029282e-13	0.186	0.396	0.21	0.265	0.123	2.868278e-13	chr20	62461294	62461295	cg05269938	cg05269938	Island	I
2.755052e-08	0.223	0.668	0.444	0.227	0.114	2.347038e-07	3.34108e-14	0.179	0.624	0.444	0.262	0.114	9.516064e-14	chr17	41177445	41177446	cg05270634	RND2	Island	I
6.767068e-05	0.154	0.188	0.034	0.249	0.023	0.0002468978	2.870609e-27	0.14	0.174	0.034	0.225	0.023	1.380981e-26	chr11	123301674	123301675	cg05289253	cg05289253	Island	I
4.834023e-05	0.153	0.22	0.067	0.229	0.053	0.0001822757	1.219273e-25	0.158	0.226	0.067	0.226	0.053	5.516843e-25	chr6	69345425	69345426	cg05295494	BAI3	Island	I
6.176882e-06	0.211	0.327	0.116	0.272	0.103	2.857898e-05	2.889589e-17	0.189	0.305	0.116	0.257	0.103	9.392486e-17	chr14	36988446	36988447	cg05295557	NKX2-1	Island	I
4.135734e-07	0.243	0.635	0.393	0.282	0.129	2.549605e-06	6.594172e-19	0.243	0.635	0.393	0.251	0.129	2.295231e-18	chr22	50623687	50623688	cg05297854	TRABD	Island	I
6.902598e-08	0.225	0.281	0.056	0.252	0.017	5.241229e-07	1.517682e-33	0.155	0.211	0.056	0.222	0.017	9.275959e-33	chr2	175191045	175191046	cg05298922	cg05298922	Island	II
4.631776e-10	0.343	0.603	0.26	0.274	0.142	7.040693e-09	1.766567e-20	0.287	0.548	0.26	0.308	0.142	6.543609e-20	chr17	76921845	76921846	cg05306745	TIMP2	Island	I
4.380594e-10	0.307	0.379	0.073	0.27	0.032	6.717516e-09	1.376247e-82	0.314	0.387	0.073	0.235	0.032	1.776673e-80	chr11	2292447	2292448	cg05309948	ASCL2	Island	I
