region	group	GSI
chr4:1210904-1210944	Liver	0.596120362
chr1:68025235-68025246	Liver	0.596025013
chr3:61636058-61636133	Thymus	0.595681602
chr19:13124176-13124229	Pancreas	0.595578367
chr22:19711296-19711349	Vessel	0.595502178
chr7:1577891-1577923	Thymus	0.595287226
chr10:94001043-94001055	Stomach	0.595227146
chr2:20379602-20379679	Spleen	0.595095105
chr21:43656281-43656349	Brain	0.595049127
chr16:19715860-19715890	Thymus	0.595047566
chr3:120157958-120158006	Thymus	0.594931005
chr16:375106-375134	Pancreas	0.594866495
chr2:8683750-8683756	Brain	0.594668956
chr6:169852290-169852393	Brain	0.594653871
chr13:51288022-51288066	Bladder	0.594648801
chr2:131797838-131797859	Ovary	0.594565361
chr8:17486032-17486106	Brain	0.594524049
chr13:111085546-111085580	Liver	0.594443546
chr14:65169925-65169957	Ovary	0.594433931
chr3:50312991-50313020	Ovary	0.594380551
chr11:63530199-63530627	Thymus	0.594038437
chr12:25205742-25205938	Brain	0.59394769
chr11:68883298-68883378	Bladder	0.593941311
chr17:17625856-17625924	Pancreas	0.593864766
chr11:68637562-68637714	Brain	0.593757483
chr13:100310382-100310404	Pancreas	0.593678212
chr16:81678967-81679028	Liver	0.593582158
chr8:37699593-37699632	Spleen	0.593574233
chr16:50619279-50619322	Thymus	0.593563713
chr13:113583629-113583657	Brain	0.593324701
chr13:101196601-101196635	Thymus	0.593322068
chr20:17625311-17625325	Thymus	0.593314121
chr20:35573018-35573034	Brain	0.593200965
chr18:59685564-59685605	Liver	0.593188448
chr8:103540782-103540820	Brain	0.593165114
chr3:4868124-4868279	Thymus	0.593024866
chr17:62009606-62009650	Brain	0.592908734
chr7:117432524-117432631	Ovary	0.592884696
chr17:80407387-80407455	Liver	0.592800844
chr6:134840753-134840826	Pancreas	0.592750299
chr2:10508812-10508967	Brain	0.592543489
chr2:73645564-73645609	Spleen	0.592436174
chr6:169930158-169930291	Ovary	0.592396863
chr19:2576141-2576213	Liver	0.59237391
chr22:19710901-19710936	muscle	0.59228496
chr19:2540906-2541136	Thymus	0.592278132
chr15:66998920-66998946	Liver	0.592252171
chr6:10556097-10556243	Thymus	0.592093313
chr3:172312516-172312598	Brain	0.592059206
chr17:46631947-46631993	Stomach	0.591638298
chr16:88682845-88682967	Thymus	0.591622593
chr10:3509703-3509757	Bladder	0.59158161
chr11:63318996-63319008	Liver	0.591532092
chr1:94206433-94206521	Liver	0.591447773
chr11:11995216-11995281	Thymus	0.591446924
chr11:65059759-65059802	Liver	0.591350259
chr6:20024006-20024140	Liver	0.591297285
chr10:134334013-134334058	Thymus	0.591285121
chr3:177062458-177062586	Thymus	0.591157032
chr17:29887217-29887232	Intestine	0.591094516
chr16:17331467-17331494	Pancreas	0.591071606
chr5:176906820-176906859	Thymus	0.590991185
chr1:87617322-87617353	Brain	0.590810612
chr7:229498-229541	Thymus	0.590789268
chr19:4713545-4713635	Liver	0.590683938
chr8:125640519-125640562	Pancreas	0.590586572
chr15:96895442-96895476	Vessel	0.590570721
chr7:77648028-77648096	Thymus	0.590541937
chr12:132293781-132293789	Brain	0.590460333
chr10:123250567-123250622	Liver	0.590412865
chr14:69136793-69136881	Spleen	0.590338167
chr1:153584919-153584963	Kidney	0.590253938
chr1:55111613-55111743	Stomach	0.590252445
chr16:79785860-79785891	Colon	0.590211338
chr19:48991275-48991313	Brain	0.590127928
chr9:130504907-130504968	Spleen	0.590009359
chr16:17499260-17499309	Thymus	0.589585761
chr22:47241766-47241816	Thymus	0.589464325
chr6:22147397-22147501	Pancreas	0.589357563
chr2:159992563-159992569	Kidney	0.589324741
chr5:158532301-158532329	Vessel	0.589281225
chr7:22233120-22233155	Thymus	0.589144703
chr2:97204478-97204536	Brain	0.589129682
chr11:1781809-1781829	Intestine	0.589069181
chr17:76876032-76876071	Colon	0.589007593
chr19:3404713-3404804	Liver	0.588988662
chr2:234296641-234296842	Thymus	0.588894306
chr10:369968-369982	Brain	0.588864264
chr3:148336056-148336125	Ovary	0.588861456
chr1:156445445-156445462	Spleen	0.588712898
chr19:5139354-5139397	Pancreas	0.588610561
chr12:115103886-115103899	Kidney	0.588574745
chr4:1196172-1196218	Liver	0.588552863
chr15:41794644-41794830	Pancreas	0.58843206
chr2:121670217-121670281	Thymus	0.58839372
chr11:63974228-63974539	Ovary	0.588334369
chr20:57430299-57430394	Brain	0.588325594
chr17:42431094-42431137	Spleen	0.58818938
chr6:144655528-144655631	Brain	0.587916241
chr2:69001853-69001933	Stomach	0.587863944
chr17:17110181-17110215	Heart	0.587826756
chr6:43692954-43693000	Vessel	0.587817938
chr20:46342855-46342893	Thymus	0.587807823
chr19:13124914-13125000	Pancreas	0.587786344
chr8:49494475-49494516	Spleen	0.587735328
chr16:72821563-72821613	Pancreas	0.587691143
chr8:145654604-145654634	Vessel	0.587681546
chr9:95821926-95821976	Liver	0.5875963
chr11:117091444-117091470	Spleen	0.587551088
chr12:2800255-2800305	Bladder	0.587547194
chr19:3375564-3375655	Thymus	0.587477929
chr18:13465043-13465211	Pancreas	0.587450218
chr10:711943-711966	Liver	0.587356495
chr8:101506763-101506776	Vessel	0.587253217
chr9:136371943-136371957	Liver	0.587119089
chr20:16510856-16510913	Liver	0.587057584
chr10:711555-711623	Liver	0.586884177
chr16:87261080-87261129	Spleen	0.586872859
chr13:33778660-33778702	Colon	0.586812668
chr6:33048290-33048528	Thymus	0.586802802
chr4:146831053-146831129	Thymus	0.58667605
chr4:55650506-55650562	Stomach	0.586641125
chr16:14050768-14050807	Thymus	0.586617038
chr12:2082089-2082411	Thymus	0.586602295
chr6:169051406-169051430	Liver	0.586508124
chr2:177022468-177022516	Vessel	0.586377158
chr5:58218840-58218899	Thymus	0.586258698
chr9:136710340-136710361	Pancreas	0.58616836
chr19:18570586-18570626	Thymus	0.586122474
chr11:122427525-122427567	Thymus	0.586092528
chr7:47354965-47354992	Liver	0.586061004
chr14:93154102-93154217	Thymus	0.586046815
chr5:112538998-112539021	Vessel	0.585979556
chr12:1710821-1710857	Pancreas	0.585955078
chr2:19551788-19551825	Gastric	0.585796009
chr9:134128376-134128458	Brain	0.585618591
chr17:2169564-2169639	Liver	0.585382679
chr15:70446729-70446750	Brain	0.585275856
chr8:38757858-38757898	Vessel	0.585106184
chr19:15532805-15532890	Thymus	0.585088652
chr7:27703351-27703401	Bladder	0.585076136
chr1:234669276-234669303	Liver	0.585049593
chr20:3732686-3732699	Ovary	0.585033742
chr21:45509388-45509451	Brain	0.585017625
chr17:78916531-78916580	Pancreas	0.584941106
chr3:9988092-9988272	Thymus	0.584731479
chr20:62362024-62362200	Liver	0.584611415
chr1:10816067-10816096	Vessel	0.58460525
chr11:47416527-47416632	Gastric	0.584596825
chr1:8177779-8177795	Liver	0.584418583
chr1:15753637-15753695	Liver	0.584301091
chr7:95026065-95026096	Pancreas	0.584159845
chr14:105198869-105198904	Bladder	0.58413599
chr16:857944-858078	Liver	0.584123929
chr2:232054877-232054902	Thymus	0.584116567
chr18:46361182-46361269	Pancreas	0.584021264
chr5:135416204-135416411	Liver	0.584005558
chr1:2005195-2005227	Liver	0.584004924
chr10:22843560-22843663	Colon	0.583838478
chr17:75315666-75315722	Brain	0.583632664
chr14:95331062-95331085	Liver	0.58350993
chr16:69959037-69959081	Brain	0.583454054
chr18:10726559-10726604	Vessel	0.583442966
chr17:75143193-75143218	Brain	0.583282943
chr19:14192286-14192311	Liver	0.58322451
chr2:23840746-23840799	Brain	0.583160657
chr21:30527910-30527964	Kidney	0.582904394
chr1:75197391-75197436	Thymus	0.582873479
chr7:129992-130047	Thymus	0.582816931
chr13:43611250-43611321	Thymus	0.58277036
chr21:19153026-19153239	Brain	0.582608126
chr17:151913-151956	Ovary	0.582527361
chr8:144361314-144361343	Thymus	0.582437784
chr3:14258394-14258443	Colon	0.582375692
chr17:17780900-17780952	Stomach	0.582372721
chr1:243265077-243265115	Liver	0.582246686
chr20:52198744-52198771	Liver	0.582239768
chr8:49494069-49494116	Liver	0.582205137
chr22:28193729-28193750	Liver	0.582157223
chr1:2232595-2232679	Kidney	0.582134541
chr12:52418768-52418881	Esophagus	0.582069595
chr11:94278886-94278911	Ovary	0.581946332
chr1:2222536-2222567	Stomach	0.581869544
chr21:48119149-48119170	Spleen	0.581843323
chr10:48573415-48573546	Pancreas	0.58183089
chr8:101348451-101348487	Pancreas	0.581487425
chr11:58736103-58736146	Thymus	0.581462788
chr2:210674151-210674166	Liver	0.581417868
chr17:78004594-78004670	Thymus	0.58136382
chr18:6432228-6432244	Bladder	0.581183751
chr8:120685196-120685237	Thymus	0.580944686
chr1:201619650-201619686	Fat cell	0.580916366
chr5:141595951-141595989	Thymus	0.580644978
chr10:132100087-132100132	Stomach	0.580582943
chr19:58861893-58861914	Pancreas	0.580560323
chr2:26786083-26786099	Thymus	0.580256065
chr7:2653640-2653706	Thymus	0.58024976
chr16:85320577-85320654	Thymus	0.580226715
chr2:237623818-237623867	Brain	0.580187167
chr18:77218473-77218497	Thymus	0.580145693
chr8:33329002-33329058	Brain	0.579969389
chr3:56834765-56834847	Vessel	0.579831309
chr17:19628287-19628296	muscle	0.579775299
chr16:3493807-3493875	Brain	0.579769365
chr10:106084119-106084292	Brain	0.579719139
chr3:112942947-112942997	Vessel	0.57970176
chr15:101991885-101991946	Stomach	0.579654986
chr22:20783825-20783904	Ovary	0.579624543
chr18:3499229-3499343	Brain	0.579609625
chr2:208795795-208795858	Brain	0.579536162
chr17:75370221-75370579	Intestine	0.579515714
chr3:42132981-42133103	Liver	0.579404049
chr6:2958807-2958851	Liver	0.579384449
chr14:68202125-68202200	Liver	0.579118161
chr2:177016618-177016668	muscle	0.579101694
chr18:20013045-20013060	Thymus	0.579021009
chr6:31148416-31148482	Liver	0.578967769
chr18:19770880-19770923	Liver	0.578948724
chr6:33048543-33048570	Stomach	0.578942785
chr5:156698771-156698926	Vessel	0.578829048
chr19:5953963-5953994	Colon	0.578755365
chr22:47338364-47338380	Liver	0.57873678
chr10:134420669-134420699	Liver	0.578594767
chr14:102291368-102291421	Vessel	0.578593487
chr15:99983058-99983089	Thymus	0.578585082
chr5:99387136-99387216	Stomach	0.578566314
chr4:177266864-177266935	Kidney	0.578539641
chr3:124860670-124860742	Liver	0.578527059
chr19:2291636-2291756	Thymus	0.578247895
chr12:96628272-96628306	Liver	0.578086048
chr16:4730400-4730485	Spleen	0.577953568
chr6:170055104-170055290	Liver	0.577914517
chr17:70112343-70112462	muscle	0.577870756
chr13:60841915-60842075	Gastric	0.577790509
chr19:795367-795398	Liver	0.577725238
chr16:69516500-69516558	Colon	0.577646516
chr22:21739542-21739579	Liver	0.577633731
chr1:247611450-247611542	Thymus	0.577306519
chr5:759344-759376	Thymus	0.57730244
chr1:26872294-26872345	muscle	0.577280548
chr1:152161507-152161520	Esophagus	0.577009242
chr2:26951342-26951357	Vessel	0.576974047
chr10:52834249-52834607	Stomach	0.576815866
chr10:675536-675615	Brain	0.576790348
chr19:58341740-58341800	Thymus	0.576746262
chr18:56666029-56666098	Thymus	0.576729782
chr16:4140537-4140663	Liver	0.576710048
chr10:44405887-44405996	Spleen	0.576599115
chr17:46641966-46642036	Colon	0.576584401
chr1:235147432-235147468	Liver	0.576555902
chr19:13112622-13112684	Spleen	0.576500631
chr14:35801621-35801693	Brain	0.576429552
chr8:9008729-9009104	Colon	0.576365219
chr2:158300427-158300484	Liver	0.576342998
chr4:186066975-186067019	Liver	0.576246258
chr1:27677807-27677859	Thymus	0.576138485
chr19:58867842-58867924	Stomach	0.575819184
chr8:141248581-141248631	Liver	0.575697392
chr1:12600359-12600407	Kidney	0.57567032
chr7:2757237-2757316	Brain	0.5756276
chr11:6341281-6341446	Pancreas	0.57550862
chr15:67228709-67228772	Liver	0.57544563
chr15:75336209-75336253	Colon	0.575423339
chr15:96895483-96895578	Bladder	0.575413364
chr22:19711383-19711486	Vessel	0.575393475
chr21:40757672-40757716	Stomach	0.57522897
chr2:97554396-97554442	Lung	0.575177082
chr5:14441365-14441493	Thymus	0.574941413
chr17:74705792-74705878	Gastric	0.574928311
chr13:99135432-99135582	Thymus	0.574779801
chr13:97991838-97991933	Liver	0.574769209
chr11:783740-783796	Spleen	0.574760517
chr17:77997832-77997858	Thymus	0.574714217
chr14:69196490-69196669	Liver	0.574554411
chr1:6336683-6336742	Thymus	0.574426577
chr14:90984547-90984566	Thymus	0.574393615
chr9:132650844-132650983	Brain	0.574351894
chr19:16437732-16437753	Brain	0.574314714
chr7:4764684-4764730	Pancreas	0.574167177
chr1:206328946-206329017	Brain	0.573997212
chr7:6201938-6201954	Liver	0.573930165
chr19:14097309-14097449	Brain	0.573927613
chr14:35806023-35806090	Thymus	0.573900456
chr13:48796596-48796628	Liver	0.573622954
chr17:17603608-17603638	Spleen	0.573491454
chr2:47261456-47261491	Pancreas	0.573347462
chr12:58119853-58120184	Thymus	0.573137458
chr1:86043686-86043747	Liver	0.573097225
chr8:58717110-58717161	Thymus	0.572878513
chr9:273026-273076	Liver	0.572839533
chr12:49626861-49626890	Thymus	0.572730739
chr19:54057207-54057782	Liver	0.572715034
chr17:79259434-79259490	Stomach	0.572682443
chr16:70749659-70749685	Thymus	0.572678488
chr6:170494380-170494448	Brain	0.572595476
chr19:933092-933114	Pancreas	0.572595398
chr22:19710946-19710956	Kidney	0.572577454
chr8:56852234-56852252	Pancreas	0.572574478
chr17:80806351-80806431	Brain	0.572572869
chr19:2251120-2251176	muscle	0.572552995
chr3:183959631-183959648	Thymus	0.57239463
chr10:3149663-3149851	Spleen	0.572346086
chr5:149999032-149999081	Brain	0.572087472
chr11:1874410-1874461	Brain	0.572017178
chr15:70014044-70014070	Vessel	0.572001289
chr22:50753023-50753093	Vessel	0.571958836
chr12:27236883-27236895	Liver	0.571930151
chr1:1609507-1609550	Bladder	0.571903534
chr2:177024513-177024539	Stomach	0.571757196
chr8:98619240-98619306	Liver	0.571753778
chr2:66298169-66298196	Thymus	0.571693834
chr2:240188956-240188997	Ovary	0.571684722
chr1:2222175-2222281	Pancreas	0.5716149
chr11:65661484-65661563	Liver	0.571534
chr20:57415748-57415809	muscle	0.571475771
chr22:28195209-28195392	Thymus	0.571390711
chr5:123985591-123985601	Bladder	0.571388371
chr14:105640938-105641002	Vessel	0.571374639
chr19:58861517-58861538	muscle	0.571286792
chr18:72873630-72873661	Brain	0.571250714
chr10:73004575-73004620	Gastric	0.571097127
chr21:38597974-38598065	Liver	0.570791574
chr10:81967410-81967486	Thymus	0.570667663
chr12:113515600-113515616	Brain	0.570612773
chr16:75468280-75468298	Liver	0.570603204
chr17:78866203-78866227	Liver	0.570589732
chr12:7060734-7060908	Liver	0.570514897
chr17:17627166-17627532	Pancreas	0.570256567
chr12:2046036-2046064	Thymus	0.570205736
chr7:75934413-75934446	Thymus	0.570059757
chr16:88847768-88847786	Liver	0.570048503
chr7:55245592-55245617	Thymus	0.569983983
chr10:106065815-106065821	Intestine	0.569907544
chr15:70784594-70784625	Liver	0.569843335
chr10:123909445-123909457	Spleen	0.569718123
chr14:84484111-84484136	Liver	0.569703484
chr13:114792688-114792712	Thymus	0.56953246
chr17:57503036-57503082	Brain	0.569521055
chr8:145901158-145901387	Liver	0.569443512
chr16:78163098-78163146	Pancreas	0.569297233
chr10:126705219-126705261	Liver	0.569266343
chr6:151006020-151006057	Vessel	0.569257719
chr15:67356599-67356823	Stomach	0.569057556
chr2:217455785-217455825	Thymus	0.568938671
chr4:2419666-2420147	Brain	0.568924769
chr2:241505187-241505212	Vessel	0.568871221
chr6:157614738-157614806	Bladder	0.568727
chr10:3977552-3977607	Thymus	0.56855765
chr8:49494630-49494676	Stomach	0.568521557
chr7:149463063-149463090	Liver	0.568518516
chr15:67033372-67033431	Thymus	0.568499107
chr7:100464104-100464180	Pancreas	0.568311675
chr4:185331172-185331237	Brain	0.568191847
chr14:64579819-64579893	Kidney	0.568159279
chr14:34269278-34269322	Intestine	0.568143614
chr17:44847184-44847219	Intestine	0.568138691
chr3:50313747-50313761	Ovary	0.5680522
chr9:136914621-136914654	Bladder	0.568036834
chr1:2222311-2222345	Pancreas	0.567909212
chr12:118626757-118626780	Colon	0.567787226
chr1:27891629-27891647	Gastric	0.567666107
chr2:111919698-111919736	Ovary	0.567583127
chr19:3178517-3178544	Stomach	0.56758172
chr8:129061579-129061611	Ovary	0.567539464
chr10:129846852-129846880	Brain	0.567488191
chr17:75315993-75316081	Thymus	0.56738857
chr6:170268833-170268852	Liver	0.567216275
chr3:65342643-65342721	Brain	0.567191223
chr12:123556231-123556251	Spleen	0.567154459
chr14:69095593-69095698	muscle	0.567133443
chr1:2232468-2232500	Pancreas	0.567127353
chr19:10625020-10625068	Pancreas	0.567070343
chr5:132158710-132158740	Stomach	0.567046878
chr11:65359805-65359824	Thymus	0.567016861
chr7:27185250-27185308	Spleen	0.5669743
chr2:239134621-239134646	Thymus	0.566952417
chr15:52427901-52427941	Liver	0.566722745
chr2:30630871-30630996	Pancreas	0.566655488
chr19:17438573-17438649	Brain	0.566505214
chr5:129932677-129932735	Liver	0.56616113
chr6:170581242-170581309	Brain	0.566042756
chr18:13266612-13266667	Liver	0.56599015
chr2:87157918-87157970	Liver	0.565836126
chr7:134856517-134856591	Thymus	0.565636193
chr8:2585944-2585975	Stomach	0.565564116
chr3:43431335-43431391	Brain	0.565395065
chr9:139422329-139422364	Liver	0.565160793
chr3:124860750-124860881	Pancreas	0.565008397
chr19:57349231-57349309	Stomach	0.56499573
chr16:412342-412427	Brain	0.564949914
chr8:142275371-142275648	Pancreas	0.56494236
chr19:16677175-16677347	Liver	0.5648333
chr4:3372247-3372274	Liver	0.564826572
chr4:3387340-3387382	Stomach	0.564621638
chr17:56408553-56408687	Liver	0.564533585
chr1:40025169-40025273	Lung	0.564532344
chr19:50063911-50063942	Bladder	0.564408288
chr7:2446567-2446588	Liver	0.564350488
chr2:153263903-153263947	Thymus	0.564318818
chr12:58150750-58150788	Vessel	0.564128781
chr9:97683442-97683555	Thymus	0.564046634
chr1:205819022-205819089	Stomach	0.563911129
chr6:3849901-3849951	Liver	0.563902112
chr10:126278298-126278317	Liver	0.563848752
chr15:96894965-96895020	muscle	0.563782404
chr4:154439900-154439979	Bladder	0.563762996
chr17:46698880-46698903	Spleen	0.5636475
chr1:15739529-15739596	Liver	0.563470912
chr17:19627925-19628011	Brain	0.563462726
chr17:45924831-45924897	Gastric	0.563451395
chr10:105421569-105421751	Intestine	0.563428005
chr5:8457946-8458030	Liver	0.563358647
chr22:19711651-19711705	Stomach	0.563345531
chr17:46670752-46670864	Vessel	0.563343511
chr1:68517257-68517305	Brain	0.563334546
chr1:2230944-2230964	Liver	0.56330461
chr9:71789124-71789540	Colon	0.563251844
chr8:28041404-28041479	Bladder	0.563172876
chr12:125412928-125412944	Vessel	0.563073236
chr5:60597819-60597844	Thymus	0.563035309
chr21:44985430-44985457	Liver	0.562963974
chr10:5588133-5588197	Spleen	0.56289757
chr17:75442097-75442283	Liver	0.562829734
chr5:159894910-159894938	Brain	0.562406721
chr6:157970252-157970306	Liver	0.562251382
chr19:50031185-50031298	Intestine	0.562185593
chr19:55553070-55553086	Stomach	0.562109469
chr2:233216906-233216920	Thymus	0.56206044
chr2:70336032-70336046	Spleen	0.562002269
chr9:134151449-134151518	Liver	0.561964492
chr22:50630074-50630104	Ovary	0.561920965
chr17:2084816-2084862	Thymus	0.561869988
chr7:3221329-3221354	Thymus	0.561723036
chr18:60052210-60052235	Colon	0.561693733
chr10:88728152-88728182	Pancreas	0.561517825
chr16:86878441-86878468	Liver	0.561498092
chr2:218843536-218843647	Spleen	0.561444682
chr8:91953322-91953350	Thymus	0.561430592
chr3:11610137-11610266	Liver	0.561374161
chr1:41966209-41966255	Thymus	0.561365556
chr6:108883398-108883526	Brain	0.561332979
chr5:171023782-171023825	Liver	0.561306457
chr2:109787963-109787993	Pancreas	0.561289365
chr22:39148367-39148392	Liver	0.56127816
chr2:158454006-158454082	Colon	0.561275516
chr13:114301986-114302083	Stomach	0.561238734
chr9:97807562-97807592	Bladder	0.561201631
chr1:154809839-154809869	Liver	0.56115407
chr3:113160421-113160433	Stomach	0.561087891
chr1:3282805-3282820	Intestine	0.561057551
chr8:1928758-1928889	Pancreas	0.561035907
chr1:92907648-92907715	Liver	0.561004126
chr9:97848439-97848492	Liver	0.561003442
chr6:152702329-152702462	Thymus	0.560859631
chr7:17342535-17342631	Brain	0.560789665
chr7:101784426-101784631	Stomach	0.560705097
chr22:37881304-37881380	Liver	0.560374986
chr2:62537002-62537046	Stomach	0.560319806
chr12:52214442-52214491	Intestine	0.560011356
chr22:42077809-42077850	Brain	0.559656895
chr2:240174546-240174766	Pancreas	0.559513615
chr16:78540076-78540257	Stomach	0.559485778
chr6:41528749-41528784	Liver	0.559429527
chr8:145900816-145901118	Liver	0.559215382
chr20:50187209-50187263	Stomach	0.559065454
chr19:42703701-42703777	Liver	0.558979155
chr19:42703890-42703908	Pancreas	0.558973237
chr20:19866011-19866074	Pancreas	0.558862342
chr12:9393024-9393049	Thymus	0.558851235
chr3:33096823-33096895	Bladder	0.558696214
chr17:41464790-41464901	Brain	0.558652083
chr15:40364713-40364760	Liver	0.558632988
chr10:11912143-11912175	Thymus	0.558566818
chr1:53589568-53589625	Liver	0.558448829
chr13:99223378-99223414	Vessel	0.5582859
chr17:15313075-15313134	Thymus	0.558227834
chr13:114927611-114927682	Pancreas	0.558192546
chr9:14345608-14345726	Vessel	0.558171872
chr2:109788225-109788401	Liver	0.558038146
chr17:76588686-76588711	Gastric	0.557849992
chr7:47528760-47528806	Brain	0.557615543
chr16:85343411-85343479	Vessel	0.557547713
chr12:28283759-28283771	Thymus	0.557424064
chr17:78004689-78004805	Thymus	0.557380079
chr1:15672506-15672609	Stomach	0.557237477
chr10:80898884-80899123	Pancreas	0.557173872
chr16:597329-597355	Intestine	0.556782265
chr16:3843445-3843493	Spleen	0.556722752
chr2:9879510-9879561	Liver	0.556677377
chr22:46403959-46404009	Thymus	0.556617949
chr6:168435904-168435916	Liver	0.556420939
chr11:2020536-2020575	Stomach	0.556389123
chr20:32856852-32856936	Liver	0.556379595
chr6:41419410-41419445	Spleen	0.556335793
chr13:112225357-112225390	Thymus	0.555984453
chr16:2532859-2532971	Lung	0.555816189
chr1:10726029-10726083	Liver	0.555794843
chr17:17713931-17713950	Spleen	0.555751677
chr22:27834425-27834440	Thymus	0.555600282
chr2:242742910-242743587	Colon	0.555577013
chr14:74257106-74257173	Stomach	0.555092835
chr18:12012088-12012125	Spleen	0.554992897
chr10:11779394-11779412	Bladder	0.554762224
chr10:134420533-134420559	Thymus	0.554687006
chr7:50850278-50850659	Brain	0.554571241
chr7:28110012-28110193	Liver	0.554441789
chr7:2178179-2178258	Brain	0.554325306
chr9:132650733-132650799	Vessel	0.554323313
chr17:79694664-79694713	Brain	0.554260108
chr12:70017996-70018031	Thymus	0.554192144
chr19:1873678-1873743	Thymus	0.554142032
chr14:99658371-99658409	Thymus	0.554127196
chr8:22070029-22070057	Lung	0.554058075
chr20:22492720-22492735	Thymus	0.554033438
chr10:122709177-122709189	Esophagus	0.554008773
chr11:111784412-111784460	Thymus	0.554000359
chr12:123352751-123352814	Lung	0.553891519
chr7:151536403-151536418	Liver	0.55385352
chr12:57871156-57871311	Brain	0.553823447
chr8:23416876-23416882	Ovary	0.553818226
chr9:134165408-134165438	Pancreas	0.553765322
chr19:6100690-6100729	Brain	0.553734381
chr9:92099055-92099113	Gastric	0.553728206
chr4:41420570-41420613	Spleen	0.553689069
chr7:100342989-100343033	Colon	0.553596396
chr14:104638379-104638406	Brain	0.553596024
chr18:45379617-45379668	Thymus	0.553573936
chr19:2251429-2251654	muscle	0.553365716
chr7:149551872-149551907	Spleen	0.553156845
chr7:50727822-50727873	Brain	0.553144508
chr4:141229784-141229836	Pancreas	0.553053427
chr2:240233075-240233128	Liver	0.553042474
chr4:7651988-7652060	Bladder	0.553007992
chr5:139056807-139056846	Ovary	0.552881793
chr19:941116-941294	Ovary	0.552854462
chr19:8590785-8590982	Thymus	0.552831651
chr2:240171630-240171726	Pancreas	0.552743494
chr1:1609214-1609254	Brain	0.552703757
chr19:55598345-55598681	Pancreas	0.55262928
chr10:121578353-121578401	Colon	0.552623632
chr15:96895580-96895605	Liver	0.552569644
chr7:151740317-151740404	Ovary	0.552420765
chr11:2023275-2023496	Stomach	0.552361337
chr5:39210138-39210303	Liver	0.552186168
chr20:32878589-32878665	Liver	0.551937604
chr7:30951681-30951739	Spleen	0.551888091
chr5:132161691-132161702	Pancreas	0.55188229
chr17:73555459-73555478	Spleen	0.55185806
chr22:36034501-36034542	Liver	0.551851738
chr1:27677961-27678014	Fat cell	0.551786894
chr12:124941910-124941953	Intestine	0.551568153
chr5:125707116-125707221	Brain	0.551475648
chr10:61946555-61946645	Spleen	0.551458435
chr2:240230402-240230457	Thymus	0.551395919
chr8:6483793-6483856	Liver	0.551355151
chr1:156637609-156637645	Pancreas	0.551329565
chr17:77960688-77960713	Vessel	0.551316503
chr19:36642356-36642414	Liver	0.551229293
chr4:144833442-144833471	Stomach	0.55121241
chr15:49714369-49714381	Thymus	0.55110317
chr9:129244934-129244997	Liver	0.551073747
chr1:161932158-161932193	Liver	0.550933816
chr9:129896333-129896394	Pancreas	0.550827302
chr2:219738428-219738540	Esophagus	0.550808062
chr7:94287846-94287896	Thymus	0.550774208
chr10:30720672-30720758	Thymus	0.550749915
chr17:789696-789753	Thymus	0.550592178
chr1:180923513-180923610	Liver	0.550571689
chr13:80911755-80911789	Ovary	0.550547738
chr4:3015614-3015810	Brain	0.550369656
chr10:77156689-77156729	Kidney	0.550294715
chr1:19764820-19764901	Liver	0.550259524
chr15:70785073-70785108	Bladder	0.550139092
chr1:14057520-14057605	Brain	0.550049045
chr18:46307898-46307924	Esophagus	0.549993139
chr3:58103875-58103894	Spleen	0.549986328
chr9:124487363-124487494	Thymus	0.549906006
chr11:72295726-72295758	Bladder	0.549883163
chr21:46875748-46875779	Spleen	0.549736398
chr6:166047722-166047782	Ovary	0.549728963
chr19:8590286-8590566	Thymus	0.549615158
chr15:70767641-70767699	Pancreas	0.549155887
chr2:239755245-239755296	Ovary	0.549060603
chr19:1908217-1908241	Vessel	0.549054121
chr19:4012443-4012490	Thymus	0.548807459
chr22:38379435-38379485	Fat cell	0.548691759
chr17:3791859-3791901	Vessel	0.548530901
chr3:184056501-184056527	Liver	0.548480964
chr15:100257574-100257651	Thymus	0.548480091
chr6:144329641-144329712	Vessel	0.548410709
chr19:13319398-13319468	Pancreas	0.548410099
chr15:41218528-41218626	Lung	0.548084345
chr3:50119844-50120007	Brain	0.547975851
chr7:105319545-105319562	Brain	0.547860322
chr12:1710994-1711035	Stomach	0.547733859
chr17:57087-57138	Liver	0.547668469
chr16:88540521-88540581	Liver	0.547637974
chr8:129037455-129037506	Thymus	0.547597162
chr17:30023370-30023492	Thymus	0.54756927
chr9:131664717-131664763	Bladder	0.547509801
chr2:43386189-43386243	Stomach	0.547428956
chr22:47070412-47070452	Liver	0.547213776
chr7:4848865-4848899	Liver	0.547180906
chr12:125002331-125002375	Thymus	0.54712628
chr5:80528525-80528580	Colon	0.547115649
chr4:99182586-99182659	Stomach	0.547049946
chr17:63167194-63167209	Spleen	0.547032544
chr6:170574832-170574959	Spleen	0.546815685
chr9:4206884-4206974	Bladder	0.546684731
chr8:1094881-1094959	Liver	0.546594337
chr2:174890243-174890268	Liver	0.546517649
chr8:1906287-1906417	Stomach	0.546517018
chr4:151504711-151504731	Gastric	0.546477046
chr11:67210621-67210704	Stomach	0.546309391
chr1:164545552-164545601	Lung	0.546067285
chr14:105258995-105259006	Thymus	0.545917835
chr10:52177883-52178248	Pancreas	0.545862061
chr22:50826191-50826246	Brain	0.545734688
