	Pvalue	Statistic	test	mean1	mean2	Symbol	NA
140428	cg09032973	6.10285669072444e-09	11.4481852426449	ttest	0.486431763510565	0.243864939803551	PCDHA1
140644	cg09048251	2.26471816748628e-08	9.64655914403838	ttest	0.386872261500187	0.103771318776158	
140654	cg09049251	6.3883436398382e-10	9.8745591071136	ttest	0.432345392217593	0.192013014178534	FAIM2
140842	cg09063683	2.19535792375704e-10	-9.81243919563519	ttest	0.460644634941225	0.676213192139491	
141318	cg09099868	2.36434534150387e-08	8.92885148083475	ttest	0.630721003870675	0.465991374056047	
142888	cg09214254	1.02880389720787e-10	9.05906300525624	ttest	0.329077461223028	0.178384902437002	SMOC2
144185	cg09298971	1.53641960978832e-08	-9.81700992290817	ttest	0.578390992160997	0.77284187441693	SLC44A4
144239	cg09302895	3.04831919690018e-09	10.3910464070823	ttest	0.403425914498261	0.180806348325846	GBX2
145060	cg09359114	9.26094878441548e-11	11.260688152987	ttest	0.436502171897957	0.111958698788717	DLX5
145729	cg09408917	4.71340701715815e-12	10.4731408964437	ttest	0.365391237732175	0.206740764468974	
146567	cg09465698	4.01861775877517e-13	11.9784984839186	ttest	0.393843841187012	0.119715099675087	PCDHGA4;PCDHGA6;PCDHGB6;PCDHGA9;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGB3
147149	cg09508016	2.0288770431285e-08	8.18637953129305	ttest	0.415650217029888	0.289845243859529	
147163	cg09508556	9.24978234909062e-13	-12.8356998808301	ttest	0.595823363101548	0.80392003436738	PSORS1C1;PSORS1C2
147236	cg09512406	6.32509155965912e-08	-9.49956603840586	ttest	0.588972697552679	0.78066190991222	C16orf11
147360	cg09521719	2.0656838372983e-08	8.90243661115387	ttest	0.368823303920644	0.187857472106186	IQCA1
147934	cg09561125	6.36922353271033e-09	9.04725413805293	ttest	0.504473852466683	0.338475570455465	NRCAM
148665	cg09615505	5.6212116130467e-08	9.4487968521604	ttest	0.437578326538915	0.210049652654401	
148980	cg09639264	4.39740096685492e-08	-9.25290346531419	ttest	0.566007519590779	0.742776548977511	TPSD1
149051	cg09643544	3.15757234531604e-11	12.0831285822631	ttest	0.387097475873888	0.166155495601185	ZNF177
149288	cg09661370	7.71766446496413e-08	9.28441576108017	ttest	0.455130340258746	0.22921327264923	HOXA11AS;HOXA11
151132	cg09799983	4.85507963695533e-08	9.65825844680761	ttest	0.508971057727496	0.167821608221817	CYP1B1
151862	cg09851951	4.45168163735484e-11	11.4499207850837	ttest	0.353781532697683	0.0775384419491451	
151897	cg09854003	4.01791476586661e-22	15.4148601254839	ttest	0.375218745878189	0.151906871756823	
152395	cg09885735	1.09455342427488e-20	12.8371535558299	ttest	0.349369430780022	0.149541484032953	FOXB1
152567	cg09896412	7.17109306525831e-08	8.16697796234163	ttest	0.309979260494247	0.143689656087124	
152691	cg09906448	6.28525750648702e-09	-9.65796647899979	ttest	0.529699114681138	0.710581977044085	LY6G6C
153705	cg09983546	1.35927683762132e-11	-10.1496374294234	ttest	0.606925343961689	0.779490276350279	
154017	cg10005230	1.28194451472923e-08	8.63530483393854	ttest	0.366971454250146	0.211666866862962	EMX2OS
154298	cg10023530	5.60607557084454e-09	10.4542069673749	ttest	0.329796989112751	0.110784289754292	FAM38B
154342	cg10026317	9.57465704705751e-10	9.66347941202772	ttest	0.526026204961153	0.351524209561924	TAL1
154373	cg10028434	9.23853773017821e-08	-9.03924478641963	ttest	0.484482471247224	0.662286988012109	KLC1
154376	cg10028983	4.19072803470698e-10	-9.93079374230697	ttest	0.529039327014474	0.761142946597847	LRP5
154380	cg10029186	2.13277476286185e-16	12.9044861039772	ttest	0.291240118243286	0.137444222298793	
154501	cg10038618	6.9786014463485e-09	8.94478041535239	ttest	0.473995543136406	0.311179069076061	TP73;WDR8
155203	cg10089801	1.11971740269468e-10	9.48946388538525	ttest	0.554548280653003	0.39831979238586	
155291	cg10094078	6.31083651247408e-10	9.46967149817715	ttest	0.32210899923767	0.178841800403421	APC2
155519	cg10108296	1.63167483673315e-10	12.0238617812721	ttest	0.433207882984974	0.213831681629769	TRIM15
155756	cg10124201	9.89650492546392e-08	6.50442548882654	ttest	0.494460845428479	0.402827847432731	BOLL
155790	cg10126205	5.95261488367506e-09	10.5228575310752	ttest	0.432373952614499	0.108151712082561	TWIST1
156186	cg10151799	3.99322546922964e-08	-8.09615434813326	ttest	0.584746410677456	0.761235760563731	
156276	cg10157715	7.62474792580662e-08	9.10796208543988	ttest	0.333718487203691	0.148144120587257	
158057	cg10280347	9.70348362537223e-09	9.60471507248187	ttest	0.301873330162636	0.170214918471522	PPAPDC1A
158836	cg10334354	2.15612892179058e-08	9.48011529296943	ttest	0.356417603189172	0.132949590847875	EPHA5
158958	cg10343742	1.81518912989652e-09	10.7995156013176	ttest	0.357327170978367	0.207743778710665	SOX14
158969	cg10344832	2.96207414822787e-08	9.25842533327915	ttest	0.374307247644294	0.210106182953088	LBXCOR1
159528	cg10384245	9.24245370459525e-18	13.5688721461242	ttest	0.384010857230234	0.141872447521762	ADCYAP1
160208	cg10438282	2.01964065125036e-08	-10.0831277735005	ttest	0.433016227074669	0.634370168120476	
161097	cg10501976	2.39198466750918e-11	10.1431626725011	ttest	0.542600444354548	0.3618253772253	
161333	cg10514593	1.04734992727774e-08	-9.74957983744952	ttest	0.601314622060248	0.805249769656648	INPP5A
162109	cg10568624	9.94231949800959e-08	7.57381817125789	ttest	0.378127567122765	0.199044739275902	
162561	cg10598776	2.31072888530678e-09	-9.5265637433002	ttest	0.566739212893961	0.772485550402934	
162617	cg10601940	2.94981884191822e-08	9.70260928756163	ttest	0.395995479786717	0.172393093377314	PAX3
162696	cg10606923	1.32637306033781e-08	-8.69413505201862	ttest	0.35810539342316	0.497416029253192	CYFIP2
162717	cg10608596	1.36646633339433e-12	10.7918082229499	ttest	0.498483192270063	0.264754475435966	ZNF833
163294	cg10649903	2.04450928983988e-08	10.0425211712885	ttest	0.467952826444952	0.191429704571999	PCDHA2;PCDHA1;PCDHA3
163854	cg10696677	1.56456849422226e-10	-8.52165354516217	ttest	0.438664154177682	0.57480922635041	TFEB
163951	cg10703826	1.35856797956276e-13	12.1808983390429	ttest	0.411121846488175	0.100744718389797	TBX15
164488	cg10746447	9.04727495111987e-08	7.72520090454149	ttest	0.641699422519306	0.535813978398524	MAML2
165579	cg10824107	1.61606620419823e-09	11.3309138201138	ttest	0.483867952748793	0.29641544946931	
165944	cg10851698	7.85536795382722e-19	13.1305655675121	ttest	0.323593601208297	0.129626482736161	ZNF331
166731	cg10912240	6.25245550669846e-09	9.10610241854147	ttest	0.368029225577941	0.238558121631304	FOXG1
166941	cg10930290	5.20091150437518e-10	-9.96992021917143	ttest	0.526099951422557	0.739040629728822	LOC151300
167084	cg10942078	6.94509640562211e-09	8.3349742584785	ttest	0.334174040270651	0.20074876820995	SFRP2
167779	cg10989634	5.14523266687251e-08	8.26152163419443	ttest	0.356709275650821	0.244152711498225	
167883	cg10997479	2.61566007206342e-08	10.1333569247474	ttest	0.362193396946711	0.161274158385725	
169943	cg11158374	3.39980967674662e-08	-9.35898828066962	ttest	0.615294018917442	0.817404585774167	TFF2
170097	cg11171221	2.41531747453803e-11	11.9997924528243	ttest	0.387030903529208	0.0857003499893366	
170522	cg11201177	1.08934135304321e-10	-10.6827990855193	ttest	0.569992267915052	0.791234261232794	
170977	cg11229185	2.93389691388527e-09	8.60921544208588	ttest	0.35322861555825	0.1760905016795	
172025	cg11308643	1.15286533303186e-09	10.3696399113225	ttest	0.430252873617529	0.173944866217818	GRIA4
172206	cg11321433	4.51822676211906e-11	10.7550223902953	ttest	0.258322036791866	0.0717799059816209	
173032	cg11384014	5.97015266769907e-09	-9.61693923080242	ttest	0.479342322204635	0.647880118062671	CLSTN2
173120	cg11391201	3.25026723055018e-18	12.9400018218846	ttest	0.335000987660289	0.171909742771562	ALX4
173775	cg11438428	9.88133280435662e-10	11.0852359692679	ttest	0.35445708921611	0.136171903685923	PTF1A
174004	cg11460496	1.98653189452602e-09	8.05092276054283	ttest	0.68123554273654	0.554484793661897	
174220	cg11479165	3.78566489070644e-09	9.20262202768628	ttest	0.350076282491192	0.190881225925905	RBPMS2
175715	cg11600991	1.84442048455594e-13	-11.4461737145768	ttest	0.504688737969371	0.666539530318383	ADAP1
175852	cg11612345	4.82892187263587e-16	10.6116298897894	ttest	0.336789881709839	0.181811704069591	SMOC2
176615	cg11667086	1.1926805236796e-08	10.3259960004328	ttest	0.339382560616048	0.116064024231505	
176790	cg11680590	2.18781841062028e-10	-10.2450171399163	ttest	0.568764587318884	0.799241767033613	SLCO3A1
176863	cg11686427	1.806557128449e-08	9.50871950975624	ttest	0.445450475007217	0.158653486471707	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB4;PCDHGA3;PCDHGB5;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB3
177326	cg11719362	2.61266619576562e-17	11.1262901188771	ttest	0.391795637656191	0.218871985501897	
178052	cg11772193	2.10796662253029e-14	-12.1104626763289	ttest	0.604626704231173	0.809767338240083	BRSK2
178061	cg11772804	1.15751249510184e-09	-10.6157083765208	ttest	0.480758785047358	0.657154922311036	TRIM15
178862	cg11824921	3.84502481435558e-10	9.27792945292757	ttest	0.325262937781229	0.162967090821697	SHH
180054	cg11907729	6.79690973207167e-11	11.2013049087763	ttest	0.349902035444115	0.0748249026411358	HMGCLL1
181502	cg12018888	1.08832272628328e-08	-8.75331526454773	ttest	0.443765441967886	0.617753247830415	
182845	cg12108798	8.79185845715553e-08	-8.27962603196634	ttest	0.418579214406469	0.522522720651353	
183535	cg12160317	1.54466218453412e-08	10.0703195701611	ttest	0.333479239260532	0.109006870546801	OTOP1
184480	cg12232118	4.50329473507041e-10	-12.3202761121964	ttest	0.491010741923742	0.697453421149582	TRIM15
184542	cg12237269	5.74486569060931e-09	-9.08044996207742	ttest	0.538577808897212	0.707032477861186	SLN
185672	cg12338657	9.8619936651106e-08	-8.04316082044749	ttest	0.542818595636641	0.719968718919083	
188226	cg12534008	4.70850338523014e-08	8.07808195902948	ttest	0.459754501485378	0.303582603408268	AMH
188340	cg12544191	4.28305785010431e-08	9.46068642029564	ttest	0.428450376873653	0.196076133550224	
188622	cg12565635	4.51505671562149e-08	-7.91297825149068	ttest	0.607131705217906	0.813406307692345	AGR2
188982	cg12591770	4.32451702853791e-11	12.3079193827331	ttest	0.322987110053229	0.093711098986542	
189156	cg12602633	9.96953804037793e-10	9.75326472731544	ttest	0.499822320849737	0.249799185468601	PRRT1
190164	cg12676149	1.82620536869785e-26	16.8012605746109	ttest	0.337644035014813	0.0618077474580992	TRIM15
190999	cg12744820	2.35659348364916e-17	13.6901536304264	ttest	0.384457828090615	0.0953510278342351	OLIG3
191155	cg12758687	1.07136499358878e-07	8.51367807769796	ttest	0.374448994451269	0.214803442052219	DRD2
191800	cg12810084	4.82001809749598e-09	8.39946220738766	ttest	0.373626112069111	0.226741784412569	HOXA11AS;HOXA11
192455	cg12865818	9.31524733639954e-10	-11.4022304977784	ttest	0.514665754740744	0.781265276400791	
193765	cg12973941	1.08657670538788e-10	11.2812739554245	ttest	0.400032375791748	0.153812480181969	NKX3-2
197122	cg13245152	3.02735234898216e-10	9.14980900024666	ttest	0.503862664785492	0.303037871874588	PAX6
197150	cg13247117	8.02240295632653e-09	-9.60257036771895	ttest	0.504715669607182	0.694293995298546	RIMS3
197931	cg13307880	1.09572363539691e-07	8.60228814250805	ttest	0.431344173185038	0.213678846021069	PCDHGA4;PCDHGA2;PCDHGA5;PCDHGB2;PCDHGA1;PCDHGB1;PCDHGA3
198832	cg13372879	2.82342887046414e-09	7.69909776251706	ttest	0.359837562496047	0.208537464127983	
199480	cg13413955	3.10804375537117e-08	9.86363089466098	ttest	0.470566069192633	0.217660864915642	DMRT1
199863	cg13436155	2.08522070255224e-10	10.8766269885448	ttest	0.384666268264005	0.182615824596938	
200511	cg13470735	8.23567299456228e-08	-8.11850509242601	ttest	0.365642491451021	0.446307816728434	
200651	cg13478928	5.14994133894981e-16	12.5527196039258	ttest	0.378493092177356	0.174435833737297	LHX8
202489	cg13585776	2.47937227230357e-08	10.1044340012358	ttest	0.420393688434782	0.248941378217497	LHX2
203493	cg13646480	2.57614473057383e-09	-8.80824637603948	ttest	0.441441809817879	0.577051335629455	
204314	cg13692456	1.18728600387239e-08	8.10305040420447	ttest	0.34365923469101	0.232691142831539	
204477	cg13702185	2.27878864290955e-11	-11.6623732739035	ttest	0.637184410806221	0.864861756528793	RGS12
204483	cg13702421	1.95591381844272e-08	8.90349603202831	ttest	0.358435718278084	0.219377854208809	
204783	cg13720262	6.41738277748376e-08	-8.05338117737124	ttest	0.630811029335625	0.816163791029947	LGALS7B
205003	cg13734137	2.18999954983797e-08	-7.41943104430376	ttest	0.591709349306239	0.691750444831717	RGS3
205562	cg13773083	3.17606566707239e-14	11.6835368123568	ttest	0.364936705738806	0.22501903490577	RESP18
205877	cg13791379	3.02008166320874e-08	-9.45315751793605	ttest	0.604926442440223	0.825751061133924	OBSCN
206320	cg13816321	2.09770866457106e-22	14.4393910842452	ttest	0.394135295505391	0.142023118213208	
206494	cg13827582	5.72000527027128e-10	-8.58261331793368	ttest	0.602666444892959	0.765423823715557	
206921	cg13856405	8.54146447643283e-08	-8.77748597933263	ttest	0.530770237227957	0.6963446064343	
207683	cg13904520	7.94620321542555e-16	-14.6589924035578	ttest	0.52291814049011	0.784639336032367	LY9
208646	cg13960641	1.94612359725187e-09	-10.0772430563317	ttest	0.598772090122923	0.797566428836208	
209361	cg14002960	1.26440839102283e-14	13.4133589440394	ttest	0.36429841531017	0.070092562029917	NOL4
209465	cg14008883	9.51051443894707e-08	9.31389762537117	ttest	0.369386554853989	0.187485771675124	SLC18A3;CHAT
210232	cg14051264	3.77707997882917e-09	9.65097052248514	ttest	0.376862117290921	0.205020011143485	
211727	cg14144305	4.62107674486966e-11	9.71448648930882	ttest	0.374668963736392	0.225261433692075	ALX4
211837	cg14152222	1.15763671772474e-11	9.34899761618228	ttest	0.262975537357859	0.17470827989249	MRGPRF
213907	cg14270434	4.699130861684e-08	8.31072186497129	ttest	0.559180604204009	0.342654387777565	
214392	cg14300730	2.73393042156173e-08	8.35397559693333	ttest	0.386911481047393	0.193433410760466	SULT1C4
214471	cg14305659	4.89689586353968e-08	-9.76317061405563	ttest	0.567310042258906	0.764967945380496	
216932	cg14463412	6.29957070636598e-08	7.86069096533395	ttest	0.328779017188325	0.160582271353643	
217217	cg14480266	2.46482360130795e-08	-8.02659328122931	ttest	0.642287236568523	0.787881785854257	
217777	cg14514813	1.39210856203696e-13	12.8221252666374	ttest	0.423895154595257	0.211048080377974	PCDHA6;PCDHA2;PCDHA1;PCDHA9;PCDHA7;PCDHA5;PCDHA11;PCDHA10;PCDHA3;PCDHA4;PCDHA8
218203	cg14535980	3.01171690611685e-08	8.67174677800411	ttest	0.427448335529144	0.277575020972242	C2orf40
218702	cg14563954	8.46806137112721e-08	8.29736310658706	ttest	0.437504761684817	0.243234863935848	
218741	cg14565725	6.220066529006e-11	12.1510971509943	ttest	0.492972879516503	0.204426401387783	TBX15
218787	cg14568203	9.88483123176252e-09	-9.48312251969957	ttest	0.644176942471531	0.829233668759143	
218915	cg14576896	4.47182911420499e-11	10.6168418003357	ttest	0.285204452123692	0.0943979339680758	GJD2
219543	cg14614211	1.35973899345976e-08	9.59200431479878	ttest	0.396727136062555	0.2142402633652	MKX
219663	cg14622069	1.05889947438495e-10	11.0190651143356	ttest	0.413141528917663	0.264475768735739	PCDHA6;PCDHA2;PCDHA1;PCDHA7;PCDHA5;PCDHA3;PCDHA4
220602	cg14685796	1.03379167098916e-08	9.62917698891398	ttest	0.287710401827277	0.0795224044074353	
222301	cg14815183	1.10220446694603e-07	-8.70413689550495	ttest	0.606230919685982	0.780080218060826	TRIM15
222350	cg14819242	1.30201771639399e-08	-10.175485283132	ttest	0.613404068036212	0.88245561034386	GRAMD3
222386	cg14822719	4.28708860681496e-11	8.42719653180018	ttest	0.441106061067287	0.354013494668367	
222550	cg14832378	1.7004153221471e-09	-9.99872338309768	ttest	0.501393261985823	0.693899532292577	
223151	cg14871932	1.01001975710149e-07	9.5500869165609	ttest	0.404007658675117	0.179122487811809	GCK
224033	cg14941291	8.72298640725248e-08	9.56086981412084	ttest	0.354226887796807	0.142564364262617	
224698	cg14991487	1.02227131724268e-13	12.8230630099208	ttest	0.34212857834168	0.102666154553957	HOXD9
226002	cg15085086	4.15237127393067e-09	8.65304299079516	ttest	0.377859239496658	0.180871077287396	OPRM1
226574	cg15126179	9.06670541007289e-08	8.77415749499548	ttest	0.455581950339843	0.261462484200275	
226851	cg15145341	3.06641216745837e-08	9.175872392862	ttest	0.501646265039171	0.235075524330612	LOC646405
226940	cg15152595	3.89640564561585e-08	-9.55282179571202	ttest	0.541872046794253	0.763580563782333	NFASC
227372	cg15188010	3.81206245652861e-12	8.98244058610357	ttest	0.444181627704143	0.308200610516725	ZIC2
227912	cg15233892	7.19716089537777e-08	8.85054996440009	ttest	0.292957038022412	0.156295447708182	VGLL2
228661	cg15301316	1.15307342701586e-14	12.8233526856562	ttest	0.362216233432124	0.0977387913719354	
228758	cg15312264	7.0212577892966e-11	12.0382881070532	ttest	0.439124572931672	0.139495107505309	TBPL2
229250	cg15353533	7.12103852415641e-11	-10.7008803404315	ttest	0.586989606095656	0.778704600181429	
230128	cg15422147	1.64584396692329e-09	-9.50102217826695	ttest	0.580439285951879	0.766652873931	SERPINB5
231304	cg15512715	1.07534095858885e-08	-9.52080721802654	ttest	0.575496036208169	0.772238415030002	
231614	cg15541630	7.09304977604511e-08	9.88429019702068	ttest	0.512935515809114	0.249446057284547	PSKH2
231755	cg15552491	7.07100653043673e-10	-9.71730493674961	ttest	0.485036416355401	0.708507523605452	
231837	cg15557036	4.45374751962528e-08	7.42548977808417	ttest	0.402960503943457	0.279687244508058	
233381	cg15668533	3.88118803305254e-11	10.1913865924422	ttest	0.336997818271654	0.193513173604255	SLC6A11
234821	cg15775921	2.63754785806965e-08	9.50780587528901	ttest	0.360470481473516	0.133237620274153	PAX3
235640	cg15837212	2.58406046892104e-09	9.99330170243679	ttest	0.356691845443884	0.165364266524977	
236657	cg15912800	7.62073978820573e-20	12.8155409817961	ttest	0.402307781922448	0.166994609954827	MIR196B
237780	cg15998779	3.20960125431485e-08	8.24431219047538	ttest	0.440424064107736	0.261161079344305	
238349	cg16038120	6.59036287463266e-10	9.41694856737995	ttest	0.464925816687522	0.211499047551865	FOXG1
238557	cg16052975	7.745705072496e-08	7.27312080963556	ttest	0.395997260268969	0.256738782366153	
238767	cg16072304	1.74622035275461e-09	9.38066135345462	ttest	0.478881356149481	0.271712431262864	
240124	cg16178855	2.5464517847632e-08	-8.0484731577737	ttest	0.594818648773723	0.728157856005598	PMEPA1
240217	cg16185834	1.54446708733106e-09	9.27570068381804	ttest	0.367227050719143	0.201421698946311	VSX1
240679	cg16219603	4.97015621130048e-09	8.76338516354612	ttest	0.317056260416394	0.170564418015466	PENK
241177	cg16255914	1.90810905568129e-10	11.1743581863718	ttest	0.337166203741997	0.0926361275359432	
241410	cg16269733	2.4782823432039e-08	10.0501707247081	ttest	0.43682253351288	0.133266619423509	BCAN
241486	cg16274954	1.40694971769381e-09	-8.68895969534774	ttest	0.497101403436083	0.587456748635209	DPCR1
242022	cg16313944	1.16997398025537e-08	-9.14940157337532	ttest	0.526621605375684	0.664278096758689	ALDH3B1
242455	cg16342780	1.38146994869113e-08	-7.32547385290376	ttest	0.583904350593106	0.694247625128211	PLXNB3
242961	cg16377679	1.84034805299287e-08	-8.23444297589796	ttest	0.446270586073299	0.617167694520346	PDE4D
242993	cg16379885	3.62932479993765e-09	9.69974277522649	ttest	0.252003010566188	0.0962823331124388	GRIK3
243147	cg16391955	5.79377623490118e-10	10.5841042948014	ttest	0.400401579776228	0.153490773957903	
243774	cg16430535	8.27764761243776e-08	-7.71528423487918	ttest	0.339224542123568	0.422178200191619	NTSR1
244219	cg16463460	4.73914689734985e-08	8.27378228792466	ttest	0.519969691299807	0.361156333336443	WT1
245680	cg16564525	5.78740989388036e-08	-9.00944138997775	ttest	0.266416513143584	0.392034092316501	APOA1BP
246356	cg16606320	7.48112176607336e-19	13.5671981862144	ttest	0.477172932911495	0.168413614259203	LOC644145
246464	cg16615508	3.57532690325619e-08	-9.88483034515254	ttest	0.513041014895232	0.731948487225788	
246956	cg16648632	6.60907514644133e-08	8.74875653678188	ttest	0.38254008496861	0.196079358201523	NRN1
249181	cg16798252	7.86979289969398e-08	8.66568320581412	ttest	0.397189405772283	0.225475165205562	FLJ32063
249408	cg16818395	2.36887847365598e-14	11.7663737789522	ttest	0.423574282993866	0.227548611285296	
249740	cg16851417	5.71537006712681e-10	10.4165175705255	ttest	0.406261517551242	0.156915133738793	SIM2
249858	cg16861209	1.1099265812617e-07	-9.07824487198941	ttest	0.579665808754354	0.825201579852815	SLC7A9
250946	cg16949584	1.00690061901752e-07	-9.83171991360247	ttest	0.488354027205137	0.706643537812932	
251081	cg16961816	7.27818699174896e-09	9.60901317755351	ttest	0.472468177172656	0.280084747613725	DLX6AS
251590	cg17003736	9.83700064333052e-09	9.47916566404807	ttest	0.338621712156988	0.167468116462045	ZIC4
251773	cg17017189	8.36702382029397e-08	8.69446188888326	ttest	0.478611114553752	0.24044333078571	
251777	cg17017284	2.41374064684446e-09	-9.02395258496439	ttest	0.475189057319956	0.624395980177958	USP21
251799	cg17018946	1.67670316653495e-09	9.31842110708116	ttest	0.396907430296114	0.204266080943929	
251957	cg17030820	6.14485563624458e-10	-10.8310479880047	ttest	0.569085995207203	0.831476118545782	MSMB
252756	cg17093795	2.02606482634732e-08	9.26959496624004	ttest	0.31249890909042	0.134467774629123	GRP
253142	cg17123690	1.59759248163802e-13	14.1045333720464	ttest	0.38877836011771	0.120050905734415	SHISA7
253205	cg17128256	8.54405996559021e-12	-11.7947124211484	ttest	0.620455336270773	0.789156529835923	SLC29A4
253362	cg17140191	5.57410283167526e-11	-10.3066895699233	ttest	0.607925698453187	0.753609807886501	ARPC1B
254554	cg17223520	8.03878838712973e-08	-9.2161276992949	ttest	0.50689322591463	0.679510923413934	LCK
255065	cg17270257	1.13420107829861e-10	10.2582233707535	ttest	0.369831960191313	0.155991536157887	PDE10A
256007	cg17333291	2.65026433401573e-08	-8.36675261937268	ttest	0.501084562072417	0.628748256862092	GPER;C7orf50
256807	cg17392573	1.48067875387778e-10	9.77725923200181	ttest	0.369873065273406	0.177791865515531	
256938	cg17403609	4.69672419945294e-12	13.2152697478008	ttest	0.409135612187818	0.121819610337929	FLT4
257929	cg17475774	1.18925163849559e-07	-8.74497410894517	ttest	0.542066129615401	0.713214568794886	
257988	cg17480076	3.0578879690138e-08	7.30035551768627	ttest	0.323630918281674	0.231945131442009	
258002	cg17480760	9.14874092610003e-25	17.8082697617938	ttest	0.39053249213965	0.0762849677296519	CA3
258192	cg17495715	6.06909488564407e-08	9.66032104044145	ttest	0.429228904714663	0.222798070624263	
258546	cg17518215	7.76405056148146e-11	11.2103370755126	ttest	0.444173351311995	0.209940123850661	
258848	cg17542408	1.20323933861933e-11	11.1832763081154	ttest	0.479257939269983	0.169681098097427	ODZ4
258869	cg17544584	6.64297971850502e-08	-9.41875675318514	ttest	0.534444420027546	0.772142331760473	HECW1
259003	cg17555825	4.48088530461009e-09	10.8355153166301	ttest	0.414715503658056	0.154806092826281	
259827	cg17630392	3.55700590162288e-12	12.0715801159331	ttest	0.385586775369927	0.204088847606486	NPR3
259992	cg17645823	1.21542755449472e-10	10.1109500427886	ttest	0.358082786909561	0.198164541685753	TBX5
260190	cg17663463	7.52049205261655e-09	9.13137409964846	ttest	0.72456690991566	0.615441678417446	PEG3;ZIM2
261243	cg17757602	1.1545485852622e-12	11.6050613698111	ttest	0.363664396108978	0.0930321108327542	
261350	cg17767484	5.82461371795279e-08	-7.88943173911232	ttest	0.686043403015508	0.845138306736829	PNPLA1
261746	cg17800654	2.84050692916041e-14	14.4964561511134	ttest	0.418787104849966	0.108915562315355	DMRTA2
262307	cg17838420	1.34975120237176e-08	9.93067139622592	ttest	0.449896412081092	0.279791630084526	IRX4
263361	cg17920653	5.81673491808617e-08	-9.05026650775357	ttest	0.615401425106377	0.780343384317282	TUBA4A
263465	cg17929273	1.10275406134306e-09	-9.35969685539392	ttest	0.554515360543259	0.706121344759421	LGALS2
263643	cg17941572	1.5341533247268e-08	10.0138419284226	ttest	0.463094267780792	0.176177727671942	
264698	cg18023263	1.80007446190046e-08	-9.55004638011744	ttest	0.578470865656924	0.779491334563028	DLG2
264813	cg18031134	3.56043239085484e-14	10.143649171778	ttest	0.376944061330151	0.271298612819523	HLA-G
264901	cg18038207	6.86880187140803e-08	6.82702689833534	ttest	0.618883420832591	0.520560197977836	
265235	cg18063017	2.23482326611808e-09	7.66059735164943	ttest	0.324053900890548	0.191473224565708	LHX4
265305	cg18067859	8.98030594989888e-10	10.5424563785774	ttest	0.626305360838872	0.424399867636211	SLFN13
266007	cg18115406	3.66046023386337e-09	8.6352705843213	ttest	0.290156618161367	0.161803775228212	LMX1B
266415	cg18141888	7.33182290364831e-09	8.62005203535589	ttest	0.534964444714722	0.367478829768246	
266722	cg18161327	7.38507712684851e-11	11.2360670681379	ttest	0.510294896434331	0.210946209484822	
266909	cg18175808	5.46938174843984e-12	10.4860847093103	ttest	0.33163903020316	0.179345963830192	
267255	cg18198999	4.56480732754409e-14	10.9899800350629	ttest	0.348213728400296	0.147360446512011	DMRTA2
267513	cg18221016	2.84743476808577e-09	-8.97093665676594	ttest	0.402731426493347	0.566623346414817	HMCN1
268195	cg18268547	7.87858202639766e-08	9.04057723259896	ttest	0.568997439826522	0.359169334038294	TSPAN10
268885	cg18322822	8.68441416720806e-09	-10.9895479549727	ttest	0.602444398272098	0.843976061866747	
269429	cg18365865	2.4605175504516e-08	9.53834122731693	ttest	0.371888497325076	0.143818867494204	ZNF492
269443	cg18366919	4.70182613869121e-09	9.19957345137886	ttest	0.3617219536445	0.170184470895931	EPHX3
269621	cg18382893	1.31902032538477e-29	17.2777913355753	ttest	0.329653646151233	0.082048256930079	TRIM15
269741	cg18391323	7.04016806236552e-09	9.92317944129867	ttest	0.329755703977695	0.169145295215339	GJA3
270331	cg18432572	7.44552687934499e-10	-10.3660476679605	ttest	0.561071818435337	0.7463635125003	CYFIP2
270624	cg18451814	1.24084566988845e-16	13.775311757779	ttest	0.466323300343923	0.192265007385434	OTX2
270760	cg18461347	6.48634337344587e-11	-10.5629957108748	ttest	0.433910067520161	0.628655952741479	MAGI2
270843	cg18468354	3.92746864318687e-12	12.7934179968595	ttest	0.456458424917733	0.133679867221756	
272036	cg18560204	1.03731496011e-08	9.83180281278038	ttest	0.409592139658719	0.209959727553149	BNC1
272209	cg18572653	2.92884797192745e-09	8.45240916155794	ttest	0.413969261943748	0.284084234893879	NODAL
272333	cg18582824	6.54323300313478e-10	10.0919207631209	ttest	0.360527322955737	0.128785378263785	CNTNAP5
272460	cg18592174	5.14119317702122e-10	11.0496589098757	ttest	0.350225178567644	0.165268139632028	SLC18A3;CHAT
274179	cg18734428	4.27948640102813e-09	10.4469995485042	ttest	0.374949729879763	0.0864182029028649	ADAMTSL3
274345	cg18747039	2.60767653685834e-08	8.75868966006414	ttest	0.367474061569289	0.246123054910151	
274653	cg18767278	1.56158286894649e-08	-7.93619756677654	ttest	0.560805677320578	0.719351903419416	
275009	cg18793404	2.74370251022419e-10	9.07611136040638	ttest	0.50958183334308	0.339523481425942	
